Date,Code,Open,High,Low,Close,UL,LL,Volume,Va,AdjFactor,AdjO,AdjH,AdjL,AdjC,AdjVo,prev_close,stop_high
2025-08-26,290A0,856.0,890.0,851.0,883.0,0.0,0.0,1521400.0,1326420400.0,1.0,856.0,890.0,851.0,883.0,1521400.0,,False
2025-08-27,290A0,890.0,891.0,868.0,884.0,0.0,0.0,1103500.0,973851600.0,1.0,890.0,891.0,868.0,884.0,1103500.0,883.0,False
2025-08-28,290A0,895.0,901.0,856.0,859.0,0.0,0.0,1257900.0,1099560500.0,1.0,895.0,901.0,856.0,859.0,1257900.0,884.0,False
2025-08-29,290A0,859.0,923.0,858.0,895.0,0.0,0.0,2318300.0,2064192900.0,1.0,859.0,923.0,858.0,895.0,2318300.0,859.0,False
2025-09-01,290A0,866.0,873.0,830.0,838.0,0.0,0.0,2466100.0,2089192900.0,1.0,866.0,873.0,830.0,838.0,2466100.0,895.0,False
2025-09-02,290A0,838.0,866.0,836.0,858.0,0.0,0.0,1042100.0,890101200.0,1.0,838.0,866.0,836.0,858.0,1042100.0,838.0,False
2025-09-03,290A0,855.0,859.0,821.0,827.0,0.0,0.0,1030600.0,863388600.0,1.0,855.0,859.0,821.0,827.0,1030600.0,858.0,False
2025-09-04,290A0,822.0,833.0,807.0,820.0,0.0,0.0,1110200.0,910456900.0,1.0,822.0,833.0,807.0,820.0,1110200.0,827.0,False
2025-09-05,290A0,816.0,842.0,812.0,835.0,0.0,0.0,970500.0,803962100.0,1.0,816.0,842.0,812.0,835.0,970500.0,820.0,False
2025-09-08,290A0,865.0,883.0,843.0,851.0,0.0,0.0,1783400.0,1536945900.0,1.0,865.0,883.0,843.0,851.0,1783400.0,835.0,False
2025-09-09,290A0,870.0,892.0,839.0,844.0,0.0,0.0,1534500.0,1324967200.0,1.0,870.0,892.0,839.0,844.0,1534500.0,851.0,False
2025-09-10,290A0,874.0,902.0,855.0,889.0,0.0,0.0,2247900.0,1971315700.0,1.0,874.0,902.0,855.0,889.0,2247900.0,844.0,False
2025-09-11,290A0,890.0,916.0,872.0,886.0,0.0,0.0,1794500.0,1590168300.0,1.0,890.0,916.0,872.0,886.0,1794500.0,889.0,False
