Date,Code,Open,High,Low,Close,UL,LL,Volume,Va,AdjFactor,AdjO,AdjH,AdjL,AdjC,AdjVo,prev_close
2025-09-11,405A0,3500.0,3500.0,3500.0,3500.0,0,0,100.0,350000.0,1.0,3500.0,3500.0,3500.0,3500.0,100.0,
2025-09-12,405A0,,,,,0,0,,,1.0,,,,,,3500.0
2025-09-16,405A0,,,,,0,0,,,1.0,,,,,,
2025-09-17,405A0,,,,,0,0,,,1.0,,,,,,
2025-09-18,405A0,,,,,0,0,,,1.0,,,,,,
2025-09-19,405A0,,,,,0,0,,,1.0,,,,,,
2025-09-22,405A0,,,,,0,0,,,1.0,,,,,,
2025-09-24,405A0,,,,,0,0,,,1.0,,,,,,
2025-09-25,405A0,,,,,0,0,,,1.0,,,,,,
2025-09-26,405A0,,,,,0,0,,,1.0,,,,,,
2025-09-29,405A0,,,,,0,0,,,1.0,,,,,,
2025-09-30,405A0,,,,,0,0,,,1.0,,,,,,
2025-10-01,405A0,,,,,0,0,,,1.0,,,,,,
2025-10-02,405A0,,,,,0,0,,,1.0,,,,,,
2025-10-03,405A0,,,,,0,0,,,1.0,,,,,,
2025-10-06,405A0,,,,,0,0,,,1.0,,,,,,
2025-10-07,405A0,,,,,0,0,,,1.0,,,,,,
2025-10-08,405A0,,,,,0,0,,,1.0,,,,,,
2025-10-09,405A0,,,,,0,0,,,1.0,,,,,,
2025-10-10,405A0,,,,,0,0,,,1.0,,,,,,
2025-10-14,405A0,,,,,0,0,,,1.0,,,,,,
2025-10-15,405A0,,,,,0,0,,,1.0,,,,,,
2025-10-16,405A0,,,,,0,0,,,1.0,,,,,,
2025-10-17,405A0,,,,,0,0,,,1.0,,,,,,
2025-10-20,405A0,,,,,0,0,,,1.0,,,,,,
2025-10-21,405A0,,,,,0,0,,,1.0,,,,,,
2025-10-22,405A0,,,,,0,0,,,1.0,,,,,,
2025-10-23,405A0,,,,,0,0,,,1.0,,,,,,
2025-10-24,405A0,,,,,0,0,,,1.0,,,,,,
2025-10-27,405A0,,,,,0,0,,,1.0,,,,,,
2025-10-28,405A0,,,,,0,0,,,1.0,,,,,,
2025-10-29,405A0,,,,,0,0,,,1.0,,,,,,
2025-10-30,405A0,,,,,0,0,,,1.0,,,,,,
2025-10-31,405A0,,,,,0,0,,,1.0,,,,,,
2025-11-04,405A0,,,,,0,0,,,1.0,,,,,,
2025-11-05,405A0,,,,,0,0,,,1.0,,,,,,
2025-11-06,405A0,,,,,0,0,,,1.0,,,,,,
2025-11-07,405A0,,,,,0,0,,,1.0,,,,,,
2025-11-10,405A0,,,,,0,0,,,1.0,,,,,,
2025-11-11,405A0,,,,,0,0,,,1.0,,,,,,
2025-11-12,405A0,,,,,0,0,,,1.0,,,,,,
2025-11-13,405A0,,,,,0,0,,,1.0,,,,,,
2025-11-14,405A0,,,,,0,0,,,1.0,,,,,,
2025-11-17,405A0,,,,,0,0,,,1.0,,,,,,
2025-11-18,405A0,,,,,0,0,,,1.0,,,,,,
2025-11-19,405A0,,,,,0,0,,,1.0,,,,,,
2025-11-20,405A0,,,,,0,0,,,1.0,,,,,,
2025-11-21,405A0,,,,,0,0,,,1.0,,,,,,
2025-11-25,405A0,,,,,0,0,,,1.0,,,,,,
2025-11-26,405A0,,,,,0,0,,,1.0,,,,,,
2025-11-27,405A0,,,,,0,0,,,1.0,,,,,,
2025-11-28,405A0,,,,,0,0,,,1.0,,,,,,
2025-12-01,405A0,,,,,0,0,,,1.0,,,,,,
2025-12-02,405A0,,,,,0,0,,,1.0,,,,,,
2025-12-03,405A0,,,,,0,0,,,1.0,,,,,,
2025-12-04,405A0,,,,,0,0,,,1.0,,,,,,
2025-12-05,405A0,,,,,0,0,,,1.0,,,,,,
2025-12-08,405A0,,,,,0,0,,,1.0,,,,,,
2025-12-09,405A0,,,,,0,0,,,1.0,,,,,,
2025-12-10,405A0,,,,,0,0,,,1.0,,,,,,
2025-12-11,405A0,,,,,0,0,,,1.0,,,,,,
2025-12-12,405A0,,,,,0,0,,,1.0,,,,,,
2025-12-15,405A0,,,,,0,0,,,1.0,,,,,,
2025-12-16,405A0,,,,,0,0,,,1.0,,,,,,
2025-12-17,405A0,,,,,0,0,,,1.0,,,,,,
2025-12-18,405A0,,,,,0,0,,,1.0,,,,,,
2025-12-19,405A0,,,,,0,0,,,1.0,,,,,,
2025-12-22,405A0,,,,,0,0,,,1.0,,,,,,
2025-12-23,405A0,,,,,0,0,,,1.0,,,,,,
2025-12-24,405A0,,,,,0,0,,,1.0,,,,,,
2025-12-25,405A0,,,,,0,0,,,1.0,,,,,,
2025-12-26,405A0,,,,,0,0,,,1.0,,,,,,
2025-12-29,405A0,,,,,0,0,,,1.0,,,,,,
2025-12-30,405A0,,,,,0,0,,,1.0,,,,,,
2026-01-05,405A0,,,,,0,0,,,1.0,,,,,,
2026-01-06,405A0,,,,,0,0,,,1.0,,,,,,
2026-01-07,405A0,,,,,0,0,,,1.0,,,,,,
2026-01-08,405A0,,,,,0,0,,,1.0,,,,,,
2026-01-09,405A0,,,,,0,0,,,1.0,,,,,,
2026-01-13,405A0,,,,,0,0,,,1.0,,,,,,
2026-01-14,405A0,,,,,0,0,,,1.0,,,,,,
2026-01-15,405A0,,,,,0,0,,,1.0,,,,,,
2026-01-16,405A0,,,,,0,0,,,1.0,,,,,,
2026-01-19,405A0,,,,,0,0,,,1.0,,,,,,
2026-01-20,405A0,,,,,0,0,,,1.0,,,,,,
2026-01-21,405A0,,,,,0,0,,,1.0,,,,,,
2026-01-22,405A0,,,,,0,0,,,1.0,,,,,,
2026-01-23,405A0,,,,,0,0,,,1.0,,,,,,
2026-01-26,405A0,,,,,0,0,,,1.0,,,,,,
2026-01-27,405A0,,,,,0,0,,,1.0,,,,,,
2026-01-28,405A0,,,,,0,0,,,1.0,,,,,,
2026-01-29,405A0,,,,,0,0,,,1.0,,,,,,
2026-01-30,405A0,,,,,0,0,,,1.0,,,,,,
2026-02-02,405A0,,,,,0,0,,,1.0,,,,,,
2026-02-03,405A0,,,,,0,0,,,1.0,,,,,,
2026-02-04,405A0,,,,,0,0,,,1.0,,,,,,
2026-02-05,405A0,,,,,0,0,,,1.0,,,,,,
