Date,Code,Open,High,Low,Close,UL,LL,Volume,Va,AdjFactor,AdjO,AdjH,AdjL,AdjC,AdjVo,prev_close,stop_high
2025-08-26,276A0,7560.0,7840.0,7560.0,7590.0,0.0,0.0,69400.0,535146000.0,1.0,7560.0,7840.0,7560.0,7590.0,69400.0,,False
2025-08-27,276A0,7590.0,7700.0,7280.0,7280.0,0.0,0.0,61000.0,457071000.0,1.0,7590.0,7700.0,7280.0,7280.0,61000.0,7590.0,False
2025-08-28,276A0,7370.0,7730.0,7370.0,7680.0,0.0,0.0,68000.0,515510000.0,1.0,7370.0,7730.0,7370.0,7680.0,68000.0,7280.0,False
2025-08-29,276A0,7750.0,7900.0,7640.0,7690.0,0.0,0.0,60300.0,469434000.0,1.0,7750.0,7900.0,7640.0,7690.0,60300.0,7680.0,False
2025-09-01,276A0,7540.0,7620.0,7310.0,7400.0,0.0,0.0,49000.0,364907000.0,1.0,7540.0,7620.0,7310.0,7400.0,49000.0,7690.0,False
2025-09-02,276A0,7410.0,7500.0,7050.0,7080.0,0.0,0.0,71900.0,514699000.0,1.0,7410.0,7500.0,7050.0,7080.0,71900.0,7400.0,False
2025-09-03,276A0,7080.0,7160.0,6890.0,6900.0,0.0,0.0,70000.0,487964000.0,1.0,7080.0,7160.0,6890.0,6900.0,70000.0,7080.0,False
2025-09-04,276A0,6800.0,6800.0,6480.0,6610.0,0.0,0.0,99100.0,659219000.0,1.0,6800.0,6800.0,6480.0,6610.0,99100.0,6900.0,False
2025-09-05,276A0,6870.0,7050.0,6740.0,7000.0,0.0,0.0,94400.0,652943000.0,1.0,6870.0,7050.0,6740.0,7000.0,94400.0,6610.0,False
2025-09-08,276A0,7150.0,7470.0,7000.0,7000.0,0.0,0.0,101100.0,731843000.0,1.0,7150.0,7470.0,7000.0,7000.0,101100.0,7000.0,False
2025-09-09,276A0,7130.0,7270.0,6880.0,7000.0,0.0,0.0,78300.0,554115000.0,1.0,7130.0,7270.0,6880.0,7000.0,78300.0,7000.0,False
2025-09-10,276A0,7040.0,7140.0,6930.0,7110.0,0.0,0.0,32900.0,231658000.0,1.0,7040.0,7140.0,6930.0,7110.0,32900.0,7000.0,False
2025-09-11,276A0,7110.0,7110.0,6910.0,7010.0,0.0,0.0,37100.0,260220000.0,1.0,7110.0,7110.0,6910.0,7010.0,37100.0,7110.0,False
2025-09-12,276A0,7090.0,7200.0,6920.0,7160.0,0.0,0.0,51200.0,362714000.0,1.0,7090.0,7200.0,6920.0,7160.0,51200.0,7010.0,False
2025-09-16,276A0,7210.0,7380.0,7060.0,7260.0,0.0,0.0,39700.0,287863000.0,1.0,7210.0,7380.0,7060.0,7260.0,39700.0,7160.0,False
2025-09-17,276A0,7260.0,7310.0,7050.0,7120.0,0.0,0.0,34400.0,246643000.0,1.0,7260.0,7310.0,7050.0,7120.0,34400.0,7260.0,False
2025-09-18,276A0,7120.0,7160.0,6810.0,6920.0,0.0,0.0,50700.0,351395000.0,1.0,7120.0,7160.0,6810.0,6920.0,50700.0,7120.0,False
2025-09-19,276A0,6870.0,7140.0,6720.0,7090.0,0.0,0.0,79500.0,549692000.0,1.0,6870.0,7140.0,6720.0,7090.0,79500.0,6920.0,False
2025-09-22,276A0,7150.0,7280.0,7090.0,7130.0,0.0,0.0,38400.0,275689000.0,1.0,7150.0,7280.0,7090.0,7130.0,38400.0,7090.0,False
2025-09-24,276A0,7180.0,7220.0,6950.0,7120.0,0.0,0.0,38600.0,273397000.0,1.0,7180.0,7220.0,6950.0,7120.0,38600.0,7130.0,False
