Date,Code,Open,High,Low,Close,UL,LL,Volume,Va,AdjFactor,AdjO,AdjH,AdjL,AdjC,AdjVo,prev_close,stop_high
2025-03-03,130A0,823.0,890.0,823.0,867.0,0.0,0.0,44000.0,38038800.0,1.0,823.0,890.0,823.0,867.0,44000.0,,
2025-03-04,130A0,876.0,876.0,840.0,852.0,0.0,0.0,22900.0,19590700.0,1.0,876.0,876.0,840.0,852.0,22900.0,867.0,
2025-03-05,130A0,847.0,853.0,829.0,830.0,0.0,0.0,14400.0,12063200.0,1.0,847.0,853.0,829.0,830.0,14400.0,852.0,
2025-03-06,130A0,830.0,870.0,829.0,864.0,0.0,0.0,23200.0,19799200.0,1.0,830.0,870.0,829.0,864.0,23200.0,830.0,
2025-03-07,130A0,859.0,859.0,831.0,832.0,0.0,0.0,13300.0,11167400.0,1.0,859.0,859.0,831.0,832.0,13300.0,864.0,
2025-03-10,130A0,869.0,869.0,820.0,834.0,0.0,0.0,17100.0,14395000.0,1.0,869.0,869.0,820.0,834.0,17100.0,832.0,
2025-03-11,130A0,819.0,828.0,791.0,828.0,0.0,0.0,35800.0,28964200.0,1.0,819.0,828.0,791.0,828.0,35800.0,834.0,
2025-03-12,130A0,815.0,840.0,815.0,826.0,0.0,0.0,10200.0,8395300.0,1.0,815.0,840.0,815.0,826.0,10200.0,828.0,
2025-03-13,130A0,816.0,830.0,816.0,820.0,0.0,0.0,2800.0,2302300.0,1.0,816.0,830.0,816.0,820.0,2800.0,826.0,
2025-03-14,130A0,820.0,838.0,809.0,838.0,0.0,0.0,11100.0,9149000.0,1.0,820.0,838.0,809.0,838.0,11100.0,820.0,
2025-03-17,130A0,830.0,830.0,810.0,811.0,0.0,0.0,20300.0,16608000.0,1.0,830.0,830.0,810.0,811.0,20300.0,838.0,
2025-03-18,130A0,813.0,827.0,813.0,820.0,0.0,0.0,8800.0,7207700.0,1.0,813.0,827.0,813.0,820.0,8800.0,811.0,
2025-03-19,130A0,814.0,900.0,812.0,860.0,0.0,0.0,67900.0,58404400.0,1.0,814.0,900.0,812.0,860.0,67900.0,820.0,
2025-03-21,130A0,856.0,856.0,826.0,826.0,0.0,0.0,16700.0,14050100.0,1.0,856.0,856.0,826.0,826.0,16700.0,860.0,
2025-03-24,130A0,822.0,840.0,819.0,819.0,0.0,0.0,19900.0,16485500.0,1.0,822.0,840.0,819.0,819.0,19900.0,826.0,
2025-03-25,130A0,830.0,836.0,816.0,816.0,0.0,0.0,12300.0,10128600.0,1.0,830.0,836.0,816.0,816.0,12300.0,819.0,
2025-03-26,130A0,820.0,827.0,816.0,823.0,0.0,0.0,2900.0,2381800.0,1.0,820.0,827.0,816.0,823.0,2900.0,816.0,
2025-03-27,130A0,828.0,835.0,805.0,807.0,0.0,0.0,12600.0,10244800.0,1.0,828.0,835.0,805.0,807.0,12600.0,823.0,
2025-03-28,130A0,805.0,820.0,805.0,807.0,0.0,0.0,7600.0,6163700.0,1.0,805.0,820.0,805.0,807.0,7600.0,807.0,
2025-03-31,130A0,797.0,797.0,780.0,787.0,0.0,0.0,25200.0,19888600.0,1.0,797.0,797.0,780.0,787.0,25200.0,807.0,
2025-04-01,130A0,790.0,805.0,781.0,789.0,0.0,0.0,6800.0,5370700.0,1.0,790.0,805.0,781.0,789.0,6800.0,787.0,
2025-04-02,130A0,790.0,865.0,766.0,769.0,0.0,0.0,93700.0,75500600.0,1.0,790.0,865.0,766.0,769.0,93700.0,789.0,
2025-04-03,130A0,750.0,772.0,733.0,758.0,0.0,0.0,30700.0,22970700.0,1.0,750.0,772.0,733.0,758.0,30700.0,769.0,
2025-04-04,130A0,750.0,750.0,665.0,691.0,0.0,0.0,63200.0,43988000.0,1.0,750.0,750.0,665.0,691.0,63200.0,758.0,
2025-04-07,130A0,591.0,609.0,591.0,591.0,0.0,1.0,105300.0,62516900.0,1.0,591.0,609.0,591.0,591.0,105300.0,691.0,
2025-04-08,130A0,611.0,650.0,597.0,636.0,0.0,0.0,40400.0,25267400.0,1.0,611.0,650.0,597.0,636.0,40400.0,591.0,
2025-04-09,130A0,610.0,653.0,605.0,615.0,0.0,0.0,45200.0,28399000.0,1.0,610.0,653.0,605.0,615.0,45200.0,636.0,
2025-04-10,130A0,685.0,696.0,652.0,693.0,0.0,0.0,17300.0,11657900.0,1.0,685.0,696.0,652.0,693.0,17300.0,615.0,
2025-04-11,130A0,686.0,705.0,656.0,704.0,0.0,0.0,15200.0,10505000.0,1.0,686.0,705.0,656.0,704.0,15200.0,693.0,
2025-04-14,130A0,719.0,740.0,705.0,731.0,0.0,0.0,10000.0,7249800.0,1.0,719.0,740.0,705.0,731.0,10000.0,704.0,
2025-04-15,130A0,746.0,751.0,718.0,750.0,0.0,0.0,24900.0,18320600.0,1.0,746.0,751.0,718.0,750.0,24900.0,731.0,
2025-04-16,130A0,756.0,840.0,695.0,697.0,0.0,0.0,150900.0,115542200.0,1.0,756.0,840.0,695.0,697.0,150900.0,750.0,
2025-04-17,130A0,716.0,790.0,657.0,683.0,0.0,0.0,272900.0,198474500.0,1.0,716.0,790.0,657.0,683.0,272900.0,697.0,
2025-04-18,130A0,683.0,705.0,682.0,697.0,0.0,0.0,27200.0,18973700.0,1.0,683.0,705.0,682.0,697.0,27200.0,683.0,
2025-04-21,130A0,700.0,787.0,665.0,703.0,0.0,0.0,217100.0,160349200.0,1.0,700.0,787.0,665.0,703.0,217100.0,697.0,
2025-04-22,130A0,718.0,722.0,680.0,692.0,0.0,0.0,26500.0,18607200.0,1.0,718.0,722.0,680.0,692.0,26500.0,703.0,
2025-04-23,130A0,701.0,710.0,693.0,695.0,0.0,0.0,22000.0,15400400.0,1.0,701.0,710.0,693.0,695.0,22000.0,692.0,
2025-04-24,130A0,700.0,700.0,692.0,692.0,0.0,0.0,4800.0,3341700.0,1.0,700.0,700.0,692.0,692.0,4800.0,695.0,
2025-04-25,130A0,691.0,697.0,688.0,689.0,0.0,0.0,13900.0,9620000.0,1.0,691.0,697.0,688.0,689.0,13900.0,692.0,
