Date,Code,Open,High,Low,Close,UL,LL,Volume,Va,AdjFactor,AdjO,AdjH,AdjL,AdjC,AdjVo,prev_close
2025-12-19,476A0,2980.0,3325.0,2800.0,2810.0,0.0,0.0,3059900.0,9265433500.0,1.0,2980.0,3325.0,2800.0,2810.0,3059900.0,
2025-12-22,476A0,2660.0,2689.0,2410.0,2436.0,0.0,0.0,567200.0,1452492600.0,1.0,2660.0,2689.0,2410.0,2436.0,567200.0,2810.0
2025-12-23,476A0,2377.0,2564.0,2366.0,2542.0,0.0,0.0,195800.0,484308100.0,1.0,2377.0,2564.0,2366.0,2542.0,195800.0,2436.0
2025-12-24,476A0,2498.0,2544.0,2401.0,2541.0,0.0,0.0,145100.0,358379000.0,1.0,2498.0,2544.0,2401.0,2541.0,145100.0,2542.0
2025-12-25,476A0,2559.0,2576.0,2445.0,2489.0,0.0,0.0,110100.0,276132100.0,1.0,2559.0,2576.0,2445.0,2489.0,110100.0,2541.0
2025-12-26,476A0,2494.0,2524.0,2471.0,2487.0,0.0,0.0,54300.0,135071800.0,1.0,2494.0,2524.0,2471.0,2487.0,54300.0,2489.0
2025-12-29,476A0,2488.0,2510.0,2430.0,2486.0,0.0,0.0,37100.0,91801800.0,1.0,2488.0,2510.0,2430.0,2486.0,37100.0,2487.0
2025-12-30,476A0,2468.0,2523.0,2430.0,2523.0,0.0,0.0,28100.0,70087300.0,1.0,2468.0,2523.0,2430.0,2523.0,28100.0,2486.0
2026-01-05,476A0,2530.0,2530.0,2418.0,2423.0,0.0,0.0,37500.0,91925200.0,1.0,2530.0,2530.0,2418.0,2423.0,37500.0,2523.0
2026-01-06,476A0,2408.0,2433.0,2400.0,2415.0,0.0,0.0,63300.0,152634600.0,1.0,2408.0,2433.0,2400.0,2415.0,63300.0,2423.0
2026-01-07,476A0,2408.0,2440.0,2408.0,2420.0,0.0,0.0,10800.0,26136000.0,1.0,2408.0,2440.0,2408.0,2420.0,10800.0,2415.0
2026-01-08,476A0,2405.0,2490.0,2405.0,2465.0,0.0,0.0,38700.0,94597300.0,1.0,2405.0,2490.0,2405.0,2465.0,38700.0,2420.0
2026-01-09,476A0,2482.0,2530.0,2420.0,2420.0,0.0,0.0,18300.0,45008800.0,1.0,2482.0,2530.0,2420.0,2420.0,18300.0,2465.0
2026-01-13,476A0,2456.0,2456.0,2400.0,2430.0,0.0,0.0,21900.0,53187500.0,1.0,2456.0,2456.0,2400.0,2430.0,21900.0,2420.0
2026-01-14,476A0,2420.0,2443.0,2346.0,2370.0,0.0,0.0,40900.0,98118300.0,1.0,2420.0,2443.0,2346.0,2370.0,40900.0,2430.0
2026-01-15,476A0,2354.0,2400.0,2350.0,2372.0,0.0,0.0,14900.0,35347500.0,1.0,2354.0,2400.0,2350.0,2372.0,14900.0,2370.0
2026-01-16,476A0,2360.0,2395.0,2300.0,2300.0,0.0,0.0,44400.0,103342300.0,1.0,2360.0,2395.0,2300.0,2300.0,44400.0,2372.0
2026-01-19,476A0,2290.0,2300.0,2218.0,2249.0,0.0,0.0,41000.0,92211300.0,1.0,2290.0,2300.0,2218.0,2249.0,41000.0,2300.0
2026-01-20,476A0,2246.0,2280.0,2222.0,2243.0,0.0,0.0,10700.0,24063600.0,1.0,2246.0,2280.0,2222.0,2243.0,10700.0,2249.0
2026-01-21,476A0,2204.0,2235.0,2170.0,2192.0,0.0,0.0,29300.0,64340300.0,1.0,2204.0,2235.0,2170.0,2192.0,29300.0,2243.0
2026-01-22,476A0,2201.0,2260.0,2201.0,2231.0,0.0,0.0,20200.0,45045200.0,1.0,2201.0,2260.0,2201.0,2231.0,20200.0,2192.0
2026-01-23,476A0,2232.0,2280.0,2232.0,2261.0,0.0,0.0,6000.0,13550800.0,1.0,2232.0,2280.0,2232.0,2261.0,6000.0,2231.0
2026-01-26,476A0,2259.0,2298.0,2259.0,2298.0,0.0,0.0,3900.0,8898500.0,1.0,2259.0,2298.0,2259.0,2298.0,3900.0,2261.0
2026-01-27,476A0,2302.0,2440.0,2301.0,2322.0,0.0,0.0,33100.0,78291800.0,1.0,2302.0,2440.0,2301.0,2322.0,33100.0,2298.0
2026-01-28,476A0,2347.0,2365.0,2310.0,2310.0,0.0,0.0,10800.0,25144800.0,1.0,2347.0,2365.0,2310.0,2310.0,10800.0,2322.0
2026-01-29,476A0,2347.0,2354.0,2311.0,2335.0,0.0,0.0,7000.0,16335300.0,1.0,2347.0,2354.0,2311.0,2335.0,7000.0,2310.0
2026-01-30,476A0,2323.0,2349.0,2303.0,2303.0,0.0,0.0,6300.0,14601400.0,1.0,2323.0,2349.0,2303.0,2303.0,6300.0,2335.0
