Date,Code,Open,High,Low,Close,UL,LL,Volume,Va,AdjFactor,AdjO,AdjH,AdjL,AdjC,AdjVo,prev_close,stop_high
2025-08-26,33500.0,861.0,864.0,818.0,842.0,0.0,0.0,35160500.0,29528399500.0,1.0,861.0,864.0,818.0,842.0,35160500.0,,False
2025-08-27,33500.0,845.0,892.0,839.0,890.0,0.0,0.0,34052700.0,29508584100.0,1.0,845.0,892.0,839.0,890.0,34052700.0,842.0,False
2025-08-28,33500.0,905.0,905.0,846.0,899.0,0.0,0.0,30364800.0,26585606500.0,1.0,905.0,905.0,846.0,899.0,30364800.0,890.0,False
2025-08-29,33500.0,904.0,933.0,876.0,879.0,0.0,0.0,33937000.0,30545637300.0,1.0,904.0,933.0,876.0,879.0,33937000.0,899.0,False
2025-09-01,33500.0,884.0,900.0,828.0,831.0,0.0,0.0,23369300.0,20072696000.0,1.0,884.0,900.0,828.0,831.0,23369300.0,879.0,False
2025-09-02,33500.0,831.0,855.0,820.0,853.0,0.0,0.0,15430200.0,12927299700.0,1.0,831.0,855.0,820.0,853.0,15430200.0,831.0,False
2025-09-03,33500.0,863.0,888.0,800.0,800.0,0.0,0.0,25989700.0,21720497600.0,1.0,863.0,888.0,800.0,800.0,25989700.0,853.0,False
2025-09-04,33500.0,781.0,801.0,720.0,744.0,0.0,0.0,43493300.0,32339801900.0,1.0,781.0,801.0,720.0,744.0,43493300.0,800.0,False
2025-09-05,33500.0,723.0,730.0,708.0,709.0,0.0,0.0,23841800.0,17120577000.0,1.0,723.0,730.0,708.0,709.0,23841800.0,744.0,False
2025-09-08,33500.0,701.0,720.0,674.0,682.0,0.0,0.0,32542200.0,22652368400.0,1.0,701.0,720.0,674.0,682.0,32542200.0,709.0,False
2025-09-09,33500.0,684.0,719.0,614.0,614.0,0.0,0.0,61056700.0,39782542100.0,1.0,684.0,719.0,614.0,614.0,61056700.0,682.0,False
2025-09-10,33500.0,610.0,714.0,563.0,714.0,1.0,0.0,175066100.0,112078251000.0,1.0,610.0,714.0,563.0,714.0,175066100.0,614.0,True
2025-09-11,33500.0,720.0,779.0,629.0,645.0,0.0,0.0,130206200.0,90946196700.0,1.0,720.0,779.0,629.0,645.0,130206200.0,714.0,False
2025-09-12,33500.0,605.0,612.0,546.0,591.0,0.0,0.0,144890200.0,84211583000.0,1.0,605.0,612.0,546.0,591.0,144890200.0,645.0,False
2025-09-16,33500.0,601.0,617.0,586.0,601.0,0.0,0.0,61645500.0,36885612500.0,1.0,601.0,617.0,586.0,601.0,61645500.0,591.0,False
2025-09-17,33500.0,610.0,614.0,571.0,594.0,0.0,0.0,75249000.0,44536797000.0,1.0,610.0,614.0,571.0,594.0,75249000.0,601.0,False
2025-09-18,33500.0,586.0,596.0,516.0,530.0,0.0,0.0,102686800.0,55495140900.0,1.0,586.0,596.0,516.0,530.0,102686800.0,594.0,False
2025-09-19,33500.0,550.0,608.0,548.0,608.0,0.0,0.0,157502400.0,92853855300.0,1.0,550.0,608.0,548.0,608.0,157502400.0,530.0,False
2025-09-22,33500.0,648.0,650.0,589.0,589.0,0.0,0.0,71681500.0,43654745400.0,1.0,648.0,650.0,589.0,589.0,71681500.0,608.0,False
2025-09-24,33500.0,569.0,570.0,547.0,561.0,0.0,0.0,43657500.0,24342722300.0,1.0,569.0,570.0,547.0,561.0,43657500.0,589.0,False
2025-09-25,33500.0,563.0,564.0,532.0,533.0,0.0,0.0,40067800.0,21725053300.0,1.0,563.0,564.0,532.0,533.0,40067800.0,561.0,False
2025-09-26,33500.0,515.0,531.0,496.0,517.0,0.0,0.0,48264100.0,24702887100.0,1.0,515.0,531.0,496.0,517.0,48264100.0,533.0,False
2025-09-29,33500.0,537.0,538.0,504.0,511.0,0.0,0.0,22398700.0,11559167600.0,1.0,537.0,538.0,504.0,511.0,22398700.0,517.0,False
2025-09-30,33500.0,521.0,587.0,520.0,575.0,0.0,0.0,61417200.0,34012388700.0,1.0,521.0,587.0,520.0,575.0,61417200.0,511.0,False
2025-10-01,33500.0,552.0,553.0,515.0,516.0,0.0,0.0,38443600.0,20299773100.0,1.0,552.0,553.0,515.0,516.0,38443600.0,575.0,False
2025-10-02,33500.0,560.0,615.0,559.0,579.0,0.0,0.0,70973600.0,41042447300.0,1.0,560.0,615.0,559.0,579.0,70973600.0,516.0,False
2025-10-03,33500.0,603.0,654.0,584.0,622.0,0.0,0.0,98420500.0,60511823400.0,1.0,603.0,654.0,584.0,622.0,98420500.0,579.0,False
2025-10-06,33500.0,660.0,662.0,591.0,591.0,0.0,0.0,66901100.0,40983876300.0,1.0,660.0,662.0,591.0,591.0,66901100.0,622.0,False
2025-10-07,33500.0,599.0,644.0,595.0,624.0,0.0,0.0,71780400.0,44549948900.0,1.0,599.0,644.0,595.0,624.0,71780400.0,591.0,False
2025-10-08,33500.0,590.0,595.0,564.0,574.0,0.0,0.0,57622200.0,33558355400.0,1.0,590.0,595.0,564.0,574.0,57622200.0,624.0,False
2025-10-09,33500.0,580.0,580.0,557.0,560.0,0.0,0.0,29764500.0,16864864900.0,1.0,580.0,580.0,557.0,560.0,29764500.0,574.0,False
2025-10-10,33500.0,543.0,558.0,540.0,550.0,0.0,0.0,28721000.0,15737178400.0,1.0,543.0,558.0,540.0,550.0,28721000.0,560.0,False
2025-10-14,33500.0,524.0,534.0,480.0,482.0,0.0,0.0,62999400.0,31660071800.0,1.0,524.0,534.0,480.0,482.0,62999400.0,550.0,False
2025-10-15,33500.0,487.0,493.0,451.0,460.0,0.0,0.0,47852200.0,22240827700.0,1.0,487.0,493.0,451.0,460.0,47852200.0,482.0,False
2025-10-16,33500.0,445.0,451.0,425.0,430.0,0.0,0.0,57498300.0,25054321200.0,1.0,445.0,451.0,425.0,430.0,57498300.0,460.0,False
2025-10-17,33500.0,405.0,437.0,387.0,402.0,0.0,0.0,95677000.0,38958313400.0,1.0,405.0,437.0,387.0,402.0,95677000.0,430.0,False
2025-10-20,33500.0,405.0,458.0,396.0,454.0,0.0,0.0,65804600.0,27732133000.0,1.0,405.0,458.0,396.0,454.0,65804600.0,402.0,False
2025-10-21,33500.0,439.0,440.0,416.0,424.0,0.0,0.0,50259000.0,21458638000.0,1.0,439.0,440.0,416.0,424.0,50259000.0,454.0,False
2025-10-22,33500.0,424.0,435.0,418.0,420.0,0.0,0.0,28834200.0,12278917200.0,1.0,424.0,435.0,418.0,420.0,28834200.0,424.0,False
2025-10-23,33500.0,420.0,439.0,417.0,426.0,0.0,0.0,27413000.0,11698088800.0,1.0,420.0,439.0,417.0,426.0,27413000.0,420.0,False
