Date,Code,Open,High,Low,Close,UL,LL,Volume,Va,AdjFactor,AdjO,AdjH,AdjL,AdjC,AdjVo,prev_close
2025-08-27,72540.0,551.0,551.0,542.0,546.0,0.0,0.0,5100.0,2794700.0,1.0,551.0,551.0,542.0,546.0,5100.0,
2025-08-28,72540.0,544.0,553.0,544.0,548.0,0.0,0.0,5000.0,2741000.0,1.0,544.0,553.0,544.0,548.0,5000.0,546.0
2025-08-29,72540.0,550.0,550.0,542.0,550.0,0.0,0.0,12400.0,6808000.0,1.0,550.0,550.0,542.0,550.0,12400.0,548.0
2025-09-01,72540.0,556.0,556.0,549.0,550.0,0.0,0.0,7300.0,4021300.0,1.0,556.0,556.0,549.0,550.0,7300.0,550.0
2025-09-02,72540.0,550.0,554.0,549.0,550.0,0.0,0.0,22500.0,12377600.0,1.0,550.0,554.0,549.0,550.0,22500.0,550.0
2025-09-03,72540.0,543.0,552.0,543.0,551.0,0.0,0.0,9300.0,5113800.0,1.0,543.0,552.0,543.0,551.0,9300.0,550.0
2025-09-04,72540.0,549.0,556.0,549.0,554.0,0.0,0.0,17200.0,9470800.0,1.0,549.0,556.0,549.0,554.0,17200.0,551.0
2025-09-05,72540.0,555.0,564.0,552.0,564.0,0.0,0.0,22900.0,12821000.0,1.0,555.0,564.0,552.0,564.0,22900.0,554.0
2025-09-08,72540.0,564.0,564.0,556.0,557.0,0.0,0.0,6500.0,3633300.0,1.0,564.0,564.0,556.0,557.0,6500.0,564.0
2025-09-09,72540.0,556.0,560.0,550.0,558.0,0.0,0.0,50000.0,27789800.0,1.0,556.0,560.0,550.0,558.0,50000.0,557.0
2025-09-10,72540.0,559.0,566.0,559.0,562.0,0.0,0.0,27500.0,15462600.0,1.0,559.0,566.0,559.0,562.0,27500.0,558.0
2025-09-11,72540.0,563.0,563.0,553.0,560.0,0.0,0.0,12500.0,6964900.0,1.0,563.0,563.0,553.0,560.0,12500.0,562.0
2025-09-12,72540.0,562.0,562.0,560.0,560.0,0.0,0.0,9700.0,5436100.0,1.0,562.0,562.0,560.0,560.0,9700.0,560.0
2025-09-16,72540.0,561.0,566.0,558.0,566.0,0.0,0.0,31800.0,17912100.0,1.0,561.0,566.0,558.0,566.0,31800.0,560.0
2025-09-17,72540.0,567.0,567.0,560.0,563.0,0.0,0.0,6100.0,3431800.0,1.0,567.0,567.0,560.0,563.0,6100.0,566.0
2025-09-18,72540.0,566.0,566.0,560.0,564.0,0.0,0.0,13200.0,7418000.0,1.0,566.0,566.0,560.0,564.0,13200.0,563.0
2025-09-19,72540.0,560.0,564.0,549.0,561.0,0.0,0.0,19600.0,10938900.0,1.0,560.0,564.0,549.0,561.0,19600.0,564.0
2025-09-22,72540.0,560.0,564.0,559.0,559.0,0.0,0.0,7600.0,4266800.0,1.0,560.0,564.0,559.0,559.0,7600.0,561.0
2025-09-24,72540.0,559.0,576.0,559.0,576.0,0.0,0.0,16100.0,9166500.0,1.0,559.0,576.0,559.0,576.0,16100.0,559.0
2025-09-25,72540.0,572.0,577.0,568.0,571.0,0.0,0.0,10600.0,6067200.0,1.0,572.0,577.0,568.0,571.0,10600.0,576.0
2025-09-26,72540.0,574.0,576.0,563.0,576.0,0.0,0.0,17900.0,10250300.0,1.0,574.0,576.0,563.0,576.0,17900.0,571.0
2025-09-29,72540.0,568.0,572.0,568.0,571.0,0.0,0.0,9800.0,5589500.0,1.0,568.0,572.0,568.0,571.0,9800.0,576.0
2025-09-30,72540.0,571.0,572.0,559.0,568.0,0.0,0.0,8300.0,4724100.0,1.0,571.0,572.0,559.0,568.0,8300.0,571.0
2025-10-01,72540.0,560.0,570.0,547.0,548.0,0.0,0.0,32800.0,18413800.0,1.0,560.0,570.0,547.0,548.0,32800.0,568.0
2025-10-02,72540.0,548.0,563.0,548.0,560.0,0.0,0.0,16100.0,8989600.0,1.0,548.0,563.0,548.0,560.0,16100.0,548.0
2025-10-03,72540.0,560.0,561.0,554.0,558.0,0.0,0.0,11000.0,6155000.0,1.0,560.0,561.0,554.0,558.0,11000.0,560.0
2025-10-06,72540.0,558.0,564.0,552.0,555.0,0.0,0.0,20500.0,11473500.0,1.0,558.0,564.0,552.0,555.0,20500.0,558.0
2025-10-07,72540.0,556.0,576.0,556.0,572.0,0.0,0.0,12000.0,6804500.0,1.0,556.0,576.0,556.0,572.0,12000.0,555.0
2025-10-08,72540.0,568.0,576.0,568.0,576.0,0.0,0.0,8300.0,4751600.0,1.0,568.0,576.0,568.0,576.0,8300.0,572.0
2025-10-09,72540.0,578.0,588.0,561.0,584.0,0.0,0.0,16600.0,9600400.0,1.0,578.0,588.0,561.0,584.0,16600.0,576.0
2025-10-10,72540.0,587.0,587.0,564.0,567.0,0.0,0.0,12300.0,7029700.0,1.0,587.0,587.0,564.0,567.0,12300.0,584.0
2025-10-14,72540.0,558.0,567.0,551.0,567.0,0.0,0.0,21100.0,11831600.0,1.0,558.0,567.0,551.0,567.0,21100.0,567.0
2025-10-15,72540.0,576.0,587.0,569.0,569.0,0.0,0.0,14100.0,8145200.0,1.0,576.0,587.0,569.0,569.0,14100.0,567.0
