Date,Code,Open,High,Low,Close,UL,LL,Volume,Va,AdjFactor,AdjO,AdjH,AdjL,AdjC,AdjVo,prev_close
2025-09-26,424A0,301.7,302.0,300.3,301.0,0.0,0.0,777910.0,234007440.0,1.0,301.7,302.0,300.3,301.0,777910.0,
2025-09-29,424A0,300.1,307.7,300.0,304.9,0.0,0.0,333600.0,101292837.0,1.0,300.1,307.7,300.0,304.9,333600.0,301.0
2025-09-30,424A0,307.9,308.9,306.1,307.8,0.0,0.0,658390.0,202591965.0,1.0,307.9,308.9,306.1,307.8,658390.0,304.9
2025-10-01,424A0,307.8,308.0,306.0,307.0,0.0,0.0,632860.0,194238915.0,1.0,307.8,308.0,306.0,307.0,632860.0,307.8
2025-10-02,424A0,308.3,308.3,307.0,308.2,0.0,0.0,234210.0,72090059.0,1.0,308.3,308.3,307.0,308.2,234210.0,307.0
2025-10-03,424A0,308.1,308.1,305.6,306.3,0.0,0.0,93580.0,28728496.0,1.0,308.1,308.1,305.6,306.3,93580.0,308.2
2025-10-06,424A0,308.9,314.0,308.0,313.0,0.0,0.0,171630.0,53640739.0,1.0,308.9,314.0,308.0,313.0,171630.0,306.3
2025-10-07,424A0,316.3,317.0,314.5,316.1,0.0,0.0,274000.0,86547667.0,1.0,316.3,317.0,314.5,316.1,274000.0,313.0
2025-10-08,424A0,318.5,321.5,317.3,321.0,0.0,0.0,321580.0,102637463.0,1.0,318.5,321.5,317.3,321.0,321580.0,316.1
2025-10-09,424A0,328.0,328.0,318.8,321.9,0.0,0.0,426330.0,137059373.0,1.0,328.0,328.0,318.8,321.9,426330.0,321.0
2025-10-10,424A0,318.4,318.6,315.0,316.8,0.0,0.0,328430.0,104206088.0,1.0,318.4,318.6,315.0,316.8,328430.0,321.9
2025-10-14,424A0,328.0,335.6,327.5,328.0,0.0,0.0,1122160.0,371449959.0,1.0,328.0,335.6,327.5,328.0,1122160.0,316.8
2025-10-15,424A0,333.6,334.8,330.2,333.8,0.0,0.0,567380.0,188835863.0,1.0,333.6,334.8,330.2,333.8,567380.0,328.0
2025-10-16,424A0,336.0,337.8,334.9,336.8,0.0,0.0,1081020.0,363470196.0,1.0,336.0,337.8,334.9,336.8,1081020.0,333.8
2025-10-17,424A0,347.9,351.1,340.7,350.5,0.0,0.0,1110170.0,384896819.0,1.0,347.9,351.1,340.7,350.5,1110170.0,336.8
2025-10-20,424A0,340.1,342.9,335.8,338.8,0.0,0.0,1402500.0,475510905.0,1.0,340.1,342.9,335.8,338.8,1402500.0,350.5
2025-10-21,424A0,347.1,349.9,343.6,344.6,0.0,0.0,872980.0,301855059.0,1.0,347.1,349.9,343.6,344.6,872980.0,338.8
2025-10-22,424A0,322.6,330.8,317.2,330.1,0.0,0.0,1220500.0,394888609.0,1.0,322.6,330.8,317.2,330.1,1220500.0,344.6
2025-10-23,424A0,325.8,328.5,323.0,328.2,0.0,0.0,542580.0,176164944.0,1.0,325.8,328.5,323.0,328.2,542580.0,330.1
2025-10-24,424A0,327.7,329.2,324.1,324.3,0.0,0.0,328400.0,107357316.0,1.0,327.7,329.2,324.1,324.3,328400.0,328.2
2025-10-27,424A0,323.0,325.8,320.9,324.7,0.0,0.0,247690.0,79968867.0,1.0,323.0,325.8,320.9,324.7,247690.0,324.3
2025-10-28,424A0,317.5,319.2,313.3,313.3,0.0,0.0,377120.0,119395857.0,1.0,317.5,319.2,313.3,313.3,377120.0,324.7
2025-10-29,424A0,312.5,316.8,312.1,315.5,0.0,0.0,371220.0,116822686.0,1.0,312.5,316.8,312.1,315.5,371220.0,313.3
2025-10-30,424A0,315.5,316.9,311.7,314.9,0.0,0.0,294020.0,92128984.0,1.0,315.5,316.9,311.7,314.9,294020.0,315.5
2025-10-31,424A0,321.5,321.5,316.9,318.6,0.0,0.0,244390.0,77958251.0,1.0,321.5,321.5,316.9,318.6,244390.0,314.9
2025-11-04,424A0,318.6,318.6,315.0,315.4,0.0,0.0,214850.0,67949915.0,1.0,318.6,318.6,315.0,315.4,214850.0,318.6
2025-11-05,424A0,313.2,315.8,311.6,315.8,0.0,0.0,117660.0,36853166.0,1.0,313.2,315.8,311.6,315.8,117660.0,315.4
2025-11-06,424A0,316.2,317.0,314.2,316.2,0.0,0.0,97660.0,30797635.0,1.0,316.2,317.0,314.2,316.2,97660.0,315.8
2025-11-07,424A0,316.3,318.0,315.8,318.0,0.0,0.0,140950.0,44693755.0,1.0,316.3,318.0,315.8,318.0,140950.0,316.2
2025-11-10,424A0,319.1,323.2,317.5,323.0,0.0,0.0,172130.0,55176197.0,1.0,319.1,323.2,317.5,323.0,172130.0,318.0
2025-11-11,424A0,328.3,329.0,325.2,327.0,0.0,0.0,355330.0,116361372.0,1.0,328.3,329.0,325.2,327.0,355330.0,323.0
2025-11-12,424A0,329.0,329.6,325.0,327.0,0.0,0.0,226720.0,74169555.0,1.0,329.0,329.6,325.0,327.0,226720.0,327.0
2025-11-13,424A0,332.9,334.5,330.8,333.9,0.0,0.0,293890.0,97822374.0,1.0,332.9,334.5,330.8,333.9,293890.0,327.0
2025-11-14,424A0,331.7,334.0,330.4,331.2,0.0,0.0,173520.0,57594361.0,1.0,331.7,334.0,330.4,331.2,173520.0,333.9
2025-11-17,424A0,329.0,329.0,320.8,321.0,0.0,0.0,203180.0,65748942.0,1.0,329.0,329.0,320.8,321.0,203180.0,331.2
2025-11-18,424A0,320.1,320.2,316.9,318.4,0.0,0.0,211980.0,67377897.0,1.0,320.1,320.2,316.9,318.4,211980.0,321.0
2025-11-19,424A0,325.0,326.1,320.9,324.4,0.0,0.0,231230.0,74592802.0,1.0,325.0,326.1,320.9,324.4,231230.0,318.4
2025-11-20,424A0,324.6,326.0,316.4,322.1,0.0,0.0,188900.0,61150712.0,1.0,324.6,326.0,316.4,322.1,188900.0,324.4
2025-11-21,424A0,324.9,324.9,319.7,319.8,0.0,0.0,202090.0,64877931.0,1.0,324.9,324.9,319.7,319.8,202090.0,322.1
2025-11-25,424A0,327.8,328.4,326.0,328.2,0.0,0.0,182200.0,59639786.0,1.0,327.8,328.4,326.0,328.2,182200.0,319.8
2025-11-26,424A0,327.5,330.0,327.0,329.3,0.0,0.0,124010.0,40763554.0,1.0,327.5,330.0,327.0,329.3,124010.0,328.2
2025-11-27,424A0,330.0,330.0,327.5,329.8,0.0,0.0,148010.0,48652173.0,1.0,330.0,330.0,327.5,329.8,148010.0,329.3
2025-11-28,424A0,329.3,332.0,329.2,331.9,0.0,0.0,248700.0,82209759.0,1.0,329.3,332.0,329.2,331.9,248700.0,329.8
2025-12-01,424A0,333.6,336.7,333.5,334.9,0.0,0.0,384040.0,128345236.0,1.0,333.6,336.7,333.5,334.9,384040.0,331.9
2025-12-02,424A0,334.4,335.0,332.0,332.7,0.0,0.0,174590.0,58259468.0,1.0,334.4,335.0,332.0,332.7,174590.0,334.9
2025-12-03,424A0,332.5,334.2,332.2,332.9,0.0,0.0,61290.0,20422541.0,1.0,332.5,334.2,332.2,332.9,61290.0,332.7
2025-12-04,424A0,332.8,333.3,330.0,330.9,0.0,0.0,279010.0,92386664.0,1.0,332.8,333.3,330.0,330.9,279010.0,332.9
2025-12-05,424A0,332.1,333.9,331.2,333.9,0.0,0.0,75310.0,25037603.0,1.0,332.1,333.9,331.2,333.9,75310.0,330.9
2025-12-08,424A0,335.0,335.0,331.2,333.3,0.0,0.0,117320.0,39046364.0,1.0,335.0,335.0,331.2,333.3,117320.0,333.9
2025-12-09,424A0,331.6,331.6,329.4,329.6,0.0,0.0,115240.0,38063663.0,1.0,331.6,331.6,329.4,329.6,115240.0,333.3
2025-12-10,424A0,332.8,333.0,331.9,332.6,0.0,0.0,131800.0,43812081.0,1.0,332.8,333.0,331.9,332.6,131800.0,329.6
2025-12-11,424A0,334.0,335.5,331.9,333.0,0.0,0.0,617960.0,206565049.0,1.0,334.0,335.5,331.9,333.0,617960.0,332.6
2025-12-12,424A0,337.8,338.1,336.6,337.8,0.0,0.0,533820.0,180216978.0,1.0,337.8,338.1,336.6,337.8,533820.0,333.0
2025-12-15,424A0,339.3,343.2,339.1,342.5,0.0,0.0,532570.0,181711751.0,1.0,339.3,343.2,339.1,342.5,532570.0,337.8
