Date,Code,Open,High,Low,Close,UL,LL,Volume,Va,AdjFactor,AdjO,AdjH,AdjL,AdjC,AdjVo,prev_close,stop_high
2025-08-26,247A0,7530.0,7900.0,7450.0,7860.0,0.0,0.0,782600.0,6009952000.0,1.0,1506.0,1580.0,1490.0,1572.0,3913000.0,,False
2025-08-27,247A0,7900.0,7900.0,7630.0,7680.0,0.0,0.0,569800.0,4420239000.0,1.0,1580.0,1580.0,1526.0,1536.0,2849000.0,7860.0,False
2025-08-28,247A0,7680.0,8000.0,7430.0,7900.0,0.0,0.0,1038900.0,8037005000.0,1.0,1536.0,1600.0,1486.0,1580.0,5194500.0,7680.0,False
2025-08-29,247A0,8000.0,8490.0,7990.0,8150.0,0.0,0.0,1498300.0,12331104000.0,1.0,1600.0,1698.0,1598.0,1630.0,7491500.0,7900.0,False
2025-09-01,247A0,8100.0,8350.0,7930.0,8150.0,0.0,0.0,732600.0,5961239000.0,1.0,1620.0,1670.0,1586.0,1630.0,3663000.0,8150.0,False
2025-09-02,247A0,8210.0,8260.0,7730.0,7760.0,0.0,0.0,791300.0,6262689000.0,1.0,1642.0,1652.0,1546.0,1552.0,3956500.0,8150.0,False
2025-09-03,247A0,7700.0,7860.0,7600.0,7720.0,0.0,0.0,367100.0,2847942000.0,1.0,1540.0,1572.0,1520.0,1544.0,1835500.0,7760.0,False
2025-09-04,247A0,7740.0,7870.0,7620.0,7780.0,0.0,0.0,287700.0,2234038000.0,1.0,1548.0,1574.0,1524.0,1556.0,1438500.0,7720.0,False
2025-09-05,247A0,7830.0,7850.0,7700.0,7840.0,0.0,0.0,226400.0,1764153000.0,1.0,1566.0,1570.0,1540.0,1568.0,1132000.0,7780.0,False
2025-09-08,247A0,7850.0,8380.0,7800.0,8170.0,0.0,0.0,847700.0,6918993000.0,1.0,1570.0,1676.0,1560.0,1634.0,4238500.0,7840.0,False
2025-09-09,247A0,8320.0,8320.0,8030.0,8090.0,0.0,0.0,345200.0,2820268000.0,1.0,1664.0,1664.0,1606.0,1618.0,1726000.0,8170.0,False
2025-09-10,247A0,8090.0,8210.0,7930.0,8190.0,0.0,0.0,272700.0,2207022000.0,1.0,1618.0,1642.0,1586.0,1638.0,1363500.0,8090.0,False
