code,scan_date,trade_date,scan_cond,trade_cond,today_rise,rb_score,open_price,close_price,ret_oc,ret_max,ret_low,gap_pct
1366,2025-04-10,2025-04-11,STRONG,NORMAL,-17.9,3,376.0,362.0,-3.72,1.86,-3.72,9.3
1365,2025-04-11,2025-04-14,NORMAL,STRONG,-5.21,6,30820.0,30910.0,0.29,2.04,-0.45,1.99
4490,2025-04-11,2025-04-14,NORMAL,STRONG,-7.03,7,895.0,827.0,-7.6,0.56,-7.82,4.07
4506,2025-04-11,2025-04-14,NORMAL,STRONG,-5.49,6,518.0,518.0,0.0,2.51,-1.16,0.39
4507,2025-04-11,2025-04-14,NORMAL,STRONG,-6.05,3,2202.0,2230.5,1.29,2.91,0.0,2.02
4519,2025-04-11,2025-04-14,NORMAL,STRONG,-6.43,4,6380.0,6602.0,3.48,4.97,-0.31,1.5
4521,2025-04-11,2025-04-14,NORMAL,STRONG,-8.21,5,4086.0,3978.0,-2.64,0.27,-2.81,1.74
4536,2025-04-11,2025-04-14,NORMAL,STRONG,-6.44,4,1333.0,1324.0,-0.68,0.98,-1.16,1.45
4568,2025-04-11,2025-04-14,NORMAL,STRONG,-5.59,5,3128.0,3174.0,1.47,3.01,-0.06,0.74
4578,2025-04-11,2025-04-14,NORMAL,STRONG,-6.6,6,6800.0,6803.0,0.04,2.63,-0.47,1.13
130A,2025-04-16,2025-04-17,NORMAL,STRONG,-7.07,6,716.0,683.0,-4.61,10.34,-8.24,2.73
1418,2025-04-16,2025-04-17,NORMAL,STRONG,-6.11,3,365.0,380.0,4.11,4.11,-0.55,-1.08
4506,2025-04-21,2025-04-22,NORMAL,NORMAL,-11.44,4,635.0,619.0,-2.52,2.99,-3.15,1.28
1418,2025-04-25,2025-04-28,NORMAL,NORMAL,-8.64,4,371.0,376.0,1.35,2.16,-0.54,0.27
1383,2025-04-28,2025-04-30,NORMAL,NORMAL,-6.49,5,3165.0,3085.0,-2.53,0.16,-3.95,2.1
4516,2025-05-07,2025-05-08,NORMAL,NORMAL,-6.72,4,3554.0,3414.0,-3.94,0.28,-4.28,2.01
4528,2025-05-07,2025-05-08,NORMAL,NORMAL,-5.82,4,1585.0,1569.0,-1.01,0.41,-1.32,0.96
4563,2025-05-08,2025-05-09,NORMAL,STRONG,-13.16,3,68.0,67.0,-1.47,2.94,-2.94,3.03
4559,2025-05-09,2025-05-12,STRONG,NORMAL,-6.57,5,2175.0,2172.0,-0.14,0.87,-1.61,-0.05
1414,2025-05-12,2025-05-13,NORMAL,NORMAL,-5.69,3,5048.0,4996.0,-1.03,0.0,-2.1,1.2
4502,2025-05-12,2025-05-13,NORMAL,NORMAL,-5.53,4,4162.0,4113.0,-1.18,0.6,-1.63,4.05
4540,2025-05-12,2025-05-13,NORMAL,NORMAL,-15.16,8,3703.0,3583.0,-3.24,0.57,-3.83,0.41
1333,2025-05-13,2025-05-14,NORMAL,WEAK,-8.65,6,2996.0,2997.0,0.03,0.47,-0.73,-0.47
4506,2025-05-13,2025-05-14,NORMAL,WEAK,-5.03,3,879.0,867.0,-1.37,9.44,-2.62,1.27
4527,2025-05-14,2025-05-15,WEAK,WEAK,-10.77,6,2164.0,2123.0,-1.89,0.28,-2.84,-0.67
4548,2025-05-14,2025-05-15,WEAK,WEAK,-8.67,4,650.0,651.0,0.15,0.92,-0.62,-0.46
4549,2025-05-14,2025-05-15,WEAK,WEAK,-6.34,4,2050.0,1997.0,-2.59,0.98,-2.68,-1.58
4587,2025-05-14,2025-05-15,WEAK,WEAK,-7.48,6,1713.0,1775.5,3.65,4.26,-2.51,0.06
4523,2025-05-15,2025-05-16,WEAK,NORMAL,-5.51,5,3670.0,3731.0,1.66,2.13,-0.3,0.08
4553,2025-05-15,2025-05-16,WEAK,NORMAL,-5.58,5,2655.0,2825.0,6.4,6.85,0.0,8.15
4492,2025-05-16,2025-05-19,NORMAL,NORMAL,-15.41,8,455.0,447.0,-1.76,0.0,-3.52,1.11
4512,2025-05-16,2025-05-19,NORMAL,NORMAL,-5.45,3,296.0,309.0,4.39,7.77,-0.68,0.34
4493,2025-05-21,2025-05-22,NORMAL,NORMAL,-9.76,3,1859.0,1952.0,5.0,6.83,-1.29,0.49
142A,2025-05-23,2025-05-26,NORMAL,NORMAL,-8.76,3,645.0,669.0,3.72,10.54,-3.26,3.2
1419,2025-05-29,2025-05-30,NORMAL,NORMAL,-7.1,7,3670.0,3570.0,-2.72,0.27,-2.86,-1.61
4577,2025-05-29,2025-05-30,NORMAL,NORMAL,-50.45,8,973.0,985.0,1.23,1.54,-0.31,-1.12
4563,2025-05-30,2025-06-02,NORMAL,WEAK,-5.63,3,68.0,69.0,1.47,2.94,-1.47,1.49
4592,2025-05-30,2025-06-02,NORMAL,WEAK,-11.71,3,2901.0,3220.0,11.0,12.89,-1.76,-3.78
4552,2025-06-03,2025-06-04,NORMAL,NORMAL,-7.92,3,563.0,599.0,6.39,10.66,-0.53,-1.23
1401,2025-06-18,2025-06-19,NORMAL,WEAK,-5.21,3,1327.0,1304.0,-1.73,3.24,-5.5,0.0
130A,2025-06-19,2025-06-20,WEAK,WEAK,-5.17,6,631.0,615.0,-2.54,0.0,-4.75,1.12
4591,2025-06-19,2025-06-20,WEAK,WEAK,-9.17,3,106.0,102.0,-3.77,3.77,-4.72,-2.75
4592,2025-06-19,2025-06-20,WEAK,WEAK,-9.53,4,2721.0,2741.0,0.74,5.29,-2.5,3.82
4516,2025-06-23,2025-06-24,NORMAL,NORMAL,-9.0,8,3111.0,3104.0,-0.23,0.93,-0.77,0.55
4592,2025-06-26,2025-06-27,NORMAL,NORMAL,-17.36,6,2131.0,2161.0,1.41,5.82,-6.38,-10.5
4592,2025-06-27,2025-06-30,NORMAL,STRONG,-9.24,8,2181.0,2409.0,10.45,12.93,-0.32,0.93
4576,2025-07-01,2025-07-02,WEAK,NORMAL,-7.69,4,118.0,116.0,-1.69,0.0,-3.39,-1.67
4584,2025-07-01,2025-07-02,WEAK,NORMAL,-10.04,4,245.0,224.0,-8.57,0.41,-10.61,-2.39
4584,2025-07-02,2025-07-03,NORMAL,NORMAL,-10.76,5,226.0,229.0,1.33,4.87,-3.98,0.89
4592,2025-07-02,2025-07-03,NORMAL,NORMAL,-6.78,6,2233.0,2161.0,-3.22,1.97,-3.45,2.71
4563,2025-07-07,2025-07-08,NORMAL,NORMAL,-6.56,6,58.0,59.0,1.72,6.9,0.0,1.75
137A,2025-07-14,2025-07-15,NORMAL,NORMAL,-9.94,4,1400.0,1294.0,-7.57,0.0,-7.57,0.29
4516,2025-07-14,2025-07-15,NORMAL,NORMAL,-6.68,6,3030.0,3013.0,-0.56,0.83,-1.19,0.83
4572,2025-07-14,2025-07-15,NORMAL,NORMAL,-12.36,5,306.0,298.0,-2.61,0.33,-2.94,0.33
137A,2025-07-15,2025-07-16,NORMAL,NORMAL,-7.31,5,1264.0,1272.0,0.63,2.77,-2.69,-2.32
1407,2025-07-15,2025-07-16,NORMAL,NORMAL,-9.95,4,1501.0,1485.0,-1.07,2.4,-1.13,-4.09
4490,2025-07-15,2025-07-16,NORMAL,NORMAL,-8.25,6,733.0,714.0,-2.59,2.18,-3.55,-0.14
1407,2025-07-16,2025-07-17,NORMAL,STRONG,-5.11,5,1501.0,1478.0,-1.53,2.07,-2.93,1.08
1407,2025-07-18,2025-07-22,WEAK,WEAK,-5.07,7,1428.0,1479.0,3.57,6.09,-0.21,1.78
4584,2025-07-18,2025-07-22,WEAK,WEAK,-7.77,3,264.0,287.0,8.71,8.71,0.0,1.15
135A,2025-07-22,2025-07-23,WEAK,STRONG,-5.16,7,2054.0,2102.0,2.34,4.67,-0.63,2.5
1356,2025-07-23,2025-07-24,STRONG,STRONG,-6.38,7,239.4,236.1,-1.38,0.33,-2.01,-2.29
1357,2025-07-23,2025-07-24,STRONG,STRONG,-7.5,7,9170.0,9101.0,-0.75,0.41,-1.85,-2.24
1360,2025-07-23,2025-07-24,STRONG,STRONG,-7.42,6,224.6,223.8,-0.36,0.71,-1.56,-2.64
1366,2025-07-23,2025-07-24,STRONG,STRONG,-7.45,7,230.0,229.0,-0.43,0.87,-1.74,-2.54
1368,2025-07-23,2025-07-24,STRONG,STRONG,-6.82,7,349.0,344.0,-1.43,0.0,-2.29,-1.69
4582,2025-07-24,2025-07-25,STRONG,NORMAL,-5.88,5,160.0,158.0,-1.25,0.0,-1.88,0.0
4591,2025-07-24,2025-07-25,STRONG,NORMAL,-14.29,6,101.0,96.0,-4.95,1.98,-4.95,5.21
130A,2025-07-31,2025-08-01,STRONG,NORMAL,-7.68,3,815.0,780.0,-4.29,13.87,-6.13,-1.81
4552,2025-07-31,2025-08-01,STRONG,NORMAL,-19.27,4,580.0,600.0,3.45,4.66,-0.17,0.35
130A,2025-08-01,2025-08-04,NORMAL,NORMAL,-6.02,3,765.0,825.0,7.84,10.46,-0.26,-1.92
4549,2025-08-01,2025-08-04,NORMAL,NORMAL,-6.4,3,2217.0,2245.0,1.26,1.76,-0.54,-0.85
1301,2025-08-04,2025-08-05,NORMAL,STRONG,-6.67,4,4430.0,4395.0,-0.79,0.56,-1.02,0.45
4540,2025-08-05,2025-08-06,STRONG,STRONG,-6.4,5,3462.0,3555.0,2.69,3.09,-1.27,-0.14
4565,2025-08-06,2025-08-07,STRONG,NORMAL,-6.58,3,867.0,890.0,2.65,3.0,-0.46,-1.48
4492,2025-08-08,2025-08-12,NORMAL,STRONG,-7.0,3,464.0,468.0,0.86,2.8,0.0,-0.22
4519,2025-08-08,2025-08-12,NORMAL,STRONG,-17.68,7,6100.0,6179.0,1.3,1.8,-0.18,0.13
4536,2025-08-08,2025-08-12,NORMAL,STRONG,-10.93,9,1483.0,1476.0,-0.47,1.58,-0.94,0.0
4553,2025-08-08,2025-08-12,NORMAL,STRONG,-11.53,6,2977.0,2948.0,-0.97,0.1,-1.75,1.05
4572,2025-08-08,2025-08-12,NORMAL,STRONG,-26.14,9,221.0,228.0,3.17,3.17,-2.26,-2.21
4563,2025-08-12,2025-08-13,STRONG,NORMAL,-12.5,3,74.0,73.0,-1.35,9.46,-2.7,5.71
1417,2025-08-13,2025-08-14,NORMAL,NORMAL,-7.03,3,2713.0,2721.0,0.29,0.68,-1.97,-0.17
4586,2025-08-13,2025-08-14,NORMAL,NORMAL,-9.57,3,86.0,109.0,26.74,27.91,0.0,1.18
141A,2025-08-14,2025-08-15,NORMAL,NORMAL,-11.33,6,2285.0,2450.0,7.22,7.22,-1.05,1.06
4499,2025-08-15,2025-08-18,NORMAL,STRONG,-20.15,9,2300.0,2382.0,3.57,3.57,-2.57,16.04
4564,2025-08-15,2025-08-18,NORMAL,STRONG,-7.14,5,26.0,26.0,0.0,3.85,0.0,0.0
4579,2025-08-15,2025-08-18,NORMAL,STRONG,-11.53,3,562.0,589.0,4.8,5.52,-1.07,0.36
4587,2025-08-18,2025-08-19,STRONG,NORMAL,-6.08,6,1546.0,1586.0,2.59,4.92,-1.07,1.01
4576,2025-08-20,2025-08-21,NORMAL,WEAK,-5.98,4,111.0,107.0,-3.6,0.0,-4.5,0.91
4584,2025-08-20,2025-08-21,NORMAL,WEAK,-13.03,4,270.0,258.0,-4.44,1.85,-4.81,9.31
4568,2025-08-21,2025-08-22,WEAK,NORMAL,-7.18,4,3747.0,3700.0,-1.25,0.91,-1.49,1.0
4499,2025-08-25,2025-08-26,NORMAL,WEAK,-7.44,3,3260.0,3300.0,1.23,6.13,-4.29,-9.7
4584,2025-08-25,2025-08-26,NORMAL,WEAK,-5.16,3,240.0,239.0,-0.42,1.25,-1.67,0.42
4499,2025-09-03,2025-09-04,NORMAL,NORMAL,-8.36,3,2410.0,2372.0,-1.58,0.71,-5.98,1.26
1382,2025-09-04,2025-09-05,NORMAL,NORMAL,-14.79,3,1920.0,1840.0,-4.17,2.55,-4.17,-4.24
1382,2025-09-05,2025-09-08,NORMAL,NORMAL,-8.23,3,1859.0,1819.0,-2.15,0.54,-2.9,1.03
4544,2025-09-16,2025-09-17,NORMAL,WEAK,-12.0,5,3400.0,3534.0,3.94,4.68,-0.29,0.38
4563,2025-09-18,2025-09-19,NORMAL,NORMAL,-12.22,5,81.0,86.0,6.17,8.64,-1.23,2.53
4586,2025-09-18,2025-09-19,NORMAL,NORMAL,-10.1,5,91.0,94.0,3.3,4.4,-2.2,2.25
4571,2025-09-19,2025-09-22,NORMAL,NORMAL,-6.43,7,135.0,136.0,0.74,5.19,0.0,3.05
1382,2025-09-24,2025-09-25,NORMAL,NORMAL,-16.27,3,2610.0,2909.0,11.46,16.86,-0.42,-1.51
4499,2025-09-24,2025-09-25,NORMAL,NORMAL,-8.64,5,2200.0,2153.0,-2.14,1.45,-3.86,-0.45
4586,2025-09-24,2025-09-25,NORMAL,NORMAL,-11.21,4,125.0,125.0,0.0,0.0,0.0,31.58
4576,2025-09-26,2025-09-29,NORMAL,WEAK,-7.59,3,141.0,127.0,-9.93,10.64,-11.35,-3.42
4491,2025-09-29,2025-09-30,WEAK,WEAK,-12.11,5,2761.0,2692.0,-2.5,0.0,-2.68,-0.11
4576,2025-09-29,2025-09-30,WEAK,WEAK,-13.01,3,124.0,122.0,-1.61,4.84,-2.42,-2.36
4586,2025-09-29,2025-09-30,WEAK,WEAK,-8.57,3,160.0,146.0,-8.75,1.88,-9.38,0.0
1844,2025-10-02,2025-10-03,NORMAL,STRONG,-11.65,7,609.0,722.0,18.56,18.56,-0.99,-2.09
219A,2025-10-02,2025-10-03,NORMAL,STRONG,-31.9,10,1430.0,1528.0,6.85,8.04,-2.8,2.44
2323,2025-10-02,2025-10-03,NORMAL,STRONG,-15.2,3,755.0,817.0,8.21,11.66,-2.12,-1.95
350A,2025-10-02,2025-10-03,NORMAL,STRONG,-5.48,7,4645.0,4805.0,3.44,5.06,-0.65,1.53
3853,2025-10-02,2025-10-03,NORMAL,STRONG,-12.01,4,1322.0,1411.0,6.73,11.57,-1.13,4.34
3997,2025-10-02,2025-10-03,NORMAL,STRONG,-15.92,10,251.0,276.0,9.96,22.31,0.0,3.29
4446,2025-10-02,2025-10-03,NORMAL,STRONG,-8.44,3,680.0,738.0,8.53,8.82,-8.82,6.25
6574,2025-10-02,2025-10-03,NORMAL,STRONG,-5.0,6,191.0,218.0,14.14,14.14,0.0,0.53
6664,2025-10-02,2025-10-03,NORMAL,STRONG,-17.8,7,285.0,275.0,-3.51,0.0,-3.86,2.89
8798,2025-10-02,2025-10-03,NORMAL,STRONG,-6.71,6,279.0,282.0,1.08,2.87,-0.36,0.36
212A,2025-10-03,2025-10-06,STRONG,STRONG,-7.58,4,2953.0,2950.0,-0.1,3.28,-1.56,3.07
2334,2025-10-03,2025-10-06,STRONG,STRONG,-9.75,5,4285.0,4405.0,2.8,4.08,-7.12,-1.49
2722,2025-10-03,2025-10-06,STRONG,STRONG,-6.52,3,520.0,435.0,-16.35,1.73,-18.46,0.78
2743,2025-10-03,2025-10-06,STRONG,STRONG,-12.94,3,151.0,144.0,-4.64,0.66,-7.28,2.03
3549,2025-10-03,2025-10-06,STRONG,STRONG,-5.73,7,3586.0,3728.0,3.96,4.6,-0.2,0.53
3563,2025-10-03,2025-10-06,STRONG,STRONG,-6.09,6,7226.0,7114.0,-1.55,0.37,-3.83,1.92
3903,2025-10-03,2025-10-06,STRONG,STRONG,-11.36,8,480.0,477.0,-0.62,0.62,-5.0,2.56
6278,2025-10-03,2025-10-06,STRONG,STRONG,-8.52,6,7490.0,7300.0,-2.54,0.4,-3.87,4.17
6332,2025-10-03,2025-10-06,STRONG,STRONG,-9.11,9,2635.0,2593.0,-1.59,0.0,-3.11,1.93
6433,2025-10-03,2025-10-06,STRONG,STRONG,-7.01,3,494.0,492.0,-0.4,3.24,-3.85,-1.98
7453,2025-10-03,2025-10-06,STRONG,STRONG,-7.35,8,2716.5,2675.5,-1.51,0.5,-2.89,0.99
8836,2025-10-03,2025-10-06,STRONG,STRONG,-5.41,3,36.0,37.0,2.78,2.78,0.0,2.86
1356,2025-10-06,2025-10-07,STRONG,NORMAL,-6.34,5,193.2,195.1,0.98,1.14,-0.41,-0.87
1357,2025-10-06,2025-10-07,STRONG,NORMAL,-9.61,8,6570.0,6679.0,1.66,1.81,-0.73,-1.59
1360,2025-10-06,2025-10-07,STRONG,NORMAL,-9.6,8,161.0,163.9,1.8,1.99,-0.62,-1.77
1366,2025-10-06,2025-10-07,STRONG,NORMAL,-9.68,8,165.0,168.0,1.82,2.42,-0.61,-1.79
1368,2025-10-06,2025-10-07,STRONG,NORMAL,-6.29,6,280.0,285.0,1.79,1.79,-0.36,-1.06
1407,2025-10-06,2025-10-07,STRONG,NORMAL,-10.64,4,1773.0,1825.0,2.93,3.44,-2.14,-0.45
1434,2025-10-06,2025-10-07,STRONG,NORMAL,-5.68,5,1145.0,1120.0,-2.18,0.17,-3.58,0.0
1459,2025-10-06,2025-10-07,STRONG,NORMAL,-9.73,9,264.0,269.0,1.89,2.27,-0.76,-1.86
1472,2025-10-06,2025-10-07,STRONG,NORMAL,-7.1,6,143.0,145.0,1.4,1.4,-1.4,-0.69
175A,2025-10-06,2025-10-07,STRONG,NORMAL,-11.74,4,1052.0,1045.0,-0.67,1.14,-0.86,0.0
2351,2025-10-06,2025-10-07,STRONG,NORMAL,-8.09,5,354.0,360.0,1.69,3.39,-0.56,0.57
2722,2025-10-06,2025-10-07,STRONG,NORMAL,-15.7,5,443.0,463.0,4.51,4.97,-1.58,1.84
3038,2025-10-06,2025-10-07,STRONG,NORMAL,-6.1,8,3684.0,3723.0,1.06,1.63,-0.16,0.6
3377,2025-10-06,2025-10-07,STRONG,NORMAL,-9.86,3,459.0,453.0,-1.31,1.53,-1.96,0.44
3997,2025-10-06,2025-10-07,STRONG,NORMAL,-5.8,8,255.0,260.0,1.96,6.67,-5.1,-1.92
4199,2025-10-06,2025-10-07,STRONG,NORMAL,-8.54,9,891.0,879.0,-1.35,1.46,-2.36,-1.0
5838,2025-10-06,2025-10-07,STRONG,NORMAL,-5.59,3,7792.0,7718.0,-0.95,0.62,-1.5,-1.37
6969,2025-10-06,2025-10-07,STRONG,NORMAL,-7.03,8,875.0,926.0,5.83,5.94,-1.14,1.74
7063,2025-10-06,2025-10-07,STRONG,NORMAL,-6.17,5,230.0,231.0,0.43,0.87,-1.74,0.88
7093,2025-10-06,2025-10-07,STRONG,NORMAL,-10.77,3,582.0,584.0,0.34,0.86,-1.03,0.34
8105,2025-10-06,2025-10-07,STRONG,NORMAL,-6.23,3,571.0,539.0,-5.6,1.23,-10.68,-2.73
8254,2025-10-06,2025-10-07,STRONG,NORMAL,-14.12,8,436.0,422.0,-3.21,2.98,-3.67,-0.46
9425,2025-10-06,2025-10-07,STRONG,NORMAL,-5.9,7,610.0,656.0,7.54,13.28,-0.82,0.66
9519,2025-10-06,2025-10-07,STRONG,NORMAL,-11.76,5,850.0,874.0,2.82,4.71,-1.06,1.19
9553,2025-10-06,2025-10-07,STRONG,NORMAL,-5.2,4,470.0,477.0,1.49,3.62,-0.64,-0.84
1382,2025-10-07,2025-10-08,NORMAL,NORMAL,-14.08,3,1969.0,2049.0,4.06,7.72,-2.18,2.07
194A,2025-10-07,2025-10-08,NORMAL,NORMAL,-7.42,3,1086.0,1123.0,3.41,5.71,0.0,0.09
262A,2025-10-07,2025-10-08,NORMAL,NORMAL,-7.11,8,2404.0,2410.0,0.25,2.91,-0.12,-0.5
299A,2025-10-07,2025-10-08,NORMAL,NORMAL,-8.07,6,1610.0,1568.0,-2.61,1.06,-2.98,3.87
3315,2025-10-07,2025-10-08,NORMAL,NORMAL,-5.26,5,90.0,91.0,1.11,4.44,0.0,0.0
3664,2025-10-07,2025-10-08,NORMAL,NORMAL,-10.67,3,65.0,58.0,-10.77,1.54,-10.77,-2.99
3853,2025-10-07,2025-10-08,NORMAL,NORMAL,-6.1,4,1324.0,1231.0,-7.02,1.59,-7.1,2.32
3905,2025-10-07,2025-10-08,NORMAL,NORMAL,-13.68,4,1826.0,1640.0,-10.19,8.32,-15.5,-3.84
3927,2025-10-07,2025-10-08,NORMAL,NORMAL,-7.35,5,807.0,792.0,-1.86,1.86,-4.34,0.0
4051,2025-10-07,2025-10-08,NORMAL,NORMAL,-5.52,4,5990.0,6260.0,4.51,5.34,-0.33,0.0
4056,2025-10-07,2025-10-08,NORMAL,NORMAL,-6.71,3,653.0,634.0,-2.91,0.31,-3.52,0.0
4194,2025-10-07,2025-10-08,NORMAL,NORMAL,-5.72,4,10725.0,10745.0,0.19,0.75,-0.56,0.8
4288,2025-10-07,2025-10-08,NORMAL,NORMAL,-7.29,3,526.0,524.0,-0.38,2.09,-1.33,-1.5
4316,2025-10-07,2025-10-08,NORMAL,NORMAL,-7.4,4,1183.0,1249.0,5.58,6.26,-2.2,-2.47
6538,2025-10-07,2025-10-08,NORMAL,NORMAL,-6.59,3,337.0,325.0,-3.56,0.59,-6.23,-0.88
6734,2025-10-07,2025-10-08,NORMAL,NORMAL,-8.65,4,1896.0,1865.0,-1.64,0.16,-1.64,0.26
6740,2025-10-07,2025-10-08,NORMAL,NORMAL,-5.0,3,19.0,19.0,0.0,5.26,-5.26,0.0
8105,2025-10-07,2025-10-08,NORMAL,NORMAL,-8.18,4,530.0,508.0,-4.15,2.83,-4.15,-1.67
9213,2025-10-07,2025-10-08,NORMAL,NORMAL,-5.72,4,982.0,987.0,0.51,3.16,0.0,-3.91
218A,2025-10-08,2025-10-09,NORMAL,NORMAL,-6.97,3,2100.0,1899.0,-9.57,3.19,-9.95,-2.33
2337,2025-10-08,2025-10-09,NORMAL,NORMAL,-7.06,9,385.0,387.0,0.52,1.56,-0.26,0.79
2370,2025-10-08,2025-10-09,NORMAL,NORMAL,-10.26,3,35.0,35.0,0.0,0.0,-2.86,0.0
2722,2025-10-08,2025-10-09,NORMAL,NORMAL,-5.18,5,431.0,435.0,0.93,3.71,-4.18,-1.82
2726,2025-10-08,2025-10-09,NORMAL,NORMAL,-8.08,10,2126.0,2040.0,-4.05,1.41,-4.52,-2.16
3323,2025-10-08,2025-10-09,NORMAL,NORMAL,-8.7,3,106.0,106.0,0.0,1.89,-0.94,0.95
3415,2025-10-08,2025-10-09,NORMAL,NORMAL,-5.43,4,434.0,440.0,1.38,1.61,-0.23,-0.23
3905,2025-10-08,2025-10-09,NORMAL,NORMAL,-13.64,5,1480.0,1517.0,2.5,3.38,-4.73,-9.76
4833,2025-10-08,2025-10-09,NORMAL,NORMAL,-10.37,9,126.0,117.0,-7.14,3.17,-8.73,4.13
4889,2025-10-08,2025-10-09,NORMAL,NORMAL,-6.98,4,1845.0,1920.0,4.07,7.75,-2.38,-2.48
5721,2025-10-08,2025-10-09,NORMAL,NORMAL,-5.17,5,163.0,165.0,1.23,3.07,-3.07,-1.21
5892,2025-10-08,2025-10-09,NORMAL,NORMAL,-9.5,10,3755.0,3585.0,-4.53,0.93,-6.52,-0.27
5932,2025-10-08,2025-10-09,NORMAL,NORMAL,-5.27,4,630.0,620.0,-1.59,0.0,-1.59,0.16
7063,2025-10-08,2025-10-09,NORMAL,NORMAL,-8.66,5,210.0,206.0,-1.9,0.48,-6.67,-0.47
7222,2025-10-08,2025-10-09,NORMAL,NORMAL,-5.9,6,1165.0,1185.0,1.72,1.97,0.0,0.0
8105,2025-10-08,2025-10-09,NORMAL,NORMAL,-5.75,5,501.0,512.0,2.2,4.59,-1.8,-1.38
9229,2025-10-08,2025-10-09,NORMAL,NORMAL,-5.49,6,607.0,609.0,0.33,1.32,-1.81,0.66
9253,2025-10-08,2025-10-09,NORMAL,NORMAL,-6.82,6,805.0,771.0,-4.22,1.24,-5.22,-1.83
9552,2025-10-08,2025-10-09,NORMAL,NORMAL,-5.72,7,1161.0,1144.0,-1.46,1.38,-2.5,0.61
130A,2025-10-15,2025-10-16,STRONG,NORMAL,-13.49,9,581.0,593.0,2.07,2.93,-1.55,0.69
1407,2025-10-15,2025-10-16,STRONG,NORMAL,-5.03,3,1696.0,1797.0,5.96,7.13,0.0,-4.5
205A,2025-10-15,2025-10-16,STRONG,NORMAL,-6.49,4,1423.0,1537.0,8.01,10.82,-0.7,-4.05
2334,2025-10-15,2025-10-16,STRONG,NORMAL,-17.5,7,3305.0,2989.0,-9.56,2.72,-15.28,0.15
2743,2025-10-15,2025-10-16,STRONG,NORMAL,-6.02,5,125.0,132.0,5.6,8.0,-1.6,0.0
276A,2025-10-15,2025-10-16,STRONG,NORMAL,-5.85,6,6500.0,6070.0,-6.62,1.08,-10.46,0.93
2791,2025-10-15,2025-10-16,STRONG,NORMAL,-11.51,10,6170.0,6540.0,6.0,6.97,0.0,0.33
280A,2025-10-15,2025-10-16,STRONG,NORMAL,-11.32,9,1047.0,1036.0,-1.05,0.76,-2.2,0.48
2936,2025-10-15,2025-10-16,STRONG,NORMAL,-14.19,9,369.0,343.0,-7.05,0.27,-7.32,0.0
3139,2025-10-15,2025-10-16,STRONG,NORMAL,-15.14,10,3455.0,3385.0,-2.03,0.14,-2.17,1.02
3181,2025-10-15,2025-10-16,STRONG,NORMAL,-10.74,10,883.0,933.0,5.66,10.87,0.0,0.23
3349,2025-10-15,2025-10-16,STRONG,NORMAL,-9.82,8,7550.0,7570.0,0.26,1.64,-0.99,-0.15
3370,2025-10-15,2025-10-16,STRONG,NORMAL,-14.31,3,460.0,408.0,-11.3,3.04,-14.57,1.1
3536,2025-10-15,2025-10-16,STRONG,NORMAL,-12.42,3,134.0,132.0,-1.49,0.0,-2.24,0.0
3541,2025-10-15,2025-10-16,STRONG,NORMAL,-7.0,8,492.0,490.0,-0.41,1.22,-1.83,2.93
3835,2025-10-15,2025-10-16,STRONG,NORMAL,-7.45,8,446.0,443.0,-0.67,1.35,-1.57,-0.22
3902,2025-10-15,2025-10-16,STRONG,NORMAL,-18.13,10,448.0,447.0,-0.22,2.23,-1.34,0.22
3935,2025-10-15,2025-10-16,STRONG,NORMAL,-13.7,9,930.0,978.0,5.16,9.89,-2.69,-0.21
4176,2025-10-15,2025-10-16,STRONG,NORMAL,-11.86,9,417.0,397.0,-4.8,0.72,-4.8,0.24
4198,2025-10-15,2025-10-16,STRONG,NORMAL,-7.75,7,655.0,642.0,-1.98,1.07,-1.98,0.0
4343,2025-10-15,2025-10-16,STRONG,NORMAL,-10.12,9,3115.0,2981.0,-4.3,0.32,-5.2,0.16
4432,2025-10-15,2025-10-16,STRONG,NORMAL,-6.47,7,3005.0,3045.0,1.33,3.49,0.0,1.35
4888,2025-10-15,2025-10-16,STRONG,NORMAL,-13.13,8,317.0,309.0,-2.52,0.32,-3.47,1.93
5026,2025-10-15,2025-10-16,STRONG,NORMAL,-5.07,9,848.0,880.0,3.77,6.13,0.0,0.59
5246,2025-10-15,2025-10-16,STRONG,NORMAL,-13.19,8,816.0,819.0,0.37,10.54,-0.12,0.0
5578,2025-10-15,2025-10-16,STRONG,NORMAL,-6.79,4,3295.0,3245.0,-1.52,2.28,-6.98,2.17
7036,2025-10-15,2025-10-16,STRONG,NORMAL,-16.81,5,955.0,954.0,-0.1,2.09,-2.41,0.0
7065,2025-10-15,2025-10-16,STRONG,NORMAL,-5.23,8,710.0,711.0,0.14,2.82,-0.14,0.42
7085,2025-10-15,2025-10-16,STRONG,NORMAL,-5.66,6,780.0,765.0,-1.92,1.41,-1.92,-0.38
7250,2025-10-15,2025-10-16,STRONG,NORMAL,-7.02,4,2500.0,2563.0,2.52,2.8,-0.76,0.89
7370,2025-10-15,2025-10-16,STRONG,NORMAL,-5.45,3,840.0,842.0,0.24,1.19,-0.24,0.84
8105,2025-10-15,2025-10-16,STRONG,NORMAL,-5.76,6,437.0,413.0,-5.49,0.0,-5.49,-1.13
9270,2025-10-15,2025-10-16,STRONG,NORMAL,-5.97,4,903.0,897.0,-0.66,0.44,-1.99,0.56
