code,scan_date,trade_date,scan_cond,trade_cond,today_rise,rb_score,open_price,close_price,ret_oc,ret_max,ret_low,gap_pct
5851,2025-11-07,2025-11-10,NORMAL,STRONG,-8.87,3,2601.0,2608.0,0.27,0.46,-1.35,0.89
5949,2025-11-07,2025-11-10,NORMAL,STRONG,-6.53,4,1161.0,1180.0,1.64,1.89,-0.78,1.4
6125,2025-11-07,2025-11-10,NORMAL,STRONG,-8.54,4,4415.0,4465.0,1.13,1.47,-0.45,0.57
6138,2025-11-07,2025-11-10,NORMAL,STRONG,-17.98,9,924.0,899.0,-2.71,2.71,-4.11,3.36
6240,2025-11-07,2025-11-10,NORMAL,STRONG,-5.13,7,630.0,644.0,2.22,2.54,-0.16,0.16
6340,2025-11-07,2025-11-10,NORMAL,STRONG,-6.2,4,3215.0,3240.0,0.78,2.33,-0.62,1.26
6787,2025-11-07,2025-11-10,NORMAL,STRONG,-7.46,5,9070.0,8930.0,-1.54,0.55,-3.42,0.11
6925,2025-11-07,2025-11-10,NORMAL,STRONG,-8.49,4,2314.5,2337.0,0.97,1.3,-0.48,1.05
6963,2025-11-07,2025-11-10,NORMAL,STRONG,-13.46,7,2051.5,2010.0,-2.02,1.24,-2.92,0.02
6997,2025-11-07,2025-11-10,NORMAL,STRONG,-20.97,9,1192.0,1194.0,0.17,1.17,-1.34,0.08
7004,2025-11-07,2025-11-10,NORMAL,STRONG,-19.18,8,920.0,934.0,1.52,2.39,-0.87,-0.76
7069,2025-11-07,2025-11-10,NORMAL,STRONG,-10.72,3,789.0,808.0,2.41,2.41,-1.01,-3.31
7071,2025-11-07,2025-11-10,NORMAL,STRONG,-18.98,9,427.0,439.0,2.81,3.28,-5.85,0.0
7212,2025-11-07,2025-11-10,NORMAL,STRONG,-9.71,4,731.0,726.0,-0.68,0.55,-1.09,0.83
7372,2025-11-07,2025-11-10,NORMAL,STRONG,-17.98,9,360.0,352.0,-2.22,0.28,-2.22,-1.37
7711,2025-11-07,2025-11-10,NORMAL,STRONG,-7.05,5,6190.0,5620.0,-9.21,0.65,-10.34,-0.16
7740,2025-11-07,2025-11-10,NORMAL,STRONG,-7.68,4,1025.0,1019.0,-0.59,0.29,-1.27,0.29
7956,2025-11-07,2025-11-10,NORMAL,STRONG,-10.86,6,1610.5,1647.5,2.3,2.33,0.0,0.62
8032,2025-11-07,2025-11-10,NORMAL,STRONG,-5.01,4,730.0,718.0,-1.64,0.14,-1.78,1.39
8061,2025-11-07,2025-11-10,NORMAL,STRONG,-12.45,4,2200.0,2236.0,1.64,1.73,-3.0,0.59
9067,2025-11-07,2025-11-10,NORMAL,STRONG,-5.45,4,622.0,678.0,9.0,9.0,-1.61,-0.32
9424,2025-11-07,2025-11-10,NORMAL,STRONG,-5.44,4,139.0,137.0,-1.44,0.0,-1.44,0.0
9468,2025-11-07,2025-11-10,NORMAL,STRONG,-9.01,8,3050.0,3176.0,4.13,4.13,0.0,0.3
9514,2025-11-07,2025-11-10,NORMAL,STRONG,-16.91,9,340.0,337.0,-0.88,0.59,-1.47,0.29
1429,2025-11-10,2025-11-11,STRONG,NORMAL,-8.9,5,861.0,855.0,-0.7,0.12,-1.97,0.12
2418,2025-11-10,2025-11-11,STRONG,NORMAL,-10.3,9,566.0,559.0,-1.24,0.88,-1.94,0.0
2485,2025-11-10,2025-11-11,STRONG,NORMAL,-7.82,7,460.0,463.0,0.65,1.3,-1.52,0.0
262A,2025-11-10,2025-11-11,STRONG,NORMAL,-5.05,8,2061.0,2039.0,-1.07,0.58,-2.28,1.43
2700,2025-11-10,2025-11-11,STRONG,NORMAL,-11.37,6,3670.0,3430.0,-6.54,0.27,-8.99,-1.87
2926,2025-11-10,2025-11-11,STRONG,NORMAL,-8.93,5,104.0,104.0,0.0,0.96,-3.85,1.96
3077,2025-11-10,2025-11-11,STRONG,NORMAL,-6.12,3,570.0,571.0,0.18,2.11,-2.63,0.35
3271,2025-11-10,2025-11-11,STRONG,NORMAL,-11.48,8,911.0,922.0,1.21,2.96,-1.1,0.11
3323,2025-11-10,2025-11-11,STRONG,NORMAL,-13.76,6,93.0,91.0,-2.15,1.08,-3.23,-1.06
3798,2025-11-10,2025-11-11,STRONG,NORMAL,-6.15,7,660.0,658.0,-0.3,1.67,-3.03,0.61
3842,2025-11-10,2025-11-11,STRONG,NORMAL,-16.48,5,1088.0,1045.0,-3.95,0.0,-4.6,-0.18
4483,2025-11-10,2025-11-11,STRONG,NORMAL,-6.43,5,4255.0,4255.0,0.0,0.59,-1.29,0.83
4563,2025-11-10,2025-11-11,STRONG,NORMAL,-5.06,5,75.0,76.0,1.33,2.67,-1.33,0.0
4783,2025-11-10,2025-11-11,STRONG,NORMAL,-6.96,6,2568.0,2599.0,1.21,2.96,-0.47,0.0
4888,2025-11-10,2025-11-11,STRONG,NORMAL,-5.65,7,289.0,290.0,0.35,1.73,-1.38,1.76
4975,2025-11-10,2025-11-11,STRONG,NORMAL,-6.07,5,4275.0,4270.0,-0.12,0.82,-1.87,-1.38
5287,2025-11-10,2025-11-11,STRONG,NORMAL,-9.74,4,1234.0,1196.0,-3.08,0.16,-4.38,0.08
5871,2025-11-10,2025-11-11,STRONG,NORMAL,-11.66,10,1361.0,1378.0,1.25,4.78,-0.07,-1.87
6143,2025-11-10,2025-11-11,STRONG,NORMAL,-6.77,3,918.0,921.0,0.33,0.76,-2.07,0.99
6208,2025-11-10,2025-11-11,STRONG,NORMAL,-5.18,4,1554.0,1560.0,0.39,0.39,-1.29,-0.06
6228,2025-11-10,2025-11-11,STRONG,NORMAL,-7.22,5,786.0,783.0,-0.38,1.53,-3.18,1.95
6246,2025-11-10,2025-11-11,STRONG,NORMAL,-7.49,6,1875.0,1868.0,-0.37,0.37,-0.8,1.13
6277,2025-11-10,2025-11-11,STRONG,NORMAL,-7.01,7,5200.0,5170.0,-0.58,0.0,-1.73,0.58
6460,2025-11-10,2025-11-11,STRONG,NORMAL,-6.03,7,2472.0,2545.0,2.95,3.8,-0.42,-0.52
6465,2025-11-10,2025-11-11,STRONG,NORMAL,-6.37,8,5026.0,4978.0,-0.96,0.28,-1.25,0.54
6645,2025-11-10,2025-11-11,STRONG,NORMAL,-9.04,7,3847.0,3861.0,0.36,1.01,-0.39,-0.44
6666,2025-11-10,2025-11-11,STRONG,NORMAL,-13.14,5,390.0,376.0,-3.59,0.77,-3.85,0.0
6777,2025-11-10,2025-11-11,STRONG,NORMAL,-8.22,4,8260.0,8460.0,2.42,3.75,-0.12,0.0
6800,2025-11-10,2025-11-11,STRONG,NORMAL,-13.31,3,1829.0,1971.0,7.76,16.57,-0.93,1.39
7305,2025-11-10,2025-11-11,STRONG,NORMAL,-5.76,7,4685.0,4725.0,0.85,1.07,-0.32,0.43
7613,2025-11-10,2025-11-11,STRONG,NORMAL,-8.76,8,1224.0,1244.0,1.63,1.63,-0.57,0.41
7711,2025-11-10,2025-11-11,STRONG,NORMAL,-9.35,7,5920.0,6620.0,11.82,11.82,-2.2,5.34
7745,2025-11-10,2025-11-11,STRONG,NORMAL,-5.95,4,1850.0,1862.0,0.65,0.97,-1.57,0.82
7906,2025-11-10,2025-11-11,STRONG,NORMAL,-9.06,4,3725.0,3620.0,-2.82,0.0,-3.36,-1.06
7994,2025-11-10,2025-11-11,STRONG,NORMAL,-5.16,5,2200.0,2194.0,-0.27,0.14,-1.14,0.69
8136,2025-11-10,2025-11-11,STRONG,NORMAL,-5.29,8,5958.0,5938.0,-0.34,2.99,-0.45,-0.87
8844,2025-11-10,2025-11-11,STRONG,NORMAL,-6.56,5,1226.0,1217.0,-0.73,0.0,-2.04,0.16
1835,2025-11-11,2025-11-12,NORMAL,STRONG,-5.91,4,4200.0,4275.0,1.79,2.26,-0.95,-0.47
1888,2025-11-11,2025-11-12,NORMAL,STRONG,-8.02,5,4645.0,4560.0,-1.83,0.54,-3.01,0.0
2173,2025-11-11,2025-11-12,NORMAL,STRONG,-7.86,6,621.0,637.0,2.58,4.35,0.0,0.0
2334,2025-11-11,2025-11-12,NORMAL,STRONG,-88.92,8,593.0,542.0,-8.6,7.42,-13.15,5.33
2700,2025-11-11,2025-11-12,NORMAL,STRONG,-8.29,6,3385.0,3405.0,0.59,6.65,-0.44,-1.31
2743,2025-11-11,2025-11-12,NORMAL,STRONG,-16.83,10,82.0,73.0,-10.98,2.44,-10.98,-2.38
2970,2025-11-11,2025-11-12,NORMAL,STRONG,-8.76,4,1074.0,1020.0,-5.03,1.21,-6.7,-2.72
3683,2025-11-11,2025-11-12,NORMAL,STRONG,-10.34,6,1363.0,1420.0,4.18,5.14,-2.2,4.05
3917,2025-11-11,2025-11-12,NORMAL,STRONG,-5.73,4,471.0,471.0,0.0,1.27,-1.27,-1.26
4047,2025-11-11,2025-11-12,NORMAL,STRONG,-8.82,5,986.0,1001.0,1.52,1.83,-0.81,4.78
4056,2025-11-11,2025-11-12,NORMAL,STRONG,-12.0,5,506.0,506.0,0.0,1.38,-0.2,0.0
4182,2025-11-11,2025-11-12,NORMAL,STRONG,-16.91,7,2500.0,2569.5,2.78,4.16,-2.4,1.75
4446,2025-11-11,2025-11-12,NORMAL,STRONG,-11.21,4,785.0,804.0,2.42,2.93,-3.82,0.13
4593,2025-11-11,2025-11-12,NORMAL,STRONG,-8.21,7,428.0,462.0,7.94,8.41,-0.47,0.71
4922,2025-11-11,2025-11-12,NORMAL,STRONG,-16.46,8,5060.0,5119.0,1.17,3.5,-0.02,0.02
4933,2025-11-11,2025-11-12,NORMAL,STRONG,-5.34,3,1500.0,1494.0,-0.4,1.53,-1.0,1.9
5121,2025-11-11,2025-11-12,NORMAL,STRONG,-7.51,6,1801.0,1832.0,1.72,2.39,0.0,-0.5
5232,2025-11-11,2025-11-12,NORMAL,STRONG,-5.88,4,3730.0,3795.0,1.74,2.98,-0.54,0.43
5233,2025-11-11,2025-11-12,NORMAL,STRONG,-7.22,3,3751.0,3769.0,0.48,2.13,-0.96,-1.0
5726,2025-11-11,2025-11-12,NORMAL,STRONG,-11.25,7,2211.0,2267.0,2.53,3.35,-1.81,-0.94
5892,2025-11-11,2025-11-12,NORMAL,STRONG,-11.68,9,2860.0,2835.0,-0.87,4.16,-1.4,3.62
6031,2025-11-11,2025-11-12,NORMAL,STRONG,-8.88,8,309.0,321.0,3.88,3.88,0.0,0.32
6155,2025-11-11,2025-11-12,NORMAL,STRONG,-5.86,3,480.0,480.0,0.0,0.62,-2.08,-0.41
6177,2025-11-11,2025-11-12,NORMAL,STRONG,-9.95,3,172.0,183.0,6.4,6.4,0.0,0.0
6588,2025-11-11,2025-11-12,NORMAL,STRONG,-9.41,6,2822.0,2838.0,0.57,1.95,-0.78,0.0
6638,2025-11-11,2025-11-12,NORMAL,STRONG,-6.3,7,1522.0,1561.0,2.56,5.12,0.0,-0.59
6844,2025-11-11,2025-11-12,NORMAL,STRONG,-6.96,5,3110.0,3200.0,2.89,3.7,-0.16,-0.96
6849,2025-11-11,2025-11-12,NORMAL,STRONG,-8.67,6,1609.5,1657.0,2.95,3.14,-0.28,1.13
7094,2025-11-11,2025-11-12,NORMAL,STRONG,-16.36,7,1836.0,1808.0,-1.53,0.05,-4.03,0.0
7187,2025-11-11,2025-11-12,NORMAL,STRONG,-6.59,4,1472.0,1484.0,0.82,1.83,-0.14,-0.07
7247,2025-11-11,2025-11-12,NORMAL,STRONG,-9.67,6,357.0,356.0,-0.28,0.0,-0.84,0.56
7990,2025-11-11,2025-11-12,NORMAL,STRONG,-7.8,8,2133.0,2186.0,2.48,2.72,-0.09,0.23
8802,2025-11-11,2025-11-12,NORMAL,STRONG,-5.46,3,3250.0,3286.0,1.11,2.28,-0.12,1.44
9702,2025-11-11,2025-11-12,NORMAL,STRONG,-6.18,6,1670.0,1696.0,1.56,2.69,0.0,-0.83
9753,2025-11-11,2025-11-12,NORMAL,STRONG,-9.63,6,1361.0,1368.0,0.51,0.51,-0.37,-0.66
9755,2025-11-11,2025-11-12,NORMAL,STRONG,-9.44,7,2657.0,2732.0,2.82,2.97,-0.56,1.41
9757,2025-11-11,2025-11-12,NORMAL,STRONG,-5.04,5,2374.0,2419.0,1.9,2.82,0.0,-0.04
1853,2025-11-12,2025-11-13,STRONG,NORMAL,-5.6,5,316.0,320.0,1.27,1.27,0.0,-1.25
2338,2025-11-12,2025-11-13,STRONG,NORMAL,-5.5,5,505.0,493.0,-2.38,0.0,-4.36,1.41
2370,2025-11-12,2025-11-13,STRONG,NORMAL,-5.88,5,33.0,33.0,0.0,0.0,-3.03,3.12
241A,2025-11-12,2025-11-13,STRONG,NORMAL,-19.35,7,635.0,605.0,-4.72,0.0,-5.35,1.6
256A,2025-11-12,2025-11-13,STRONG,NORMAL,-5.43,4,2138.0,2141.0,0.14,0.84,-0.89,2.25
2743,2025-11-12,2025-11-13,STRONG,NORMAL,-13.1,8,75.0,76.0,1.33,9.33,-1.33,2.74
3131,2025-11-12,2025-11-13,STRONG,NORMAL,-10.4,8,2747.0,2766.0,0.69,0.95,-2.66,1.85
3179,2025-11-12,2025-11-13,STRONG,NORMAL,-7.16,4,1195.0,1214.0,1.59,2.01,-0.75,-0.83
3436,2025-11-12,2025-11-13,STRONG,NORMAL,-20.16,10,1184.0,1226.0,3.55,4.05,-2.36,0.68
3443,2025-11-12,2025-11-13,STRONG,NORMAL,-5.84,5,3935.0,3910.0,-0.64,1.02,-1.14,1.68
3985,2025-11-12,2025-11-13,STRONG,NORMAL,-5.14,7,241.0,238.0,-1.24,0.41,-1.24,0.42
3997,2025-11-12,2025-11-13,STRONG,NORMAL,-15.37,3,411.0,388.0,-5.6,2.92,-7.06,-3.07
4092,2025-11-12,2025-11-13,STRONG,NORMAL,-11.98,7,2557.0,2620.0,2.46,2.46,-0.66,1.47
4100,2025-11-12,2025-11-13,STRONG,NORMAL,-14.74,5,1192.0,1180.0,-1.01,1.26,-2.1,0.0
4316,2025-11-12,2025-11-13,STRONG,NORMAL,-6.85,5,902.0,840.0,-6.87,0.89,-8.54,-0.99
4974,2025-11-12,2025-11-13,STRONG,NORMAL,-9.17,7,829.0,833.0,0.48,2.17,-1.09,0.85
5036,2025-11-12,2025-11-13,STRONG,NORMAL,-6.24,3,1450.0,1411.0,-2.69,0.34,-3.52,-1.49
5253,2025-11-12,2025-11-13,STRONG,NORMAL,-10.49,6,1710.0,1764.0,3.16,4.62,-1.75,0.18
5590,2025-11-12,2025-11-13,STRONG,NORMAL,-5.25,4,1244.0,1158.0,-6.91,0.0,-7.32,-0.16
5838,2025-11-12,2025-11-13,STRONG,NORMAL,-5.27,6,7730.0,7615.0,-1.49,2.96,-2.07,0.99
5943,2025-11-12,2025-11-13,STRONG,NORMAL,-7.07,7,1929.0,1897.0,-1.66,0.67,-2.02,0.47
6433,2025-11-12,2025-11-13,STRONG,NORMAL,-15.74,7,407.0,407.0,0.0,3.69,0.0,-16.43
6481,2025-11-12,2025-11-13,STRONG,NORMAL,-5.1,8,3915.0,3961.0,1.17,1.99,-0.23,0.67
6498,2025-11-12,2025-11-13,STRONG,NORMAL,-6.44,4,1695.0,1726.0,1.83,2.89,-0.24,2.42
6525,2025-11-12,2025-11-13,STRONG,NORMAL,-18.38,4,4386.0,4374.0,-0.27,2.05,-5.02,-1.26
6707,2025-11-12,2025-11-13,STRONG,NORMAL,-10.46,10,6018.0,5706.0,-5.18,0.02,-5.37,0.0
6820,2025-11-12,2025-11-13,STRONG,NORMAL,-8.85,4,2935.0,2841.0,-3.2,0.0,-3.41,0.0
6871,2025-11-12,2025-11-13,STRONG,NORMAL,-14.69,4,6970.0,6780.0,-2.73,0.72,-3.01,0.0
7080,2025-11-12,2025-11-13,STRONG,NORMAL,-7.52,5,849.0,834.0,-1.77,0.12,-3.89,0.0
7505,2025-11-12,2025-11-13,STRONG,NORMAL,-17.73,8,1550.0,1547.0,-0.19,0.32,-1.87,1.24
7867,2025-11-12,2025-11-13,STRONG,NORMAL,-7.62,6,2966.0,2969.0,0.1,1.62,-1.2,0.02
7915,2025-11-12,2025-11-13,STRONG,NORMAL,-6.87,7,1209.0,1202.0,-0.58,0.83,-1.9,-0.9
9242,2025-11-12,2025-11-13,STRONG,NORMAL,-20.37,3,1964.0,1930.0,-1.73,0.31,-4.18,1.5
9308,2025-11-12,2025-11-13,STRONG,NORMAL,-6.01,8,1444.0,1412.0,-2.22,1.11,-3.19,0.28
9557,2025-11-12,2025-11-13,STRONG,NORMAL,-14.57,9,299.0,299.0,0.0,1.34,-0.67,0.0
1431,2025-11-13,2025-11-14,NORMAL,NORMAL,-5.22,5,708.0,702.0,-0.85,0.28,-0.99,0.0
148A,2025-11-13,2025-11-14,NORMAL,NORMAL,-8.97,6,2285.0,2213.0,-3.15,1.79,-3.94,-2.14
198A,2025-11-13,2025-11-14,NORMAL,NORMAL,-10.91,9,238.0,225.0,-5.46,1.68,-6.72,-2.86
2120,2025-11-13,2025-11-14,NORMAL,NORMAL,-10.2,6,176.0,173.0,-1.7,0.57,-2.84,0.0
2334,2025-11-13,2025-11-14,NORMAL,NORMAL,-15.5,8,458.0,446.0,-2.62,5.9,-8.95,0.0
253A,2025-11-13,2025-11-14,NORMAL,NORMAL,-7.0,3,1201.0,1102.0,-8.24,1.58,-9.41,0.5
276A,2025-11-13,2025-11-14,NORMAL,NORMAL,-7.56,6,3800.0,3755.0,-1.18,0.66,-2.89,1.88
3189,2025-11-13,2025-11-14,NORMAL,NORMAL,-6.5,6,460.0,452.0,-1.74,0.0,-3.04,0.0
3350,2025-11-13,2025-11-14,NORMAL,NORMAL,-6.59,3,388.0,400.0,3.09,3.61,0.0,-2.27
338A,2025-11-13,2025-11-14,NORMAL,NORMAL,-9.34,5,6210.0,6160.0,-0.81,6.76,-0.81,-1.58
3405,2025-11-13,2025-11-14,NORMAL,NORMAL,-5.84,7,1577.0,1592.0,0.95,1.43,-0.19,-0.19
3446,2025-11-13,2025-11-14,NORMAL,NORMAL,-6.04,3,1355.0,1342.0,-0.96,4.43,-1.7,-2.17
3664,2025-11-13,2025-11-14,NORMAL,NORMAL,-6.12,3,46.0,43.0,-6.52,0.0,-6.52,0.0
3667,2025-11-13,2025-11-14,NORMAL,NORMAL,-5.62,7,86.0,85.0,-1.16,0.0,-2.33,2.38
3723,2025-11-13,2025-11-14,NORMAL,NORMAL,-14.17,6,1373.0,1355.0,-1.31,0.0,-1.68,-0.15
3803,2025-11-13,2025-11-14,NORMAL,NORMAL,-22.86,4,701.0,633.0,-9.7,4.14,-10.41,-9.66
3856,2025-11-13,2025-11-14,NORMAL,NORMAL,-26.78,8,745.0,790.0,6.04,8.19,-1.88,-1.97
3858,2025-11-13,2025-11-14,NORMAL,NORMAL,-16.5,3,409.0,406.0,-0.73,4.65,-1.71,-2.62
386A,2025-11-13,2025-11-14,NORMAL,NORMAL,-8.95,5,1944.0,1925.0,-0.98,0.05,-1.18,0.0
387A,2025-11-13,2025-11-14,NORMAL,NORMAL,-14.98,7,1751.0,1753.0,0.11,5.08,-0.74,-2.07
4051,2025-11-13,2025-11-14,NORMAL,NORMAL,-5.14,6,5700.0,5500.0,-3.51,3.33,-5.09,2.89
4058,2025-11-13,2025-11-14,NORMAL,NORMAL,-8.1,7,2800.0,2711.0,-3.18,0.36,-4.14,1.56
4074,2025-11-13,2025-11-14,NORMAL,NORMAL,-11.17,8,915.0,897.0,-1.97,2.08,-2.84,0.0
4118,2025-11-13,2025-11-14,NORMAL,NORMAL,-5.54,5,4130.0,4226.0,2.32,2.37,-0.19,-0.77
4165,2025-11-13,2025-11-14,NORMAL,NORMAL,-13.74,6,910.0,848.0,-6.81,0.66,-7.47,0.0
4316,2025-11-13,2025-11-14,NORMAL,NORMAL,-7.79,6,814.0,827.0,1.6,4.18,-2.09,-3.1
4331,2025-11-13,2025-11-14,NORMAL,NORMAL,-5.92,6,780.0,787.0,0.9,1.28,-0.77,0.13
4337,2025-11-13,2025-11-14,NORMAL,NORMAL,-11.75,5,2988.0,2924.0,-2.14,0.0,-3.88,0.17
4396,2025-11-13,2025-11-14,NORMAL,NORMAL,-6.01,6,2862.0,2801.0,-2.13,0.52,-2.94,-0.49
4419,2025-11-13,2025-11-14,NORMAL,NORMAL,-24.04,9,949.0,939.0,-1.05,4.95,-1.16,0.11
4438,2025-11-13,2025-11-14,NORMAL,NORMAL,-19.23,3,388.0,357.0,-7.99,3.87,-9.54,-7.62
4543,2025-11-13,2025-11-14,NORMAL,NORMAL,-6.27,6,2384.5,2374.0,-0.44,0.25,-1.47,-0.02
4651,2025-11-13,2025-11-14,NORMAL,NORMAL,-5.56,5,204.0,200.0,-1.96,0.49,-1.96,0.0
4720,2025-11-13,2025-11-14,NORMAL,NORMAL,-6.48,3,258.0,259.0,0.39,4.26,-0.39,-5.84
4833,2025-11-13,2025-11-14,NORMAL,NORMAL,-5.68,6,80.0,77.0,-3.75,2.5,-5.0,-3.61
4838,2025-11-13,2025-11-14,NORMAL,NORMAL,-8.39,7,831.0,801.0,-3.61,0.96,-4.21,0.12
5035,2025-11-13,2025-11-14,NORMAL,NORMAL,-9.76,8,407.0,427.0,4.91,9.58,0.0,0.0
5254,2025-11-13,2025-11-14,NORMAL,NORMAL,-5.17,4,3705.0,3675.0,-0.81,1.75,-1.48,-10.18
5590,2025-11-13,2025-11-14,NORMAL,NORMAL,-7.06,5,1111.0,1171.0,5.4,8.73,-2.43,-4.06
5702,2025-11-13,2025-11-14,NORMAL,NORMAL,-5.96,6,1078.0,1082.0,0.37,1.11,-1.11,-0.92
5991,2025-11-13,2025-11-14,NORMAL,NORMAL,-17.14,4,2285.0,2248.0,-1.62,0.94,-7.22,-5.5
6055,2025-11-13,2025-11-14,NORMAL,NORMAL,-8.89,4,1694.0,1707.0,0.77,3.54,-0.77,-4.51
6194,2025-11-13,2025-11-14,NORMAL,NORMAL,-8.01,6,675.0,683.0,1.19,1.48,-1.78,1.35
6250,2025-11-13,2025-11-14,NORMAL,NORMAL,-5.51,4,2523.0,2599.0,3.01,3.33,-1.51,0.0
6284,2025-11-13,2025-11-14,NORMAL,NORMAL,-7.63,6,6430.0,6520.0,1.4,1.71,-0.93,0.16
6338,2025-11-13,2025-11-14,NORMAL,NORMAL,-7.82,8,1390.0,1385.0,-0.36,0.72,-1.15,0.0
6363,2025-11-13,2025-11-14,NORMAL,NORMAL,-7.75,7,1895.0,1909.0,0.74,1.64,-0.21,-1.66
6433,2025-11-13,2025-11-14,NORMAL,NORMAL,-16.43,7,376.0,387.0,2.93,5.59,-1.33,-7.62
6523,2025-11-13,2025-11-14,NORMAL,NORMAL,-5.47,6,967.0,967.0,0.0,1.45,-1.03,0.0
6573,2025-11-13,2025-11-14,NORMAL,NORMAL,-5.38,4,88.0,86.0,-2.27,2.27,-2.27,0.0
6574,2025-11-13,2025-11-14,NORMAL,NORMAL,-11.51,8,118.0,112.0,-5.08,4.24,-5.93,-4.07
6707,2025-11-13,2025-11-14,NORMAL,NORMAL,-5.18,9,5531.0,5441.0,-1.63,0.43,-3.09,-3.07
6877,2025-11-13,2025-11-14,NORMAL,NORMAL,-7.19,6,3870.0,3965.0,2.45,4.52,0.0,0.0
6907,2025-11-13,2025-11-14,NORMAL,NORMAL,-10.2,3,1261.0,1350.0,7.06,10.23,-3.09,-1.94
7063,2025-11-13,2025-11-14,NORMAL,NORMAL,-5.96,8,140.0,147.0,5.0,5.0,-0.71,-1.41
7069,2025-11-13,2025-11-14,NORMAL,NORMAL,-8.04,3,772.0,757.0,-1.94,1.55,-2.46,-0.77
7220,2025-11-13,2025-11-14,NORMAL,NORMAL,-6.63,5,2827.0,2923.0,3.4,4.95,-2.26,-3.42
7320,2025-11-13,2025-11-14,NORMAL,NORMAL,-23.03,10,1601.0,1540.0,-3.81,2.25,-4.18,-4.19
7358,2025-11-13,2025-11-14,NORMAL,NORMAL,-6.24,7,1387.0,1380.0,-0.5,0.79,-0.5,0.36
7603,2025-11-13,2025-11-14,NORMAL,NORMAL,-7.43,5,163.0,160.0,-1.84,1.23,-1.84,0.62
7615,2025-11-13,2025-11-14,NORMAL,NORMAL,-6.25,6,160.0,168.0,5.0,10.62,-0.62,-3.03
7711,2025-11-13,2025-11-14,NORMAL,NORMAL,-8.66,4,6700.0,6580.0,-1.79,7.46,-3.43,-3.74
7717,2025-11-13,2025-11-14,NORMAL,NORMAL,-9.97,7,2992.0,2947.0,-1.5,1.1,-1.5,-2.54
7859,2025-11-13,2025-11-14,NORMAL,NORMAL,-5.11,7,167.0,165.0,-1.2,0.6,-1.2,0.0
8107,2025-11-13,2025-11-14,NORMAL,NORMAL,-15.91,7,37.0,35.0,-5.41,2.7,-8.11,0.0
9338,2025-11-13,2025-11-14,NORMAL,NORMAL,-7.18,4,2350.0,2310.0,-1.7,1.62,-2.13,-1.26
142A,2025-11-14,2025-11-17,NORMAL,NORMAL,-5.31,7,720.0,728.0,1.11,2.22,-1.67,-1.5
148A,2025-11-14,2025-11-17,NORMAL,NORMAL,-5.22,6,2210.0,2203.0,-0.32,0.0,-5.02,-0.14
1491,2025-11-14,2025-11-17,NORMAL,NORMAL,-5.96,6,812.0,760.0,-6.4,0.0,-8.62,-0.98
1663,2025-11-14,2025-11-17,NORMAL,NORMAL,-9.97,4,3395.0,3520.0,3.68,4.42,0.0,1.65
1799,2025-11-14,2025-11-17,NORMAL,NORMAL,-7.33,3,3505.0,3490.0,-0.43,0.14,-4.85,0.86
1814,2025-11-14,2025-11-17,NORMAL,NORMAL,-7.15,3,3490.0,3505.0,0.43,0.72,-3.44,-0.43
1835,2025-11-14,2025-11-17,NORMAL,NORMAL,-5.17,3,4140.0,4180.0,0.97,1.09,-1.33,0.36
1968,2025-11-14,2025-11-17,NORMAL,NORMAL,-5.45,3,2180.0,2208.0,1.28,1.61,-2.98,3.81
196A,2025-11-14,2025-11-17,NORMAL,NORMAL,-6.87,5,271.0,268.0,-1.11,0.0,-4.06,0.0
1975,2025-11-14,2025-11-17,NORMAL,NORMAL,-12.27,4,2981.0,2981.0,0.0,1.64,-1.17,0.24
198A,2025-11-14,2025-11-17,NORMAL,NORMAL,-8.16,9,226.0,218.0,-3.54,0.88,-4.87,0.44
2112,2025-11-14,2025-11-17,NORMAL,NORMAL,-6.08,3,515.0,519.0,0.78,0.78,-3.3,0.98
224A,2025-11-14,2025-11-17,NORMAL,NORMAL,-6.52,3,1570.0,1576.0,0.38,0.38,-1.27,0.38
2330,2025-11-14,2025-11-17,NORMAL,NORMAL,-9.01,4,209.0,202.0,-3.35,0.48,-3.83,-1.42
2586,2025-11-14,2025-11-17,NORMAL,NORMAL,-23.67,7,137.0,137.0,0.0,0.0,0.0,-26.74
261A,2025-11-14,2025-11-17,NORMAL,NORMAL,-6.01,7,2505.0,2473.0,-1.28,1.0,-3.15,0.08
2750,2025-11-14,2025-11-17,NORMAL,NORMAL,-7.64,6,1254.0,1254.0,0.0,0.48,-2.23,0.64
288A,2025-11-14,2025-11-17,NORMAL,NORMAL,-5.19,6,146.0,143.0,-2.05,0.68,-2.74,0.0
290A,2025-11-14,2025-11-17,NORMAL,NORMAL,-8.37,3,1028.0,1037.0,0.88,0.88,-0.1,15.9
2924,2025-11-14,2025-11-17,NORMAL,NORMAL,-7.1,7,2042.0,2045.0,0.15,0.34,-1.96,0.64
2970,2025-11-14,2025-11-17,NORMAL,NORMAL,-5.33,6,986.0,936.0,-5.07,0.0,-7.51,0.92
2998,2025-11-14,2025-11-17,NORMAL,NORMAL,-5.55,4,937.0,881.0,-5.98,0.32,-8.43,-3.4
3083,2025-11-14,2025-11-17,NORMAL,NORMAL,-9.67,7,663.0,635.0,-4.22,0.0,-4.52,0.0
3135,2025-11-14,2025-11-17,NORMAL,NORMAL,-7.87,6,1653.0,1607.0,-2.78,0.06,-3.63,0.18
