code,scan_date,trade_date,scan_cond,trade_cond,today_rise,rb_score,ret_oc,ret_max,ret_low
4680,2025-11-06,2025-11-07,NORMAL,NORMAL,-4.08,3,-4.72,0.69,-9.62
4680,2026-02-13,2026-02-16,WEAK,NORMAL,-6.92,7,-0.97,1.22,-1.38
4680,2026-03-10,2026-03-11,WEAK,NORMAL,-5.03,3,-3.07,0.01,-3.7
4684,2026-02-04,2026-02-05,NORMAL,NORMAL,-9.99,10,3.76,5.7,-0.03
4684,2026-02-12,2026-02-13,NORMAL,WEAK,-5.02,5,-1.54,0.31,-2.79
4685,2025-10-07,2025-10-08,NORMAL,NORMAL,-4.74,10,4.55,5.26,-0.14
4685,2026-02-04,2026-02-05,NORMAL,NORMAL,-6.0,5,0.14,1.43,-1.57
4686,2026-02-04,2026-02-05,NORMAL,NORMAL,-6.13,9,0.11,1.11,-1.0
4686,2026-02-06,2026-02-09,NORMAL,NORMAL,-4.12,6,-3.33,0.8,-7.23
4686,2026-02-13,2026-02-16,WEAK,NORMAL,-5.72,7,-0.13,0.25,-1.38
4686,2026-02-24,2026-02-25,NORMAL,NORMAL,-4.38,7,-0.9,0.9,-1.16
4687,2026-02-04,2026-02-05,NORMAL,NORMAL,-5.22,8,0.69,2.07,-0.35
4689,2026-02-12,2026-02-13,NORMAL,WEAK,-5.52,3,-3.17,0.67,-3.4
4704,2025-12-05,2025-12-08,WEAK,NORMAL,-8.92,5,-0.01,1.05,-0.76
4704,2025-12-09,2025-12-10,NORMAL,NORMAL,-4.09,6,-1.97,0.36,-3.2
4704,2026-02-04,2026-02-05,NORMAL,NORMAL,-7.44,8,0.05,1.45,-0.58
4704,2026-02-13,2026-02-16,WEAK,NORMAL,-5.61,6,1.96,2.32,-0.75
4704,2026-02-24,2026-02-25,NORMAL,NORMAL,-13.75,9,0.06,2.25,-0.86
4707,2025-12-05,2025-12-08,WEAK,NORMAL,-5.08,3,-2.56,0.85,-4.27
4709,2025-10-31,2025-11-04,NORMAL,NORMAL,-6.08,6,-2.83,0.0,-3.33
4716,2026-01-16,2026-01-19,NORMAL,NORMAL,-5.83,8,-0.04,2.15,-0.93
4716,2026-02-04,2026-02-05,NORMAL,NORMAL,-7.35,9,0.94,1.6,-0.47
4716,2026-02-06,2026-02-09,NORMAL,NORMAL,-4.47,7,0.85,1.59,-0.77
4716,2026-02-12,2026-02-13,NORMAL,WEAK,-5.61,5,-3.26,0.43,-4.38
4716,2026-02-24,2026-02-25,NORMAL,NORMAL,-6.59,4,0.63,1.51,-0.46
4716,2026-03-25,2026-03-26,NORMAL,WEAK,-4.37,4,-3.41,0.68,-3.73
4720,2025-11-13,2025-11-14,NORMAL,NORMAL,-6.48,3,0.39,4.26,-0.39
4722,2026-02-04,2026-02-05,NORMAL,NORMAL,-4.6,7,0.49,1.31,-0.98
472A,2026-02-16,2026-02-17,NORMAL,NORMAL,-19.12,8,-8.11,0.0,-9.17
472A,2026-02-17,2026-02-18,NORMAL,NORMAL,-8.11,8,1.66,4.81,-0.37
472A,2026-02-19,2026-02-20,NORMAL,WEAK,-5.27,5,-0.19,0.76,-2.87
472A,2026-02-24,2026-02-25,NORMAL,NORMAL,-5.75,5,-2.24,0.0,-2.44
4733,2026-01-29,2026-01-30,NORMAL,NORMAL,-4.29,6,-4.38,0.68,-5.14
4733,2026-01-30,2026-02-02,NORMAL,NORMAL,-6.08,10,-1.71,0.28,-2.34
4733,2026-02-04,2026-02-05,NORMAL,NORMAL,-9.16,10,3.82,5.98,-1.08
4733,2026-02-12,2026-02-13,NORMAL,WEAK,-4.82,6,-2.04,0.66,-2.36
4750,2025-10-17,2025-10-20,WEAK,NORMAL,-5.02,5,0.0,0.68,-0.17
4750,2025-12-03,2025-12-04,WEAK,NORMAL,-5.66,3,1.55,1.55,-0.35
4750,2026-02-24,2026-02-25,NORMAL,NORMAL,-4.73,4,0.34,0.86,-0.34
4751,2026-02-04,2026-02-05,NORMAL,NORMAL,-8.03,6,0.16,1.45,-0.59
4755,2025-11-14,2025-11-17,NORMAL,NORMAL,-9.43,4,0.22,1.33,-2.08
4755,2026-02-13,2026-02-16,WEAK,NORMAL,-10.55,6,-1.73,0.0,-2.48
475A,2026-02-16,2026-02-17,NORMAL,NORMAL,-9.19,6,-0.1,1.9,-2.5
4766,2025-12-29,2025-12-30,NORMAL,WEAK,-5.44,5,-0.36,0.36,-0.72
4766,2026-02-17,2026-02-18,NORMAL,NORMAL,-11.27,6,-0.79,0.4,-0.79
4766,2026-02-20,2026-02-24,WEAK,NORMAL,-4.12,7,0.0,1.29,0.0
4768,2026-02-04,2026-02-05,NORMAL,NORMAL,-5.87,6,1.82,3.37,-0.29
476A,2026-02-17,2026-02-18,NORMAL,NORMAL,-13.5,10,-1.51,1.16,-1.86
4771,2025-10-24,2025-10-27,NORMAL,NORMAL,-4.17,3,-2.1,4.1,-3.22
4771,2025-10-31,2025-11-04,NORMAL,NORMAL,-5.73,4,-5.3,0.04,-7.36
4771,2026-02-05,2026-02-06,NORMAL,NORMAL,-4.36,3,-1.87,0.0,-2.83
4772,2025-11-05,2025-11-06,WEAK,NORMAL,-11.21,9,0.94,5.66,0.0
4776,2026-02-04,2026-02-05,NORMAL,NORMAL,-7.57,10,1.67,3.52,-0.97
4776,2026-02-13,2026-02-16,WEAK,NORMAL,-4.25,7,1.89,2.31,-0.69
4776,2026-02-24,2026-02-25,NORMAL,NORMAL,-5.45,4,0.48,1.34,-1.0
4777,2025-12-03,2025-12-04,WEAK,NORMAL,-4.39,3,-0.91,1.82,-0.91
477A,2026-02-17,2026-02-18,NORMAL,NORMAL,-5.62,3,0.58,2.19,-0.73
477A,2026-03-26,2026-03-27,WEAK,NORMAL,-7.4,8,-2.85,0.0,-5.52
4783,2025-11-10,2025-11-11,NORMAL,NORMAL,-6.96,6,1.21,2.96,-0.47
4784,2025-10-17,2025-10-20,WEAK,NORMAL,-4.39,4,0.39,6.54,-0.39
4784,2025-10-30,2025-10-31,NORMAL,NORMAL,-6.09,5,-1.35,1.04,-2.4
4784,2025-11-04,2025-11-05,NORMAL,WEAK,-9.5,7,-0.36,0.83,-2.73
4784,2025-11-14,2025-11-17,NORMAL,NORMAL,-4.81,6,-1.68,3.6,-3.96
4784,2025-12-03,2025-12-04,WEAK,NORMAL,-4.51,7,-0.44,0.44,-1.46
4784,2025-12-16,2025-12-17,WEAK,NORMAL,-5.26,5,1.11,1.59,-2.07
4784,2026-01-21,2026-01-22,WEAK,NORMAL,-6.06,3,-2.97,2.02,-3.68
4784,2026-01-22,2026-01-23,NORMAL,NORMAL,-4.1,3,-0.37,2.21,-1.1
4784,2026-01-30,2026-02-02,NORMAL,NORMAL,-4.98,6,0.0,4.32,-0.68
4784,2026-02-13,2026-02-16,WEAK,NORMAL,-9.97,3,-2.39,0.25,-3.65
4784,2026-02-24,2026-02-25,NORMAL,NORMAL,-6.77,3,2.63,5.4,-0.15
478A,2026-02-04,2026-02-05,NORMAL,NORMAL,-4.39,5,3.31,3.71,-0.8
478A,2026-02-13,2026-02-16,WEAK,NORMAL,-25.84,9,1.33,5.21,-1.57
478A,2026-02-17,2026-02-18,NORMAL,NORMAL,-4.3,6,0.62,3.5,-4.75
478A,2026-02-24,2026-02-25,NORMAL,NORMAL,-6.9,6,-1.43,1.43,-3.0
478A,2026-03-24,2026-03-25,NORMAL,NORMAL,-9.32,5,-2.18,1.5,-2.45
478A,2026-03-25,2026-03-26,NORMAL,WEAK,-4.14,3,-0.85,2.13,-5.55
479A,2026-02-04,2026-02-05,NORMAL,NORMAL,-8.08,8,0.69,2.56,0.0
479A,2026-02-13,2026-02-16,WEAK,NORMAL,-10.41,8,-3.12,0.0,-11.69
479A,2026-02-24,2026-02-25,NORMAL,NORMAL,-6.86,5,-0.07,1.81,-1.88
479A,2026-03-25,2026-03-26,NORMAL,WEAK,-4.03,3,-0.75,1.43,-2.56
480A,2026-02-04,2026-02-05,NORMAL,NORMAL,-4.14,9,1.22,2.64,0.0
480A,2026-02-13,2026-02-16,WEAK,NORMAL,-10.13,7,-0.49,0.88,-3.6
4811,2026-02-13,2026-02-16,WEAK,NORMAL,-18.89,10,-10.02,0.0,-13.29
4811,2026-02-16,2026-02-17,NORMAL,NORMAL,-9.15,10,-3.23,5.59,-4.72
4812,2025-12-29,2025-12-30,NORMAL,WEAK,-64.31,10,1.75,2.23,-3.27
4812,2026-01-14,2026-01-15,NORMAL,NORMAL,-7.23,10,1.67,2.03,-0.84
4812,2026-02-04,2026-02-05,NORMAL,NORMAL,-9.79,9,0.69,2.93,-1.1
4812,2026-02-06,2026-02-09,NORMAL,NORMAL,-4.41,7,1.23,1.37,-1.18
4812,2026-02-12,2026-02-13,NORMAL,WEAK,-6.57,8,-1.19,4.76,-2.0
4812,2026-02-13,2026-02-16,WEAK,NORMAL,-10.93,10,2.67,3.83,-1.83
4813,2026-03-26,2026-03-27,WEAK,NORMAL,-4.57,3,4.25,5.49,0.0
4814,2026-02-04,2026-02-05,NORMAL,NORMAL,-4.43,3,3.11,4.15,-0.52
4816,2025-10-31,2025-11-04,NORMAL,NORMAL,-5.14,3,-3.93,0.76,-3.93
4816,2025-12-02,2025-12-03,WEAK,WEAK,-5.91,4,-3.14,0.11,-4.77
4816,2026-02-13,2026-02-16,WEAK,NORMAL,-8.71,8,3.18,4.42,-0.09
4819,2025-11-28,2025-12-01,NORMAL,WEAK,-4.42,3,-2.52,0.98,-2.88
4819,2026-02-04,2026-02-05,NORMAL,NORMAL,-5.27,5,-0.21,1.18,-1.48
4819,2026-02-12,2026-02-13,NORMAL,WEAK,-4.26,7,-10.95,2.19,-11.27
4819,2026-02-13,2026-02-16,WEAK,NORMAL,-11.36,10,0.41,1.73,-1.93
4819,2026-02-24,2026-02-25,NORMAL,NORMAL,-7.39,7,-1.46,0.3,-2.11
4825,2026-02-26,2026-02-27,NORMAL,NORMAL,-49.32,9,-0.6,0.0,-1.72
4826,2025-12-11,2025-12-12,WEAK,NORMAL,-7.71,3,-1.51,2.08,-2.45
4828,2025-12-29,2025-12-30,NORMAL,WEAK,-78.77,10,-0.76,1.11,-2.39
4828,2026-02-04,2026-02-05,NORMAL,NORMAL,-7.56,10,1.07,1.38,-3.21
4828,2026-02-13,2026-02-16,WEAK,NORMAL,-6.09,5,2.56,2.63,-1.28
4832,2025-10-30,2025-10-31,NORMAL,NORMAL,-11.49,7,-2.64,1.35,-3.27
4832,2026-01-29,2026-01-30,NORMAL,NORMAL,-4.97,7,3.99,4.22,0.0
4833,2025-10-08,2025-10-09,NORMAL,NORMAL,-10.37,9,-7.14,3.17,-8.73
4833,2025-10-17,2025-10-20,WEAK,NORMAL,-8.74,5,0.98,4.9,-4.9
4833,2025-10-23,2025-10-24,NORMAL,NORMAL,-8.4,4,0.0,1.85,-4.63
4833,2025-11-04,2025-11-05,NORMAL,WEAK,-8.18,3,7.61,7.61,-1.09
4833,2025-11-06,2025-11-07,NORMAL,NORMAL,-7.07,4,-3.33,1.11,-6.67
4833,2025-11-07,2025-11-10,NORMAL,NORMAL,-5.43,4,0.0,4.49,-1.12
4833,2025-11-13,2025-11-14,NORMAL,NORMAL,-5.68,6,-3.75,2.5,-5.0
4833,2025-11-14,2025-11-17,NORMAL,NORMAL,-7.23,6,-2.74,5.48,-2.74
4833,2025-12-11,2025-12-12,WEAK,NORMAL,-7.25,5,-4.62,3.08,-7.69
4833,2025-12-24,2025-12-25,NORMAL,NORMAL,-12.5,3,-2.94,1.47,-5.88
4833,2026-02-06,2026-02-09,NORMAL,NORMAL,-10.75,4,-8.24,1.18,-9.41
4833,2026-02-09,2026-02-10,NORMAL,NORMAL,-6.02,5,3.9,6.49,-2.6
4833,2026-02-12,2026-02-13,NORMAL,WEAK,-6.25,5,-1.35,0.0,-4.05
4833,2026-02-20,2026-02-24,WEAK,NORMAL,-6.1,4,-2.67,1.33,-4.0
4833,2026-02-24,2026-02-25,NORMAL,NORMAL,-5.19,6,0.0,4.17,-1.39
4838,2025-11-13,2025-11-14,NORMAL,NORMAL,-8.39,7,-3.61,0.96,-4.21
4839,2025-11-05,2025-11-06,WEAK,NORMAL,-8.7,4,-0.21,1.67,-0.7
4847,2025-11-06,2025-11-07,NORMAL,NORMAL,-7.02,6,0.94,0.94,-0.83
4848,2026-02-16,2026-02-17,NORMAL,NORMAL,-4.69,5,0.37,1.23,-0.55
4849,2025-11-14,2025-11-17,NORMAL,NORMAL,-10.7,8,-2.04,0.29,-3.94
4849,2026-02-13,2026-02-16,WEAK,NORMAL,-13.06,10,-0.32,0.72,-5.63
4849,2026-02-24,2026-02-25,NORMAL,NORMAL,-4.56,8,2.28,3.77,0.0
485A,2026-02-05,2026-02-06,NORMAL,NORMAL,-4.17,3,6.08,6.52,-2.16
4875,2025-11-04,2025-11-05,NORMAL,WEAK,-11.89,3,17.0,31.5,0.0
4875,2026-03-10,2026-03-11,WEAK,NORMAL,-4.26,6,2.64,2.64,-0.44
4880,2025-11-05,2025-11-06,WEAK,NORMAL,-4.5,5,-1.02,0.61,-1.02
4880,2025-12-12,2025-12-15,NORMAL,NORMAL,-9.56,9,-4.09,0.45,-4.55
4880,2026-02-06,2026-02-09,NORMAL,NORMAL,-4.8,3,3.25,3.75,-0.75
4881,2025-10-22,2025-10-23,NORMAL,NORMAL,-4.76,5,-1.0,2.0,-1.0
4881,2025-12-16,2025-12-17,WEAK,NORMAL,-4.71,6,-4.94,1.23,-4.94
4881,2025-12-17,2025-12-18,NORMAL,NORMAL,-4.94,8,0.0,1.3,-1.3
4881,2026-03-26,2026-03-27,WEAK,NORMAL,-4.6,3,1.2,3.61,-1.2
4882,2025-12-17,2025-12-18,NORMAL,NORMAL,-4.33,5,3.35,6.22,-1.44
4882,2025-12-18,2025-12-19,NORMAL,NORMAL,-18.49,10,-1.83,0.91,-3.65
4882,2025-12-22,2025-12-23,NORMAL,NORMAL,-4.65,8,0.0,0.48,-1.92
4883,2025-11-05,2025-11-06,WEAK,NORMAL,-4.0,5,-1.35,0.0,-1.35
4883,2025-12-19,2025-12-22,NORMAL,NORMAL,-7.14,8,0.0,1.85,-1.85
4886,2025-11-05,2025-11-06,WEAK,NORMAL,-6.48,5,1.74,1.99,-0.85
4886,2026-02-02,2026-02-03,NORMAL,NORMAL,-7.05,3,4.46,7.1,-0.31
4887,2026-02-13,2026-02-16,WEAK,NORMAL,-4.58,4,1.77,1.9,-2.58
4888,2025-10-15,2025-10-16,NORMAL,NORMAL,-13.13,8,-2.52,0.32,-3.47
4888,2025-11-10,2025-11-11,NORMAL,NORMAL,-5.65,7,0.35,1.73,-1.38
4888,2025-11-14,2025-11-17,NORMAL,NORMAL,-7.61,8,-7.92,0.38,-9.43
4888,2025-12-17,2025-12-18,NORMAL,NORMAL,-4.58,5,-2.95,0.0,-3.38
4888,2025-12-22,2025-12-23,NORMAL,NORMAL,-7.17,9,1.9,2.86,-0.48
4888,2026-01-07,2026-01-08,NORMAL,NORMAL,-16.1,3,-3.23,0.4,-3.63
4889,2025-10-08,2025-10-09,NORMAL,NORMAL,-6.98,4,4.07,7.75,-2.38
4889,2025-12-01,2025-12-02,WEAK,WEAK,-13.96,4,-6.58,0.95,-6.74
4889,2025-12-02,2025-12-03,WEAK,WEAK,-7.07,4,-3.84,0.17,-5.13
4889,2025-12-17,2025-12-18,NORMAL,NORMAL,-4.75,3,-1.97,1.49,-5.13
4889,2025-12-23,2025-12-24,NORMAL,NORMAL,-8.0,7,-1.69,1.69,-1.69
4889,2025-12-25,2025-12-26,NORMAL,NORMAL,-4.56,7,-0.62,0.97,-3.11
4889,2026-03-26,2026-03-27,WEAK,NORMAL,-6.42,4,3.98,5.12,0.0
4890,2026-02-09,2026-02-10,NORMAL,NORMAL,-10.03,8,-1.75,1.4,-3.15
4891,2025-10-24,2025-10-27,NORMAL,NORMAL,-6.76,7,2.17,2.17,-0.72
4892,2025-12-17,2025-12-18,NORMAL,NORMAL,-6.2,6,0.19,1.85,-1.3
4893,2025-12-23,2025-12-24,NORMAL,NORMAL,-4.35,8,1.53,6.87,0.0
4893,2026-03-17,2026-03-18,NORMAL,NORMAL,-9.76,3,-1.63,8.7,-9.24
4894,2026-01-16,2026-01-19,NORMAL,NORMAL,-6.84,3,4.6,6.34,-1.24
4894,2026-02-20,2026-02-24,WEAK,NORMAL,-24.02,3,-8.13,0.38,-9.15
4894,2026-02-24,2026-02-25,NORMAL,NORMAL,-13.1,6,-1.08,4.34,-2.3
4902,2026-02-05,2026-02-06,NORMAL,NORMAL,-5.14,5,-3.55,0.67,-3.89
4902,2026-02-06,2026-02-09,NORMAL,NORMAL,-6.1,7,-6.75,0.57,-7.14
4902,2026-03-10,2026-03-11,WEAK,NORMAL,-5.48,6,-0.19,0.95,-0.74
4911,2025-11-20,2025-11-21,NORMAL,NORMAL,-5.2,8,0.71,1.17,-1.44
4914,2026-02-13,2026-02-16,WEAK,NORMAL,-5.5,4,-0.28,1.35,-1.71
4914,2026-02-16,2026-02-17,NORMAL,NORMAL,-6.29,6,0.93,2.28,-0.43
4914,2026-02-20,2026-02-24,WEAK,NORMAL,-4.09,4,1.3,2.02,-0.94
4922,2025-11-11,2025-11-12,NORMAL,NORMAL,-16.46,8,1.17,3.5,-0.02
4931,2025-11-12,2025-11-13,NORMAL,NORMAL,-4.72,7,-0.38,0.85,-0.57
4932,2026-02-16,2026-02-17,NORMAL,NORMAL,-21.22,10,1.52,1.52,-1.3
4933,2025-11-11,2025-11-12,NORMAL,NORMAL,-5.34,3,-0.4,1.53,-1.0
4933,2025-12-30,2026-01-05,WEAK,NORMAL,-5.88,3,-1.43,0.38,-2.26
4933,2026-02-13,2026-02-16,WEAK,NORMAL,-10.49,7,-2.69,0.08,-6.53
4933,2026-02-25,2026-02-26,NORMAL,NORMAL,-4.38,8,4.32,5.44,-0.09
4934,2026-03-13,2026-03-16,WEAK,NORMAL,-13.35,7,-1.51,0.61,-2.42
4935,2025-11-20,2025-11-21,NORMAL,NORMAL,-5.04,5,9.88,10.69,-0.75
4935,2025-12-29,2025-12-30,NORMAL,WEAK,-80.02,10,-6.57,1.43,-7.43
4935,2025-12-30,2026-01-05,WEAK,NORMAL,-9.42,10,0.94,3.75,-3.12
4935,2026-01-08,2026-01-09,NORMAL,NORMAL,-5.59,9,-1.55,0.62,-3.73
4935,2026-03-13,2026-03-16,WEAK,NORMAL,-16.96,7,-4.69,1.81,-6.14
4935,2026-03-16,2026-03-17,NORMAL,NORMAL,-5.38,5,0.37,2.21,-2.57
4936,2026-03-16,2026-03-17,NORMAL,NORMAL,-4.21,6,-1.17,1.46,-1.17
4937,2025-12-12,2025-12-15,NORMAL,NORMAL,-9.78,8,-3.84,0.0,-3.91
4958,2026-02-09,2026-02-10,NORMAL,NORMAL,-4.37,6,3.18,4.81,-0.47
4960,2026-02-18,2026-02-19,NORMAL,NORMAL,-7.39,3,-7.11,0.25,-9.77
4960,2026-02-19,2026-02-20,NORMAL,WEAK,-7.34,3,-2.28,3.48,-2.81
4960,2026-02-24,2026-02-25,NORMAL,NORMAL,-8.22,4,16.67,16.67,0.0
4960,2026-02-26,2026-02-27,NORMAL,NORMAL,-5.45,4,3.32,4.99,-3.19
4960,2026-03-13,2026-03-16,WEAK,NORMAL,-5.45,3,0.57,3.39,-3.25
4970,2025-11-10,2025-11-11,NORMAL,NORMAL,-4.62,3,-0.3,3.51,-0.91
4970,2025-11-21,2025-11-25,NORMAL,NORMAL,-7.8,3,-0.16,3.78,-1.26
4970,2026-03-27,2026-03-30,NORMAL,UNKNOWN,-4.49,3,-1.9,0.3,-4.81
4974,2025-11-12,2025-11-13,NORMAL,NORMAL,-9.17,7,0.48,2.17,-1.09
4974,2025-12-02,2025-12-03,WEAK,WEAK,-4.3,3,-2.8,0.0,-3.05
4975,2025-11-10,2025-11-11,NORMAL,NORMAL,-6.07,5,-0.12,0.82,-1.87
4978,2025-10-17,2025-10-20,WEAK,NORMAL,-4.37,4,0.56,2.23,-1.12
4978,2025-11-14,2025-11-17,NORMAL,NORMAL,-4.17,6,-1.26,1.26,-2.52
4978,2025-12-22,2025-12-23,NORMAL,NORMAL,-4.76,3,0.72,3.6,-0.72
4978,2026-02-13,2026-02-16,WEAK,NORMAL,-8.07,4,8.67,8.67,0.0
4979,2025-12-29,2025-12-30,NORMAL,WEAK,-4.87,4,0.56,1.44,-0.98
4980,2026-02-10,2026-02-12,NORMAL,NORMAL,-19.64,7,-3.2,0.12,-5.08
4980,2026-02-13,2026-02-16,WEAK,NORMAL,-7.54,7,2.15,3.59,-1.0
4996,2025-12-12,2025-12-15,NORMAL,NORMAL,-4.96,5,-0.15,0.29,-1.76
5016,2025-11-14,2025-11-17,NORMAL,NORMAL,-7.82,4,3.83,5.15,-0.17
5016,2025-11-21,2025-11-25,NORMAL,NORMAL,-6.18,7,-2.48,2.78,-2.6
5016,2025-11-28,2025-12-01,NORMAL,WEAK,-5.36,4,-2.8,0.53,-3.74
5026,2025-10-15,2025-10-16,NORMAL,NORMAL,-5.07,9,3.77,6.13,0.0
5026,2025-10-17,2025-10-20,WEAK,NORMAL,-7.5,6,-0.86,1.6,-2.94
5026,2025-12-05,2025-12-08,WEAK,NORMAL,-7.88,3,-2.81,0.27,-3.88
5026,2025-12-11,2025-12-12,WEAK,NORMAL,-8.47,4,-0.42,0.28,-2.54
5027,2025-11-20,2025-11-21,NORMAL,NORMAL,-6.84,7,1.01,1.84,-5.19
5027,2025-12-01,2025-12-02,WEAK,WEAK,-4.55,4,-5.14,0.0,-5.65
5027,2025-12-02,2025-12-03,WEAK,WEAK,-5.62,7,-0.36,2.36,-0.36
5027,2025-12-16,2025-12-17,WEAK,NORMAL,-5.41,5,-1.33,1.52,-1.52
5027,2026-02-16,2026-02-17,NORMAL,NORMAL,-15.58,8,-8.89,1.85,-9.81
5027,2026-02-17,2026-02-18,NORMAL,NORMAL,-9.23,8,-2.2,4.6,-3.0
5027,2026-02-20,2026-02-24,WEAK,NORMAL,-6.15,8,-5.47,1.05,-6.74
5027,2026-02-24,2026-02-25,NORMAL,NORMAL,-5.07,6,3.5,4.16,-1.53
5028,2025-10-07,2025-10-08,NORMAL,NORMAL,-4.49,4,1.71,1.71,-1.07
5028,2025-11-14,2025-11-17,NORMAL,NORMAL,-13.62,6,-3.1,0.0,-6.21
5028,2025-12-12,2025-12-15,NORMAL,NORMAL,-5.43,5,3.59,3.59,0.0
5029,2026-02-16,2026-02-17,NORMAL,NORMAL,-19.82,10,-2.07,3.28,-6.9
5029,2026-02-17,2026-02-18,NORMAL,NORMAL,-6.43,10,-2.89,0.0,-3.4
5031,2026-01-29,2026-01-30,NORMAL,NORMAL,-13.39,9,0.0,1.38,-0.34
5031,2026-03-13,2026-03-16,WEAK,NORMAL,-5.06,3,-2.56,0.0,-3.53
5032,2025-12-11,2025-12-12,WEAK,NORMAL,-17.33,9,-0.64,3.92,-1.8
5032,2026-01-05,2026-01-06,NORMAL,NORMAL,-4.23,3,1.94,3.02,-0.11
5032,2026-02-02,2026-02-03,NORMAL,NORMAL,-5.11,4,-0.48,1.08,-1.2
5032,2026-02-18,2026-02-19,NORMAL,NORMAL,-5.5,5,0.87,1.37,-1.24
5032,2026-02-24,2026-02-25,NORMAL,NORMAL,-5.1,4,-2.59,0.13,-3.76
5032,2026-03-16,2026-03-17,NORMAL,NORMAL,-4.03,4,-4.05,0.42,-4.33
5034,2025-12-01,2025-12-02,WEAK,WEAK,-8.93,8,-5.71,1.55,-6.55
5034,2025-12-02,2025-12-03,WEAK,WEAK,-5.64,6,-3.04,0.34,-3.61
5034,2025-12-11,2025-12-12,WEAK,NORMAL,-4.37,8,2.76,2.84,-1.38
5034,2026-02-13,2026-02-16,WEAK,NORMAL,-14.74,9,-5.75,0.7,-6.07
5034,2026-02-16,2026-02-17,NORMAL,NORMAL,-5.75,7,-2.69,0.09,-6.24
5035,2025-11-13,2025-11-14,NORMAL,NORMAL,-9.76,8,4.91,9.58,0.0
5036,2025-11-12,2025-11-13,NORMAL,NORMAL,-6.24,3,-2.69,0.34,-3.52
5036,2025-11-13,2025-11-14,NORMAL,NORMAL,-4.14,3,0.78,1.35,-0.07
5036,2026-02-04,2026-02-05,NORMAL,NORMAL,-5.61,4,-0.37,0.61,-2.93
5038,2025-10-07,2025-10-08,NORMAL,NORMAL,-4.15,4,-0.3,1.53,-1.38
5038,2025-12-02,2025-12-03,WEAK,WEAK,-4.36,3,1.18,1.53,-2.29
5038,2026-02-04,2026-02-05,NORMAL,NORMAL,-6.92,8,4.27,4.87,-0.77
5038,2026-02-12,2026-02-13,NORMAL,WEAK,-4.02,5,-5.42,1.0,-5.58
5038,2026-02-13,2026-02-16,WEAK,NORMAL,-5.02,8,-4.52,1.15,-6.22
5038,2026-02-16,2026-02-17,NORMAL,NORMAL,-8.72,9,-5.08,0.0,-5.86
5038,2026-02-17,2026-02-18,NORMAL,NORMAL,-5.41,8,-4.67,1.67,-4.86
5074,2025-11-14,2025-11-17,NORMAL,NORMAL,-8.17,4,-3.33,1.39,-5.28
5074,2025-12-17,2025-12-18,NORMAL,NORMAL,-4.08,6,1.97,2.95,-0.33
5079,2025-10-30,2025-10-31,NORMAL,NORMAL,-6.11,8,0.15,0.91,-0.19
5101,2026-03-13,2026-03-16,WEAK,NORMAL,-4.01,3,-0.58,0.79,-2.83
5103,2025-12-03,2025-12-04,WEAK,NORMAL,-4.0,3,0.0,2.08,-2.08
5105,2026-02-13,2026-02-16,WEAK,NORMAL,-4.93,4,-1.95,1.18,-2.87
5105,2026-03-06,2026-03-10,NORMAL,WEAK,-4.77,4,0.94,1.85,-1.02
5108,2025-12-05,2025-12-08,WEAK,NORMAL,-4.68,3,0.68,0.68,-0.48
5108,2025-12-29,2025-12-30,NORMAL,WEAK,-50.64,7,-1.18,0.08,-1.18
5108,2026-02-16,2026-02-17,NORMAL,NORMAL,-6.5,3,0.76,2.08,-0.65
5110,2026-02-12,2026-02-13,NORMAL,WEAK,-5.32,3,0.23,1.73,-1.21
5110,2026-03-06,2026-03-10,NORMAL,WEAK,-5.28,5,-0.09,1.06,-1.75
5110,2026-03-10,2026-03-11,WEAK,NORMAL,-4.0,6,1.0,2.09,-0.16
5121,2025-11-11,2025-11-12,NORMAL,NORMAL,-7.51,6,1.72,2.39,0.0
5125,2026-01-06,2026-01-07,NORMAL,NORMAL,-4.57,3,-2.81,12.22,-4.31
5125,2026-02-16,2026-02-17,NORMAL,NORMAL,-7.4,6,1.18,6.51,0.0
5129,2025-10-16,2025-10-17,NORMAL,WEAK,-4.47,5,-8.01,0.62,-8.01
5129,2025-10-17,2025-10-20,WEAK,NORMAL,-8.76,7,0.22,2.43,-2.21
5129,2025-12-08,2025-12-09,NORMAL,NORMAL,-4.1,4,-0.9,0.67,-2.02
5129,2025-12-15,2025-12-16,NORMAL,WEAK,-5.35,5,-3.69,0.0,-3.69
5129,2026-01-13,2026-01-14,NORMAL,NORMAL,-6.57,4,0.27,1.88,-0.8
5131,2025-11-05,2025-11-06,WEAK,NORMAL,-10.9,5,-4.79,0.53,-4.79
5131,2025-11-06,2025-11-07,NORMAL,NORMAL,-4.79,5,-3.93,1.12,-3.93
5131,2025-11-07,2025-11-10,NORMAL,NORMAL,-4.47,5,-4.0,0.0,-5.14
5131,2025-12-08,2025-12-09,NORMAL,NORMAL,-6.47,4,-1.89,1.89,-2.52
5131,2026-01-21,2026-01-22,WEAK,NORMAL,-12.77,6,-5.39,0.0,-5.99
5131,2026-02-24,2026-02-25,NORMAL,NORMAL,-7.38,4,-0.72,2.17,-0.72
5132,2025-11-25,2025-11-26,NORMAL,NORMAL,-4.82,3,1.23,1.51,-1.23
5132,2025-12-01,2025-12-02,WEAK,WEAK,-5.73,4,0.0,1.48,-2.42
