cond,score,ratio_max,rise_max,gap_max,tp,sl,top_n,train_annual,train_max_dd,train_sharpe,train_wr,train_n_days,train_final,val_annual,val_max_dd,val_sharpe,val_wr,val_n_days,val_final
STRONG,5〜7,3.0,0.0,5.0,4.0,-1.0,3,10.2,-1.0,5.54,71.4,14,1052177.0,6.0,-1.6,2.74,50.0,14.0,1021632.0
STRONG,5〜8,3.0,0.0,5.0,4.0,-1.0,3,10.2,-1.0,5.54,71.4,14,1052177.0,6.0,-1.6,2.74,50.0,14.0,1021632.0
STRONG,5〜7,3.0,0.0,5.0,5.0,-1.0,3,9.9,-1.0,5.42,71.4,14,1050379.0,8.1,-1.5,3.47,50.0,14.0,1029143.0
STRONG,5〜8,3.0,0.0,5.0,5.0,-1.0,3,9.9,-1.0,5.42,71.4,14,1050379.0,8.1,-1.5,3.47,50.0,14.0,1029143.0
STRONG,5〜8,3.0,0.0,5.0,3.0,-1.0,10,9.5,-1.0,5.3,71.4,14,1048411.0,2.3,-1.7,1.54,57.1,14.0,1008306.0
STRONG,5〜7,3.0,0.0,5.0,3.0,-1.0,10,9.5,-1.0,5.3,71.4,14,1048411.0,2.3,-1.7,1.54,57.1,14.0,1008306.0
STRONG,5〜7,3.0,0.0,5.0,3.0,-1.0,3,9.9,-1.0,5.24,71.4,14,1050371.0,10.8,-1.6,4.21,50.0,14.0,1038443.0
STRONG,5〜8,3.0,0.0,5.0,3.0,-1.0,3,9.9,-1.0,5.24,71.4,14,1050371.0,10.8,-1.6,4.21,50.0,14.0,1038443.0
STRONG,5〜8,3.0,0.0,2.0,3.0,-1.0,10,9.2,-1.0,5.17,71.4,14,1047112.0,1.8,-1.7,1.26,57.1,14.0,1006739.0
STRONG,5〜7,3.0,0.0,2.0,3.0,-1.0,10,9.2,-1.0,5.17,71.4,14,1047112.0,1.8,-1.7,1.26,57.1,14.0,1006739.0
STRONG,5〜7,3.0,2.0,5.0,4.0,-1.0,5,13.5,-1.0,5.07,47.1,17,1068579.0,5.5,-1.1,2.89,57.1,14.0,1019973.0
STRONG,5〜8,3.0,2.0,5.0,4.0,-1.0,5,13.5,-1.0,5.07,47.1,17,1068579.0,5.5,-1.1,2.89,57.1,14.0,1019973.0
STRONG,5〜7,3.0,2.0,5.0,5.0,-1.0,5,15.4,-1.0,5.02,47.1,17,1077739.0,7.2,-1.1,3.52,57.1,14.0,1025787.0
STRONG,5〜8,3.0,2.0,5.0,5.0,-1.0,5,15.4,-1.0,5.02,47.1,17,1077739.0,7.2,-1.1,3.52,57.1,14.0,1025787.0
STRONG,5〜7,3.0,2.0,2.0,4.0,-1.0,5,13.5,-1.0,5.01,47.1,17,1068571.0,3.1,-1.1,1.87,57.1,14.0,1011275.0
STRONG,5〜8,3.0,0.0,5.0,4.0,-1.0,10,8.5,-1.0,5.01,64.3,14,1043587.0,1.3,-1.7,0.91,57.1,14.0,1004642.0
STRONG,5〜8,3.0,2.0,2.0,4.0,-1.0,5,13.5,-1.0,5.01,47.1,17,1068571.0,3.1,-1.1,1.87,57.1,14.0,1011275.0
STRONG,5〜7,3.0,0.0,5.0,4.0,-1.0,10,8.5,-1.0,5.01,64.3,14,1043587.0,1.3,-1.7,0.91,57.1,14.0,1004642.0
STRONG,5〜8,3.0,2.0,2.0,5.0,-1.0,5,15.4,-1.0,4.98,47.1,17,1077731.0,4.7,-1.1,2.63,57.1,14.0,1016829.0
STRONG,5〜7,3.0,2.0,2.0,5.0,-1.0,5,15.4,-1.0,4.98,47.1,17,1077731.0,4.7,-1.1,2.63,57.1,14.0,1016829.0
STRONG,5〜8,3.0,0.0,2.0,4.0,-1.0,3,9.3,-1.0,4.97,64.3,14,1047675.0,,,,,,
STRONG,5〜7,3.0,0.0,2.0,4.0,-1.0,3,9.3,-1.0,4.97,64.3,14,1047675.0,,,,,,
STRONG,5〜8,3.0,0.0,2.0,4.0,-1.0,10,8.3,-1.0,4.89,64.3,14,1042411.0,,,,,,
STRONG,5〜7,3.0,0.0,2.0,4.0,-1.0,10,8.3,-1.0,4.89,64.3,14,1042411.0,,,,,,
STRONG,5〜7,3.0,2.0,5.0,3.0,-1.0,5,11.7,-0.9,4.88,47.1,17,1059500.0,,,,,,
STRONG,5〜8,3.0,2.0,5.0,3.0,-1.0,5,11.7,-0.9,4.88,47.1,17,1059500.0,,,,,,
STRONG,5〜7,3.0,0.0,5.0,5.0,-1.0,10,8.2,-1.0,4.85,64.3,14,1041937.0,,,,,,
STRONG,5〜8,3.0,0.0,5.0,5.0,-1.0,10,8.2,-1.0,4.85,64.3,14,1041937.0,,,,,,
STRONG,5〜8,3.0,2.0,2.0,3.0,-1.0,5,11.7,-0.9,4.81,47.1,17,1059490.0,,,,,,
STRONG,5〜7,3.0,2.0,2.0,3.0,-1.0,5,11.7,-0.9,4.81,47.1,17,1059490.0,,,,,,
STRONG,5〜8,3.0,0.0,2.0,5.0,-1.0,3,9.0,-1.0,4.8,64.3,14,1045871.0,,,,,,
STRONG,5〜7,3.0,0.0,2.0,5.0,-1.0,3,9.0,-1.0,4.8,64.3,14,1045871.0,,,,,,
NORMAL,5〜7,99.0,2.0,2.0,5.0,-2.0,5,78.8,-4.5,4.76,54.5,66,1348543.0,,,,,,
STRONG,5〜7,3.0,0.0,2.0,5.0,-1.0,10,8.0,-1.0,4.75,64.3,14,1040879.0,,,,,,
STRONG,5〜8,3.0,0.0,2.0,5.0,-1.0,10,8.0,-1.0,4.75,64.3,14,1040879.0,,,,,,
STRONG,5〜7,3.0,0.0,2.0,3.0,-1.0,3,9.0,-1.0,4.73,64.3,14,1045892.0,,,,,,
STRONG,5〜8,3.0,0.0,2.0,3.0,-1.0,3,9.0,-1.0,4.73,64.3,14,1045892.0,,,,,,
NORMAL,5〜7,99.0,2.0,2.0,5.0,-2.0,3,80.5,-4.5,4.72,53.0,66,1355273.0,,,,,,
STRONG,5〜7,3.0,0.0,5.0,4.0,-1.0,5,8.1,-1.0,4.67,71.4,14,1041802.0,,,,,,
STRONG,5〜8,3.0,0.0,5.0,4.0,-1.0,5,8.1,-1.0,4.67,71.4,14,1041802.0,,,,,,
STRONG,5〜8,3.0,2.0,2.0,5.0,-1.0,3,14.6,-1.0,4.63,47.1,17,1073989.0,,,,,,
STRONG,5〜7,3.0,2.0,2.0,5.0,-1.0,3,14.6,-1.0,4.63,47.1,17,1073989.0,,,,,,
NORMAL,5〜7,99.0,2.0,5.0,5.0,-2.0,5,84.6,-4.0,4.62,52.9,68,1371022.0,,,,,,
NORMAL,5〜7,99.0,2.0,2.0,5.0,-1.0,5,59.3,-4.4,4.59,54.5,66,1270949.0,,,,,,
NORMAL,5〜7,99.0,2.0,5.0,5.0,-2.0,3,85.6,-3.9,4.56,51.5,68,1374749.0,,,,,,
STRONG,5〜7,3.0,0.0,5.0,3.0,-1.0,5,8.3,-1.0,4.55,71.4,14,1042745.0,,,,,,
STRONG,5〜8,3.0,0.0,5.0,3.0,-1.0,5,8.3,-1.0,4.55,71.4,14,1042745.0,,,,,,
STRONG,5〜8,3.0,0.0,5.0,5.0,-1.0,5,7.9,-1.0,4.54,71.4,14,1040718.0,,,,,,
STRONG,5〜7,3.0,0.0,5.0,5.0,-1.0,5,7.9,-1.0,4.54,71.4,14,1040718.0,,,,,,
STRONG,5〜7,3.0,0.0,2.0,4.0,-1.0,5,7.9,-1.0,4.52,64.3,14,1040711.0,,,,,,
STRONG,5〜8,3.0,0.0,2.0,4.0,-1.0,5,7.9,-1.0,4.52,64.3,14,1040711.0,,,,,,
NORMAL,5〜7,99.0,2.0,2.0,5.0,-1.0,3,58.2,-4.7,4.47,51.5,66,1266454.0,,,,,,
NORMAL,5〜7,99.0,2.0,2.0,5.0,-2.0,10,68.9,-4.5,4.45,54.5,66,1309833.0,,,,,,
NORMAL,5〜7,5.0,2.0,2.0,5.0,-2.0,5,72.2,-4.5,4.44,53.0,66,1322694.0,,,,,,
STRONG,5〜8,3.0,0.0,2.0,3.0,-1.0,5,8.1,-1.0,4.42,64.3,14,1041656.0,,,,,,
STRONG,5〜7,3.0,0.0,2.0,3.0,-1.0,5,8.1,-1.0,4.42,64.3,14,1041656.0,,,,,,
NORMAL,5〜7,5.0,2.0,2.0,5.0,-2.0,3,73.8,-4.5,4.41,51.5,66,1329296.0,,,,,,
NORMAL,5〜7,99.0,2.0,5.0,5.0,-2.0,10,75.8,-4.0,4.38,52.9,68,1337055.0,,,,,,
STRONG,5〜8,3.0,0.0,2.0,5.0,-1.0,5,7.7,-1.0,4.38,64.3,14,1039624.0,,,,,,
STRONG,5〜7,3.0,0.0,2.0,5.0,-1.0,5,7.7,-1.0,4.38,64.3,14,1039624.0,,,,,,
STRONG,5〜8,5.0,0.0,5.0,4.0,-1.0,3,9.0,-2.6,4.36,68.8,16,1045944.0,,,,,,
NORMAL,5〜7,99.0,2.0,2.0,5.0,-1.0,10,53.4,-4.5,4.35,54.5,66,1246367.0,,,,,,
STRONG,5〜7,3.0,2.0,2.0,4.0,-1.0,3,11.8,-1.0,4.34,47.1,17,1060265.0,,,,,,
STRONG,5〜8,3.0,2.0,2.0,4.0,-1.0,3,11.8,-1.0,4.34,47.1,17,1060265.0,,,,,,
NORMAL,5〜7,5.0,2.0,5.0,5.0,-2.0,5,77.8,-4.0,4.33,51.5,68,1344742.0,,,,,,
NORMAL,5〜7,99.0,2.0,2.0,4.0,-2.0,5,57.8,-4.5,4.31,54.5,66,1264643.0,,,,,,
STR+NOR,5〜7,99.0,2.0,2.0,5.0,-2.0,3,94.6,-4.9,4.3,50.6,83,1416614.0,,,,,,
STR+NOR,5〜7,99.0,2.0,2.0,5.0,-1.0,5,73.5,-5.0,4.29,53.0,83,1333779.0,,,,,,
NORMAL,5〜7,5.0,2.0,5.0,5.0,-2.0,3,78.7,-3.9,4.28,50.0,68,1348398.0,,,,,,
NORMAL,5〜7,5.0,2.0,2.0,5.0,-1.0,5,54.0,-4.4,4.27,53.0,66,1248755.0,,,,,,
NORMAL,3〜8,5.0,0.0,2.0,5.0,-3.0,3,92.8,-7.3,4.27,53.4,73,1401821.0,,,,,,
STRONG,5〜7,3.0,0.0,2.0,3.0,-2.0,10,8.8,-1.7,4.25,71.4,14,1045101.0,,,,,,
STRONG,5〜8,3.0,0.0,2.0,3.0,-2.0,10,8.8,-1.7,4.25,71.4,14,1045101.0,,,,,,
NORMAL,5〜7,99.0,2.0,2.0,4.0,-1.0,5,44.8,-4.4,4.23,54.5,66,1209794.0,,,,,,
STRONG,5〜8,5.0,2.0,5.0,4.0,-1.0,5,10.8,-1.4,4.21,47.1,17,1054907.0,,,,,,
NORMAL,5〜7,99.0,0.0,2.0,5.0,-2.0,5,60.4,-7.5,4.2,54.0,50,1275230.0,,,,,,
STRONG,5〜7,3.0,2.0,5.0,5.0,-1.0,3,12.9,-1.0,4.2,47.1,17,1065382.0,,,,,,
STRONG,5〜8,3.0,2.0,5.0,5.0,-1.0,3,12.9,-1.0,4.2,47.1,17,1065382.0,,,,,,
NORMAL,5〜7,99.0,2.0,2.0,4.0,-2.0,3,58.3,-4.5,4.19,53.0,66,1266757.0,,,,,,
NORMAL,3〜8,5.0,0.0,2.0,5.0,-2.0,3,86.2,-5.8,4.19,47.9,73,1376911.0,,,,,,
NORMAL,3〜7,99.0,0.0,2.0,5.0,-3.0,3,80.6,-6.6,4.18,52.1,71,1355583.0,,,,,,
STR+NOR,5〜7,99.0,2.0,2.0,5.0,-1.0,3,72.3,-5.3,4.18,49.4,83,1329294.0,,,,,,
NORMAL,5〜7,5.0,2.0,2.0,5.0,-1.0,3,52.9,-4.7,4.16,50.0,66,1244339.0,,,,,,
STRONG,5〜7,3.0,2.0,2.0,3.0,-1.0,3,10.1,-0.9,4.15,47.1,17,1051745.0,,,,,,
NORMAL,5〜7,99.0,0.0,2.0,5.0,-1.0,5,47.6,-5.6,4.15,46.0,50,1221828.0,,,,,,
STR+NOR,5〜8,3.0,2.0,2.0,5.0,-1.0,5,65.9,-4.6,4.15,52.5,80,1303205.0,,,,,,
STRONG,5〜8,3.0,2.0,2.0,3.0,-1.0,3,10.1,-0.9,4.15,47.1,17,1051745.0,,,,,,
STR+NOR,5〜7,5.0,2.0,2.0,5.0,-1.0,3,70.8,-5.3,4.13,49.4,83,1322986.0,,,,,,
NORMAL,5〜7,5.0,2.0,2.0,5.0,-2.0,10,62.7,-4.5,4.13,53.0,66,1284726.0,,,,,,
STR+NOR,5〜7,99.0,2.0,5.0,5.0,-2.0,5,95.3,-4.4,4.12,52.9,85,1419206.0,,,,,,
STR+NOR,5〜7,5.0,2.0,2.0,5.0,-1.0,5,69.2,-4.8,4.12,51.8,83,1316371.0,,,,,,
STRONG,5〜8,5.0,2.0,5.0,5.0,-1.0,5,12.2,-1.4,4.11,47.1,17,1062205.0,,,,,,
STRONG,5〜8,5.0,0.0,5.0,5.0,-1.0,3,8.2,-2.6,4.11,68.8,16,1042271.0,,,,,,
NORMAL,5〜8,5.0,2.0,2.0,5.0,-2.0,3,73.2,-4.2,4.11,51.4,70,1326796.0,,,,,,
STR+NOR,5〜7,5.0,2.0,2.0,5.0,-2.0,3,88.9,-4.9,4.1,50.6,83,1394602.0,,,,,,
NORMAL,5〜7,99.0,2.0,5.0,4.0,-2.0,5,59.9,-4.0,4.1,52.9,68,1273478.0,,,,,,
STRONG,5〜8,3.0,99.0,2.0,5.0,-1.0,3,12.4,-1.4,4.09,50.0,18,1062940.0,,,,,,
STRONG,5〜7,3.0,99.0,2.0,5.0,-1.0,3,12.4,-1.4,4.09,50.0,18,1062940.0,,,,,,
STR+NOR,5〜7,99.0,2.0,2.0,5.0,-2.0,5,85.8,-4.9,4.08,53.0,83,1382406.0,,,,,,
NORMAL,5〜7,99.0,0.0,2.0,5.0,-2.0,3,60.4,-7.6,4.08,50.0,50,1275287.0,,,,,,
NORMAL,5〜7,5.0,2.0,5.0,5.0,-2.0,10,69.3,-4.0,4.08,51.5,68,1311426.0,,,,,,
STRONG,5〜8,5.0,0.0,5.0,3.0,-1.0,3,8.3,-2.4,4.06,68.8,16,1042807.0,,,,,,
STR+NOR,5〜7,99.0,2.0,5.0,5.0,-2.0,3,95.4,-4.3,4.06,49.4,85,1419658.0,,,,,,
NORMAL,5〜7,99.0,0.0,5.0,5.0,-2.0,3,66.3,-7.9,4.06,50.0,52,1299097.0,,,,,,
STRONG,5〜7,5.0,2.0,2.0,5.0,-1.0,3,12.4,-1.0,4.04,47.1,17,1063204.0,,,,,,
NORMAL,5〜7,99.0,2.0,5.0,5.0,-1.0,5,51.7,-4.3,4.04,52.9,68,1239452.0,,,,,,
STR+NOR,5〜8,3.0,2.0,2.0,5.0,-1.0,3,64.1,-5.1,4.03,48.8,80,1295642.0,,,,,,
NORMAL,5〜7,5.0,2.0,2.0,5.0,-1.0,10,48.2,-4.5,4.02,53.0,66,1224603.0,,,,,,
NORMAL,5〜7,99.0,2.0,2.0,4.0,-1.0,3,43.2,-4.8,4.02,51.5,66,1202799.0,,,,,,
STR+NOR,5〜7,99.0,2.0,2.0,4.0,-1.0,5,55.8,-4.9,4.01,53.0,83,1261159.0,,,,,,
STRONG,5〜7,3.0,0.0,5.0,2.0,-1.0,10,5.8,-1.0,4.01,57.1,14,1029671.0,,,,,,
NORMAL,5〜8,5.0,2.0,2.0,5.0,-2.0,5,68.2,-4.4,4.01,52.9,70,1306945.0,,,,,,
STRONG,5〜8,3.0,0.0,5.0,2.0,-1.0,10,5.8,-1.0,4.01,57.1,14,1029671.0,,,,,,
STRONG,5〜8,3.0,0.0,2.0,2.0,-1.0,10,5.7,-1.0,4.01,57.1,14,1029662.0,,,,,,
STRONG,5〜7,3.0,0.0,2.0,2.0,-1.0,10,5.7,-1.0,4.01,57.1,14,1029662.0,,,,,,
NORMAL,3〜8,5.0,0.0,2.0,4.0,-3.0,3,72.9,-7.3,4.0,53.4,73,1325355.0,,,,,,
NORMAL,5〜7,5.0,2.0,2.0,4.0,-2.0,5,53.0,-4.5,4.0,53.0,66,1244504.0,,,,,,
STR+NOR,5〜7,3.0,2.0,2.0,5.0,-1.0,5,62.1,-4.6,4.0,51.9,79,1287370.0,,,,,,
NORMAL,5〜7,99.0,2.0,2.0,5.0,-3.0,5,66.2,-4.4,3.99,56.1,66,1298940.0,,,,,,
NORMAL,5〜7,99.0,2.0,5.0,4.0,-2.0,3,59.8,-3.9,3.98,51.5,68,1272723.0,,,,,,
NORMAL,5〜7,99.0,5.0,2.0,5.0,-2.0,5,62.0,-4.2,3.98,50.0,70,1286866.0,,,,,,
NORMAL,5〜7,99.0,0.0,5.0,5.0,-2.0,5,62.6,-7.7,3.97,50.0,52,1284419.0,,,,,,
STR+NOR,5〜7,99.0,2.0,5.0,5.0,-1.0,5,67.4,-4.9,3.96,51.8,85,1309280.0,,,,,,
NORMAL,5〜7,99.0,2.0,2.0,4.0,-2.0,10,49.3,-4.5,3.95,54.5,66,1229181.0,,,,,,
NORMAL,3〜8,99.0,0.0,2.0,5.0,-3.0,3,85.8,-7.3,3.94,54.1,74,1375642.0,,,,,,
STRONG,5〜8,5.0,2.0,5.0,4.0,-1.0,10,10.3,-1.7,3.94,47.1,17,1052841.0,,,,,,
STRONG,5〜8,5.0,2.0,5.0,5.0,-1.0,10,12.0,-1.7,3.94,41.2,17,1061007.0,,,,,,
NORMAL,3〜8,5.0,0.0,2.0,4.0,-2.0,3,67.8,-5.8,3.93,47.9,73,1305180.0,,,,,,
NORMAL,5〜7,5.0,2.0,2.0,4.0,-1.0,5,40.8,-4.4,3.93,53.0,66,1192587.0,,,,,,
NORMAL,5〜7,99.0,2.0,2.0,4.0,-1.0,10,39.3,-4.4,3.93,54.5,66,1186051.0,,,,,,
NORMAL,3〜7,99.0,0.0,2.0,4.0,-3.0,3,63.9,-6.6,3.92,52.1,71,1289657.0,,,,,,
STR+NOR,5〜7,99.0,2.0,2.0,5.0,-1.0,10,63.7,-5.0,3.92,50.6,83,1294037.0,,,,,,
STRONG,5〜7,3.0,99.0,5.0,5.0,-1.0,3,11.8,-1.4,3.92,50.0,18,1060121.0,,,,,,
STRONG,5〜8,3.0,99.0,5.0,5.0,-1.0,3,11.8,-1.4,3.92,50.0,18,1060121.0,,,,,,
NORMAL,5〜7,99.0,0.0,2.0,5.0,-1.0,3,44.8,-5.5,3.91,46.0,50,1209840.0,,,,,,
NORMAL,3〜7,5.0,0.0,2.0,5.0,-3.0,3,73.9,-6.6,3.91,50.7,71,1329622.0,,,,,,
NORMAL,5〜8,3.0,2.0,2.0,5.0,-1.0,5,44.6,-4.4,3.91,54.0,63,1209211.0,,,,,,
STRONG,5〜8,5.0,2.0,5.0,3.0,-1.0,5,8.9,-1.4,3.91,52.9,17,1045729.0,,,,,,
STR+NOR,5〜8,3.0,2.0,2.0,4.0,-1.0,5,51.5,-4.6,3.9,52.5,80,1242824.0,,,,,,
STRONG,5〜7,5.0,2.0,5.0,4.0,-1.0,5,10.0,-1.3,3.89,47.1,17,1051230.0,,,,,,
NORMAL,5〜7,5.0,2.0,2.0,4.0,-2.0,3,53.5,-4.5,3.89,51.5,66,1246585.0,,,,,,
NORMAL,5〜7,99.0,2.0,2.0,5.0,-3.0,3,66.2,-4.7,3.88,54.5,66,1298873.0,,,,,,
STR+NOR,5〜7,3.0,2.0,2.0,5.0,-1.0,3,60.3,-5.1,3.88,48.1,79,1279899.0,,,,,,
STRONG,5〜8,5.0,0.0,2.0,4.0,-1.0,3,8.1,-2.6,3.88,62.5,16,1041469.0,,,,,,
STRONG,5〜7,3.0,0.0,5.0,3.0,-2.0,10,8.1,-1.7,3.87,71.4,14,1041624.0,,,,,,
NORMAL,3〜8,99.0,0.0,2.0,5.0,-2.0,3,80.1,-5.8,3.87,48.6,74,1353798.0,,,,,,
STRONG,5〜8,3.0,2.0,2.0,5.0,-1.0,10,11.9,-1.0,3.87,35.3,17,1060365.0,,,,,,
NORMAL,5〜7,99.0,2.0,5.0,5.0,-1.0,10,47.4,-4.4,3.87,52.9,68,1221083.0,,,,,,
STRONG,5〜7,3.0,0.0,2.0,4.0,-2.0,10,7.9,-2.0,3.87,71.4,14,1040543.0,,,,,,
STRONG,5〜7,3.0,2.0,2.0,5.0,-1.0,10,11.9,-1.0,3.87,35.3,17,1060365.0,,,,,,
STRONG,5〜8,3.0,0.0,2.0,4.0,-2.0,10,7.9,-2.0,3.87,71.4,14,1040543.0,,,,,,
STRONG,5〜8,3.0,0.0,5.0,3.0,-2.0,10,8.1,-1.7,3.87,71.4,14,1041624.0,,,,,,
STR+NOR,5〜7,5.0,2.0,5.0,5.0,-2.0,5,86.8,-4.4,3.85,50.6,85,1386345.0,,,,,,
STRONG,5〜7,3.0,2.0,5.0,5.0,-1.0,10,11.7,-1.0,3.85,35.3,17,1059442.0,,,,,,
NORMAL,5〜8,99.0,2.0,2.0,5.0,-2.0,3,69.0,-4.3,3.85,50.7,71,1309884.0,,,,,,
STR+NOR,5〜7,5.0,2.0,2.0,4.0,-1.0,5,52.9,-4.8,3.85,51.8,83,1248803.0,,,,,,
STRONG,5〜7,5.0,2.0,2.0,4.0,-1.0,3,10.1,-1.0,3.85,47.1,17,1051577.0,,,,,,
NORMAL,5〜8,3.0,2.0,2.0,5.0,-1.0,3,44.0,-4.7,3.85,49.2,63,1206383.0,,,,,,
STRONG,5〜8,3.0,2.0,5.0,5.0,-1.0,10,11.7,-1.0,3.85,35.3,17,1059442.0,,,,,,
NORMAL,5〜7,99.0,2.0,5.0,5.0,-1.0,3,49.6,-4.6,3.85,48.5,68,1230300.0,,,,,,
STR+NOR,5〜7,5.0,2.0,5.0,5.0,-2.0,3,88.3,-4.3,3.84,48.2,85,1392446.0,,,,,,
STR+NOR,5〜7,5.0,2.0,2.0,5.0,-2.0,5,78.9,-4.9,3.83,50.6,83,1355595.0,,,,,,
STR+NOR,5〜7,99.0,2.0,2.0,4.0,-2.0,3,68.1,-4.9,3.83,50.6,83,1312085.0,,,,,,
STRONG,5〜8,3.0,2.0,5.0,4.0,-1.0,3,10.1,-1.0,3.83,47.1,17,1051752.0,,,,,,
STRONG,5〜7,3.0,2.0,5.0,4.0,-1.0,3,10.1,-1.0,3.83,47.1,17,1051752.0,,,,,,
NORMAL,5〜7,5.0,2.0,5.0,4.0,-2.0,5,55.0,-4.0,3.82,51.5,68,1253199.0,,,,,,
STR+NOR,5〜8,5.0,2.0,2.0,5.0,-2.0,3,86.6,-4.6,3.82,50.6,87,1385564.0,,,,,,
STRONG,5〜7,5.0,2.0,5.0,5.0,-1.0,5,11.4,-1.3,3.82,47.1,17,1058265.0,,,,,,
NORMAL,5〜7,99.0,2.0,5.0,4.0,-2.0,10,52.2,-4.0,3.81,52.9,68,1241541.0,,,,,,
STRONG,5〜8,5.0,2.0,2.0,4.0,-1.0,5,9.7,-1.4,3.81,47.1,17,1049625.0,,,,,,
NORMAL,5〜7,99.0,5.0,2.0,5.0,-2.0,3,62.6,-4.4,3.81,47.1,70,1289257.0,,,,,,
NORMAL,3〜7,99.0,0.0,2.0,5.0,-2.0,3,69.2,-6.1,3.81,46.5,71,1311041.0,,,,,,
STRONG,5〜8,99.0,0.0,5.0,3.0,-1.0,3,8.0,-2.0,3.8,64.7,17,1041098.0,,,,,,
STRONG,5〜8,3.0,0.0,2.0,5.0,-2.0,10,7.7,-2.0,3.8,71.4,14,1039302.0,,,,,,
STRONG,5〜7,3.0,0.0,2.0,5.0,-2.0,10,7.7,-2.0,3.8,71.4,14,1039302.0,,,,,,
NORMAL,5〜7,99.0,5.0,5.0,5.0,-2.0,5,65.2,-4.3,3.77,47.2,72,1300097.0,,,,,,
STRONG,5〜8,5.0,2.0,2.0,5.0,-1.0,3,11.6,-1.2,3.76,47.1,17,1058943.0,,,,,,
NORMAL,5〜7,99.0,2.0,2.0,5.0,-3.0,10,58.5,-4.4,3.76,56.1,66,1267558.0,,,,,,
NORMAL,5〜7,99.0,5.0,2.0,5.0,-2.0,10,55.9,-4.4,3.75,50.0,70,1261581.0,,,,,,
STRONG,5〜8,5.0,2.0,2.0,5.0,-1.0,5,11.1,-1.4,3.75,47.1,17,1056651.0,,,,,,
NORMAL,5〜7,99.0,0.0,2.0,5.0,-2.0,10,51.0,-7.5,3.75,52.0,50,1236435.0,,,,,,
STR+NOR,5〜7,99.0,2.0,2.0,4.0,-1.0,3,52.9,-5.4,3.75,49.4,83,1248675.0,,,,,,
NORMAL,5〜8,5.0,2.0,2.0,5.0,-1.0,5,47.8,-4.2,3.75,48.6,70,1222848.0,,,,,,
STR+NOR,5〜8,5.0,2.0,2.0,5.0,-1.0,3,65.9,-5.1,3.75,46.0,87,1303172.0,,,,,,
NORMAL,5〜8,5.0,2.0,2.0,5.0,-1.0,3,49.7,-4.5,3.75,45.7,70,1230635.0,,,,,,
STR+NOR,5〜7,5.0,2.0,5.0,5.0,-1.0,5,62.4,-4.7,3.74,50.6,85,1288764.0,,,,,,
STRONG,5〜7,99.0,2.0,5.0,4.0,-1.0,5,9.6,-1.4,3.74,47.1,17,1049315.0,,,,,,
STR+NOR,5〜8,5.0,2.0,2.0,5.0,-1.0,5,63.2,-4.6,3.74,48.3,87,1292123.0,,,,,,
STR+NOR,5〜7,5.0,2.0,2.0,4.0,-1.0,3,52.5,-5.4,3.74,49.4,83,1246846.0,,,,,,
NORMAL,5〜8,99.0,2.0,2.0,5.0,-1.0,3,50.4,-4.5,3.74,45.1,71,1233857.0,,,,,,
STR+NOR,5〜7,5.0,2.0,2.0,5.0,-1.0,10,59.5,-4.8,3.73,49.4,83,1276485.0,,,,,,
STR+NOR,5〜7,3.0,2.0,2.0,4.0,-1.0,5,48.0,-4.6,3.73,51.9,79,1227723.0,,,,,,
STRONG,5〜8,3.0,2.0,2.0,4.0,-1.0,10,10.0,-1.0,3.73,41.2,17,1050989.0,,,,,,
STRONG,5〜7,3.0,2.0,2.0,4.0,-1.0,10,10.0,-1.0,3.73,41.2,17,1050989.0,,,,,,
NORMAL,5〜7,5.0,2.0,5.0,5.0,-1.0,5,46.6,-4.3,3.73,51.5,68,1217809.0,,,,,,
STRONG,5〜7,5.0,2.0,2.0,3.0,-1.0,3,8.6,-0.9,3.72,47.1,17,1044291.0,,,,,,
NORMAL,5〜7,5.0,2.0,2.0,4.0,-1.0,3,39.2,-4.8,3.72,50.0,66,1185691.0,,,,,,
STRONG,5〜8,3.0,2.0,5.0,4.0,-1.0,10,9.8,-1.0,3.72,41.2,17,1050074.0,,,,,,
STR+NOR,5〜7,99.0,2.0,5.0,5.0,-2.0,10,80.3,-4.4,3.72,51.8,85,1360911.0,,,,,,
STR+NOR,5〜7,99.0,2.0,5.0,5.0,-1.0,3,63.2,-5.2,3.72,47.1,85,1291867.0,,,,,,
STRONG,5〜7,3.0,2.0,5.0,4.0,-1.0,10,9.8,-1.0,3.72,41.2,17,1050074.0,,,,,,
STR+NOR,5〜8,3.0,2.0,5.0,5.0,-1.0,5,58.1,-4.5,3.71,51.2,82,1270693.0,,,,,,
NORMAL,5〜7,99.0,2.0,5.0,5.0,-3.0,5,67.8,-4.1,3.71,54.4,68,1305265.0,,,,,,
NORMAL,5〜7,3.0,2.0,2.0,5.0,-1.0,5,41.2,-4.4,3.71,53.2,62,1194519.0,,,,,,
NORMAL,5〜7,5.0,2.0,5.0,4.0,-2.0,3,54.9,-3.9,3.71,50.0,68,1252456.0,,,,,,
STRONG,5〜8,5.0,2.0,2.0,5.0,-1.0,10,11.3,-1.7,3.7,41.2,17,1057575.0,,,,,,
STRONG,5〜7,99.0,2.0,5.0,5.0,-1.0,5,11.0,-1.4,3.7,47.1,17,1056337.0,,,,,,
STR+NOR,5〜8,3.0,2.0,2.0,5.0,-1.0,10,56.3,-4.6,3.7,50.0,80,1263252.0,,,,,,
