cond,score,ratio_max,rise_max,gap_max,tp,sl,top_n,train_annual,train_max_dd,train_sharpe,train_wr,train_n_days,train_final,val_annual,val_max_dd,val_sharpe,val_wr,val_n_days,val_final
STRONG,4〜8,5.0,2.0,2.0,4.0,-2.0,3,-1.1,-2.9,-0.52,50.0,18,994100.0,,,,,,
STR+NOR,4〜7,99.0,0.0,5.0,4.0,-3.0,5,-10.5,-8.4,-0.52,45.7,81,943659.0,,,,,,
NORMAL,4〜7,99.0,0.0,2.0,2.0,-2.0,3,-5.7,-11.4,-0.52,49.2,63,970243.0,,,,,,
NORMAL,3〜6,99.0,0.0,5.0,3.0,-1.0,3,-4.7,-11.6,-0.52,35.8,67,975383.0,,,,,,
NORMAL,3〜7,99.0,99.0,2.0,4.0,-1.0,3,-4.5,-7.7,-0.52,35.4,79,975963.0,,,,,,
STR+NOR,5〜8,99.0,0.0,5.0,2.0,-2.0,3,-7.1,-10.1,-0.52,53.2,79,961962.0,,,,,,
STR+NOR,5〜7,3.0,0.0,5.0,2.0,-1.0,5,-3.9,-4.7,-0.52,41.3,63,979666.0,,,,,,
NORMAL,3〜8,99.0,5.0,5.0,2.0,-2.0,5,-4.3,-8.3,-0.52,45.0,80,977129.0,,,,,,
NORMAL,5〜8,99.0,2.0,2.0,1.0,-1.0,3,-3.1,-6.1,-0.52,50.7,71,983908.0,,,,,,
STR+NOR,3〜8,5.0,5.0,5.0,4.0,-2.0,3,-7.6,-13.0,-0.52,39.0,100,958493.0,,,,,,
STRONG,5〜8,99.0,0.0,5.0,4.0,-2.0,10,-1.4,-3.0,-0.52,47.1,17,992396.0,,,,,,
STR+NOR,3〜6,5.0,0.0,5.0,2.0,-3.0,3,-7.9,-11.5,-0.52,45.2,84,957668.0,,,,,,
NORMAL,3〜6,3.0,5.0,5.0,5.0,-1.0,5,-5.0,-9.0,-0.52,34.6,78,974026.0,,,,,,
STR+NOR,5〜8,5.0,99.0,5.0,3.0,-3.0,10,-8.9,-11.9,-0.52,50.0,96,952189.0,,,,,,
NORMAL,3〜6,5.0,0.0,5.0,3.0,-1.0,3,-4.7,-11.6,-0.52,35.8,67,975383.0,,,,,,
STR+NOR,3〜6,99.0,0.0,5.0,2.0,-3.0,3,-7.9,-11.5,-0.52,45.2,84,957668.0,,,,,,
STR+NOR,4〜7,3.0,99.0,2.0,4.0,-1.0,3,-5.1,-5.9,-0.52,43.3,97,972697.0,,,,,,
STR+NOR,4〜7,99.0,0.0,5.0,4.0,-3.0,3,-10.4,-8.2,-0.52,45.7,81,944297.0,,,,,,
STR+NOR,5〜7,99.0,2.0,5.0,1.0,-2.0,3,-4.7,-6.8,-0.52,50.6,85,975206.0,,,,,,
STR+NOR,3〜6,99.0,0.0,2.0,4.0,-3.0,5,-7.6,-10.2,-0.52,45.7,81,959249.0,,,,,,
STR+NOR,3〜7,99.0,2.0,5.0,3.0,-2.0,5,-6.1,-9.1,-0.52,45.8,96,967806.0,,,,,,
NORMAL,3〜6,3.0,0.0,5.0,5.0,-3.0,5,-7.1,-13.8,-0.52,45.5,66,962555.0,,,,,,
STR+NOR,5〜8,3.0,99.0,2.0,2.0,-3.0,3,-6.8,-8.0,-0.52,48.8,86,963770.0,,,,,,
STR+NOR,4〜8,3.0,99.0,2.0,4.0,-1.0,3,-5.1,-5.9,-0.52,43.3,97,972697.0,,,,,,
STR+NOR,4〜7,5.0,2.0,5.0,2.0,-3.0,5,-6.6,-7.3,-0.52,51.6,95,964979.0,,,,,,
STR+NOR,4〜7,5.0,99.0,2.0,5.0,-3.0,3,-9.2,-12.7,-0.53,46.5,99,949702.0,,,,,,
STR+NOR,3〜6,99.0,2.0,5.0,5.0,-2.0,10,-8.0,-11.9,-0.53,41.7,96,957171.0,,,,,,
STR+NOR,3〜6,5.0,2.0,2.0,2.0,-2.0,5,-5.8,-7.0,-0.53,47.9,94,969453.0,,,,,,
STRONG,4〜8,99.0,0.0,2.0,3.0,-1.0,5,-0.9,-2.5,-0.53,41.2,17,995437.0,,,,,,
NORMAL,5〜7,3.0,5.0,5.0,2.0,-3.0,5,-6.2,-8.3,-0.53,49.3,69,967750.0,,,,,,
STRONG,5〜7,3.0,0.0,5.0,2.0,-3.0,3,-1.4,-3.7,-0.53,64.3,14,992521.0,,,,,,
STR+NOR,3〜7,5.0,5.0,5.0,5.0,-2.0,5,-7.3,-10.8,-0.53,44.4,99,960271.0,,,,,,
STR+NOR,5〜8,99.0,0.0,2.0,2.0,-2.0,10,-6.3,-9.4,-0.53,49.3,75,966346.0,,,,,,
STR+NOR,3〜8,5.0,99.0,5.0,4.0,-3.0,10,-7.2,-10.3,-0.53,45.0,100,961028.0,,,,,,
STRONG,5〜7,3.0,0.0,5.0,1.0,-3.0,10,-1.1,-1.9,-0.53,71.4,14,994307.0,,,,,,
NORMAL,3〜8,5.0,99.0,5.0,3.0,-1.0,3,-4.7,-7.9,-0.53,37.5,80,975333.0,,,,,,
NORMAL,5〜8,99.0,2.0,5.0,2.0,-3.0,5,-6.6,-7.4,-0.53,51.4,74,964694.0,,,,,,
NORMAL,3〜8,99.0,0.0,5.0,3.0,-3.0,10,-7.6,-9.9,-0.53,44.7,76,959779.0,,,,,,
NORMAL,3〜8,99.0,99.0,2.0,2.0,-2.0,3,-4.4,-6.2,-0.53,45.0,80,976912.0,,,,,,
STR+NOR,5〜8,99.0,5.0,2.0,2.0,-3.0,10,-6.7,-9.6,-0.53,47.8,92,964259.0,,,,,,
STRONG,5〜8,3.0,2.0,2.0,1.0,-1.0,10,-0.7,-0.9,-0.53,47.1,17,996398.0,,,,,,
STRONG,5〜8,3.0,0.0,5.0,2.0,-3.0,3,-1.4,-3.7,-0.53,64.3,14,992521.0,,,,,,
STRONG,5〜8,3.0,0.0,5.0,1.0,-3.0,10,-1.1,-1.9,-0.53,71.4,14,994307.0,,,,,,
STR+NOR,4〜8,3.0,0.0,2.0,3.0,-1.0,10,-5.0,-11.0,-0.53,42.1,76,973349.0,,,,,,
STR+NOR,3〜6,5.0,99.0,2.0,2.0,-3.0,3,-6.5,-9.2,-0.53,48.0,98,964553.0,,,,,,
NORMAL,5〜8,3.0,2.0,5.0,2.0,-3.0,3,-6.1,-6.1,-0.53,50.8,65,968052.0,,,,,,
STR+NOR,5〜7,3.0,99.0,2.0,2.0,-3.0,3,-6.9,-8.0,-0.53,48.8,86,963484.0,,,,,,
STRONG,5〜7,3.0,2.0,2.0,1.0,-1.0,10,-0.7,-0.9,-0.53,47.1,17,996398.0,,,,,,
STRONG,5〜7,99.0,2.0,5.0,2.0,-2.0,5,-1.3,-1.8,-0.53,47.1,17,993067.0,,,,,,
NORMAL,3〜6,5.0,0.0,5.0,2.0,-3.0,10,-6.2,-10.0,-0.54,46.3,67,967854.0,,,,,,
STR+NOR,4〜8,99.0,5.0,2.0,4.0,-1.0,5,-5.4,-6.9,-0.54,40.4,99,970632.0,,,,,,
STR+NOR,3〜8,3.0,2.0,5.0,5.0,-3.0,3,-8.0,-11.2,-0.54,44.2,95,957315.0,,,,,,
NORMAL,3〜6,99.0,5.0,5.0,2.0,-3.0,10,-5.3,-8.6,-0.54,40.5,79,971678.0,,,,,,
STR+NOR,5〜7,3.0,99.0,2.0,2.0,-3.0,5,-6.6,-7.8,-0.54,50.0,86,964815.0,,,,,,
NORMAL,4〜8,3.0,5.0,2.0,5.0,-3.0,5,-7.6,-10.7,-0.54,44.2,77,960388.0,,,,,,
NORMAL,4〜7,3.0,5.0,2.0,5.0,-3.0,5,-7.6,-10.7,-0.54,44.2,77,960388.0,,,,,,
STRONG,5〜7,99.0,99.0,2.0,3.0,-2.0,5,-1.5,-2.7,-0.54,44.4,18,991963.0,,,,,,
STR+NOR,4〜7,5.0,99.0,5.0,5.0,-3.0,10,-8.4,-9.5,-0.54,46.5,99,954251.0,,,,,,
NORMAL,3〜6,3.0,2.0,2.0,5.0,-1.0,3,-4.6,-9.2,-0.54,34.7,75,976043.0,,,,,,
STRONG,5〜7,5.0,99.0,2.0,2.0,-1.0,5,-0.9,-1.3,-0.54,44.4,18,995284.0,,,,,,
STR+NOR,3〜7,99.0,99.0,2.0,5.0,-1.0,10,-4.7,-8.8,-0.54,35.4,99,974555.0,,,,,,
NORMAL,4〜8,99.0,2.0,5.0,3.0,-3.0,10,-7.0,-8.4,-0.54,50.6,79,962890.0,,,,,,
STR+NOR,3〜7,99.0,99.0,2.0,5.0,-2.0,3,-7.0,-8.7,-0.54,40.4,99,961845.0,,,,,,
STR+NOR,4〜7,5.0,0.0,5.0,3.0,-2.0,5,-8.3,-8.1,-0.54,46.2,80,955862.0,,,,,,
STR+NOR,4〜7,99.0,0.0,2.0,3.0,-2.0,5,-7.9,-9.4,-0.54,46.8,79,957665.0,,,,,,
NORMAL,4〜8,5.0,0.0,5.0,2.0,-1.0,3,-4.4,-9.7,-0.54,38.2,68,976564.0,,,,,,
STR+NOR,5〜7,3.0,5.0,5.0,2.0,-2.0,10,-6.4,-8.7,-0.54,47.1,87,965740.0,,,,,,
STR+NOR,5〜8,3.0,99.0,2.0,2.0,-3.0,5,-6.6,-7.8,-0.54,50.0,86,965101.0,,,,,,
NORMAL,4〜7,3.0,2.0,5.0,2.0,-3.0,5,-5.8,-6.3,-0.54,52.0,75,969948.0,,,,,,
STR+NOR,4〜8,5.0,99.0,2.0,2.0,-2.0,3,-6.5,-9.0,-0.54,50.0,100,964652.0,,,,,,
STR+NOR,3〜7,3.0,2.0,5.0,5.0,-3.0,3,-8.0,-11.2,-0.54,44.2,95,957315.0,,,,,,
STR+NOR,3〜7,99.0,5.0,5.0,5.0,-1.0,5,-5.5,-9.4,-0.54,38.4,99,970121.0,,,,,,
NORMAL,4〜7,3.0,0.0,2.0,4.0,-3.0,10,-7.6,-10.3,-0.54,45.0,60,960391.0,,,,,,
STR+NOR,4〜8,5.0,99.0,2.0,4.0,-3.0,10,-8.6,-10.7,-0.54,48.0,100,953130.0,,,,,,
STR+NOR,4〜7,99.0,0.0,2.0,2.0,-1.0,3,-5.1,-11.4,-0.55,38.0,79,973215.0,,,,,,
STR+NOR,3〜6,99.0,2.0,5.0,2.0,-3.0,3,-7.6,-8.3,-0.55,46.9,96,959666.0,,,,,,
NORMAL,3〜6,3.0,99.0,2.0,2.0,-1.0,5,-4.1,-9.2,-0.55,39.7,78,978420.0,,,,,,
STR+NOR,5〜7,3.0,2.0,5.0,2.0,-3.0,5,-7.5,-6.9,-0.55,50.0,82,960122.0,,,,,,
STR+NOR,4〜8,99.0,99.0,5.0,4.0,-3.0,5,-7.9,-9.9,-0.55,54.0,100,957245.0,,,,,,
STR+NOR,3〜6,5.0,2.0,5.0,2.0,-3.0,3,-7.6,-8.3,-0.55,46.9,96,959666.0,,,,,,
STR+NOR,5〜8,5.0,0.0,2.0,2.0,-3.0,5,-7.2,-8.8,-0.55,53.5,71,961735.0,,,,,,
STRONG,5〜8,3.0,99.0,2.0,1.0,-1.0,10,-0.7,-1.2,-0.55,55.6,18,996420.0,,,,,,
STRONG,5〜7,3.0,99.0,2.0,1.0,-1.0,10,-0.7,-1.2,-0.55,55.6,18,996420.0,,,,,,
STR+NOR,5〜8,3.0,0.0,5.0,2.0,-2.0,5,-5.9,-7.5,-0.55,50.8,63,968831.0,,,,,,
STR+NOR,3〜8,3.0,99.0,2.0,3.0,-2.0,3,-6.5,-8.2,-0.55,39.4,99,964888.0,,,,,,
STR+NOR,5〜7,5.0,2.0,5.0,1.0,-2.0,5,-4.8,-6.3,-0.55,55.3,85,974701.0,,,,,,
NORMAL,3〜6,3.0,2.0,2.0,1.0,-3.0,10,-3.4,-5.7,-0.55,49.3,75,982290.0,,,,,,
STRONG,4〜8,5.0,0.0,2.0,5.0,-1.0,10,-1.2,-4.3,-0.55,47.1,17,993640.0,,,,,,
NORMAL,5〜8,3.0,99.0,5.0,2.0,-3.0,5,-5.6,-7.6,-0.55,52.2,69,971008.0,,,,,,
NORMAL,3〜6,5.0,0.0,5.0,4.0,-1.0,10,-5.6,-11.6,-0.55,35.8,67,970850.0,,,,,,
NORMAL,5〜8,5.0,99.0,5.0,2.0,-2.0,10,-5.3,-9.5,-0.55,50.6,77,971718.0,,,,,,
NORMAL,3〜8,3.0,99.0,2.0,2.0,-3.0,5,-4.8,-7.5,-0.55,48.1,79,974753.0,,,,,,
STRONG,5〜8,5.0,99.0,5.0,4.0,-3.0,3,-2.1,-5.9,-0.55,36.8,19,988800.0,,,,,,
STRONG,5〜8,99.0,2.0,2.0,4.0,-2.0,5,-1.5,-2.2,-0.55,47.1,17,992114.0,,,,,,
STR+NOR,3〜7,99.0,0.0,5.0,3.0,-1.0,3,-6.1,-9.3,-0.55,38.2,89,967806.0,,,,,,
STR+NOR,3〜7,3.0,99.0,2.0,3.0,-2.0,3,-6.5,-8.2,-0.55,39.4,99,964888.0,,,,,,
STR+NOR,3〜6,5.0,99.0,2.0,4.0,-1.0,5,-6.2,-10.1,-0.55,35.7,98,966643.0,,,,,,
NORMAL,4〜7,5.0,0.0,5.0,3.0,-3.0,3,-7.6,-12.7,-0.55,46.9,64,960253.0,,,,,,
STRONG,4〜7,3.0,0.0,2.0,5.0,-1.0,10,-1.1,-2.9,-0.55,50.0,16,994033.0,,,,,,
NORMAL,3〜8,99.0,99.0,5.0,5.0,-1.0,3,-5.1,-6.8,-0.55,33.8,80,972830.0,,,,,,
NORMAL,5〜8,99.0,0.0,2.0,2.0,-3.0,3,-6.3,-11.7,-0.55,55.2,58,966924.0,,,,,,
STRONG,5〜8,5.0,99.0,5.0,2.0,-1.0,10,-1.0,-2.7,-0.55,47.4,19,994882.0,,,,,,
STRONG,4〜8,5.0,2.0,5.0,4.0,-1.0,10,-0.8,-1.8,-0.55,50.0,18,995948.0,,,,,,
NORMAL,3〜6,3.0,99.0,2.0,3.0,-2.0,10,-5.0,-9.3,-0.55,38.5,78,973329.0,,,,,,
STRONG,4〜8,3.0,0.0,2.0,5.0,-1.0,10,-1.1,-2.9,-0.55,50.0,16,994033.0,,,,,,
NORMAL,3〜7,3.0,99.0,2.0,2.0,-3.0,5,-4.8,-7.5,-0.55,48.1,79,974753.0,,,,,,
NORMAL,3〜6,99.0,2.0,2.0,1.0,-3.0,5,-3.7,-4.3,-0.56,51.3,76,981030.0,,,,,,
STR+NOR,3〜6,99.0,99.0,2.0,5.0,-2.0,3,-8.0,-8.7,-0.56,37.8,98,956468.0,,,,,,
STR+NOR,3〜8,99.0,0.0,5.0,4.0,-3.0,10,-11.0,-12.4,-0.56,42.6,94,940512.0,,,,,,
STR+NOR,3〜8,5.0,99.0,5.0,3.0,-2.0,3,-7.0,-10.4,-0.56,40.0,100,961783.0,,,,,,
NORMAL,3〜8,5.0,5.0,5.0,2.0,-1.0,3,-4.3,-7.0,-0.56,40.0,80,977482.0,,,,,,
NORMAL,4〜7,99.0,5.0,2.0,3.0,-1.0,3,-4.0,-5.2,-0.56,43.6,78,978684.0,,,,,,
NORMAL,3〜6,5.0,5.0,2.0,3.0,-3.0,10,-5.5,-9.2,-0.56,35.9,78,970833.0,,,,,,
NORMAL,3〜6,3.0,99.0,2.0,5.0,-2.0,10,-6.0,-8.8,-0.56,41.0,78,968299.0,,,,,,
STRONG,4〜7,5.0,99.0,2.0,5.0,-2.0,3,-1.6,-3.4,-0.56,60.0,20,991446.0,,,,,,
STRONG,5〜7,5.0,0.0,5.0,1.0,-1.0,3,-0.8,-1.2,-0.56,53.3,15,995657.0,,,,,,
NORMAL,3〜6,99.0,0.0,5.0,4.0,-1.0,10,-5.7,-11.7,-0.56,35.8,67,970442.0,,,,,,
NORMAL,3〜6,5.0,2.0,2.0,1.0,-2.0,3,-3.5,-4.2,-0.56,43.4,76,982052.0,,,,,,
STR+NOR,5〜7,3.0,0.0,5.0,3.0,-3.0,10,-7.9,-9.0,-0.56,50.8,63,957796.0,,,,,,
STR+NOR,3〜8,3.0,5.0,2.0,4.0,-1.0,5,-5.7,-8.1,-0.56,36.7,98,969033.0,,,,,,
NORMAL,5〜7,5.0,2.0,5.0,1.0,-1.0,10,-3.0,-4.2,-0.56,51.5,68,984452.0,,,,,,
NORMAL,3〜6,99.0,2.0,2.0,1.0,-2.0,3,-3.5,-4.2,-0.56,43.4,76,982052.0,,,,,,
NORMAL,3〜7,5.0,0.0,5.0,2.0,-1.0,5,-4.3,-7.7,-0.56,43.1,72,977735.0,,,,,,
NORMAL,3〜6,3.0,5.0,2.0,4.0,-1.0,10,-4.6,-7.8,-0.56,37.7,77,976100.0,,,,,,
STR+NOR,4〜7,99.0,2.0,5.0,2.0,-3.0,10,-6.9,-7.3,-0.56,50.5,95,963437.0,,,,,,
STR+NOR,3〜6,99.0,0.0,2.0,4.0,-3.0,10,-8.1,-10.4,-0.56,44.4,81,957055.0,,,,,,
NORMAL,5〜8,99.0,2.0,2.0,1.0,-3.0,3,-5.3,-8.6,-0.56,57.7,71,972369.0,,,,,,
NORMAL,4〜8,99.0,0.0,2.0,3.0,-3.0,3,-7.8,-12.1,-0.56,49.3,67,958832.0,,,,,,
STR+NOR,3〜7,99.0,2.0,5.0,2.0,-3.0,5,-6.3,-7.0,-0.56,46.9,96,966688.0,,,,,,
NORMAL,4〜7,3.0,99.0,5.0,5.0,-1.0,3,-5.1,-6.9,-0.56,40.5,79,973099.0,,,,,,
STR+NOR,3〜7,5.0,99.0,2.0,4.0,-1.0,10,-4.8,-9.6,-0.56,34.3,99,974139.0,,,,,,
STR+NOR,4〜7,99.0,0.0,5.0,3.0,-1.0,10,-6.0,-11.9,-0.56,37.0,81,967984.0,,,,,,
STR+NOR,3〜7,3.0,5.0,2.0,4.0,-1.0,5,-5.7,-8.1,-0.56,36.7,98,969033.0,,,,,,
STR+NOR,3〜8,99.0,5.0,5.0,5.0,-3.0,5,-8.3,-13.5,-0.56,46.0,100,954831.0,,,,,,
NORMAL,3〜6,3.0,0.0,5.0,5.0,-1.0,3,-5.9,-15.2,-0.56,33.3,66,968999.0,,,,,,
NORMAL,5〜8,5.0,0.0,2.0,2.0,-3.0,10,-5.8,-8.7,-0.56,52.7,55,969803.0,,,,,,
STRONG,5〜8,3.0,99.0,5.0,3.0,-3.0,3,-1.6,-2.8,-0.56,33.3,18,991530.0,,,,,,
NORMAL,5〜7,99.0,0.0,5.0,2.0,-1.0,10,-3.4,-5.3,-0.56,40.4,52,982204.0,,,,,,
STRONG,5〜7,3.0,99.0,5.0,3.0,-3.0,3,-1.6,-2.8,-0.56,33.3,18,991530.0,,,,,,
STR+NOR,3〜6,5.0,2.0,2.0,5.0,-1.0,5,-6.2,-9.1,-0.56,37.2,94,966919.0,,,,,,
NORMAL,4〜8,3.0,99.0,5.0,5.0,-1.0,3,-5.1,-6.9,-0.56,40.5,79,973099.0,,,,,,
NORMAL,3〜6,99.0,2.0,2.0,1.0,-3.0,10,-3.6,-4.9,-0.57,51.3,76,981191.0,,,,,,
NORMAL,4〜8,5.0,2.0,5.0,2.0,-3.0,5,-6.6,-6.7,-0.57,54.4,79,964806.0,,,,,,
STR+NOR,3〜8,3.0,2.0,5.0,3.0,-2.0,10,-5.7,-7.9,-0.57,46.3,95,969541.0,,,,,,
NORMAL,5〜8,3.0,5.0,5.0,2.0,-3.0,10,-6.5,-9.0,-0.57,50.7,69,965912.0,,,,,,
NORMAL,4〜8,3.0,2.0,5.0,3.0,-3.0,10,-6.3,-8.2,-0.57,49.3,75,967157.0,,,,,,
STRONG,4〜7,3.0,99.0,2.0,5.0,-2.0,5,-1.7,-4.0,-0.57,55.0,20,990977.0,,,,,,
STR+NOR,3〜6,5.0,2.0,2.0,5.0,-3.0,3,-8.2,-7.8,-0.57,42.6,94,955991.0,,,,,,
STR+NOR,4〜8,99.0,2.0,2.0,2.0,-3.0,5,-7.0,-6.4,-0.57,53.7,95,962710.0,,,,,,
STR+NOR,3〜8,99.0,2.0,2.0,4.0,-1.0,3,-6.0,-8.0,-0.57,38.1,97,968383.0,,,,,,
STR+NOR,3〜8,99.0,99.0,5.0,5.0,-2.0,10,-6.5,-7.9,-0.57,41.0,100,964915.0,,,,,,
STRONG,4〜7,99.0,2.0,2.0,2.0,-2.0,3,-1.1,-2.1,-0.57,44.4,18,994255.0,,,,,,
STR+NOR,3〜7,99.0,99.0,5.0,5.0,-3.0,3,-8.8,-10.4,-0.57,44.4,99,951931.0,,,,,,
STRONG,4〜8,3.0,99.0,2.0,5.0,-2.0,5,-1.7,-4.0,-0.57,55.0,20,990977.0,,,,,,
NORMAL,3〜6,3.0,5.0,5.0,5.0,-3.0,5,-6.8,-9.4,-0.57,38.5,78,964225.0,,,,,,
STR+NOR,4〜7,5.0,0.0,5.0,3.0,-1.0,3,-6.1,-11.9,-0.57,38.8,80,967890.0,,,,,,
NORMAL,3〜6,5.0,0.0,5.0,2.0,-1.0,5,-4.6,-9.6,-0.57,40.3,67,976275.0,,,,,,
NORMAL,3〜8,3.0,0.0,5.0,2.0,-3.0,10,-5.8,-9.5,-0.57,48.6,70,969757.0,,,,,,
STR+NOR,3〜6,5.0,0.0,2.0,3.0,-2.0,10,-7.0,-8.1,-0.57,43.2,81,963008.0,,,,,,
STR+NOR,3〜7,3.0,2.0,5.0,3.0,-2.0,10,-5.7,-7.9,-0.57,46.3,95,969541.0,,,,,,
NORMAL,4〜7,5.0,99.0,2.0,2.0,-2.0,3,-5.6,-5.6,-0.57,45.6,79,970302.0,,,,,,
STR+NOR,4〜8,5.0,5.0,2.0,3.0,-2.0,10,-7.2,-11.2,-0.57,46.5,99,960781.0,,,,,,
NORMAL,4〜7,99.0,99.0,2.0,4.0,-1.0,5,-4.1,-6.0,-0.57,38.0,79,978499.0,,,,,,
STR+NOR,3〜8,5.0,0.0,5.0,3.0,-3.0,5,-9.4,-11.1,-0.57,45.2,93,949473.0,,,,,,
STR+NOR,5〜8,99.0,0.0,5.0,2.0,-1.0,3,-5.3,-6.9,-0.57,43.0,79,971518.0,,,,,,
NORMAL,4〜8,5.0,99.0,5.0,3.0,-1.0,3,-5.0,-6.3,-0.57,40.0,80,973686.0,,,,,,
NORMAL,4〜8,99.0,0.0,2.0,2.0,-2.0,5,-6.4,-11.3,-0.57,52.2,67,966526.0,,,,,,
STR+NOR,3〜8,5.0,2.0,5.0,3.0,-1.0,10,-4.7,-8.0,-0.57,41.8,98,975170.0,,,,,,
STRONG,4〜7,5.0,2.0,2.0,2.0,-2.0,3,-1.1,-2.1,-0.57,44.4,18,994255.0,,,,,,
STR+NOR,3〜6,99.0,2.0,2.0,5.0,-3.0,3,-8.2,-7.8,-0.57,42.6,94,955991.0,,,,,,
STRONG,4〜7,3.0,2.0,5.0,3.0,-2.0,3,-1.1,-2.3,-0.57,50.0,18,994031.0,,,,,,
STR+NOR,5〜8,5.0,2.0,2.0,1.0,-2.0,10,-5.0,-7.2,-0.57,58.6,87,973634.0,,,,,,
STR+NOR,5〜8,3.0,0.0,2.0,2.0,-3.0,3,-6.6,-9.3,-0.57,50.8,61,964800.0,,,,,,
NORMAL,4〜7,5.0,0.0,2.0,3.0,-3.0,10,-7.1,-11.6,-0.57,48.4,62,962613.0,,,,,,
NORMAL,4〜8,3.0,0.0,5.0,3.0,-2.0,3,-6.6,-9.8,-0.57,45.2,62,965332.0,,,,,,
STR+NOR,3〜7,99.0,2.0,5.0,2.0,-2.0,5,-5.8,-7.6,-0.57,46.9,96,969249.0,,,,,,
STR+NOR,4〜7,99.0,5.0,2.0,4.0,-1.0,10,-5.4,-6.8,-0.57,40.8,98,970702.0,,,,,,
NORMAL,3〜8,99.0,5.0,2.0,2.0,-1.0,3,-4.2,-7.0,-0.57,42.5,80,978009.0,,,,,,
NORMAL,3〜6,5.0,99.0,5.0,3.0,-3.0,3,-6.9,-10.2,-0.57,44.3,79,963079.0,,,,,,
STR+NOR,3〜6,99.0,0.0,2.0,2.0,-1.0,10,-5.2,-7.9,-0.57,42.0,81,972267.0,,,,,,
NORMAL,3〜7,5.0,99.0,5.0,3.0,-3.0,5,-5.6,-9.1,-0.57,43.0,79,970223.0,,,,,,
STRONG,4〜8,3.0,2.0,5.0,3.0,-2.0,3,-1.1,-2.3,-0.57,50.0,18,994031.0,,,,,,
STR+NOR,4〜8,3.0,5.0,5.0,3.0,-1.0,3,-5.9,-7.2,-0.58,42.9,98,967985.0,,,,,,
STR+NOR,4〜7,5.0,5.0,5.0,4.0,-1.0,5,-5.9,-7.6,-0.58,39.4,99,968263.0,,,,,,
STRONG,5〜7,5.0,0.0,2.0,1.0,-1.0,10,-0.8,-1.3,-0.58,53.3,15,995735.0,,,,,,
NORMAL,4〜8,5.0,2.0,5.0,2.0,-3.0,10,-6.6,-6.9,-0.58,50.6,79,964911.0,,,,,,
STR+NOR,4〜7,5.0,99.0,2.0,4.0,-1.0,5,-5.4,-7.4,-0.58,37.4,99,970600.0,,,,,,
STR+NOR,3〜6,5.0,0.0,2.0,4.0,-2.0,10,-7.7,-10.7,-0.58,44.4,81,958900.0,,,,,,
STR+NOR,3〜8,3.0,2.0,5.0,2.0,-2.0,10,-5.3,-7.3,-0.58,42.1,95,972078.0,,,,,,
NORMAL,5〜8,99.0,99.0,2.0,3.0,-3.0,10,-6.6,-8.1,-0.58,51.3,76,964907.0,,,,,,
NORMAL,3〜6,3.0,0.0,5.0,5.0,-2.0,10,-7.1,-14.2,-0.58,39.4,66,962962.0,,,,,,
STR+NOR,3〜7,3.0,0.0,5.0,5.0,-1.0,3,-7.5,-11.4,-0.58,35.6,87,960081.0,,,,,,
STRONG,5〜7,3.0,5.0,2.0,3.0,-2.0,3,-1.8,-3.1,-0.58,38.9,18,990603.0,,,,,,
STR+NOR,4〜7,5.0,5.0,2.0,2.0,-2.0,3,-6.8,-7.7,-0.58,45.9,98,962941.0,,,,,,
STR+NOR,4〜7,3.0,5.0,5.0,3.0,-1.0,3,-5.9,-7.2,-0.58,42.9,98,967985.0,,,,,,
STR+NOR,3〜8,3.0,2.0,5.0,3.0,-3.0,3,-7.2,-10.4,-0.58,46.3,95,961670.0,,,,,,
NORMAL,5〜7,5.0,0.0,5.0,2.0,-2.0,10,-5.0,-10.0,-0.58,46.2,52,973815.0,,,,,,
STR+NOR,3〜8,3.0,99.0,2.0,4.0,-2.0,5,-6.8,-10.5,-0.58,46.5,99,963120.0,,,,,,
NORMAL,3〜6,5.0,0.0,2.0,1.0,-3.0,10,-4.1,-7.4,-0.58,50.8,65,978888.0,,,,,,
NORMAL,4〜8,3.0,5.0,2.0,5.0,-3.0,3,-8.4,-12.6,-0.58,44.2,77,955678.0,,,,,,
STR+NOR,3〜6,5.0,99.0,2.0,4.0,-1.0,10,-6.1,-9.2,-0.58,35.7,98,966812.0,,,,,,
STR+NOR,3〜7,5.0,5.0,2.0,4.0,-1.0,5,-5.5,-8.6,-0.58,39.4,99,970173.0,,,,,,
NORMAL,4〜7,3.0,5.0,2.0,5.0,-3.0,3,-8.4,-12.6,-0.58,44.2,77,955678.0,,,,,,
STR+NOR,3〜7,3.0,99.0,2.0,4.0,-2.0,5,-6.8,-10.5,-0.58,46.5,99,963120.0,,,,,,
STR+NOR,5〜8,3.0,0.0,2.0,2.0,-3.0,5,-6.6,-9.3,-0.58,54.1,61,964986.0,,,,,,
STR+NOR,5〜8,5.0,0.0,5.0,3.0,-3.0,10,-9.8,-9.3,-0.58,46.7,75,947156.0,,,,,,
STR+NOR,3〜7,3.0,2.0,5.0,3.0,-3.0,3,-7.2,-10.4,-0.58,46.3,95,961670.0,,,,,,
NORMAL,3〜6,3.0,5.0,5.0,4.0,-2.0,3,-6.3,-9.0,-0.58,38.5,78,966996.0,,,,,,
NORMAL,3〜6,3.0,5.0,5.0,2.0,-2.0,5,-5.0,-8.4,-0.58,41.0,78,973904.0,,,,,,
