drop_lo,drop_hi,rb_min,gap_max,condition,exit,n,wr,avg,sharpe,max_dd,cum
-7.0,-3.0,5,0.0,ALL,TP+5%/SL-5%,1491,48.0,-0.01,-0.06,-93.4,-14.5
-8.0,-4.0,6,2.0,NORMAL,TP+5%/SL-3%,846,46.6,-0.01,-0.07,-53.7,-8.5
-6.0,-5.0,6,999.0,NORMAL+STRONG,TP+5%/SL-5%,309,49.2,-0.013,-0.07,-63.8,-3.9
-7.0,-3.0,5,999.0,ALL,TP+5%/SL-5%,3112,47.5,-0.01,-0.07,-176.9,-32.5
-8.0,-6.0,4,0.0,ALL,TP+5%/SL-3%,487,43.5,-0.012,-0.07,-55.9,-5.9
-8.0,-6.0,4,0.0,ALL,TP+5%/SL-5%,487,46.6,-0.013,-0.07,-67.7,-6.2
-8.0,-3.0,5,0.0,ALL,TP+5%/SL-5%,1655,48.0,-0.011,-0.07,-109.2,-18.6
-6.0,-3.0,6,2.0,ALL,TP+5%/SL-5%,1513,47.8,-0.012,-0.07,-176.2,-18.0
-5.0,-3.0,3,0.0,ALL,引け決済,2319,50.1,-0.011,-0.07,-155.4,-26.2
-8.0,-3.0,4,0.0,NORMAL,TP+5%/SL-3%,1570,46.4,-0.01,-0.07,-91.0,-15.7
-7.0,-4.0,5,2.0,NORMAL,引け決済,1066,47.6,-0.011,-0.07,-84.0,-12.2
-5.0,-4.0,4,0.0,ALL,TP+2%/SL-2%,586,46.9,-0.008,-0.07,-55.0,-4.5
-5.0,-3.0,2,999.0,NORMAL,TP+5%/SL-3%,4000,46.0,-0.01,-0.07,-151.8,-39.5
-5.0,-3.0,3,999.0,NORMAL,TP+5%/SL-5%,2972,47.4,-0.01,-0.07,-123.7,-29.3
-6.0,-5.0,4,999.0,ALL,TP+5%/SL-5%,807,47.5,-0.012,-0.07,-115.6,-9.6
-4.0,-3.0,3,999.0,ALL,TP+2%/SL-2%,3027,47.7,-0.007,-0.07,-195.2,-21.3
-4.0,-3.0,2,2.0,NORMAL,TP+5%/SL-5%,2303,47.9,-0.01,-0.07,-133.4,-23.0
-6.0,-3.0,2,999.0,NORMAL,TP+5%/SL-5%,4940,47.6,-0.011,-0.07,-190.7,-52.2
-8.0,-4.0,5,2.0,ALL,TP+5%/SL-5%,1941,47.6,-0.012,-0.07,-97.9,-23.5
-5.0,-3.0,5,0.0,NORMAL,TP+3%/SL-3%,663,48.0,-0.009,-0.07,-51.6,-6.0
-8.0,-3.0,4,999.0,NORMAL,TP+5%/SL-3%,3175,45.4,-0.01,-0.07,-120.8,-30.5
-6.0,-3.0,4,2.0,NORMAL,引け決済,2309,47.3,-0.01,-0.07,-108.9,-22.5
-6.0,-4.0,5,0.0,ALL,TP+5%/SL-3%,663,45.4,-0.011,-0.07,-64.1,-7.4
-8.0,-6.0,5,999.0,NORMAL+STRONG,引け決済,653,48.4,-0.012,-0.07,-82.3,-7.7
-8.0,-5.0,5,999.0,NORMAL+STRONG,TP+5%/SL-3%,1133,45.8,-0.011,-0.07,-95.5,-12.1
-4.0,-3.0,6,999.0,ALL,TP+5%/SL-3%,776,46.3,-0.009,-0.07,-129.8,-7.2
-5.0,-4.0,3,2.0,ALL,引け決済,1698,47.9,-0.012,-0.08,-101.4,-20.5
-6.0,-3.0,5,0.0,ALL,TP+3%/SL-3%,1287,47.7,-0.01,-0.08,-93.2,-13.4
-7.0,-4.0,5,0.0,ALL,TP+5%/SL-3%,867,45.1,-0.012,-0.08,-73.3,-10.7
-7.0,-4.0,5,2.0,NORMAL,TP+3%/SL-3%,1066,46.7,-0.011,-0.08,-74.0,-11.4
-4.0,-3.0,2,2.0,NORMAL,TP+3%/SL-3%,2303,48.1,-0.01,-0.08,-113.4,-23.1
-8.0,-3.0,5,999.0,NORMAL,TP+5%/SL-5%,2145,47.1,-0.012,-0.08,-107.9,-26.6
-6.0,-4.0,3,0.0,ALL,TP+5%/SL-3%,1423,46.3,-0.012,-0.08,-89.8,-16.6
-8.0,-5.0,3,999.0,NORMAL+STRONG,引け決済,2166,48.5,-0.014,-0.08,-147.3,-31.2
-5.0,-3.0,3,2.0,ALL,TP+2%/SL-2%,4486,47.5,-0.008,-0.08,-209.2,-37.4
-5.0,-3.0,4,999.0,NORMAL,TP+2%/SL-2%,1989,46.9,-0.008,-0.08,-63.7,-16.3
-7.0,-4.0,4,999.0,NORMAL,TP+5%/SL-3%,1672,45.0,-0.011,-0.08,-97.8,-18.9
-8.0,-6.0,6,2.0,NORMAL+STRONG,TP+5%/SL-3%,427,48.2,-0.013,-0.08,-35.4,-5.4
-4.0,-3.0,5,2.0,NORMAL,TP+3%/SL-3%,704,46.6,-0.01,-0.08,-46.4,-7.2
-4.0,-3.0,5,0.0,NORMAL,TP+3%/SL-3%,385,47.3,-0.011,-0.08,-34.8,-4.2
-7.0,-3.0,5,2.0,NORMAL,TP+3%/SL-3%,1770,46.7,-0.01,-0.08,-90.8,-18.6
-4.0,-3.0,4,999.0,NORMAL,TP+3%/SL-3%,1211,47.2,-0.01,-0.08,-72.1,-12.5
-7.0,-3.0,6,999.0,NORMAL+STRONG,TP+2%/SL-2%,1699,47.1,-0.009,-0.08,-71.6,-15.3
-7.0,-4.0,2,0.0,ALL,TP+5%/SL-5%,2276,48.2,-0.016,-0.09,-141.9,-35.4
-6.0,-3.0,5,0.0,ALL,TP+5%/SL-5%,1287,48.1,-0.015,-0.09,-97.8,-18.8
-4.0,-3.0,2,0.0,NORMAL,TP+5%/SL-3%,1260,48.1,-0.011,-0.09,-75.7,-14.0
-5.0,-4.0,2,999.0,NORMAL+STRONG,TP+2%/SL-2%,2065,47.2,-0.009,-0.09,-62.6,-19.6
-6.0,-4.0,3,2.0,NORMAL,TP+5%/SL-5%,1720,47.6,-0.014,-0.09,-98.8,-24.9
-8.0,-5.0,2,2.0,NORMAL+STRONG,TP+3%/SL-3%,2322,48.1,-0.013,-0.09,-91.1,-30.2
-7.0,-3.0,3,999.0,ALL,TP+5%/SL-3%,6802,46.2,-0.013,-0.09,-386.4,-86.3
-7.0,-5.0,5,2.0,ALL,TP+5%/SL-5%,870,46.7,-0.015,-0.09,-66.8,-13.2
-7.0,-3.0,2,2.0,NORMAL,TP+5%/SL-5%,5102,47.8,-0.014,-0.09,-188.9,-69.4
-4.0,-3.0,6,999.0,ALL,TP+3%/SL-3%,776,47.6,-0.011,-0.09,-106.8,-8.7
-6.0,-4.0,2,999.0,NORMAL,TP+5%/SL-5%,2463,47.6,-0.015,-0.09,-119.2,-36.1
-4.0,-3.0,3,0.0,ALL,引け決済,1437,50.4,-0.013,-0.09,-128.9,-18.6
-8.0,-4.0,5,999.0,NORMAL,TP+5%/SL-3%,1388,45.2,-0.014,-0.09,-107.4,-19.9
-5.0,-4.0,5,0.0,NORMAL,TP+5%/SL-5%,278,49.6,-0.015,-0.09,-34.2,-4.3
-4.0,-3.0,4,2.0,NORMAL,引け決済,1134,47.4,-0.012,-0.09,-99.7,-13.9
-6.0,-5.0,5,2.0,ALL,TP+5%/SL-5%,491,46.4,-0.014,-0.09,-75.4,-7.0
-6.0,-3.0,5,0.0,ALL,引け決済,1287,48.3,-0.014,-0.09,-89.0,-18.0
-6.0,-4.0,3,2.0,NORMAL,TP+5%/SL-3%,1720,45.5,-0.014,-0.1,-97.2,-24.8
-8.0,-3.0,5,2.0,ALL,引け決済,3125,47.7,-0.016,-0.1,-145.4,-51.1
-8.0,-4.0,4,2.0,ALL,TP+3%/SL-3%,2754,46.8,-0.013,-0.1,-133.6,-36.1
-6.0,-3.0,5,999.0,ALL,TP+3%/SL-3%,2697,47.1,-0.013,-0.1,-138.5,-34.1
-6.0,-3.0,5,999.0,NORMAL,TP+5%/SL-5%,1643,47.0,-0.016,-0.1,-88.2,-26.8
-5.0,-4.0,2,2.0,ALL,引け決済,2181,47.4,-0.015,-0.1,-117.3,-33.1
-6.0,-4.0,3,2.0,ALL,引け決済,2702,47.7,-0.016,-0.1,-163.6,-42.5
-7.0,-5.0,2,2.0,ALL,TP+5%/SL-5%,2114,48.2,-0.017,-0.1,-122.8,-35.0
-5.0,-3.0,3,0.0,ALL,TP+2%/SL-2%,2319,48.2,-0.01,-0.1,-117.8,-23.0
-7.0,-6.0,5,0.0,ALL,TP+5%/SL-3%,204,44.1,-0.016,-0.1,-32.7,-3.2
-7.0,-4.0,4,0.0,ALL,TP+5%/SL-5%,1228,48.0,-0.018,-0.1,-96.1,-21.6
-7.0,-6.0,2,2.0,NORMAL+STRONG,TP+3%/SL-3%,715,49.2,-0.014,-0.1,-80.6,-9.9
-6.0,-4.0,2,2.0,ALL,引け決済,3465,47.8,-0.016,-0.1,-202.5,-56.6
-8.0,-3.0,4,2.0,ALL,TP+2%/SL-2%,4617,47.1,-0.01,-0.1,-184.3,-47.5
-7.0,-6.0,5,2.0,ALL,TP+5%/SL-5%,379,47.0,-0.017,-0.1,-74.7,-6.3
-8.0,-4.0,4,999.0,NORMAL,TP+5%/SL-3%,1964,45.0,-0.014,-0.1,-131.5,-27.8
-7.0,-4.0,2,2.0,NORMAL,TP+5%/SL-5%,2799,47.7,-0.017,-0.1,-163.5,-46.4
-8.0,-3.0,3,999.0,ALL,TP+5%/SL-5%,7424,47.7,-0.016,-0.1,-448.5,-118.3
-8.0,-6.0,5,0.0,NORMAL+STRONG,TP+3%/SL-3%,296,47.3,-0.015,-0.1,-38.0,-4.5
-7.0,-4.0,4,999.0,NORMAL,TP+5%/SL-5%,1672,47.0,-0.016,-0.1,-91.2,-26.9
-7.0,-4.0,3,2.0,ALL,TP+5%/SL-3%,3397,45.6,-0.014,-0.1,-113.3,-48.0
-7.0,-4.0,2,0.0,ALL,TP+5%/SL-3%,2276,45.7,-0.016,-0.1,-126.0,-35.7
-8.0,-6.0,6,2.0,NORMAL+STRONG,TP+3%/SL-3%,427,49.6,-0.014,-0.1,-34.6,-6.1
-8.0,-4.0,5,0.0,ALL,TP+5%/SL-3%,1031,44.9,-0.017,-0.11,-95.1,-18.0
-5.0,-3.0,3,2.0,NORMAL,TP+3%/SL-3%,2762,47.4,-0.014,-0.11,-105.8,-38.5
-6.0,-3.0,2,999.0,ALL,引け決済,7964,48.1,-0.017,-0.11,-480.1,-135.9
-8.0,-5.0,3,999.0,NORMAL+STRONG,TP+5%/SL-3%,2166,45.6,-0.018,-0.11,-117.4,-38.1
-8.0,-4.0,4,999.0,NORMAL+STRONG,TP+2%/SL-2%,2628,47.2,-0.011,-0.11,-109.2,-30.2
-8.0,-5.0,6,999.0,NORMAL+STRONG,引け決済,788,49.1,-0.02,-0.11,-107.5,-15.6
-8.0,-4.0,2,2.0,ALL,TP+5%/SL-5%,4937,47.4,-0.017,-0.11,-176.1,-86.0
-8.0,-4.0,4,999.0,NORMAL,TP+5%/SL-5%,1964,47.1,-0.018,-0.11,-105.1,-34.6
-6.0,-4.0,3,999.0,NORMAL+STRONG,TP+2%/SL-2%,2560,47.2,-0.011,-0.11,-129.8,-28.1
-6.0,-5.0,2,2.0,ALL,引け決済,1284,48.4,-0.018,-0.11,-117.9,-23.5
-4.0,-3.0,3,999.0,ALL,引け決済,3027,48.6,-0.016,-0.11,-274.0,-49.3
-6.0,-5.0,6,2.0,ALL,TP+5%/SL-5%,308,48.1,-0.018,-0.11,-62.1,-5.6
-6.0,-4.0,6,999.0,NORMAL,TP+5%/SL-3%,573,45.9,-0.017,-0.11,-50.4,-9.5
-7.0,-3.0,2,0.0,ALL,TP+3%/SL-3%,4240,48.4,-0.015,-0.11,-222.2,-62.2
-7.0,-6.0,2,2.0,NORMAL+STRONG,TP+5%/SL-5%,715,49.5,-0.019,-0.11,-107.5,-13.6
-6.0,-3.0,6,2.0,ALL,引け決済,1513,47.9,-0.017,-0.11,-125.3,-26.4
-7.0,-3.0,5,0.0,ALL,引け決済,1491,48.2,-0.018,-0.11,-104.9,-27.4
-6.0,-5.0,4,999.0,ALL,引け決済,807,47.2,-0.019,-0.11,-92.3,-15.5
-8.0,-4.0,4,0.0,ALL,引け決済,1447,48.2,-0.02,-0.11,-100.2,-28.4
-4.0,-3.0,2,0.0,NORMAL,TP+5%/SL-5%,1260,49.0,-0.016,-0.11,-90.2,-19.6
-8.0,-6.0,6,2.0,NORMAL,引け決済,336,49.1,-0.019,-0.11,-51.0,-6.4
-8.0,-6.0,4,0.0,NORMAL,TP+5%/SL-5%,328,47.3,-0.023,-0.12,-58.5,-7.6
-4.0,-3.0,2,2.0,NORMAL,TP+5%/SL-3%,2303,47.0,-0.015,-0.12,-128.5,-34.7
-8.0,-4.0,4,0.0,NORMAL,TP+5%/SL-3%,962,45.5,-0.018,-0.12,-90.0,-17.6
-5.0,-4.0,4,0.0,NORMAL,TP+2%/SL-2%,393,46.8,-0.012,-0.12,-27.1,-4.8
-6.0,-5.0,3,2.0,NORMAL+STRONG,TP+2%/SL-2%,837,47.4,-0.013,-0.12,-75.6,-10.7
-6.0,-4.0,3,999.0,ALL,TP+5%/SL-3%,3001,45.5,-0.017,-0.12,-204.1,-51.8
-7.0,-4.0,3,2.0,ALL,TP+5%/SL-5%,3397,47.5,-0.019,-0.12,-139.7,-64.1
-7.0,-3.0,2,2.0,ALL,引け決済,8062,48.5,-0.019,-0.12,-388.8,-153.7
-4.0,-3.0,3,0.0,NORMAL,TP+3%/SL-3%,903,49.6,-0.015,-0.12,-84.6,-13.4
-7.0,-4.0,4,2.0,NORMAL,TP+3%/SL-3%,1523,46.6,-0.015,-0.12,-82.8,-23.6
-4.0,-3.0,5,2.0,NORMAL,TP+5%/SL-3%,704,45.3,-0.016,-0.12,-59.2,-11.2
-8.0,-4.0,4,2.0,NORMAL,TP+3%/SL-3%,1790,46.9,-0.015,-0.12,-110.0,-27.5
-6.0,-5.0,4,2.0,ALL,TP+5%/SL-3%,713,45.2,-0.017,-0.12,-86.0,-12.0
-6.0,-5.0,4,2.0,ALL,TP+3%/SL-3%,713,46.4,-0.016,-0.12,-94.0,-11.3
-5.0,-4.0,3,999.0,NORMAL,TP+3%/SL-3%,1165,47.1,-0.017,-0.13,-82.6,-19.7
-7.0,-6.0,2,0.0,NORMAL+STRONG,TP+3%/SL-3%,371,47.7,-0.018,-0.13,-50.4,-6.8
-5.0,-3.0,5,999.0,ALL,TP+2%/SL-2%,2136,46.5,-0.014,-0.13,-81.8,-29.1
-7.0,-5.0,6,999.0,NORMAL+STRONG,引け決済,563,48.0,-0.022,-0.13,-57.2,-12.5
-6.0,-5.0,3,999.0,ALL,TP+5%/SL-5%,1135,47.6,-0.022,-0.13,-150.2,-25.5
-5.0,-4.0,6,2.0,ALL,TP+2%/SL-2%,494,46.0,-0.014,-0.13,-31.4,-7.0
-7.0,-5.0,5,0.0,NORMAL+STRONG,TP+5%/SL-3%,368,45.9,-0.02,-0.13,-61.7,-7.5
-6.0,-3.0,3,2.0,NORMAL,TP+5%/SL-5%,3403,47.4,-0.02,-0.13,-143.6,-67.0
-8.0,-6.0,5,999.0,NORMAL,引け決済,502,47.6,-0.022,-0.13,-64.9,-10.8
-7.0,-4.0,2,999.0,ALL,TP+5%/SL-5%,4812,47.4,-0.021,-0.13,-203.1,-100.5
-6.0,-5.0,3,2.0,ALL,引け決済,1004,47.5,-0.022,-0.13,-116.9,-21.9
-4.0,-3.0,5,0.0,NORMAL,TP+5%/SL-3%,385,45.7,-0.018,-0.13,-38.3,-6.9
-8.0,-3.0,3,2.0,ALL,TP+3%/SL-3%,6733,47.7,-0.016,-0.13,-276.1,-109.1
-8.0,-3.0,4,2.0,NORMAL,引け決済,2924,47.3,-0.021,-0.13,-135.5,-60.4
-8.0,-3.0,2,2.0,ALL,TP+3%/SL-3%,8704,47.8,-0.016,-0.13,-313.7,-141.4
-8.0,-4.0,3,2.0,NORMAL+STRONG,TP+2%/SL-2%,3340,47.4,-0.014,-0.13,-108.1,-46.1
-6.0,-5.0,2,0.0,ALL,TP+5%/SL-5%,692,48.0,-0.023,-0.14,-58.6,-16.0
-8.0,-6.0,6,2.0,NORMAL,TP+3%/SL-3%,336,48.8,-0.02,-0.14,-34.1,-6.8
-8.0,-5.0,4,999.0,NORMAL+STRONG,TP+3%/SL-3%,1561,47.5,-0.019,-0.14,-109.8,-30.2
-7.0,-3.0,2,2.0,NORMAL,TP+5%/SL-3%,5102,46.2,-0.019,-0.14,-187.6,-95.8
-5.0,-3.0,4,999.0,NORMAL,引け決済,1989,47.4,-0.021,-0.14,-106.2,-41.8
-8.0,-4.0,2,0.0,ALL,TP+5%/SL-5%,2643,47.9,-0.024,-0.14,-155.3,-63.2
-6.0,-4.0,2,999.0,ALL,TP+5%/SL-3%,3876,45.1,-0.021,-0.14,-236.0,-81.3
-7.0,-3.0,3,0.0,ALL,TP+3%/SL-3%,3232,48.6,-0.018,-0.14,-192.3,-59.3
-7.0,-3.0,3,2.0,ALL,引け決済,6185,48.2,-0.022,-0.14,-337.4,-134.7
-8.0,-3.0,6,2.0,NORMAL,TP+5%/SL-3%,1265,46.1,-0.021,-0.14,-82.7,-26.0
-7.0,-6.0,3,2.0,NORMAL+STRONG,TP+5%/SL-5%,597,48.4,-0.023,-0.14,-96.4,-13.9
-6.0,-3.0,2,0.0,NORMAL,TP+3%/SL-3%,2464,48.7,-0.018,-0.14,-120.8,-43.4
-8.0,-3.0,2,2.0,NORMAL,TP+5%/SL-5%,5530,47.6,-0.022,-0.14,-202.6,-120.9
-8.0,-3.0,4,999.0,ALL,TP+3%/SL-3%,5087,47.3,-0.019,-0.14,-280.0,-94.8
-7.0,-6.0,5,2.0,NORMAL,TP+5%/SL-3%,263,45.2,-0.022,-0.14,-42.1,-5.8
-7.0,-4.0,6,2.0,ALL,TP+5%/SL-3%,1072,45.3,-0.021,-0.14,-63.5,-22.7
-8.0,-4.0,3,0.0,ALL,TP+5%/SL-3%,2100,45.1,-0.021,-0.14,-106.8,-44.0
-7.0,-3.0,4,2.0,NORMAL,引け決済,2657,47.2,-0.022,-0.14,-137.0,-58.6
-6.0,-3.0,4,999.0,ALL,TP+2%/SL-2%,4071,47.0,-0.015,-0.15,-233.3,-61.7
-6.0,-4.0,6,2.0,NORMAL,TP+3%/SL-3%,510,47.5,-0.021,-0.15,-40.9,-10.6
-8.0,-3.0,4,0.0,NORMAL,TP+5%/SL-5%,1570,48.3,-0.024,-0.15,-99.1,-38.3
-4.0,-3.0,2,0.0,ALL,引け決済,1964,49.8,-0.021,-0.15,-131.1,-41.9
-7.0,-4.0,3,0.0,NORMAL+STRONG,TP+2%/SL-2%,1461,47.6,-0.016,-0.15,-63.0,-23.3
-6.0,-3.0,2,999.0,ALL,TP+3%/SL-3%,7964,47.6,-0.019,-0.15,-459.2,-153.1
-8.0,-4.0,6,2.0,NORMAL,TP+3%/SL-3%,846,48.0,-0.021,-0.15,-57.8,-17.4
-5.0,-4.0,3,999.0,NORMAL,引け決済,1165,47.9,-0.025,-0.15,-91.8,-29.4
-8.0,-4.0,4,2.0,ALL,引け決済,2754,47.2,-0.025,-0.15,-194.7,-69.5
-6.0,-4.0,5,999.0,ALL,TP+5%/SL-5%,1400,47.6,-0.024,-0.15,-122.5,-33.5
-6.0,-3.0,3,999.0,ALL,TP+3%/SL-3%,6028,47.6,-0.019,-0.15,-398.5,-113.9
-7.0,-6.0,6,2.0,NORMAL+STRONG,引け決済,228,48.2,-0.026,-0.15,-51.8,-5.8
-7.0,-4.0,2,2.0,NORMAL,TP+5%/SL-3%,2799,45.4,-0.022,-0.15,-148.8,-61.0
-4.0,-3.0,5,2.0,NORMAL,TP+5%/SL-5%,704,46.2,-0.022,-0.15,-53.5,-15.3
-8.0,-6.0,5,999.0,NORMAL+STRONG,TP+5%/SL-3%,653,45.8,-0.023,-0.15,-55.6,-15.1
-6.0,-3.0,3,0.0,ALL,引け決済,2860,49.6,-0.024,-0.15,-204.4,-68.6
-7.0,-5.0,6,2.0,NORMAL+STRONG,TP+5%/SL-3%,486,46.3,-0.023,-0.15,-48.7,-11.0
-8.0,-5.0,5,2.0,NORMAL,引け決済,777,47.4,-0.025,-0.15,-90.4,-19.2
-7.0,-3.0,2,0.0,NORMAL,TP+5%/SL-5%,2777,48.8,-0.024,-0.15,-137.3,-67.0
-5.0,-3.0,3,999.0,ALL,引け決済,4893,48.3,-0.023,-0.15,-341.3,-111.3
-6.0,-4.0,2,2.0,ALL,TP+3%/SL-3%,3465,47.0,-0.02,-0.15,-208.8,-69.5
-5.0,-3.0,5,0.0,ALL,TP+2%/SL-2%,1039,46.8,-0.015,-0.15,-51.9,-15.7
-8.0,-3.0,5,0.0,ALL,引け決済,1655,48.1,-0.026,-0.15,-112.4,-43.3
-8.0,-3.0,2,999.0,NORMAL+STRONG,TP+2%/SL-2%,8231,47.4,-0.017,-0.16,-287.7,-138.1
-6.0,-3.0,4,999.0,NORMAL,TP+3%/SL-3%,2502,46.8,-0.021,-0.16,-100.8,-52.0
-6.0,-4.0,4,999.0,NORMAL,引け決済,1291,47.6,-0.026,-0.16,-96.0,-32.9
-7.0,-5.0,4,2.0,ALL,TP+5%/SL-3%,1213,44.9,-0.024,-0.16,-83.9,-29.1
-7.0,-4.0,3,0.0,ALL,TP+5%/SL-3%,1795,45.5,-0.025,-0.16,-102.1,-44.6
-7.0,-4.0,5,999.0,ALL,TP+5%/SL-5%,1815,47.3,-0.026,-0.16,-109.0,-47.8
-8.0,-6.0,3,0.0,ALL,TP+5%/SL-5%,677,46.2,-0.031,-0.16,-99.9,-20.9
-8.0,-4.0,4,2.0,NORMAL,引け決済,1790,47.3,-0.026,-0.16,-121.6,-46.5
-8.0,-3.0,3,999.0,ALL,TP+5%/SL-3%,7424,45.8,-0.023,-0.16,-405.6,-171.0
-8.0,-3.0,2,999.0,ALL,TP+5%/SL-3%,9631,45.8,-0.023,-0.16,-427.1,-221.8
-8.0,-4.0,6,2.0,NORMAL,TP+5%/SL-5%,846,48.8,-0.026,-0.16,-64.2,-22.2
-6.0,-3.0,3,999.0,ALL,引け決済,6028,48.1,-0.025,-0.16,-459.2,-148.5
-8.0,-6.0,5,2.0,NORMAL+STRONG,TP+2%/SL-2%,583,47.7,-0.017,-0.16,-40.4,-10.2
-7.0,-6.0,5,999.0,NORMAL,引け決済,281,46.6,-0.027,-0.16,-53.0,-7.6
-7.0,-4.0,4,0.0,ALL,TP+3%/SL-3%,1228,47.3,-0.022,-0.16,-82.4,-27.1
-8.0,-4.0,5,999.0,NORMAL,引け決済,1388,47.8,-0.028,-0.16,-93.4,-38.2
-6.0,-3.0,4,0.0,NORMAL,TP+5%/SL-5%,1242,48.6,-0.025,-0.16,-95.3,-30.7
-8.0,-4.0,4,999.0,ALL,TP+5%/SL-3%,3066,44.9,-0.024,-0.16,-155.0,-74.1
-8.0,-4.0,3,0.0,ALL,TP+5%/SL-5%,2100,47.8,-0.028,-0.16,-130.8,-58.3
-7.0,-5.0,3,0.0,NORMAL+STRONG,TP+3%/SL-3%,736,48.1,-0.023,-0.16,-48.2,-16.9
-6.0,-4.0,3,0.0,NORMAL,TP+5%/SL-3%,937,46.2,-0.025,-0.16,-90.0,-23.3
-6.0,-4.0,3,0.0,ALL,TP+5%/SL-5%,1423,48.6,-0.026,-0.16,-115.3,-37.4
-5.0,-3.0,3,999.0,NORMAL,TP+5%/SL-3%,2972,45.7,-0.021,-0.16,-121.4,-63.1
-8.0,-3.0,5,2.0,NORMAL,引け決済,1969,47.3,-0.024,-0.16,-121.0,-47.9
-7.0,-6.0,3,0.0,NORMAL+STRONG,TP+3%/SL-3%,308,46.8,-0.022,-0.16,-38.9,-6.9
-6.0,-3.0,5,999.0,NORMAL,TP+5%/SL-3%,1643,45.0,-0.022,-0.16,-91.2,-36.7
-5.0,-3.0,5,2.0,NORMAL,引け決済,1192,47.3,-0.024,-0.16,-87.4,-28.7
-8.0,-4.0,3,2.0,ALL,TP+5%/SL-5%,3945,47.3,-0.025,-0.16,-181.1,-100.2
-8.0,-4.0,3,2.0,ALL,TP+5%/SL-3%,3945,45.2,-0.024,-0.16,-158.8,-94.7
-6.0,-3.0,6,999.0,ALL,TP+5%/SL-3%,1686,45.7,-0.024,-0.16,-178.3,-40.6
-5.0,-3.0,6,0.0,ALL,TP+3%/SL-3%,648,47.4,-0.022,-0.16,-66.5,-14.1
-6.0,-3.0,2,2.0,NORMAL,TP+3%/SL-3%,4523,47.4,-0.021,-0.17,-167.4,-96.6
-6.0,-4.0,2,2.0,NORMAL,引け決済,2220,48.0,-0.028,-0.17,-144.0,-61.9
-6.0,-4.0,3,2.0,ALL,TP+3%/SL-3%,2702,47.1,-0.022,-0.17,-173.3,-58.6
-7.0,-5.0,2,999.0,NORMAL+STRONG,引け決済,2050,49.5,-0.031,-0.17,-133.9,-63.8
-4.0,-3.0,2,999.0,NORMAL,TP+5%/SL-3%,2477,46.5,-0.022,-0.17,-165.4,-54.7
-5.0,-4.0,6,2.0,NORMAL,TP+2%/SL-2%,314,45.9,-0.018,-0.17,-28.8,-5.7
-6.0,-5.0,3,0.0,NORMAL+STRONG,TP+3%/SL-3%,428,49.1,-0.023,-0.17,-49.1,-10.0
-4.0,-3.0,2,999.0,ALL,TP+2%/SL-2%,4088,47.7,-0.017,-0.17,-215.6,-67.6
-6.0,-5.0,2,2.0,ALL,TP+5%/SL-3%,1284,45.8,-0.025,-0.17,-137.5,-32.3
-7.0,-3.0,4,0.0,NORMAL,TP+5%/SL-3%,1430,46.4,-0.025,-0.17,-89.4,-35.3
-7.0,-3.0,5,999.0,NORMAL,TP+5%/SL-3%,1924,44.9,-0.025,-0.17,-107.4,-47.1
-5.0,-4.0,3,0.0,NORMAL,TP+2%/SL-2%,588,46.9,-0.018,-0.17,-32.7,-10.3
-8.0,-3.0,6,2.0,NORMAL,TP+3%/SL-3%,1265,47.6,-0.024,-0.17,-72.1,-29.8
-6.0,-4.0,2,0.0,NORMAL,引け決済,1204,49.7,-0.029,-0.17,-103.2,-34.6
-6.0,-4.0,3,999.0,NORMAL,TP+5%/SL-5%,1892,47.6,-0.028,-0.17,-105.6,-52.1
-7.0,-4.0,5,999.0,ALL,TP+5%/SL-3%,1815,45.0,-0.026,-0.17,-90.9,-46.3
-7.0,-3.0,5,0.0,ALL,TP+3%/SL-3%,1491,47.4,-0.023,-0.17,-86.6,-34.9
-5.0,-4.0,2,999.0,NORMAL,TP+3%/SL-3%,1523,46.6,-0.021,-0.17,-85.9,-32.7
-7.0,-3.0,2,0.0,NORMAL,TP+5%/SL-3%,2777,46.8,-0.025,-0.17,-128.9,-68.5
-5.0,-3.0,6,999.0,NORMAL,TP+5%/SL-3%,798,45.5,-0.025,-0.17,-52.3,-20.0
-8.0,-4.0,2,2.0,ALL,TP+5%/SL-3%,4937,45.2,-0.025,-0.17,-179.9,-123.8
-8.0,-4.0,2,0.0,ALL,TP+5%/SL-3%,2643,45.1,-0.027,-0.17,-138.7,-70.6
-5.0,-3.0,6,2.0,NORMAL,TP+2%/SL-2%,733,45.7,-0.018,-0.18,-38.7,-13.3
-6.0,-5.0,2,0.0,ALL,引け決済,692,48.1,-0.032,-0.18,-65.8,-22.1
-7.0,-4.0,2,0.0,NORMAL,TP+5%/SL-5%,1517,48.6,-0.031,-0.18,-120.2,-47.4
-8.0,-4.0,2,2.0,NORMAL,TP+5%/SL-5%,3227,47.4,-0.03,-0.18,-172.0,-97.9
-5.0,-3.0,5,0.0,NORMAL,TP+5%/SL-5%,663,47.8,-0.029,-0.18,-60.9,-19.2
-4.0,-3.0,6,2.0,NORMAL,TP+2%/SL-2%,419,45.6,-0.018,-0.18,-24.2,-7.6
-8.0,-5.0,4,2.0,NORMAL+STRONG,TP+2%/SL-2%,1371,47.1,-0.019,-0.18,-72.3,-26.4
-6.0,-4.0,3,0.0,NORMAL,TP+5%/SL-5%,937,49.0,-0.03,-0.18,-89.9,-27.8
