date,code,score,trend,accel,ratio,day1,day2,actual_surge_%,stop_high
2025-12-24,4784,5.18,44.47,66.22,4.55,True,False,10.86,True
2025-12-24,8746,6.47,46.61,335.16,1.41,False,True,11.31,False
2025-12-24,1491,-1.55,-14.94,-42.26,1.1,False,False,13.18,False
2025-12-24,6433,-0.74,-17.32,65.45,1.02,False,False,13.61,False
2025-12-24,9647,3.13,18.57,127.27,0.0,False,False,15.2,False
2025-12-24,3719,4.18,11.97,245.4,1.59,False,False,16.81,False
2025-12-24,3512,7.39,72.26,3496.67,4.17,True,True,17.73,False
2025-12-24,8995,1.69,-21.28,3672.45,2.45,True,False,20.39,True
2025-12-24,6217,8.69,68.48,213.6,10.67,True,True,26.85,True
2025-12-25,241A,-0.99,-12.96,15.4,0.45,False,False,9.34,False
2025-12-25,5131,-4.32,-36.98,-72.33,0.31,False,False,9.09,False
2025-12-25,8013,-1.7,-15.39,-34.38,0.54,False,False,8.99,False
2025-12-25,2321,-1.8,-30.26,96.17,0.79,False,False,8.95,False
2025-12-25,6433,3.7,12.05,206.19,1.29,False,False,11.48,False
2025-12-25,3224,-4.69,-45.55,-23.96,0.31,False,False,8.03,False
2025-12-25,6254,2.88,20.56,-2.57,2.55,True,False,7.71,False
2025-12-25,6862,0.08,4.91,-53.03,0.37,False,False,10.1,False
2025-12-25,4011,1.05,7.39,-14.85,1.39,False,False,8.61,False
2025-12-25,2342,-3.33,-32.97,-8.21,0.16,False,False,10.59,False
2025-12-25,7746,4.87,36.19,166.25,0.63,False,False,12.33,False
2025-12-25,2334,1.82,5.83,88.46,1.05,False,False,11.76,False
2025-12-25,4664,-0.12,4.2,-63.58,0.28,False,False,11.97,False
2025-12-25,6217,5.14,40.83,34.83,5.39,True,False,12.7,True
2025-12-25,1844,0.5,1.22,-3.36,1.24,False,False,12.79,False
2025-12-25,4199,1.63,5.23,5.71,3.14,True,False,15.48,True
2025-12-25,9647,8.72,63.64,302.56,8.16,True,True,15.74,False
2025-12-25,4255,0.13,7.03,-79.6,0.68,False,False,16.08,False
2025-12-25,4570,-1.58,-12.79,-37.82,0.24,False,False,18.76,True
2025-12-26,7719,3.9,39.32,21.39,2.07,True,False,6.5,False
2025-12-26,4287,-1.94,-17.92,-25.91,0.33,False,False,6.67,False
2025-12-26,6433,2.91,23.19,22.04,1.11,False,False,6.46,False
2025-12-26,4199,3.27,0.48,138.7,5.5,True,False,9.94,False
2025-12-26,2978,-3.59,-30.73,-62.87,0.33,False,False,6.03,False
2025-12-26,3928,-0.26,0.64,-64.34,0.96,False,False,6.02,False
2025-12-26,4679,-0.94,-1.33,-95.36,0.44,False,False,5.91,False
2025-12-26,352A,0.07,6.26,-85.53,0.89,False,False,6.67,False
2025-12-26,6648,0.09,3.29,-53.17,0.89,False,False,6.38,False
2025-12-26,4784,6.42,35.32,140.79,6.04,True,True,6.73,False
2025-12-26,6993,-1.48,-13.27,-24.78,0.28,False,False,11.67,False
2025-12-26,6574,0.01,1.64,-44.24,0.87,False,False,7.34,False
2025-12-26,6046,-1.27,-9.01,-45.88,0.27,False,False,9.56,False
2025-12-26,280A,-3.16,-30.57,-38.13,0.83,False,False,13.5,True
2025-12-26,4588,-1.63,-15.77,-20.72,0.47,False,False,15.05,False
2025-12-26,5125,2.94,23.69,4.17,1.59,False,False,16.85,True
2025-12-26,7694,4.36,29.83,61.88,2.28,True,False,18.49,True
2025-12-26,5817,-3.49,-28.46,-78.48,0.42,False,False,24.37,False
2025-12-26,5590,1.42,8.13,19.98,1.22,False,False,7.08,False
2025-12-29,3512,0.02,2.44,-76.76,1.63,False,False,13.31,False
2025-12-29,4107,-0.66,-7.7,-35.48,1.4,False,False,12.66,False
2025-12-29,3997,-0.81,-9.85,-18.87,1.08,False,False,11.62,False
2025-12-29,1844,4.94,28.63,132.62,2.25,True,False,11.0,False
2025-12-29,2962,-3.52,-38.42,14.81,0.52,False,False,11.41,False
2025-12-29,3444,-1.69,-12.24,-55.75,0.27,False,False,13.85,True
2025-12-29,3777,1.54,18.01,-51.6,0.76,False,False,10.42,False
2025-12-29,6347,-0.89,-8.17,-43.38,1.08,False,False,11.48,False
2025-12-29,2342,5.8,45.65,259.65,0.6,False,False,14.48,False
2025-12-29,6993,0.9,-2.58,92.1,0.71,False,False,15.71,False
2025-12-29,6330,1.42,11.36,-44.63,2.2,True,False,15.12,False
2025-12-29,7774,-1.17,-14.82,-1.37,0.97,False,False,15.23,True
2025-12-29,6656,0.45,0.44,1.31,1.19,False,False,19.28,True
2025-12-29,7042,3.19,38.11,-52.7,2.15,True,False,19.86,True
2025-12-29,6537,-1.97,-31.16,76.71,1.15,False,False,25.08,True
2025-12-29,4570,6.4,39.6,447.76,1.2,False,True,26.16,True
2025-12-29,8798,2.31,12.82,59.62,1.3,False,False,28.57,True
2025-12-29,5724,1.82,19.47,-56.29,1.31,False,False,9.85,False
2025-12-29,4255,1.62,1.28,111.11,1.15,False,False,14.78,False
2025-12-29,6629,-0.74,-4.12,-65.08,0.97,False,False,9.61,False
2025-12-30,5125,10.0,93.27,12309.33,17.13,True,True,22.45,True
2025-12-30,280A,10.0,84.02,3663.24,12.05,True,True,16.13,True
2025-12-30,5939,1.76,6.54,111.11,0.0,False,False,12.07,False
2025-12-30,9245,-1.1,-17.72,17.76,1.5,False,False,6.52,False
2025-12-30,7774,8.39,53.24,726.24,7.18,True,True,6.32,False
2025-12-30,6648,7.96,45.26,830.32,5.87,True,True,6.39,False
2025-12-30,3512,1.89,-2.34,92.02,3.62,True,False,6.51,False
2025-12-30,4177,-0.48,-6.73,-14.1,0.99,False,False,6.97,False
2025-12-30,6522,-0.14,-0.53,-34.37,0.78,False,False,7.89,False
2025-12-30,3681,0.37,1.88,-7.6,0.79,False,False,13.91,False
2025-12-30,7064,,0.0,,0.0,False,False,8.29,False
2025-12-30,1541,5.68,19.39,243.78,3.92,True,False,9.79,False
2025-12-30,6918,-0.62,-5.31,-26.46,0.54,False,False,9.8,False
2025-12-30,2540,-1.86,-20.26,-17.34,1.02,False,False,9.82,False
2025-12-30,4199,4.64,43.23,70.22,2.83,True,False,11.11,False
2025-12-30,7036,3.8,38.1,70.37,0.28,False,False,11.4,False
2025-12-30,7746,-2.27,-18.54,-76.35,1.04,False,False,11.45,False
2025-12-30,4588,5.14,29.81,176.63,1.17,False,False,9.23,False
2026-01-05,7689,-3.19,-22.34,-98.46,0.07,False,False,8.57,False
2026-01-05,6335,-2.21,-16.52,-70.9,0.45,False,False,8.41,False
2026-01-05,7138,-0.11,-22.53,168.54,1.39,False,False,8.0,False
2026-01-05,3106,1.97,16.62,6.62,0.72,False,False,7.47,False
2026-01-05,9311,-0.32,2.38,-55.56,0.0,False,False,7.44,False
2026-01-05,2667,-5.83,-60.31,-6.56,0.79,False,False,8.89,False
2026-01-05,6558,-2.15,-37.88,150.0,0.42,False,False,8.24,False
2026-01-05,4572,-2.14,-19.32,-28.96,0.25,False,False,8.94,False
2026-01-05,350A,-1.43,-8.14,-77.92,0.48,False,False,8.43,False
2026-01-05,334A,1.18,11.34,-25.79,0.92,False,False,9.71,False
2026-01-05,3719,-7.29,-70.41,-37.98,0.39,False,False,9.77,False
2026-01-05,6537,9.59,79.34,3357.62,10.78,True,True,9.97,False
2026-01-05,8938,-3.18,-25.07,-77.09,0.3,False,False,10.55,False
2026-01-05,6433,-2.52,-19.26,-73.51,0.43,False,False,11.17,True
2026-01-05,3777,2.48,3.95,157.61,1.52,False,False,11.32,False
2026-01-05,5125,9.27,72.62,1416.52,9.8,True,True,14.88,True
2026-01-05,4199,5.21,38.36,-7.35,6.84,True,False,18.12,True
2026-01-05,4360,0.75,3.17,0.0,1.31,False,False,8.96,False
2026-01-06,5246,-1.36,-19.17,14.87,1.22,False,False,8.75,False
2026-01-06,303A,-0.59,-6.28,-5.88,0.28,False,False,8.33,False
2026-01-06,4783,7.89,46.05,711.08,5.67,True,True,8.13,False
2026-01-06,9419,-2.37,-18.65,-71.24,0.61,False,False,7.38,False
2026-01-06,253A,6.65,24.43,577.78,3.62,True,True,7.71,False
2026-01-06,1491,0.34,6.41,-66.94,1.1,False,False,7.5,False
2026-01-06,3195,5.41,30.06,173.3,2.03,True,False,8.87,False
2026-01-06,4894,-0.27,-1.81,-41.65,0.98,False,False,7.3,False
2026-01-06,460A,-0.51,-5.0,-15.68,0.43,False,False,7.73,False
2026-01-06,6366,5.72,29.09,189.3,2.75,True,False,8.93,False
2026-01-06,5726,-1.0,-13.52,8.8,0.78,False,False,10.97,False
2026-01-06,3512,-1.26,-7.07,-78.7,0.69,False,False,9.79,False
2026-01-06,194A,3.47,30.68,12.7,1.02,False,False,10.47,False
2026-01-06,2138,-2.0,-19.67,-20.31,0.51,False,False,11.68,False
2026-01-06,7771,8.5,72.32,3785.83,7.51,True,True,13.25,True
2026-01-06,4530,3.36,23.0,54.65,1.53,False,False,15.81,True
2026-01-06,9327,0.86,2.61,27.34,0.99,False,False,21.11,False
2026-01-06,6731,1.87,9.25,58.66,1.08,False,False,35.14,False
2026-01-06,4888,-0.57,-11.8,27.0,1.02,False,False,39.05,True
2026-01-06,8746,-4.74,-46.52,-31.53,0.67,False,False,9.63,False
2026-01-07,7719,-5.3,-67.12,121.09,0.62,False,False,11.22,False
2026-01-07,2586,0.47,3.31,-26.79,1.22,False,False,11.11,False
2026-01-07,2437,-0.91,-13.08,23.23,0.49,False,False,10.84,False
2026-01-07,157A,-0.08,-4.94,32.71,0.26,False,False,9.22,False
2026-01-07,3667,7.3,34.05,599.63,3.91,True,True,9.23,False
2026-01-07,1515,3.26,12.29,132.38,2.11,True,False,8.84,False
2026-01-07,241A,7.75,63.26,3607.46,5.25,True,True,12.59,True
2026-01-07,7067,-4.66,-46.55,0.0,0.0,False,False,9.45,False
2026-01-07,6433,-0.58,-18.92,103.19,0.83,False,False,12.63,False
2026-01-07,338A,-3.16,-30.8,-37.85,0.9,False,False,10.69,True
2026-01-07,4082,-0.92,-5.72,-58.29,0.69,False,False,12.94,True
2026-01-07,6993,0.6,6.33,-40.32,1.13,False,False,13.45,False
2026-01-07,3444,1.05,11.62,-38.12,0.82,False,False,13.76,True
2026-01-07,5304,-0.94,-15.32,26.19,0.99,False,False,14.12,False
2026-01-07,4491,7.78,47.39,391.3,5.34,True,True,12.7,False
2026-01-07,7078,-1.8,-23.52,12.72,1.26,False,False,15.45,False
2026-01-07,6977,-0.85,-12.36,38.46,0.0,False,False,15.5,True
2026-01-07,4588,0.46,8.07,-69.56,1.04,False,False,16.79,False
2026-01-07,4814,-2.48,-22.56,-40.92,0.55,False,False,20.54,True
2026-01-08,2667,5.69,36.04,173.69,2.86,True,False,8.89,False
2026-01-08,5721,-3.38,-31.39,-38.42,0.43,False,False,8.62,False
2026-01-08,4412,-2.59,-23.52,-63.05,1.16,False,False,8.34,False
2026-01-08,5955,5.18,30.2,174.19,1.32,False,False,8.24,False
2026-01-08,9342,-1.78,-15.67,-45.87,0.74,False,False,7.59,False
2026-01-08,7711,-1.71,-16.59,-31.03,0.79,False,False,7.86,False
2026-01-08,334A,-0.59,1.13,-85.22,0.44,False,False,7.6,False
2026-01-08,3110,2.31,15.34,39.55,1.15,False,False,10.51,False
2026-01-08,6495,2.61,15.48,63.37,1.28,False,False,8.07,False
2026-01-08,3692,0.51,5.01,-21.95,0.68,False,False,10.55,False
2026-01-08,3892,1.0,2.88,37.78,1.01,False,False,11.26,False
2026-01-08,7450,1.32,9.93,3.57,0.87,False,False,13.3,False
2026-01-08,4491,8.21,54.68,521.88,6.63,True,True,17.38,True
2026-01-08,241A,10.0,88.86,8638.5,12.4,True,True,17.1,True
2026-01-08,7074,0.24,-7.74,75.78,0.76,False,False,16.35,False
2026-01-08,7067,6.0,75.28,957.14,0.0,False,True,19.45,False
2026-01-08,6227,4.61,21.86,168.67,2.21,True,False,16.12,False
2026-01-08,6085,-2.45,-19.84,-61.17,0.43,False,False,15.38,False
2026-01-08,9227,2.96,4.43,162.88,2.68,True,False,13.33,True
2026-01-08,5974,8.08,64.02,901.47,6.25,True,True,16.21,True
2026-01-09,446A,-3.25,-31.27,-30.46,0.56,False,False,7.55,False
2026-01-09,4412,-1.0,-20.02,29.84,2.11,False,False,10.14,False
2026-01-09,3350,0.79,7.97,-40.12,1.18,False,False,7.57,False
2026-01-09,9327,-0.6,2.73,-96.26,0.28,False,False,7.73,False
2026-01-09,5243,2.5,16.27,33.8,1.61,False,False,7.79,False
2026-01-09,7063,-4.88,-53.05,23.08,0.59,False,False,8.09,False
2026-01-09,4446,0.53,6.74,-34.09,0.58,False,False,8.5,False
2026-01-09,3070,-0.39,-1.45,-41.37,0.5,False,False,7.5,False
2026-01-09,9227,7.78,49.69,692.01,5.35,True,True,8.75,False
2026-01-09,7500,3.0,0.0,450.0,0.0,False,False,10.34,False
2026-01-09,6731,2.17,22.01,-70.95,2.04,True,False,12.24,False
2026-01-09,3681,-7.33,-68.26,-63.37,0.38,False,False,10.79,False
2026-01-09,5724,7.29,26.35,456.22,4.96,True,True,11.77,False
2026-01-09,6573,-0.42,-9.94,34.23,0.69,False,False,12.16,False
2026-01-09,6330,1.73,-0.6,98.4,2.43,True,False,13.23,False
2026-01-09,3444,2.29,8.26,84.8,1.84,False,False,15.18,False
2026-01-09,2323,-1.61,-16.43,-12.78,0.49,False,False,15.85,False
2026-01-09,4833,7.85,68.52,1209.07,5.56,True,True,21.84,False
2026-01-09,4440,2.51,18.07,24.42,1.37,False,False,24.37,True
2026-01-09,5253,0.68,-1.0,30.86,1.43,False,False,10.38,False
2026-01-13,5699,-0.14,5.23,-81.32,0.45,False,False,7.24,False
2026-01-13,4572,-1.21,-21.68,83.41,0.39,False,False,7.18,False
2026-01-13,5724,4.17,34.87,27.72,2.67,True,False,7.04,True
2026-01-13,7506,0.0,-11.45,85.71,0.87,False,False,6.52,False
2026-01-13,3513,0.12,-0.13,-13.01,0.78,False,False,6.97,False
2026-01-13,9818,0.0,0.0,0.0,0.0,False,False,6.69,False
2026-01-13,4593,-0.91,-7.64,-26.35,0.36,False,False,7.61,False
2026-01-13,5729,0.87,12.16,-66.94,0.98,False,False,6.52,False
2026-01-13,6619,1.01,4.38,20.23,1.1,False,False,7.01,False
2026-01-13,7434,-2.91,-24.14,-50.0,0.0,False,False,7.64,False
2026-01-13,8746,-0.62,-12.76,36.78,0.87,False,False,12.9,False
2026-01-13,9768,0.13,1.98,-42.97,1.1,False,False,9.77,False
2026-01-13,2962,-0.03,-0.38,-28.93,0.89,False,False,10.07,False
2026-01-13,7271,-0.34,-8.81,26.09,0.86,False,False,10.47,False
2026-01-13,3856,-0.1,1.57,-35.72,0.31,False,False,14.57,False
2026-01-13,5707,-0.69,-7.92,-25.79,1.07,False,False,15.27,True
2026-01-13,6085,9.45,78.55,7337.74,10.34,True,True,20.1,False
2026-01-13,7771,-0.39,0.94,-85.66,1.12,False,False,27.08,True
2026-01-13,4422,3.69,21.12,123.64,1.01,False,False,34.32,False
2026-01-13,4125,-0.23,2.57,-63.1,0.42,False,False,8.01,False
2026-01-14,4960,-1.07,-15.08,26.39,0.53,False,False,9.04,False
2026-01-14,1844,0.96,2.36,52.74,0.58,False,False,10.74,False
2026-01-14,7794,1.7,7.67,62.28,0.94,False,False,8.94,False
2026-01-14,1887,3.74,16.48,136.09,2.18,True,False,13.24,False
2026-01-14,3350,-1.49,-17.38,-10.86,1.06,False,False,8.04,False
2026-01-14,5967,2.33,8.73,122.22,0.71,False,False,7.88,False
2026-01-14,8995,0.59,-4.06,94.84,0.15,False,False,11.0,False
2026-01-14,3023,1.71,6.72,43.02,1.81,False,False,8.56,False
2026-01-14,7271,7.16,45.37,381.33,3.48,True,True,11.01,False
2026-01-14,6167,1.49,6.56,24.55,1.76,False,False,10.89,True
2026-01-14,1491,-0.63,-9.69,-8.78,1.26,False,False,11.78,False
2026-01-14,3103,1.7,10.18,14.83,1.6,False,False,11.14,False
2026-01-14,4100,2.32,21.07,-19.72,1.22,False,False,14.5,False
2026-01-14,4833,2.93,33.83,-57.71,1.52,False,False,23.23,False
2026-01-14,9227,4.57,47.29,62.63,2.84,True,False,17.02,True
2026-01-14,6573,5.36,42.59,183.32,1.59,False,False,15.0,False
2026-01-14,3896,1.17,11.07,-17.89,0.72,False,False,12.94,True
2026-01-14,6330,-2.0,-12.54,-85.31,0.33,False,False,12.35,True
2026-01-14,6474,3.3,9.55,159.08,2.28,True,False,12.0,False
2026-01-14,157A,-3.0,-25.04,-53.59,0.12,False,False,16.91,True
2026-01-15,2345,1.06,6.6,28.82,0.34,False,False,12.15,False
2026-01-15,6629,-0.36,-15.07,106.51,0.23,False,False,12.85,False
2026-01-15,9337,3.24,24.53,22.35,1.68,False,False,13.16,False
2026-01-15,7859,-1.89,-23.05,31.54,0.3,False,False,13.17,False
2026-01-15,6993,-1.1,-18.42,44.62,0.9,False,False,13.6,False
2026-01-15,338A,0.04,-7.83,38.92,1.31,False,False,14.38,False
2026-01-15,5243,1.45,11.86,-22.69,1.48,False,False,14.43,True
2026-01-15,6182,-1.47,-14.65,-14.43,0.43,False,False,14.85,True
2026-01-15,280A,-1.46,-14.84,-5.19,0.24,False,False,14.1,False
2026-01-15,336A,1.85,5.8,74.08,1.6,False,False,15.41,True
2026-01-15,4422,8.48,68.98,16044.72,7.44,True,True,34.89,True
2026-01-15,7711,8.75,64.81,687.0,8.26,True,True,15.09,False
2026-01-15,6167,9.04,66.4,1260.0,9.12,True,True,20.83,False
2026-01-15,5724,2.87,12.31,60.38,3.09,True,False,19.73,True
2026-01-15,2195,0.85,0.65,41.38,1.1,False,False,22.82,True
2026-01-15,6330,-0.63,-12.74,9.51,1.65,False,False,17.17,True
2026-01-15,5597,2.84,24.23,-62.09,3.1,True,False,17.07,False
2026-01-15,5721,4.2,27.94,104.73,1.07,False,False,16.94,False
2026-01-15,6613,-0.48,-20.33,98.47,1.69,False,False,17.96,False
2026-01-16,3236,4.09,37.92,68.19,1.24,False,False,9.6,False
2026-01-16,255A,3.21,26.58,-29.8,2.55,True,False,8.51,False
2026-01-16,5997,-6.01,-53.49,-78.48,0.36,False,False,8.66,False
2026-01-16,6228,-0.45,-5.26,-20.87,0.84,False,False,8.66,False
2026-01-16,6266,1.21,8.82,-6.05,1.17,False,False,8.75,False
2026-01-16,6237,-1.38,-12.98,-41.2,0.98,False,False,8.93,False
2026-01-16,6634,5.7,20.43,364.34,1.97,False,False,9.02,False
2026-01-16,6521,-0.57,-10.34,-0.49,1.42,False,False,9.81,False
2026-01-16,4004,2.11,14.36,11.95,1.67,False,False,9.0,False
2026-01-16,4707,0.02,-4.86,28.85,0.65,False,False,12.24,False
2026-01-16,265A,2.74,17.66,41.38,1.67,False,False,15.53,False
2026-01-16,2667,-3.09,-29.52,-47.04,0.99,False,False,14.9,False
2026-01-16,4260,5.04,25.57,182.5,1.97,False,False,14.33,False
2026-01-16,7777,1.22,12.85,-39.83,0.99,False,False,14.01,True
2026-01-16,3138,0.43,9.12,-64.17,0.47,False,False,17.05,True
2026-01-16,6081,-0.48,-5.73,-11.86,0.63,False,False,36.28,True
2026-01-16,2778,-0.35,-6.02,6.63,0.55,False,False,13.18,False
2026-01-16,8746,2.53,25.98,-35.61,0.86,False,False,12.47,False
2026-01-16,6663,-0.68,-18.28,81.27,1.02,False,False,13.21,False
2026-01-16,7506,1.55,17.88,-73.9,1.5,False,False,10.6,False
2026-01-19,6993,5.53,40.07,178.61,2.23,True,False,11.84,False
2026-01-19,4098,3.15,20.3,54.24,1.74,False,False,9.62,False
2026-01-19,6594,-0.02,-0.99,-18.76,0.81,False,False,9.93,False
2026-01-19,2805,0.53,1.4,11.8,0.81,False,False,10.12,False
2026-01-19,4490,3.26,28.73,-4.59,1.31,False,False,10.16,False
2026-01-19,5724,1.29,6.54,-9.4,2.19,True,False,10.68,False
2026-01-19,7065,0.52,10.04,-87.53,1.16,False,False,11.09,False
2026-01-19,7280,0.94,12.63,-68.52,1.1,False,False,11.5,True
2026-01-19,290A,-0.74,-12.24,21.09,0.81,False,False,11.57,False
2026-01-19,186A,1.73,-7.93,145.93,3.2,True,False,13.59,False
2026-01-19,5698,4.97,44.55,60.88,4.1,True,False,14.84,True
2026-01-19,4594,6.63,44.32,1184.29,1.89,False,True,17.19,False
2026-01-19,130A,2.12,13.35,70.92,0.23,False,False,18.22,True
2026-01-19,4572,-2.18,-20.38,-27.12,0.38,False,False,19.18,True
2026-01-19,1401,1.47,11.29,-8.18,1.28,False,False,19.64,False
2026-01-19,4082,3.97,-8.7,301.93,5.52,True,False,22.29,True
2026-01-19,6085,-5.4,-51.56,-52.12,0.82,False,False,24.62,True
2026-01-19,4596,7.12,57.9,235.55,5.31,True,True,31.37,False
2026-01-19,6580,1.34,0.3,79.9,1.55,False,False,14.75,False
2026-01-19,198A,7.71,84.32,3920.94,5.14,True,True,42.28,True
2026-01-20,5939,-1.9,-17.86,-33.33,0.65,False,False,9.2,False
2026-01-20,2936,0.32,5.53,-49.31,0.79,False,False,8.65,False
2026-01-20,5817,-0.39,-5.82,4.81,0.45,False,False,7.91,False
2026-01-20,2585,3.92,15.33,185.51,1.6,False,False,6.45,False
2026-01-20,6347,-3.07,-21.72,-90.97,0.05,False,False,7.74,False
2026-01-20,4579,-2.97,-38.16,40.93,1.3,False,False,7.0,False
2026-01-20,1783,5.67,23.23,755.34,1.03,False,False,6.25,False
2026-01-20,2586,0.07,0.72,-27.58,0.82,False,False,7.84,False
2026-01-20,157A,-1.31,-7.57,-81.18,0.77,False,False,9.71,False
2026-01-20,1948,-1.93,-19.63,-14.41,0.54,False,False,11.5,False
2026-01-20,3323,-1.41,-13.56,-29.63,0.73,False,False,10.53,False
2026-01-20,6558,3.73,4.0,860.0,0.99,False,False,10.14,False
2026-01-20,3853,5.09,38.5,144.53,1.93,False,False,28.7,True
2026-01-20,4361,3.94,22.03,98.48,2.25,True,False,26.32,True
2026-01-20,6166,1.1,13.15,-32.87,0.35,False,False,21.38,False
2026-01-20,6063,-0.23,4.12,-74.07,0.31,False,False,16.91,True
2026-01-20,3747,2.61,24.39,-21.13,1.13,False,False,17.96,False
2026-01-20,3204,4.88,24.75,169.34,2.14,True,False,12.98,False
2026-01-20,3997,0.79,3.55,16.54,0.8,False,False,12.35,True
2026-01-20,7138,-0.84,-3.54,-54.41,0.19,False,False,21.33,False
2026-01-21,5803,0.93,4.73,12.18,1.0,False,False,8.8,False
2026-01-21,4062,-0.13,-1.48,-37.86,1.2,False,False,8.98,False
2026-01-21,7184,5.09,25.85,145.51,3.14,True,False,9.49,False
2026-01-21,4679,2.93,36.79,-44.42,1.13,False,False,9.8,False
2026-01-21,3110,1.63,13.54,-22.14,1.49,False,False,10.21,False
2026-01-21,6525,-1.48,-12.45,-42.65,0.57,False,False,10.45,False
2026-01-21,4960,6.78,42.53,912.88,2.34,True,True,11.88,True
2026-01-21,5801,3.61,22.42,63.13,2.21,True,False,12.17,False
2026-01-21,3848,7.2,50.11,354.76,3.61,True,True,11.06,False
2026-01-21,6227,-1.72,-13.87,-55.9,0.68,False,False,13.62,False
2026-01-21,157A,9.24,44.76,1386.26,9.72,True,True,14.26,False
2026-01-21,6323,-1.34,-8.98,-73.45,0.87,False,False,14.81,False
2026-01-21,7746,3.91,28.81,-3.73,3.19,True,False,15.49,False
2026-01-21,5243,0.79,0.73,-7.29,2.37,True,False,16.35,False
2026-01-21,2437,1.82,8.3,58.83,1.2,False,False,18.82,True
2026-01-21,2667,-0.41,0.98,-68.89,0.54,False,False,20.59,False
2026-01-21,6696,-2.13,-21.82,-15.47,0.61,False,False,22.58,False
2026-01-21,9818,-4.27,-50.0,72.73,0.0,False,False,25.48,True
2026-01-21,3370,1.91,7.41,95.92,0.63,False,False,13.04,False
2026-01-21,6081,2.85,28.14,-75.2,2.37,True,False,35.29,True
2026-01-22,9984,0.47,-2.15,31.9,1.1,False,False,7.86,False
2026-01-22,8624,-1.58,-11.17,-61.44,0.45,False,False,7.71,False
2026-01-22,2778,8.79,31.78,524.54,8.36,True,True,7.33,False
2026-01-22,6337,4.28,19.18,175.0,1.85,False,False,7.58,False
2026-01-22,2345,-4.41,-36.63,-79.67,0.16,False,False,7.38,False
2026-01-22,7779,0.06,0.15,-37.79,1.28,False,False,7.34,False
2026-01-22,3110,0.77,5.67,-30.11,1.51,False,False,7.59,False
2026-01-22,6787,1.69,12.8,0.21,1.22,False,False,8.05,False
2026-01-22,6266,0.37,1.33,-23.45,1.43,False,False,9.03,False
2026-01-22,6338,-0.24,0.28,-50.09,0.69,False,False,8.66,False
2026-01-22,6955,-0.58,-4.03,-49.77,0.96,False,False,8.59,False
2026-01-22,7602,1.59,6.25,92.37,0.11,False,False,23.81,False
2026-01-22,7771,-0.53,-24.67,142.73,1.53,False,False,17.05,False
2026-01-22,4351,6.29,53.58,231.71,2.91,True,True,16.72,True
2026-01-22,7902,-2.03,-13.64,-79.17,0.38,False,False,10.77,False
2026-01-22,7477,6.0,73.32,6687.5,0.0,False,True,10.95,False
2026-01-22,3918,0.16,5.49,-70.37,0.95,False,False,9.75,False
2026-01-22,2437,8.2,64.92,1403.72,6.6,True,True,9.09,False
2026-01-22,4237,8.69,63.04,1062.25,8.07,True,True,11.28,True
2026-01-23,402A,-0.56,-5.86,-26.9,0.89,False,False,7.91,False
2026-01-23,4169,-1.1,-8.23,-38.76,0.34,False,False,8.36,False
2026-01-23,7409,-0.3,-4.84,-0.35,0.55,False,False,8.48,False
2026-01-23,6993,-1.04,-11.1,-36.04,1.28,False,False,8.53,False
2026-01-23,4199,-3.64,-29.67,-70.18,0.09,False,False,8.66,False
2026-01-23,1447,-0.47,-1.38,-53.71,0.62,False,False,8.88,False
2026-01-23,4082,-2.31,-22.53,-50.65,1.36,False,False,8.88,False
2026-01-23,7138,-0.9,-2.63,-73.14,0.27,False,False,9.95,False
2026-01-23,4584,10.0,80.55,2027.2,12.36,True,True,10.22,False
2026-01-23,3103,0.42,-1.81,8.78,1.55,False,False,10.48,False
2026-01-23,157A,3.03,27.25,-61.75,2.76,True,False,13.12,False
2026-01-23,4098,10.0,79.97,1311.54,13.21,True,True,14.24,False
2026-01-23,6330,-2.8,-28.59,-10.61,0.5,False,False,14.64,False
2026-01-23,2164,-5.66,-57.47,-12.73,0.64,False,False,14.96,False
2026-01-23,7746,-2.23,-17.22,-74.42,0.72,False,False,15.49,False
2026-01-23,5216,9.2,68.1,250.21,11.09,True,True,20.23,True
2026-01-23,4875,-3.46,-31.27,-46.79,0.41,False,False,10.07,False
2026-01-23,441A,1.08,-1.16,85.52,1.03,False,False,13.32,False
2026-01-23,7602,6.91,91.07,3179.67,2.72,True,True,7.77,False
2026-01-23,3823,0.86,0.38,45.83,1.07,False,False,7.84,False
2026-01-26,2332,10.0,94.61,10652.38,13.97,True,True,9.19,False
2026-01-26,2667,2.51,26.92,-72.62,1.63,False,False,8.36,False
2026-01-26,8617,3.94,0.22,430.37,2.77,True,False,8.95,False
2026-01-26,6993,-1.3,-17.75,7.57,1.21,False,False,11.51,False
2026-01-26,5707,0.41,-12.08,117.96,1.32,False,False,8.37,False
2026-01-26,194A,0.66,3.47,16.77,0.44,False,False,8.67,False
2026-01-26,4888,2.44,17.65,57.24,0.32,False,False,9.32,False
2026-01-26,3853,-2.09,-20.26,-55.08,1.47,False,False,11.31,False
2026-01-26,6085,-5.32,-44.83,-89.4,0.17,False,False,11.47,False
2026-01-26,3070,9.76,87.49,6600.84,11.27,True,True,15.84,True
2026-01-26,1673,1.45,10.03,7.26,1.11,False,False,8.18,False
2026-01-26,198A,-4.16,-35.89,-72.84,0.48,False,False,14.29,False
2026-01-26,3168,-3.17,-28.16,-58.19,0.67,False,False,14.69,True
