code,scan_date,trade_date,scan_cond,trade_cond,today_rise,rb_score,gap_pct,ret_oc,ret_max,ret_low,lower_shadow_ratio,vol_decay_3d,consec_drop
3479,2026-02-26,2026-02-27,NORMAL,STRONG,-8.39,7,1.22,-4.73,1.16,-5.66,0.017,0,4
3479,2026-02-27,2026-03-02,STRONG,WEAK,-3.57,7,0.05,0.39,2.19,-2.04,0.136,0,5
3480,2025-10-30,2025-10-31,NORMAL,NORMAL,-6.46,7,1.8,-1.09,0.54,-1.49,0.095,0,3
3482,2025-11-04,2025-11-05,NORMAL,WEAK,-10.37,5,-0.79,-1.46,0.38,-4.94,0.731,0,5
3482,2025-12-01,2025-12-02,WEAK,WEAK,-3.74,2,0.25,-2.36,0.28,-2.93,0.242,0,1
3486,2025-11-14,2025-11-17,NORMAL,NORMAL,-4.5,6,-1.31,-5.2,1.33,-6.57,0.487,0,2
3486,2025-11-19,2025-11-20,NORMAL,STRONG,-3.49,9,0.76,0.28,1.13,-1.75,0.261,0,5
3486,2025-12-01,2025-12-02,WEAK,WEAK,-4.17,5,0.42,-3.45,0.0,-3.86,0.02,0,1
3486,2025-12-02,2025-12-03,WEAK,WEAK,-3.04,6,-0.63,-0.49,0.53,-2.57,0.108,0,2
3491,2025-10-24,2025-10-27,NORMAL,STRONG,-3.54,2,0.33,1.66,2.14,-0.1,0.214,0,2
3491,2025-12-02,2025-12-03,WEAK,WEAK,-4.44,2,0.82,2.74,3.04,-1.47,0.0,0,2
3491,2025-12-16,2025-12-17,WEAK,NORMAL,-10.33,6,2.08,0.56,2.81,-1.94,0.049,0,1
3491,2025-12-18,2025-12-19,NORMAL,NORMAL,-7.11,4,3.01,2.76,7.43,-1.54,0.088,0,1
3491,2025-12-23,2025-12-24,NORMAL,NORMAL,-4.61,2,-0.64,-4.0,0.0,-4.16,0.216,0,1
3491,2025-12-24,2025-12-25,NORMAL,NORMAL,-4.62,4,-2.03,7.07,7.87,-0.86,0.039,0,2
3491,2025-12-29,2025-12-30,NORMAL,WEAK,-3.55,2,-1.04,-1.61,1.56,-1.78,0.189,0,1
3491,2026-01-05,2026-01-06,NORMAL,STRONG,-4.57,4,-0.77,1.55,1.79,-2.15,0.114,0,3
3491,2026-01-13,2026-01-14,NORMAL,NORMAL,-4.22,4,0.56,2.35,3.77,-0.37,0.023,0,1
3491,2026-01-20,2026-01-21,WEAK,WEAK,-4.5,3,-2.05,-0.92,0.74,-3.21,0.2,0,1
3491,2026-02-04,2026-02-05,NORMAL,NORMAL,-3.41,4,1.0,1.78,3.3,-1.05,0.143,0,2
3494,2025-11-05,2025-11-06,WEAK,NORMAL,-3.29,6,0.0,-0.52,3.4,-0.52,0.727,0,2
3496,2026-01-20,2026-01-21,WEAK,WEAK,-4.02,2,-1.6,0.41,1.12,-0.61,0.0,0,1
3496,2026-02-02,2026-02-03,NORMAL,STRONG,-3.21,9,0.8,-0.45,2.27,-0.68,0.104,0,6
3496,2026-02-13,2026-02-16,WEAK,NORMAL,-3.46,4,0.0,2.89,5.09,-0.23,0.282,0,2
3496,2026-02-17,2026-02-18,NORMAL,STRONG,-3.15,3,0.7,0.69,1.5,-0.81,0.148,0,1
3498,2025-11-05,2025-11-06,WEAK,NORMAL,-3.25,5,0.37,-2.11,1.73,-2.11,0.083,0,2
3498,2025-12-19,2025-12-22,NORMAL,NORMAL,-3.45,4,0.0,-0.79,0.13,-1.46,0.071,0,4
3498,2026-02-13,2026-02-16,WEAK,NORMAL,-3.25,2,1.26,2.07,3.04,-0.55,0.111,1,1
3498,2026-03-13,2026-03-16,WEAK,NORMAL,-4.3,4,-1.5,-2.13,0.91,-2.43,0.0,0,2
3498,2026-03-16,2026-03-17,NORMAL,NORMAL,-3.59,6,1.55,-0.76,0.61,-1.07,0.091,0,3
350A,2025-10-02,2025-10-03,NORMAL,STRONG,-5.48,7,1.53,3.44,5.06,-0.65,0.206,0,4
350A,2025-10-08,2025-10-09,NORMAL,NORMAL,-3.44,5,3.76,8.82,9.8,-1.76,0.267,0,1
350A,2025-10-17,2025-10-20,WEAK,STRONG,-4.53,5,2.95,4.3,5.74,-0.31,0.098,0,5
350A,2025-10-30,2025-10-31,NORMAL,NORMAL,-84.23,10,-1.74,-2.48,2.48,-4.02,0.28,0,1
350A,2025-10-31,2025-11-04,NORMAL,NORMAL,-4.18,9,3.64,6.78,7.95,-1.17,0.236,0,2
350A,2025-11-05,2025-11-06,WEAK,NORMAL,-6.57,9,1.76,-6.11,0.0,-6.11,0.254,0,1
350A,2025-11-06,2025-11-07,NORMAL,NORMAL,-4.45,8,-1.23,1.49,2.98,-1.86,0.0,1,2
350A,2025-12-01,2025-12-02,WEAK,WEAK,-4.75,3,0.73,-0.72,1.93,-0.84,0.311,0,1
350A,2025-12-11,2025-12-12,WEAK,STRONG,-3.08,2,5.33,-6.51,1.33,-6.87,0.097,0,3
350A,2025-12-16,2025-12-17,WEAK,NORMAL,-8.86,4,0.13,-1.48,0.94,-5.12,0.115,0,1
350A,2025-12-18,2025-12-19,NORMAL,NORMAL,-3.28,5,0.42,1.41,1.83,-1.83,0.053,1,3
350A,2026-01-29,2026-01-30,NORMAL,NORMAL,-4.53,3,0.56,0.83,0.83,-0.97,0.077,0,1
350A,2026-02-13,2026-02-16,WEAK,NORMAL,-3.24,3,1.4,2.2,2.2,-1.93,0.222,0,2
350A,2026-03-16,2026-03-17,NORMAL,NORMAL,-3.43,2,5.71,-4.2,5.64,-4.44,0.018,1,1
350A,2026-03-26,2026-03-27,WEAK,NORMAL,-3.44,3,-0.14,6.32,7.14,0.0,0.267,0,1
3512,2025-12-25,2025-12-26,NORMAL,NORMAL,-5.78,2,-0.38,-1.28,0.0,-4.11,0.13,0,1
3513,2026-01-16,2026-01-19,NORMAL,NORMAL,-7.1,3,1.38,4.37,6.49,0.0,0.233,0,1
3529,2026-01-19,2026-01-20,NORMAL,WEAK,-4.18,3,0.84,-5.99,0.0,-7.82,0.032,0,2
3529,2026-01-20,2026-01-21,WEAK,WEAK,-5.2,6,1.42,4.62,4.89,-1.4,0.234,0,3
3529,2026-01-29,2026-01-30,NORMAL,NORMAL,-5.23,6,-0.26,1.14,1.14,-2.11,0.337,0,2
3529,2026-02-13,2026-02-16,WEAK,NORMAL,-5.54,7,0.59,-0.29,1.55,-0.97,0.13,0,5
3529,2026-03-26,2026-03-27,WEAK,NORMAL,-3.18,6,-0.41,0.21,0.82,-0.93,0.222,0,1
352A,2025-11-20,2025-11-21,STRONG,STRONG,-5.52,8,-0.58,3.41,4.24,-0.35,0.0,0,8
352A,2025-12-17,2025-12-18,NORMAL,NORMAL,-4.55,3,0.0,-3.45,0.0,-4.4,0.212,0,2
352A,2025-12-18,2025-12-19,NORMAL,NORMAL,-3.45,3,1.85,1.33,2.66,0.0,0.216,0,3
3539,2025-10-30,2025-10-31,NORMAL,NORMAL,-48.28,10,0.0,-2.46,1.23,-2.98,0.227,0,3
3539,2026-03-17,2026-03-18,NORMAL,STRONG,-3.16,6,0.65,2.4,2.4,-0.13,0.167,0,5
3541,2025-10-15,2025-10-16,STRONG,NORMAL,-7.0,8,2.93,-0.41,1.22,-1.83,0.366,0,3
3542,2025-10-03,2025-10-06,STRONG,STRONG,-3.21,3,0.73,-3.96,4.13,-5.86,0.165,1,2
3542,2025-10-06,2025-10-07,STRONG,NORMAL,-3.26,4,-0.99,-1.82,0.0,-3.76,0.19,1,3
3542,2025-11-25,2025-11-26,NORMAL,STRONG,-4.27,3,0.91,0.71,2.5,-0.64,0.155,0,1
3542,2025-12-02,2025-12-03,WEAK,WEAK,-4.97,4,0.0,-6.51,0.0,-8.12,0.095,0,3
3542,2025-12-03,2025-12-04,WEAK,NORMAL,-6.51,9,-0.65,-5.85,0.0,-7.29,0.198,0,4
3542,2025-12-04,2025-12-05,NORMAL,WEAK,-6.46,9,0.08,0.69,3.22,-0.38,0.198,0,5
3542,2026-02-20,2026-02-24,WEAK,NORMAL,-3.84,2,2.14,3.3,4.57,-3.3,0.306,0,1
3546,2025-10-15,2025-10-16,STRONG,NORMAL,-3.98,4,1.25,0.0,0.0,-1.05,0.13,0,1
3546,2026-01-13,2026-01-14,NORMAL,NORMAL,-3.14,2,-3.98,1.94,2.37,-1.27,0.189,0,1
3546,2026-01-19,2026-01-20,NORMAL,WEAK,-3.01,5,0.71,-1.06,0.18,-1.41,0.125,0,5
3547,2025-10-16,2025-10-17,NORMAL,WEAK,-12.73,5,0.45,1.21,3.82,-0.4,0.1,0,1
3547,2025-11-27,2025-11-28,NORMAL,NORMAL,-5.34,7,-0.44,1.87,3.06,-0.15,0.101,0,2
3547,2026-01-15,2026-01-16,STRONG,NORMAL,-3.61,4,0.97,-3.4,0.0,-3.81,0.32,0,2
3548,2026-02-26,2026-02-27,NORMAL,STRONG,-6.63,6,0.13,1.18,1.18,0.0,0.167,0,1
3549,2025-10-03,2025-10-06,STRONG,STRONG,-5.73,7,0.53,3.96,4.6,-0.2,0.413,0,3
3549,2026-01-06,2026-01-07,STRONG,NORMAL,-4.39,2,-2.42,3.79,3.79,-0.07,0.292,0,3
3549,2026-02-17,2026-02-18,NORMAL,STRONG,-7.51,5,2.97,-5.26,0.0,-7.88,0.184,0,1
3553,2026-03-10,2026-03-11,WEAK,NORMAL,-15.02,8,1.41,1.89,4.58,-0.9,0.323,0,4
3556,2025-10-17,2025-10-20,WEAK,STRONG,-3.58,2,0.85,1.16,1.89,-1.37,0.067,0,1
3556,2025-11-14,2025-11-17,NORMAL,NORMAL,-3.35,4,0.31,3.05,3.05,-1.32,0.247,0,2
3556,2025-11-19,2025-11-20,NORMAL,STRONG,-4.79,3,4.82,-1.63,0.0,-2.86,0.265,0,2
3556,2025-12-02,2025-12-03,WEAK,WEAK,-3.77,4,0.53,-0.84,0.74,-1.79,0.158,0,4
3556,2025-12-05,2025-12-08,WEAK,NORMAL,-3.53,2,0.0,-3.66,1.61,-4.73,0.088,0,1
3556,2025-12-08,2025-12-09,NORMAL,NORMAL,-3.66,4,0.45,-3.89,1.0,-4.67,0.169,0,2
3556,2025-12-09,2025-12-10,NORMAL,NORMAL,-3.46,4,1.39,3.88,3.88,-0.46,0.137,0,3
3556,2026-01-08,2026-01-09,NORMAL,NORMAL,-5.99,3,2.45,2.58,4.69,-1.44,0.0,0,1
3556,2026-01-16,2026-01-19,NORMAL,NORMAL,-3.09,2,2.52,-1.56,0.0,-2.7,0.306,0,1
3556,2026-02-05,2026-02-06,NORMAL,NORMAL,-4.43,2,0.55,0.09,0.72,-3.07,0.215,0,2
3556,2026-02-20,2026-02-24,WEAK,NORMAL,-5.02,2,1.76,-5.37,0.64,-5.37,0.113,1,3
3556,2026-02-24,2026-02-25,NORMAL,NORMAL,-3.71,3,0.38,-3.36,1.44,-3.55,0.0,0,4
3556,2026-03-10,2026-03-11,WEAK,NORMAL,-5.55,3,0.95,-0.66,1.78,-1.5,0.686,0,1
3556,2026-03-13,2026-03-16,WEAK,NORMAL,-4.2,4,0.1,2.34,2.44,-0.1,0.0,0,2
3556,2026-03-26,2026-03-27,WEAK,NORMAL,-4.24,2,-0.84,0.0,0.74,-2.23,0.0,0,1
3558,2025-10-24,2025-10-27,NORMAL,STRONG,-3.97,2,1.59,0.81,2.03,-1.16,0.184,0,2
3558,2025-11-11,2025-11-12,NORMAL,STRONG,-5.72,2,-0.77,1.95,3.51,-0.39,0.049,0,1
3558,2025-11-13,2025-11-14,NORMAL,NORMAL,-3.06,3,-1.12,-2.2,2.06,-3.13,0.111,1,1
3558,2025-11-14,2025-11-17,NORMAL,NORMAL,-3.29,4,1.97,1.07,1.07,-2.6,0.179,0,2
3561,2025-11-13,2025-11-14,NORMAL,NORMAL,-3.93,5,0.07,0.51,1.17,-0.22,0.154,0,1
3562,2026-01-14,2026-01-15,NORMAL,STRONG,-19.99,8,-10.49,7.65,7.71,-0.34,0.0,0,2
3562,2026-01-15,2026-01-16,STRONG,NORMAL,-3.65,9,0.1,2.12,2.85,-0.78,0.042,0,3
3562,2026-02-26,2026-02-27,NORMAL,STRONG,-3.77,5,-0.11,-0.51,0.17,-0.85,0.0,0,4
3563,2025-10-03,2025-10-06,STRONG,STRONG,-6.09,6,1.92,-1.55,0.37,-3.83,0.193,0,2
3563,2025-11-19,2025-11-20,NORMAL,STRONG,-4.92,6,-0.06,4.86,7.39,-1.22,0.115,0,4
3563,2026-03-06,2026-03-10,NORMAL,WEAK,-3.49,3,-3.17,3.56,4.68,-1.37,0.303,0,3
3565,2025-11-25,2025-11-26,NORMAL,STRONG,-3.74,5,2.74,1.04,1.78,-1.78,0.177,0,1
3565,2026-01-21,2026-01-22,WEAK,STRONG,-3.19,4,1.25,2.02,4.04,-0.65,0.3,0,2
3565,2026-02-02,2026-02-03,NORMAL,STRONG,-3.06,4,2.11,-1.58,0.34,-2.2,0.044,0,6
3565,2026-02-04,2026-02-05,NORMAL,NORMAL,-4.47,5,-1.02,2.66,3.7,-1.18,0.103,0,1
3565,2026-02-12,2026-02-13,NORMAL,WEAK,-4.46,3,-1.77,-2.45,1.15,-2.81,0.171,0,1
3565,2026-02-13,2026-02-16,WEAK,NORMAL,-4.17,5,0.44,3.74,3.74,-0.22,0.091,0,2
3565,2026-02-19,2026-02-20,NORMAL,WEAK,-4.76,4,-0.45,-2.4,0.3,-2.69,0.049,0,1
3565,2026-02-24,2026-02-25,NORMAL,NORMAL,-3.3,4,-0.63,-1.04,0.64,-1.6,0.455,0,3
3569,2026-03-10,2026-03-11,WEAK,NORMAL,-5.39,2,2.0,0.0,1.51,-0.3,0.267,1,3
3580,2026-02-05,2026-02-06,NORMAL,NORMAL,-4.34,3,0.0,1.86,2.56,-0.7,0.158,0,1
3580,2026-03-26,2026-03-27,WEAK,NORMAL,-3.7,4,0.0,-2.11,0.12,-2.11,0.333,0,1
3591,2025-11-05,2025-11-06,WEAK,NORMAL,-3.07,4,-0.12,0.33,0.58,-0.6,0.244,0,9
3591,2025-12-01,2025-12-02,WEAK,WEAK,-3.81,3,0.0,-0.02,0.48,-0.71,0.128,0,2
3608,2026-02-26,2026-02-27,NORMAL,STRONG,-3.03,3,0.09,2.58,2.58,-0.36,0.12,0,1
3611,2025-10-17,2025-10-20,WEAK,STRONG,-3.93,3,1.93,0.54,0.77,-1.62,0.552,0,1
3611,2026-02-13,2026-02-16,WEAK,NORMAL,-8.48,4,-0.08,0.32,0.44,-2.02,0.25,0,1
3612,2026-02-26,2026-02-27,NORMAL,STRONG,-51.04,10,2.3,-2.19,0.0,-4.38,0.169,0,1
3612,2026-03-13,2026-03-16,WEAK,NORMAL,-3.09,7,-0.72,-2.62,0.0,-2.62,0.062,0,2
3612,2026-03-16,2026-03-17,NORMAL,NORMAL,-3.32,7,0.2,-0.4,0.6,-0.87,0.0,0,3
3626,2025-11-04,2025-11-05,NORMAL,WEAK,-5.66,2,0.28,3.54,3.64,-0.22,0.166,0,1
3626,2025-11-07,2025-11-10,NORMAL,STRONG,-5.59,2,0.62,2.4,2.63,-0.41,0.0,0,2
3626,2026-01-15,2026-01-16,STRONG,NORMAL,-3.4,2,-1.6,-0.71,0.96,-0.81,0.092,1,1
3626,2026-02-04,2026-02-05,NORMAL,NORMAL,-15.83,10,-1.88,-0.71,2.27,-2.41,0.0,0,1
3626,2026-02-06,2026-02-09,NORMAL,STRONG,-4.77,9,2.03,-1.19,0.71,-3.04,0.014,1,3
3626,2026-02-12,2026-02-13,NORMAL,WEAK,-3.84,9,-1.11,-6.43,0.32,-6.66,0.008,0,1
3626,2026-02-13,2026-02-16,WEAK,NORMAL,-7.46,8,1.32,0.72,0.78,-1.46,0.034,0,2
3626,2026-02-24,2026-02-25,NORMAL,NORMAL,-5.95,9,1.37,-0.51,1.55,-1.38,0.243,0,5
3632,2026-02-06,2026-02-09,NORMAL,STRONG,-3.81,7,1.32,-1.3,0.0,-2.08,0.667,0,1
3632,2026-02-13,2026-02-16,WEAK,NORMAL,-4.08,5,0.8,-0.79,0.0,-1.32,0.062,0,1
3633,2025-12-29,2025-12-30,NORMAL,WEAK,-10.49,3,0.0,-2.36,1.14,-3.46,0.273,0,2
3634,2026-02-10,2026-02-12,STRONG,NORMAL,-7.33,3,1.74,-1.37,2.63,-2.86,0.342,0,1
3634,2026-02-16,2026-02-17,NORMAL,NORMAL,-9.67,3,4.92,-4.48,1.98,-4.69,0.566,0,1
3635,2025-12-05,2025-12-08,WEAK,NORMAL,-3.04,2,0.35,0.1,0.17,-1.58,0.0,0,1
3635,2026-02-04,2026-02-05,NORMAL,NORMAL,-6.57,8,0.61,1.67,3.27,-1.03,0.0,0,3
3635,2026-02-13,2026-02-16,WEAK,NORMAL,-3.66,5,2.46,1.87,2.18,-0.79,0.047,0,2
3636,2026-02-24,2026-02-25,NORMAL,NORMAL,-4.7,3,1.37,0.52,1.14,-0.52,0.027,0,2
3640,2026-02-06,2026-02-09,NORMAL,STRONG,-5.61,2,0.14,1.66,2.62,-1.52,0.079,0,2
3646,2026-02-16,2026-02-17,NORMAL,NORMAL,-9.26,3,4.19,-3.27,0.0,-4.27,0.378,0,1
3648,2026-02-04,2026-02-05,NORMAL,NORMAL,-7.67,5,1.15,-2.89,0.0,-3.65,0.025,0,2
3649,2025-11-27,2025-11-28,NORMAL,NORMAL,-3.42,2,1.15,-2.06,0.41,-2.16,0.037,0,1
3649,2026-02-13,2026-02-16,WEAK,NORMAL,-3.69,4,0.23,-4.49,0.11,-4.61,0.141,0,3
3649,2026-02-16,2026-02-17,NORMAL,NORMAL,-4.28,4,-0.24,-0.83,0.47,-0.83,0.024,0,4
3649,2026-02-24,2026-02-25,NORMAL,NORMAL,-8.67,3,0.0,0.86,1.73,-1.23,0.088,0,1
3652,2026-02-13,2026-02-16,WEAK,NORMAL,-7.52,8,0.0,3.25,3.25,-2.49,0.218,0,3
3653,2025-12-15,2025-12-16,NORMAL,WEAK,-4.93,5,0.96,-4.89,0.0,-5.01,0.471,0,1
3653,2025-12-16,2025-12-17,WEAK,NORMAL,-3.98,5,0.38,0.62,1.12,-0.38,0.024,1,2
3653,2026-03-16,2026-03-17,NORMAL,NORMAL,-14.88,8,-0.15,-1.18,0.15,-1.76,0.078,0,3
3655,2025-10-17,2025-10-20,WEAK,STRONG,-3.22,2,1.98,4.9,5.28,-0.31,0.213,0,1
3655,2025-12-29,2025-12-30,NORMAL,WEAK,-3.51,3,-0.04,-1.32,0.11,-1.36,0.0,0,1
3656,2025-10-08,2025-10-09,NORMAL,NORMAL,-5.07,2,-1.46,-1.48,2.46,-1.48,0.056,0,2
3656,2025-11-14,2025-11-17,NORMAL,NORMAL,-10.42,3,2.79,5.43,5.88,-1.36,0.0,1,1
3656,2026-01-19,2026-01-20,NORMAL,WEAK,-7.89,3,0.61,4.26,8.21,-0.91,0.172,0,3
3656,2026-02-02,2026-02-03,NORMAL,STRONG,-3.81,3,2.44,-9.82,0.3,-11.31,0.053,0,1
3656,2026-02-03,2026-02-04,STRONG,NORMAL,-7.62,5,0.0,3.96,5.94,0.0,0.128,0,2
3656,2026-02-06,2026-02-09,NORMAL,STRONG,-3.48,3,1.64,1.61,2.58,-3.87,0.72,0,1
3656,2026-02-12,2026-02-13,NORMAL,WEAK,-4.72,2,2.48,2.42,10.88,-2.11,0.136,0,1
3656,2026-02-20,2026-02-24,WEAK,NORMAL,-4.62,2,-1.94,0.99,4.28,-0.66,0.143,0,1
3656,2026-03-16,2026-03-17,NORMAL,NORMAL,-3.22,2,1.53,-5.79,0.76,-8.06,0.636,0,3
3656,2026-03-24,2026-03-25,STRONG,STRONG,-4.62,2,0.61,0.0,1.51,-2.71,0.118,0,3
3656,2026-03-26,2026-03-27,WEAK,NORMAL,-3.61,2,-2.5,3.85,6.41,-1.6,0.048,0,1
3657,2025-12-10,2025-12-11,NORMAL,WEAK,-6.61,6,0.32,-0.64,0.96,-0.64,0.083,0,3
3657,2026-01-29,2026-01-30,NORMAL,NORMAL,-3.37,4,0.0,0.32,0.32,-0.63,0.286,0,4
3657,2026-02-13,2026-02-16,WEAK,NORMAL,-3.0,7,1.03,2.38,2.38,-0.68,0.111,0,1
3659,2025-10-22,2025-10-23,STRONG,NORMAL,-3.86,2,0.06,0.35,1.12,-1.41,0.0,0,1
3659,2026-01-30,2026-02-02,NORMAL,NORMAL,-10.63,6,1.9,-3.76,1.73,-3.78,0.167,0,3
3659,2026-02-13,2026-02-16,WEAK,NORMAL,-16.19,9,3.62,-5.09,0.0,-5.82,0.265,0,1
3659,2026-02-24,2026-02-25,NORMAL,NORMAL,-3.08,5,-0.32,-0.48,0.74,-0.8,0.204,0,2
3659,2026-03-06,2026-03-10,NORMAL,WEAK,-3.83,5,1.32,0.55,1.14,-1.23,0.226,0,3
3659,2026-03-17,2026-03-18,NORMAL,STRONG,-3.31,4,0.51,0.37,1.05,-0.7,0.0,0,1
365A,2026-02-26,2026-02-27,NORMAL,STRONG,-6.05,3,0.0,0.15,0.44,-1.17,0.375,0,2
3660,2026-01-13,2026-01-14,NORMAL,NORMAL,-4.9,2,0.21,0.21,1.07,-0.86,0.16,0,1
3660,2026-01-20,2026-01-21,WEAK,WEAK,-3.09,2,-1.91,1.3,1.74,-0.65,0.133,0,1
3660,2026-02-13,2026-02-16,WEAK,NORMAL,-4.88,4,-0.89,3.38,3.38,-0.9,0.091,0,1
3661,2025-10-16,2025-10-17,NORMAL,WEAK,-4.27,7,7.63,2.68,4.46,-0.84,0.071,0,4
3661,2025-11-06,2025-11-07,NORMAL,NORMAL,-5.8,2,0.67,0.89,1.11,-0.89,0.087,0,3
3661,2025-12-10,2025-12-11,NORMAL,WEAK,-3.72,3,-0.36,-1.14,0.6,-2.21,0.325,0,2
3661,2025-12-29,2025-12-30,NORMAL,WEAK,-49.84,6,-1.58,-2.68,0.75,-4.07,0.857,0,1
3661,2025-12-30,2026-01-05,WEAK,NORMAL,-4.22,7,0.66,0.44,0.77,-1.97,0.289,0,2
3661,2026-01-13,2026-01-14,NORMAL,NORMAL,-3.79,8,0.0,-4.17,0.0,-4.95,0.286,0,1
3661,2026-01-14,2026-01-15,NORMAL,STRONG,-4.17,9,0.35,-0.47,0.35,-1.52,0.159,0,2
3661,2026-02-16,2026-02-17,NORMAL,NORMAL,-13.98,10,-0.3,-0.15,0.89,-2.52,0.155,0,3
3661,2026-03-16,2026-03-17,NORMAL,NORMAL,-3.62,2,-0.3,-1.66,1.06,-2.11,0.056,0,1
3662,2025-12-05,2025-12-08,WEAK,NORMAL,-3.36,2,5.35,-0.17,0.42,-4.74,0.0,0,1
3662,2026-01-29,2026-01-30,NORMAL,NORMAL,-6.56,7,-0.61,-1.32,0.62,-2.38,0.0,0,4
3662,2026-02-02,2026-02-03,NORMAL,STRONG,-3.58,6,1.11,-2.02,0.92,-2.48,0.054,0,6
3662,2026-02-13,2026-02-16,WEAK,NORMAL,-3.57,6,1.07,-1.83,0.0,-2.02,0.111,0,1
3662,2026-03-16,2026-03-17,NORMAL,NORMAL,-4.36,6,1.06,-1.89,0.52,-2.1,0.147,0,1
3663,2025-10-17,2025-10-20,WEAK,STRONG,-3.92,6,1.76,1.98,2.47,-0.74,0.036,0,4
3663,2026-01-05,2026-01-06,NORMAL,STRONG,-3.66,2,1.43,3.37,3.8,-0.25,0.128,0,2
3663,2026-01-14,2026-01-15,NORMAL,STRONG,-3.62,2,-0.06,-0.25,0.57,-1.85,0.03,0,1
3663,2026-02-13,2026-02-16,WEAK,NORMAL,-4.71,5,-1.03,-5.81,0.0,-6.7,0.027,0,2
3663,2026-02-16,2026-02-17,NORMAL,NORMAL,-6.78,8,-0.24,1.27,1.74,-1.58,0.133,0,3
3665,2026-01-29,2026-01-30,NORMAL,NORMAL,-15.29,6,-1.85,-4.95,2.36,-5.42,0.233,0,2
3665,2026-01-30,2026-02-02,NORMAL,NORMAL,-6.71,6,0.5,-2.47,1.48,-2.47,0.061,0,3
3665,2026-03-16,2026-03-17,NORMAL,NORMAL,-6.28,4,-0.52,-1.3,1.55,-2.85,0.207,0,1
3668,2026-02-04,2026-02-05,NORMAL,NORMAL,-3.66,5,3.8,2.06,3.66,-1.83,0.0,0,1
366A,2025-12-11,2025-12-12,WEAK,STRONG,-4.89,6,0.31,-5.21,0.49,-5.57,0.125,0,2
366A,2025-12-12,2025-12-15,STRONG,NORMAL,-4.92,8,-0.09,2.4,2.54,-0.85,0.059,0,3
366A,2026-01-29,2026-01-30,NORMAL,NORMAL,-48.75,9,-0.19,-1.41,0.19,-4.34,0.468,0,8
366A,2026-02-02,2026-02-03,NORMAL,STRONG,-4.11,9,1.69,-1.27,0.0,-1.27,0.24,0,9
366A,2026-02-17,2026-02-18,NORMAL,STRONG,-5.69,10,0.0,-0.85,0.95,-2.65,0.402,0,1
3671,2025-11-25,2025-11-26,NORMAL,STRONG,-4.12,6,-0.61,-0.62,0.0,-2.47,0.15,0,2
3671,2026-01-21,2026-01-22,WEAK,STRONG,-5.61,3,-0.28,1.42,2.27,-0.28,0.19,0,1
3673,2025-10-17,2025-10-20,WEAK,STRONG,-3.5,2,1.67,0.82,0.96,-0.69,0.0,0,1
3673,2025-11-14,2025-11-17,NORMAL,NORMAL,-4.53,3,0.0,-0.42,0.42,-1.67,0.0,0,1
3673,2026-01-21,2026-01-22,WEAK,STRONG,-3.31,4,0.85,0.28,0.85,-0.99,0.154,0,2
3673,2026-02-04,2026-02-05,NORMAL,NORMAL,-7.77,9,0.99,0.16,1.31,-0.98,0.0,0,1
3673,2026-02-06,2026-02-09,NORMAL,STRONG,-3.27,9,1.69,-0.5,0.83,-1.5,0.87,0,1
3673,2026-02-16,2026-02-17,NORMAL,NORMAL,-3.02,6,-0.16,-0.16,0.33,-1.64,0.786,0,2
3673,2026-02-24,2026-02-25,NORMAL,NORMAL,-3.24,3,1.37,1.95,2.7,-3.3,0.29,0,1
3675,2026-02-13,2026-02-16,WEAK,NORMAL,-4.17,6,0.97,1.91,2.23,-0.16,0.432,0,1
3676,2026-02-12,2026-02-13,NORMAL,WEAK,-4.77,6,-0.8,-1.72,0.69,-3.21,0.0,0,1
3676,2026-02-16,2026-02-17,NORMAL,NORMAL,-3.74,8,0.49,3.86,3.99,-0.6,0.161,0,3
3678,2025-10-16,2025-10-17,NORMAL,WEAK,-4.82,5,0.11,0.22,0.54,-2.61,0.182,0,1
3678,2026-01-15,2026-01-16,STRONG,NORMAL,-5.3,5,0.12,-2.8,0.0,-2.85,0.367,0,2
3679,2026-02-06,2026-02-09,NORMAL,STRONG,-3.46,5,0.67,1.33,3.33,-1.11,0.0,0,1
3679,2026-02-13,2026-02-16,WEAK,NORMAL,-3.23,7,-0.71,2.4,2.4,-0.24,0.143,0,3
3683,2025-10-17,2025-10-20,WEAK,STRONG,-3.99,3,1.9,2.28,2.49,-0.41,0.306,0,1
3683,2025-11-11,2025-11-12,NORMAL,STRONG,-10.34,6,4.05,4.18,5.14,-2.2,0.209,0,1
3683,2025-11-13,2025-11-14,NORMAL,NORMAL,-3.52,3,-1.82,-0.74,1.04,-1.26,0.091,1,1
3683,2026-02-06,2026-02-09,NORMAL,STRONG,-3.32,5,-0.16,-0.16,0.47,-1.33,0.031,0,1
3683,2026-02-13,2026-02-16,WEAK,NORMAL,-6.73,7,-0.74,-3.72,2.15,-7.85,0.073,0,1
3683,2026-02-16,2026-02-17,NORMAL,NORMAL,-4.43,8,0.86,2.13,3.06,-0.77,0.413,0,2
3683,2026-03-13,2026-03-16,WEAK,NORMAL,-3.4,6,-0.95,0.58,1.92,-0.96,0.147,1,8
3687,2025-12-01,2025-12-02,WEAK,WEAK,-3.05,6,0.94,-1.37,0.5,-1.37,0.073,0,2
3687,2025-12-11,2025-12-12,WEAK,STRONG,-3.38,2,1.62,-1.17,0.12,-1.91,0.082,0,1
