code,scan_date,trade_date,scan_cond,trade_cond,today_rise,rb_score,gap_pct,ret_oc,ret_max,ret_low,lower_shadow_ratio,vol_decay_3d,consec_drop
4598,2026-01-16,2026-01-19,NORMAL,NORMAL,-4.1,9,-2.72,0.4,1.2,-5.6,0.5,1,1
4598,2026-01-21,2026-01-22,WEAK,STRONG,-4.9,7,0.86,-0.85,1.7,-1.28,0.2,0,4
4598,2026-02-06,2026-02-09,NORMAL,STRONG,-3.52,5,0.46,-0.91,0.0,-2.27,0.143,0,2
4598,2026-03-26,2026-03-27,WEAK,NORMAL,-4.69,5,0.49,1.47,3.43,-0.98,0.115,0,1
4599,2025-12-03,2025-12-04,WEAK,NORMAL,-4.51,7,0.0,0.39,1.57,-0.39,0.071,0,3
4599,2025-12-15,2025-12-16,NORMAL,WEAK,-4.23,6,-0.4,2.02,2.02,0.0,0.167,0,2
4599,2025-12-22,2025-12-23,NORMAL,NORMAL,-3.08,2,0.0,5.95,5.95,0.0,0.0,0,1
460A,2026-01-14,2026-01-15,NORMAL,STRONG,-4.93,2,0.0,3.56,3.66,0.0,0.115,0,1
460A,2026-02-04,2026-02-05,NORMAL,NORMAL,-6.45,5,-1.08,3.05,4.68,-0.65,0.0,0,1
4617,2026-02-04,2026-02-05,NORMAL,NORMAL,-12.1,8,0.0,-0.13,1.93,-1.54,0.297,0,1
4617,2026-03-06,2026-03-10,NORMAL,WEAK,-6.08,2,-3.68,0.53,1.58,-0.92,0.333,0,3
4617,2026-03-10,2026-03-11,WEAK,NORMAL,-3.17,4,1.83,0.77,1.93,-0.39,0.368,0,4
4620,2025-11-13,2025-11-14,NORMAL,NORMAL,-3.89,4,-0.32,-0.65,0.16,-3.58,0.281,0,1
4620,2026-01-29,2026-01-30,NORMAL,NORMAL,-4.17,3,0.14,0.95,2.17,0.0,0.072,0,1
4626,2025-11-27,2025-11-28,NORMAL,NORMAL,-48.3,6,-0.17,-2.12,0.36,-2.25,0.431,0,1
4626,2025-12-19,2025-12-22,NORMAL,NORMAL,-6.02,7,0.38,-0.34,2.6,-2.23,0.235,0,2
4626,2026-02-25,2026-02-26,NORMAL,NORMAL,-10.96,3,-0.46,-2.22,0.39,-2.83,0.079,0,1
462A,2026-01-16,2026-01-19,NORMAL,NORMAL,-4.36,2,0.0,-0.31,0.0,-2.59,0.12,0,5
462A,2026-01-21,2026-01-22,WEAK,STRONG,-8.75,7,0.54,3.11,7.61,-2.47,0.196,0,1
462A,2026-03-16,2026-03-17,NORMAL,NORMAL,-7.1,8,-1.37,1.73,6.36,0.0,0.0,0,3
4631,2026-03-10,2026-03-11,WEAK,NORMAL,-5.05,2,2.81,-1.59,0.71,-1.73,0.444,0,3
4633,2026-02-13,2026-02-16,WEAK,NORMAL,-4.44,2,0.6,2.51,2.51,-0.6,0.192,0,1
4633,2026-03-10,2026-03-11,WEAK,NORMAL,-3.03,2,1.22,-3.24,0.6,-3.24,0.2,1,3
4635,2025-12-29,2025-12-30,NORMAL,WEAK,-80.13,10,-0.74,-2.97,0.0,-3.52,0.64,0,1
4635,2025-12-30,2026-01-05,WEAK,NORMAL,-3.69,10,0.63,-0.62,0.28,-1.45,0.154,0,2
463A,2026-01-14,2026-01-15,NORMAL,STRONG,-4.84,3,0.21,1.35,1.45,0.0,0.131,0,1
4641,2026-02-13,2026-02-16,WEAK,NORMAL,-3.12,4,0.42,1.3,1.49,-0.11,0.188,0,2
4642,2025-11-05,2025-11-06,WEAK,NORMAL,-11.29,5,-0.98,-1.3,1.12,-2.73,0.02,0,1
4651,2025-11-05,2025-11-06,WEAK,NORMAL,-6.05,5,0.99,1.47,2.45,-0.98,0.077,0,2
4651,2025-11-13,2025-11-14,NORMAL,NORMAL,-5.56,5,0.0,-1.96,0.49,-1.96,0.0,0,1
4651,2026-02-17,2026-02-18,NORMAL,STRONG,-6.7,5,0.48,0.0,1.9,0.0,0.0,0,3
4658,2025-11-04,2025-11-05,NORMAL,WEAK,-5.79,3,-2.26,-0.17,0.5,-2.56,0.123,0,1
4658,2025-12-08,2025-12-09,NORMAL,NORMAL,-3.77,5,0.0,-0.51,1.79,-0.51,0.353,0,2
4661,2025-10-08,2025-10-09,NORMAL,NORMAL,-3.72,2,0.0,2.41,2.41,-0.06,0.0,0,2
4661,2025-10-31,2025-11-04,NORMAL,NORMAL,-9.96,9,1.54,-1.17,0.03,-2.08,0.095,0,1
4662,2025-12-10,2025-12-11,NORMAL,WEAK,-5.18,3,-0.3,0.86,4.37,-2.28,0.422,0,2
4662,2026-02-04,2026-02-05,NORMAL,NORMAL,-3.09,2,0.0,2.18,2.4,-0.56,0.0,0,1
4662,2026-02-06,2026-02-09,NORMAL,STRONG,-3.83,2,1.59,-1.12,0.34,-1.34,0.255,0,1
4662,2026-02-13,2026-02-16,WEAK,NORMAL,-6.81,5,-1.67,3.8,4.27,-0.35,0.014,0,1
4664,2025-11-20,2025-11-21,STRONG,STRONG,-15.45,3,-1.99,-0.54,7.7,-2.84,0.042,0,2
4664,2025-12-08,2025-12-09,NORMAL,NORMAL,-23.41,3,0.6,5.03,14.42,-8.28,0.018,0,1
4664,2025-12-30,2026-01-05,WEAK,NORMAL,-7.73,2,2.0,-4.37,2.71,-5.27,0.079,0,1
4664,2026-01-13,2026-01-14,NORMAL,NORMAL,-16.27,3,0.09,-2.75,1.37,-5.13,0.133,0,2
4664,2026-01-21,2026-01-22,WEAK,STRONG,-4.23,5,1.98,-1.01,1.94,-3.32,0.652,0,1
4664,2026-02-13,2026-02-16,WEAK,NORMAL,-6.11,5,-0.32,2.57,6.64,-0.64,0.0,0,2
4666,2026-03-10,2026-03-11,WEAK,NORMAL,-4.76,5,0.18,0.49,1.97,-0.1,0.216,0,1
466A,2026-02-05,2026-02-06,NORMAL,NORMAL,-5.16,2,-1.48,0.59,0.59,-3.77,0.3,0,1
466A,2026-02-12,2026-02-13,NORMAL,WEAK,-3.91,3,-2.16,0.09,0.62,-0.44,0.6,0,1
4673,2026-01-14,2026-01-15,NORMAL,STRONG,-13.49,5,0.47,5.6,8.05,0.0,0.029,0,1
4674,2026-02-04,2026-02-05,NORMAL,NORMAL,-4.38,6,0.06,-0.25,0.56,-1.18,0.071,0,1
4674,2026-02-06,2026-02-09,NORMAL,STRONG,-3.35,7,2.25,1.19,1.82,-3.33,0.355,0,3
4674,2026-02-13,2026-02-16,WEAK,NORMAL,-4.28,3,0.0,-1.64,0.0,-2.39,0.081,1,1
4676,2025-11-07,2025-11-10,NORMAL,STRONG,-3.15,2,2.07,3.12,3.12,-0.43,0.0,0,1
4676,2025-11-11,2025-11-12,NORMAL,STRONG,-5.02,2,-0.32,1.13,1.13,-0.86,0.104,0,1
4676,2026-02-05,2026-02-06,NORMAL,NORMAL,-5.47,6,-3.36,-1.17,1.03,-2.88,0.299,0,2
4676,2026-02-06,2026-02-09,NORMAL,STRONG,-4.49,6,1.56,3.07,3.07,-0.6,0.438,1,3
4676,2026-02-18,2026-02-19,STRONG,NORMAL,-3.22,3,0.2,-1.66,0.23,-2.89,0.0,0,2
4680,2025-10-07,2025-10-08,NORMAL,NORMAL,-3.54,3,0.48,1.75,1.75,-0.32,0.14,0,1
4680,2025-11-06,2025-11-07,NORMAL,NORMAL,-4.08,3,2.22,-4.72,0.69,-9.62,0.071,0,1
4680,2025-11-13,2025-11-14,NORMAL,NORMAL,-3.9,5,-1.5,3.87,4.23,-0.13,0.0,1,1
4680,2025-12-01,2025-12-02,WEAK,WEAK,-3.3,3,-0.05,-1.77,0.2,-2.43,0.1,0,1
4680,2026-01-21,2026-01-22,WEAK,STRONG,-3.63,2,0.73,-0.27,0.63,-0.77,0.057,0,1
4680,2026-02-10,2026-02-12,STRONG,NORMAL,-3.46,6,-0.85,1.1,2.05,-2.33,0.287,0,3
4680,2026-02-13,2026-02-16,WEAK,NORMAL,-6.92,7,0.7,-0.97,1.22,-1.38,0.0,0,1
4680,2026-02-20,2026-02-24,WEAK,NORMAL,-3.77,3,-1.45,1.06,2.93,-0.39,0.143,0,1
4680,2026-03-10,2026-03-11,WEAK,NORMAL,-5.03,3,-0.67,-3.07,0.01,-3.7,0.181,0,1
4684,2026-02-04,2026-02-05,NORMAL,NORMAL,-9.99,10,0.0,3.76,5.7,-0.03,0.0,0,6
4684,2026-02-12,2026-02-13,NORMAL,WEAK,-5.02,5,1.64,-1.54,0.31,-2.79,0.007,0,1
4685,2025-10-07,2025-10-08,NORMAL,NORMAL,-4.74,10,0.0,4.55,5.26,-0.14,0.149,0,1
4685,2025-11-04,2025-11-05,NORMAL,WEAK,-7.06,2,-1.05,-3.84,1.32,-6.08,0.365,0,1
4685,2026-02-04,2026-02-05,NORMAL,NORMAL,-6.0,5,-0.57,0.14,1.43,-1.57,0.116,0,2
4685,2026-02-24,2026-02-25,NORMAL,NORMAL,-3.58,2,0.0,-0.43,0.86,-1.29,0.259,0,2
4686,2026-02-04,2026-02-05,NORMAL,NORMAL,-6.13,9,1.01,0.11,1.11,-1.0,0.353,0,1
4686,2026-02-06,2026-02-09,NORMAL,STRONG,-4.12,6,1.16,-3.33,0.8,-7.23,0.0,1,1
4686,2026-02-13,2026-02-16,WEAK,NORMAL,-5.72,7,1.01,-0.13,0.25,-1.38,0.061,0,2
4686,2026-02-24,2026-02-25,NORMAL,NORMAL,-4.38,7,1.31,-0.9,0.9,-1.16,0.152,0,1
4687,2025-11-07,2025-11-10,NORMAL,STRONG,-3.33,4,0.97,-1.41,0.52,-3.56,0.511,0,1
4687,2026-01-20,2026-01-21,WEAK,WEAK,-3.29,2,-0.85,0.62,0.86,-0.93,0.0,0,2
4687,2026-02-04,2026-02-05,NORMAL,NORMAL,-5.22,8,-0.34,0.69,2.07,-0.35,0.0,0,2
4687,2026-02-06,2026-02-09,NORMAL,STRONG,-3.95,7,1.52,-2.9,0.09,-3.61,0.195,1,1
4687,2026-02-13,2026-02-16,WEAK,NORMAL,-3.62,7,-0.56,0.95,1.04,-0.57,0.25,1,2
4689,2025-11-05,2025-11-06,WEAK,NORMAL,-3.67,6,-1.45,0.05,0.9,-1.26,0.14,0,2
4689,2026-02-04,2026-02-05,NORMAL,NORMAL,-3.59,6,6.35,1.37,2.14,-2.78,0.0,0,3
4689,2026-02-12,2026-02-13,NORMAL,WEAK,-5.52,3,0.81,-3.17,0.67,-3.4,0.0,0,2
4691,2025-11-19,2025-11-20,NORMAL,STRONG,-3.96,6,1.5,0.3,1.48,-0.74,0.035,1,4
4691,2026-01-13,2026-01-14,NORMAL,NORMAL,-3.45,3,0.21,-2.28,0.64,-2.49,0.019,0,1
4704,2025-12-05,2025-12-08,WEAK,NORMAL,-8.92,5,-0.77,-0.01,1.05,-0.76,0.128,0,1
4704,2025-12-09,2025-12-10,NORMAL,NORMAL,-4.09,6,0.44,-1.97,0.36,-3.2,0.04,0,3
4704,2025-12-29,2025-12-30,NORMAL,WEAK,-3.56,3,0.9,-1.25,0.06,-1.79,0.099,0,2
4704,2026-02-04,2026-02-05,NORMAL,NORMAL,-7.44,8,1.08,0.05,1.45,-0.58,0.142,0,1
4704,2026-02-13,2026-02-16,WEAK,NORMAL,-5.61,6,2.75,1.96,2.32,-0.75,0.0,0,2
4704,2026-02-24,2026-02-25,NORMAL,NORMAL,-13.75,9,2.43,0.06,2.25,-0.86,0.237,0,2
4709,2025-10-31,2025-11-04,NORMAL,NORMAL,-6.08,6,-0.59,-2.83,0.0,-3.33,0.248,0,4
4709,2025-11-04,2025-11-05,NORMAL,WEAK,-3.41,7,1.02,-0.81,0.71,-3.59,0.149,0,5
4709,2025-11-19,2025-11-20,NORMAL,STRONG,-3.42,5,0.77,0.71,1.48,-0.05,0.095,0,2
4716,2025-12-24,2025-12-25,NORMAL,NORMAL,-3.36,3,0.82,-0.56,0.26,-1.0,0.139,0,1
4716,2026-01-05,2026-01-06,NORMAL,STRONG,-3.9,6,0.99,-1.33,0.35,-2.38,0.146,0,3
4716,2026-01-16,2026-01-19,NORMAL,NORMAL,-5.83,8,1.93,-0.04,2.15,-0.93,0.0,0,5
4716,2026-01-20,2026-01-21,WEAK,WEAK,-3.46,6,-0.48,-2.24,0.09,-3.42,0.0,1,1
4716,2026-02-04,2026-02-05,NORMAL,NORMAL,-7.35,9,0.92,0.94,1.6,-0.47,0.146,0,8
4716,2026-02-06,2026-02-09,NORMAL,STRONG,-4.47,7,1.96,0.85,1.59,-0.77,0.0,1,1
4716,2026-02-12,2026-02-13,NORMAL,WEAK,-5.61,5,-0.33,-3.26,0.43,-4.38,0.083,0,1
4716,2026-02-13,2026-02-16,WEAK,NORMAL,-3.58,5,1.4,1.49,1.83,-0.98,0.234,0,2
4716,2026-02-24,2026-02-25,NORMAL,NORMAL,-6.59,4,3.04,0.63,1.51,-0.46,0.061,0,2
4716,2026-03-25,2026-03-26,STRONG,WEAK,-4.37,4,0.61,-3.41,0.68,-3.73,0.0,0,1
4718,2026-02-05,2026-02-06,NORMAL,NORMAL,-3.99,9,1.52,-0.3,0.2,-1.5,0.385,0,4
4720,2025-11-13,2025-11-14,NORMAL,NORMAL,-6.48,3,-5.84,0.39,4.26,-0.39,0.593,0,1
4722,2026-02-04,2026-02-05,NORMAL,NORMAL,-4.6,7,1.39,0.49,1.31,-0.98,0.013,0,1
4722,2026-02-13,2026-02-16,WEAK,NORMAL,-3.79,4,0.63,0.68,1.14,-0.85,0.0,1,2
472A,2026-01-29,2026-01-30,NORMAL,NORMAL,-3.8,5,0.16,1.26,2.21,0.0,0.5,0,1
472A,2026-02-16,2026-02-17,NORMAL,NORMAL,-19.12,8,0.0,-8.11,0.0,-9.17,0.075,0,2
472A,2026-02-17,2026-02-18,NORMAL,STRONG,-8.11,8,3.84,1.66,4.81,-0.37,0.115,0,3
472A,2026-02-19,2026-02-20,NORMAL,WEAK,-5.27,5,0.38,-0.19,0.76,-2.87,0.3,1,1
472A,2026-02-24,2026-02-25,NORMAL,NORMAL,-5.75,5,-0.2,-2.24,0.0,-2.44,0.097,0,1
4732,2026-03-10,2026-03-11,WEAK,NORMAL,-3.64,2,0.76,-1.03,0.5,-1.08,0.0,0,1
4733,2026-01-29,2026-01-30,NORMAL,NORMAL,-4.29,6,-1.78,-4.38,0.68,-5.14,0.306,0,1
4733,2026-01-30,2026-02-02,NORMAL,NORMAL,-6.08,10,-0.87,-1.71,0.28,-2.34,0.132,0,2
4733,2026-02-03,2026-02-04,STRONG,NORMAL,-3.98,10,-7.79,-1.49,2.65,-4.43,0.174,0,4
4733,2026-02-04,2026-02-05,NORMAL,NORMAL,-9.16,10,1.56,3.82,5.98,-1.08,0.415,0,5
4733,2026-02-12,2026-02-13,NORMAL,WEAK,-4.82,6,-0.84,-2.04,0.66,-2.36,0.26,0,1
4733,2026-02-17,2026-02-18,NORMAL,STRONG,-3.54,6,0.05,1.86,2.12,-0.58,0.203,0,1
4733,2026-02-24,2026-02-25,NORMAL,NORMAL,-3.61,5,1.78,1.08,1.38,-0.51,0.307,0,1
4746,2025-11-05,2025-11-06,WEAK,NORMAL,-3.0,4,0.52,2.56,3.33,-0.38,0.5,0,1
4750,2025-10-17,2025-10-20,WEAK,STRONG,-5.02,5,0.0,0.0,0.68,-0.17,0.312,0,1
4750,2025-12-03,2025-12-04,WEAK,NORMAL,-5.66,3,-0.69,1.55,1.55,-0.35,0.045,0,2
4750,2026-02-24,2026-02-25,NORMAL,NORMAL,-4.73,4,0.0,0.34,0.86,-0.34,0.244,0,1
4751,2025-12-11,2025-12-12,WEAK,STRONG,-3.54,3,0.12,1.09,1.52,-0.12,0.14,0,2
4751,2026-02-04,2026-02-05,NORMAL,NORMAL,-8.03,6,1.03,0.16,1.45,-0.59,0.0,0,3
4751,2026-02-12,2026-02-13,NORMAL,WEAK,-5.72,2,-0.33,-2.34,0.89,-2.93,0.0,1,1
4755,2025-11-14,2025-11-17,NORMAL,NORMAL,-9.43,4,0.01,0.22,1.33,-2.08,0.0,0,1
4755,2026-01-21,2026-01-22,WEAK,STRONG,-3.75,3,0.19,-0.56,0.91,-0.59,0.0,0,1
4755,2026-02-13,2026-02-16,WEAK,NORMAL,-10.55,6,0.9,-1.73,0.0,-2.48,0.002,0,2
475A,2026-02-16,2026-02-17,NORMAL,NORMAL,-9.19,6,0.2,-0.1,1.9,-2.5,0.203,0,2
4766,2026-02-17,2026-02-18,NORMAL,STRONG,-11.27,6,0.0,-0.79,0.4,-0.79,0.0,0,2
4768,2026-02-04,2026-02-05,NORMAL,NORMAL,-5.87,6,0.39,1.82,3.37,-0.29,0.127,0,1
476A,2026-02-17,2026-02-18,NORMAL,STRONG,-13.5,10,-0.69,-1.51,1.16,-1.86,0.375,0,4
4771,2025-10-24,2025-10-27,NORMAL,STRONG,-4.17,3,1.72,-2.1,4.1,-3.22,0.366,0,1
4771,2025-10-31,2025-11-04,NORMAL,NORMAL,-5.73,4,0.41,-5.3,0.04,-7.36,0.198,0,1
4771,2025-11-04,2025-11-05,NORMAL,WEAK,-4.91,2,0.0,-0.95,0.87,-1.38,0.278,0,2
4771,2026-02-05,2026-02-06,NORMAL,NORMAL,-4.36,3,0.61,-1.87,0.0,-2.83,0.0,0,3
4776,2025-12-11,2025-12-12,WEAK,STRONG,-3.03,3,0.04,0.46,0.88,-0.6,0.319,0,3
4776,2025-12-16,2025-12-17,WEAK,NORMAL,-3.36,4,0.43,0.18,0.61,-1.5,0.024,0,1
4776,2025-12-22,2025-12-23,NORMAL,NORMAL,-3.17,3,0.42,1.53,1.63,-0.35,0.087,0,1
4776,2026-01-05,2026-01-06,NORMAL,STRONG,-3.2,3,0.73,-0.4,0.07,-1.28,0.238,0,5
4776,2026-01-16,2026-01-19,NORMAL,NORMAL,-3.56,6,-0.08,-0.46,0.54,-1.08,0.047,0,1
4776,2026-02-04,2026-02-05,NORMAL,NORMAL,-7.57,10,1.08,1.67,3.52,-0.97,0.184,0,8
4776,2026-02-06,2026-02-09,NORMAL,STRONG,-3.82,7,1.28,-0.47,0.79,-1.26,0.507,1,1
4776,2026-02-13,2026-02-16,WEAK,NORMAL,-4.25,7,2.36,1.89,2.31,-0.69,0.536,0,2
4776,2026-02-24,2026-02-25,NORMAL,NORMAL,-5.45,4,2.44,0.48,1.34,-1.0,0.297,0,3
4777,2025-12-03,2025-12-04,WEAK,NORMAL,-4.39,3,0.92,-0.91,1.82,-0.91,0.125,0,1
477A,2026-02-02,2026-02-03,NORMAL,STRONG,-3.3,3,0.43,1.84,8.36,-0.28,0.048,0,7
477A,2026-03-17,2026-03-18,NORMAL,STRONG,-4.19,2,2.5,0.91,1.22,-1.22,0.0,0,4
477A,2026-03-26,2026-03-27,WEAK,NORMAL,-7.4,8,-0.18,-2.85,0.0,-5.52,0.266,0,1
4783,2025-11-10,2025-11-11,STRONG,NORMAL,-6.96,6,0.0,1.21,2.96,-0.47,0.075,0,2
4783,2025-11-14,2025-11-17,NORMAL,NORMAL,-3.31,3,0.8,0.24,1.14,-0.99,0.065,1,2
4784,2025-10-17,2025-10-20,WEAK,STRONG,-4.39,4,2.3,0.39,6.54,-0.39,0.022,0,2
4784,2025-10-30,2025-10-31,NORMAL,NORMAL,-6.09,5,-1.23,-1.35,1.04,-2.4,0.0,0,2
4784,2025-11-04,2025-11-05,NORMAL,WEAK,-9.5,7,-1.52,-0.36,0.83,-2.73,0.012,0,4
4784,2025-11-06,2025-11-07,NORMAL,NORMAL,-3.09,7,-1.23,-0.5,0.87,-2.48,0.243,1,6
4784,2025-11-14,2025-11-17,NORMAL,NORMAL,-4.81,6,0.24,-1.68,3.6,-3.96,0.011,0,2
4784,2025-11-25,2025-11-26,NORMAL,STRONG,-3.27,5,0.14,0.81,1.75,-1.21,0.038,0,1
4784,2025-12-03,2025-12-04,WEAK,NORMAL,-4.51,7,1.03,-0.44,0.44,-1.46,0.0,0,4
4784,2025-12-11,2025-12-12,WEAK,STRONG,-3.7,5,0.15,-1.99,1.38,-2.15,0.071,0,1
4784,2025-12-16,2025-12-17,WEAK,NORMAL,-5.26,5,-0.16,1.11,1.59,-2.07,0.0,0,1
4784,2026-01-21,2026-01-22,WEAK,STRONG,-6.06,3,-1.17,-2.97,2.02,-3.68,0.213,0,1
4784,2026-01-22,2026-01-23,STRONG,NORMAL,-4.1,3,-0.24,-0.37,2.21,-1.1,0.125,1,2
4784,2026-01-29,2026-01-30,NORMAL,NORMAL,-3.05,4,-1.44,-3.59,0.53,-3.59,0.421,0,3
4784,2026-01-30,2026-02-02,NORMAL,NORMAL,-4.98,6,2.07,0.0,4.32,-0.68,0.0,0,4
4784,2026-02-13,2026-02-16,WEAK,NORMAL,-9.97,3,-1.12,-2.39,0.25,-3.65,0.304,0,1
4784,2026-02-20,2026-02-24,WEAK,NORMAL,-3.85,2,-0.55,-6.25,0.0,-6.39,0.0,0,2
4784,2026-02-24,2026-02-25,NORMAL,NORMAL,-6.77,3,1.48,2.63,5.4,-0.15,0.022,0,3
4784,2026-03-10,2026-03-11,WEAK,NORMAL,-3.52,2,1.35,-0.27,3.6,-0.67,0.091,1,1
4784,2026-03-26,2026-03-27,WEAK,NORMAL,-3.04,3,-0.6,3.76,5.71,0.0,0.192,0,1
478A,2026-02-04,2026-02-05,NORMAL,NORMAL,-4.39,5,-0.3,3.31,3.71,-0.8,0.218,0,2
478A,2026-02-13,2026-02-16,WEAK,NORMAL,-25.84,9,-4.07,1.33,5.21,-1.57,0.0,0,1
478A,2026-02-17,2026-02-18,NORMAL,STRONG,-4.3,6,-0.12,0.62,3.5,-4.75,0.059,1,3
478A,2026-02-20,2026-02-24,WEAK,NORMAL,-3.7,6,-1.19,-5.77,0.94,-7.38,0.257,0,2
478A,2026-02-24,2026-02-25,NORMAL,NORMAL,-6.9,6,-0.28,-1.43,1.43,-3.0,0.194,0,3
478A,2026-03-24,2026-03-25,STRONG,STRONG,-9.32,5,-2.0,-2.18,1.5,-2.45,0.156,0,3
478A,2026-03-25,2026-03-26,STRONG,WEAK,-4.14,3,-2.09,-0.85,2.13,-5.55,0.069,0,4
479A,2026-02-04,2026-02-05,NORMAL,NORMAL,-8.08,8,0.5,0.69,2.56,0.0,0.244,0,3
479A,2026-02-13,2026-02-16,WEAK,NORMAL,-10.41,8,5.68,-3.12,0.0,-11.69,0.12,0,1
479A,2026-02-24,2026-02-25,NORMAL,NORMAL,-6.86,5,0.0,-0.07,1.81,-1.88,0.156,0,1
479A,2026-03-25,2026-03-26,STRONG,WEAK,-4.03,3,-0.45,-0.75,1.43,-2.56,0.065,0,1
480A,2026-02-04,2026-02-05,NORMAL,NORMAL,-4.14,9,-0.9,1.22,2.64,0.0,0.03,0,1
480A,2026-02-13,2026-02-16,WEAK,NORMAL,-10.13,7,2.5,-0.49,0.88,-3.6,0.081,0,1
4811,2026-02-16,2026-02-17,NORMAL,NORMAL,-9.15,10,8.05,-3.23,5.59,-4.72,0.245,0,3
4812,2025-12-29,2025-12-30,NORMAL,WEAK,-64.31,10,-1.82,1.75,2.23,-3.27,0.134,0,1
4812,2026-01-14,2026-01-15,NORMAL,STRONG,-7.23,10,-0.08,1.67,2.03,-0.84,0.129,0,3
4812,2026-02-04,2026-02-05,NORMAL,NORMAL,-9.79,9,0.97,0.69,2.93,-1.1,0.057,0,3
4812,2026-02-06,2026-02-09,NORMAL,STRONG,-4.41,7,0.29,1.23,1.37,-1.18,0.177,1,1
4812,2026-02-12,2026-02-13,NORMAL,WEAK,-6.57,8,-9.86,-1.19,4.76,-2.0,0.068,0,1
4812,2026-02-13,2026-02-16,WEAK,NORMAL,-10.93,10,-1.37,2.67,3.83,-1.83,0.12,0,2
4812,2026-02-17,2026-02-18,NORMAL,STRONG,-3.52,7,-0.9,4.24,4.7,-0.28,0.264,0,1
4813,2025-10-17,2025-10-20,WEAK,STRONG,-3.22,2,0.88,1.74,2.78,0.0,0.188,0,1
4813,2025-12-01,2025-12-02,WEAK,WEAK,-3.45,3,0.0,-3.38,0.94,-3.76,0.043,0,1
4813,2025-12-02,2025-12-03,WEAK,WEAK,-3.38,3,0.19,0.78,1.94,-0.19,0.08,0,2
4813,2025-12-22,2025-12-23,NORMAL,NORMAL,-4.83,2,0.61,3.63,3.63,0.0,0.143,0,1
4813,2026-02-12,2026-02-13,NORMAL,WEAK,-5.63,2,-1.57,-0.48,1.75,-1.75,0.129,0,1
4813,2026-03-26,2026-03-27,WEAK,NORMAL,-4.57,3,0.18,4.25,5.49,0.0,0.148,0,1
4814,2026-01-09,2026-01-13,NORMAL,NORMAL,-5.35,2,3.48,-5.88,0.42,-5.88,0.098,0,1
4814,2026-01-30,2026-02-02,NORMAL,NORMAL,-3.98,2,-3.32,-5.58,3.0,-5.58,0.029,0,1
4814,2026-02-03,2026-02-04,STRONG,NORMAL,-7.73,2,-1.48,-3.0,0.5,-4.0,0.077,0,3
4816,2025-10-31,2025-11-04,NORMAL,NORMAL,-5.14,3,0.07,-3.93,0.76,-3.93,0.08,0,1
4816,2025-11-04,2025-11-05,NORMAL,WEAK,-3.86,5,-0.18,0.9,1.51,-1.08,0.0,0,2
4816,2025-12-02,2025-12-03,WEAK,WEAK,-5.91,4,0.0,-3.14,0.11,-4.77,0.031,0,3
4816,2025-12-03,2025-12-04,WEAK,NORMAL,-3.14,4,0.51,2.02,2.14,-0.19,0.333,0,4
4816,2026-02-13,2026-02-16,WEAK,NORMAL,-8.71,8,-3.94,3.18,4.42,-0.09,0.0,0,5
4819,2025-11-28,2025-12-01,NORMAL,WEAK,-4.42,3,1.16,-2.52,0.98,-2.88,0.133,0,2
4819,2025-12-11,2025-12-12,WEAK,STRONG,-3.89,3,-1.06,1.17,2.13,0.0,0.0,0,1
4819,2026-01-21,2026-01-22,WEAK,STRONG,-3.26,4,-0.27,-0.35,0.31,-0.94,0.31,0,1
4819,2026-02-04,2026-02-05,NORMAL,NORMAL,-5.27,5,1.28,-0.21,1.18,-1.48,0.077,0,1
4819,2026-02-06,2026-02-09,NORMAL,STRONG,-3.13,5,2.18,-2.09,0.17,-2.39,0.197,0,1
4819,2026-02-13,2026-02-16,WEAK,NORMAL,-11.36,10,1.03,0.41,1.73,-1.93,0.024,0,2
4819,2026-02-19,2026-02-20,NORMAL,WEAK,-3.57,4,-0.1,-1.83,0.1,-3.56,0.147,0,1
4819,2026-02-24,2026-02-25,NORMAL,NORMAL,-7.39,7,5.18,-1.46,0.3,-2.11,0.056,0,3
4820,2026-02-16,2026-02-17,NORMAL,NORMAL,-3.29,6,-0.28,0.43,1.56,-0.28,0.222,0,3
4825,2026-02-26,2026-02-27,NORMAL,STRONG,-49.32,9,0.0,-0.6,0.0,-1.72,0.414,0,1
4826,2025-12-08,2025-12-09,NORMAL,NORMAL,-3.6,3,-0.37,-1.5,1.5,-2.25,0.361,0,1
4826,2025-12-11,2025-12-12,WEAK,STRONG,-7.71,3,0.57,-1.51,2.08,-2.45,0.048,0,1
4826,2026-02-04,2026-02-05,NORMAL,NORMAL,-3.68,5,-0.4,1.82,3.03,-0.61,0.062,0,1
4828,2025-12-29,2025-12-30,NORMAL,WEAK,-78.77,10,-2.28,-0.76,1.11,-2.39,0.0,0,1
4828,2025-12-30,2026-01-05,WEAK,NORMAL,-3.01,10,-0.88,-1.12,0.18,-5.74,0.467,0,2
4828,2026-02-04,2026-02-05,NORMAL,NORMAL,-7.56,10,0.0,1.07,1.38,-3.21,0.125,0,1
4828,2026-02-13,2026-02-16,WEAK,NORMAL,-6.09,5,0.3,2.56,2.63,-1.28,0.0,0,1
4828,2026-02-24,2026-02-25,NORMAL,NORMAL,-6.97,2,1.76,1.13,2.1,-0.3,0.55,0,2
4832,2025-10-30,2025-10-31,NORMAL,NORMAL,-11.49,7,0.21,-2.64,1.35,-3.27,0.485,0,1
