code4,name,last_close_yen
4054,日本情報クリエイト,625.0
4902,コニカミノルタ,625.0
2138,クルーズ,626.0
7412,アトム,626.0
6092,エンバイオ・ホールディングス,627.0
8769,アドバンテッジリスクマネジメント,627.0
4765,ＳＢＩグローバルアセットマネジメント,627.0
2291,福留ハム,628.0
1692,ＷｉｓｄｏｍＴｒｅｅ　アルミニウム上場投資信託,629.0
5408,中山製鋼所,629.0
3169,ミサワ,630.0
9723,京都ホテル,630.0
9421,エヌジェイホールディングス,630.0
6613,ＱＤレーザ,631.0
6982,リード,631.0
2424,ブラス,633.0
2215,第一屋製パン,634.0
9501,東京電力ホールディングス,635.4000244140625
6563,みらいワークス,636.0
2853,ｉシェアーズ　気候リスク調整世界国債　ＥＴＦ（除く日本・為替ヘッジあり）,636.2000122070312
8622,水戸証券,637.0
9235,売れるネット広告社グループ,637.0
6612,バルミューダ,639.0
2857,ｉシェアーズ　ドイツ国債　ＥＴＦ（為替ヘッジあり）,642.5
2329,東北新社,643.0
7192,日本モーゲージサービス,643.0
3439,三ツ知,644.0
4241,アテクト,645.0
9564,ＦＣＥ,646.0
6034,ＭＲＴ,646.0
3675,クロス・マーケティンググループ,647.0
7872,エステールホールディングス,647.0
9348,ｉｓｐａｃｅ,649.0
6240,ヤマシンフィルタ,649.0
6768,タムラ製作所,649.0
7098,エージェント,650.0
8999,グランディハウス,650.0
5355,日本坩堝,653.0
9517,イーレックス,653.0
7150,島根銀行,653.0
2242,ＭＡＸＩＳ　ＮＹダウ上場投信（為替ヘッジあり）,653.0999755859375
6656,インスペック,654.0
7694,いつも,654.0
6694,ズーム,656.0
7068,フィードフォースグループ,657.0
1431,Ｌｉｂ　Ｗｏｒｋ,658.0
9033,広島電鉄,658.0
4728,トーセ,658.0
5575,Ｇｌｏｂｅｅ,660.0
8737,あかつき本社,660.0
2114,フジ日本,661.0
3161,アゼアス,662.0
5956,トーソー,662.0
3031,ラクーンホールディングス,662.0
3625,テックファームホールディングス,662.0
4174,アピリッツ,662.0
9827,リリカラ,664.0
3035,ケイティケイ,664.0
6166,中村超硬,669.0
9685,ＫＹＣＯＭホールディングス,669.0
3760,ケイブ,669.0
4019,スタメン,669.0
3967,エルテス,669.0
3246,コーセーアールイー,669.0
4387,ＺＵＵ,670.0
1615,ＮＥＸＴ　ＦＵＮＤＳ　東証銀行業株価指数連動型上場投信,670.0
3123,サイボー,671.0
6194,アトラエ,671.0
2929,ファーマフーズ,673.0
4416,Ｔｒｕｅ　Ｄａｔａ,673.0
2856,ｉシェアーズ　米国債３－７年　ＥＴＦ（為替ヘッジあり）,673.9000244140625
5027,ＡｎｙＭｉｎｄ　Ｇｒｏｕｐ,674.0
6228,ジェイ・イー・ティ,674.0
4813,ＡＣＣＥＳＳ,675.0
2735,ワッツ,675.0
4437,ｇｏｏｄｄａｙｓホールディングス,675.0
3933,チエル,676.0
7551,ウェッズ,677.0
4892,サイフューズ,677.0
2428,ウェルネット,677.0
4486,ユナイトアンドグロウ,678.0
4288,アズジェント,678.0
5194,相模ゴム工業,678.0
7847,グラファイトデザイン,679.0
7443,横浜魚類,680.0
4548,生化学工業,680.0
4552,ＪＣＲファーマ,681.0
2991,ランドネット,683.0
7255,桜井製作所,683.0
5337,ダントーホールディングス,684.0
5820,三ッ星,684.0
2481,タウンニュース社,684.0
5401,日本製鉄,684.7000122070312
7112,キューブ,686.0
8338,筑波銀行,686.0
6964,サンコー,687.0
7879,ノダ,687.0
6210,ＴＯＹＯイノベックス,687.0
4245,ダイキアクシス,688.0
9385,ショーエイコーポレーション,688.0
7805,プリントネット,689.0
5932,三協立山,689.0
7353,ＫＩＹＯラーニング,689.0
6771,池上通信機,690.0
3787,テクノマセマティカル,691.0
6551,ツナググループ・ホールディングス,691.0
7833,アイフィスジャパン,692.0
9345,ビズメイツ,692.0
7371,Ｚｅｎｋｅｎ,693.0
9446,サカイホールディングス,693.0
9332,ＮＩＳＳＯホールディングス,693.0
6545,インターネットインフィニティー,694.0
9166,ＧＥＮＤＡ,694.0
3697,ＳＨＩＦＴ,694.0999755859375
1887,日本国土開発,695.0
1914,日本基礎技術,695.0
6088,シグマクシス・ホールディングス,695.0
5246,ＥＬＥＭＥＮＴＳ,695.0
4290,プレステージ・インターナショナル,698.0
6630,ヤーマン,698.0
3058,三洋堂ホールディングス,699.0
3682,エンカレッジ・テクノロジ,700.0
7364,琉球アスティーダスポーツクラブ,700.0
7127,一家ホールディングス,701.0
9343,アイビス,701.0
6090,ヒューマン・メタボローム・テクノロジーズ,702.0
4896,ケイファーマ,702.0
3864,三菱製紙,704.0
3747,インタートレード,705.0
5367,ニッカトー,705.0
1319,ＮＥＸＴ　ＦＵＮＤＳ　日経３００株価指数連動型上場投信,705.0999755859375
6527,ワカ製作所,706.0
3306,日本製麻,707.0
5570,ジェノバ,708.0
9450,ファイバーゲート,708.0
3907,シリコンスタジオ,709.0
7196,Ｃａｓａ,709.0
5247,ＢＴＭ,710.0
6200,インソース,711.0
3834,朝日ネット,712.0
6099,エラン,712.0
5162,朝日ラバー,713.0
1848,富士ピー・エス,717.0
4996,クミアイ化学工業,717.0
8848,レオパレス２１,717.0
5025,マーキュリー,719.0
5135,ＡＩＲ－Ｕ,719.0
7042,アクセスグループ・ホールディングス,720.0
4317,レイ,720.0
9941,太洋物産,722.0
2749,ＪＰホールディングス,723.0
9438,エムティーアイ,723.0
4934,プレミアアンチエイジング,724.0
1724,シンクレイヤ,725.0
5033,ヌーラボ,725.0
2127,日本Ｍ＆Ａセンターホールディングス,725.2000122070312
8698,マネックスグループ,726.0
2245,ＮＥＸＴ　ＦＵＮＤＳ　ブルームバーグ・ドイツ国債（７－１０年）インデックス（為替ヘッジあり）連動型上場投信,727.0
4668,明光ネットワークジャパン,727.0
8285,三谷産業,727.0
8346,東邦銀行,727.0
3143,オーウイル,728.0
2094,東証ＲＥＩＴインバースＥＴＦ,728.0
1420,サンヨーホームズ,728.0
6176,ブランジスタ,729.0
4712,ＫｅｙＨｏｌｄｅｒ,730.0
9115,明海グループ,730.0
7922,三光産業,731.0
9927,ワットマン,732.0
2246,ＮＥＸＴ　ＦＵＮＤＳ　ブルームバーグ・フランス国債（７－１０年）インデックス（為替ヘッジあり）連動型上場投信,732.4000244140625
2408,ＫＧ情報,733.0
4482,ウィルズ,735.0
5527,ｐｒｏｐｅｒｔｙ　ｔｅｃｈｎｏｌｏｇｉｅｓ,736.0
2916,仙波糖化工業,736.0
6742,京三製作所,737.0
4165,プレイド,737.0
7273,イクヨ,738.0
2962,テクニスコ,738.0
6071,ＩＢＪ,739.0
9644,タナベコンサルティンググループ,739.0
9519,レノバ,740.0
5252,日本ナレッジ,741.0
2877,日東ベスト,742.0
2376,サイネックス,743.0
9340,アソインターナショナル,743.0
3083,スターシーズ,745.0
7555,大田花き,746.0
4409,東邦化学工業,746.0
3566,ユニフォームネクスト,748.0
3935,エディア,749.0
7727,オーバル,749.0
2904,一正蒲鉾,750.0
4820,イーエムシステムズ,750.0
6191,エアトリ,753.0
2512,ＮＥＸＴ　ＦＵＮＤＳ　外国債券・ＦＴＳＥ世界国債インデックス（除く日本・為替ヘッジあり）連動型上場投信,753.7000122070312
6986,双葉電子工業,754.0
3803,イメージ情報開発,755.0
7486,サンリン,756.0
2286,林兼産業,756.0
4494,バリオセキュア,757.0
7814,日本創発グループ,757.0
2085,ＭＡＸＩＳ高配当日本株アクティブ上場投信,757.2000122070312
5997,協立エアテック,759.0
3387,クリエイト・レストランツ・ホールディングス,760.0
6336,石井表記,762.0
6853,共和電業,762.0
7539,アイナボホールディングス,763.0
3961,シルバーエッグ・テクノロジー,763.0
5125,ファインズ,763.0
8614,東洋証券,764.0
5957,日東精工,764.0
7416,はるやまホールディングス,764.0
6255,エヌ・ピー・シー,765.0
3541,農業総合研究所,766.0
6493,ＮＩＴＴＡＮ,767.0
9553,マイクロアド,767.0
6307,サンセイ,769.0
2984,ヤマイチエステート,770.0
4020,ビートレンド,770.0
7085,カーブスホールディングス,771.0
5381,マイポックス,771.0
6753,シャープ,771.7000122070312
6658,シライ電子工業,772.0
8616,東海東京フィナンシャル・ホールディングス,773.0
8016,オンワードホールディングス,774.0
7771,日本精密,775.0
4166,かっこ,776.0
1655,ｉシェアーズ　Ｓ＆Ｐ　５００　米国株　ＥＴＦ,777.5
9565,ＧＬＯＥ,778.0
7813,プラッツ,778.0
3878,巴川コーポレーション,779.0
2554,ＮＥＸＴ　ＦＵＮＤＳ　ブルームバーグ米国投資適格社債（１－１０年）インデックス（為替ヘッジあり）連動型上場投信,779.0999755859375
6262,ＰＥＧＡＳＵＳ,780.0
3326,ランシステム,780.0
7699,オムニ・プラス・システム・リミテッド　ＪＤＲ,780.0
9253,スローガン,780.0
6189,グローバルキッズＣＯＭＰＡＮＹ,780.0
4074,ラキール,781.0
9331,キャスター,782.0
4496,コマースＯｎｅホールディングス,782.0
7971,東リ,785.0
7561,ハークスレイ,785.0
4235,ウルトラファブリックス・ホールディングス,786.0
9213,セイファート,786.0
4625,アトミクス,786.0
5542,新報国マテリアル,786.0
3293,アズマハウス,787.0
6425,ユニバーサルエンターテインメント,789.0
4346,ＮＥＸＹＺ．Ｇｒｏｕｐ,791.0
6838,多摩川ホールディングス,793.0
5026,トリプルアイズ,794.0
2425,ケアサービス,795.0
9257,ＹＣＰホールディングス（グローバル）リミテッド　ＪＤＲ,795.0
9218,メンタルヘルステクノロジーズ,798.0
4784,ＧＭＯインターネット,799.0
4394,エクスモーション,799.0
4428,シノプス,800.0
3548,バロックジャパンリミテッド,802.0
7080,スポーツフィールド,802.0
3900,クラウドワークス,802.0
4929,アジュバンホールディングス,803.0
5138,Ｒｅｂａｓｅ,803.0
5742,エヌアイシ・オートテック,804.0
6558,クックビズ,804.0
7075,ＱＬＳホールディングス,805.0
2198,アイ・ケイ・ケイホールディングス,805.0
3571,ソトー,805.0
2179,成学社,806.0
7360,オンデック,806.0
3965,キャピタル・アセット・プランニング,807.0
2354,ＹＥ　ＤＩＧＩＴＡＬ,807.0
7980,重松製作所,809.0
5697,サンユウ,810.0
9330,揚羽,811.0
1514,住石ホールディングス,812.0
1569,ＴＯＰＩＸベア上場投信,812.9000244140625
8881,日神グループホールディングス,813.0
8203,ＭｒＭａｘＨＤ,813.0
3653,モルフォ,813.0
9262,シルバーライフ,813.0
7375,リファインバースグループ,813.0
3851,日本一ソフトウェア,814.0
7695,交換できるくん,815.0
4331,テイクアンドギヴ・ニーズ,815.0
7819,粧美堂,816.0
6966,三井ハイテック,816.0
4974,タカラバイオ,817.0
7962,キングジム,817.0
9256,サクシード,818.0
3661,エムアップホールディングス,818.0
6292,カワタ,818.0
9990,サックスバー　ホールディングス,819.0
4419,Ｆｉｎａｔｅｘｔホールディングス,819.0
7636,ハンズマン,820.0
6858,小野測器,820.0
8860,フジ住宅,821.0
2011,ＳＭＤＡＭ　Ａｃｔｉｖｅ　ＥＴＦ　日本高配当株式,821.5
6769,ザインエレクトロニクス,822.0
6482,ＹＵＳＨＩＮ,822.0
7885,タカノ,822.0
3953,大村紙業,824.0
5974,中国工業,825.0
7370,Ｅｎｊｉｎ,826.0
7362,Ｔ．Ｓ．Ｉ,827.0
7062,フレアス,828.0
4382,ＨＥＲＯＺ,828.0
4341,西菱電機,828.0
6969,松尾電機,828.0
2510,ＮＥＸＴ　ＦＵＮＤＳ　国内債券・ＮＯＭＵＲＡ－ＢＰＩ総合連動型上場投信,829.7000122070312
3059,ヒラキ,831.0
2311,エプコ,831.0
2970,ＧＬＣ　ＧＲＯＵＰ,832.0
1822,大豊建設,832.0
6757,ＯＳＧコーポレーション,832.0
9560,プログリット,834.0
4838,スペースシャワーＳＫＩＹＡＫＩホールディングス,834.0
7823,アートネイチャー,836.0
2039,ＮＥＸＴ　ＮＯＴＥＳ　ドバイ原油先物　ベア　ＥＴＮ,836.0
4168,ヤプリ,837.0
3154,メディアスホールディングス,838.0
7083,ＡＨＣグループ,839.0
3080,ジェーソン,839.0
7254,ユニバンス,840.0
7820,ニホンフラッシュ,840.0
4351,山田再生系債権回収総合事務所,842.0
3063,ジェイグループホールディングス,842.0
7212,エフテック,844.0
3489,フェイスネットワーク,845.0
9888,ＵＥＸ,845.0
4234,サンエー化研,846.0
3224,ゼネラル・オイスター,847.0
9405,朝日放送グループホールディングス,848.0
5984,兼房,849.0
7604,梅の花グループ,849.0
7096,ステムセル研究所,849.0
6848,東亜ディーケーケー,850.0
5534,エンゼルグループ,850.0
7886,ヤマト　モビリティ　＆　Ｍｆｇ．,851.0
4075,ブレインズテクノロジー,852.0
5609,日本鋳造,852.0
6091,ウエスコホールディングス,852.0
7807,幸和製作所,854.0
6994,指月電機製作所,855.0
9959,アシードホールディングス,856.0
3923,ラクス,856.2000122070312
2251,ＮＥＸＴ　ＦＵＮＤＳ　ＪＰＸ国債先物ダブルインバース指数連動型上場投信,856.7000122070312
9273,コーア商事ホールディングス,858.0
3634,ソケッツ,860.0
7347,マーキュリアホールディングス,862.0
3361,トーエル,865.0
6085,アーキテクツ・スタジオ・ジャパン,865.0
6620,宮越ホールディングス,867.0
6743,大同信号,868.0
3544,サツドラホールディングス,868.0
3396,フェリシモ,868.0
7800,アミファ,868.0
3750,ＡＤＲ１２０Ｓ,869.0
8119,三栄コーポレーション,869.0
5900,ダイケン,870.0
2158,ＦＲＯＮＴＥＯ,870.0
8841,テーオーシー,872.0
5852,アーレスティ,872.0
2241,ＭＡＸＩＳ　ＮＹダウ上場投信,872.9000244140625
9534,北海道瓦斯,873.0
8904,ＡＶＡＮＴＩＡ,873.0
4373,シンプレクス・ホールディングス,874.0
7325,アイリックコーポレーション,875.0
4246,ダイキョーニシカワ,876.0
6306,日工,877.0
7791,ドリームベッド,878.0
3248,アールエイジ,878.0
4318,クイック,878.0
7850,総合商研,878.0
5587,インバウンドプラットフォーム,879.0
8018,三共生興,880.0
4248,竹本容器,880.0
4705,クリップコーポレーション,880.0
6035,アイ・アールジャパンホールディングス,880.0
5616,雨風太陽,881.0
9903,カンセキ,881.0
7114,フーディソン,881.0
7514,ヒマラヤ,882.0
6727,ワコム,883.0
4375,セーフィー,884.0
4389,プロパティデータバンク,885.0
1429,日本アクア,886.0
5590,ネットスターズ,886.0
3181,買取王国,886.0
3444,菊池製作所,888.0
4565,ネクセラファーマ,888.0
4575,キャンバス,889.0
8217,オークワ,891.0
3580,小松マテーレ,892.0
2927,ＡＦＣ－ＨＤアムスライフサイエンス,892.0
7177,ＧＭＯフィナンシャルホールディングス,894.0
9872,北恵,897.0
9476,中央経済社ホールディングス,897.0
3951,朝日印刷,897.0
4243,ニックス,898.0
7037,テノ．ホールディングス,899.0
9145,ビーイングホールディングス,899.0
6584,三櫻工業,900.0
2917,大森屋,902.0
4259,エクサウィザーズ,903.0
7069,サイバー・バズ,904.0
3173,Ｃｏｍｉｎｉｘ,904.0
3512,日本フエルト,905.0
6470,大豊工業,905.0
5029,サークレイス,905.0
4800,オリコン,907.0
1568,ＴＯＰＩＸブル２倍上場投信,907.0999755859375
4960,ケミプロ化成,908.0
9366,サンリツ,910.0
4620,藤倉化成,910.0
6561,ＨＡＮＡＴＯＵＲ　ＪＡＰＡＮ,910.0
6293,日精樹脂工業,911.0
6836,ぷらっとホーム,912.0
3477,フォーライフ,912.0
6748,星和電機,913.0
5906,エムケー精工,913.0
2795,日本プリメックス,913.0
7036,イーエムネットジャパン,914.0
9344,アクシスコンサルティング,914.0
9368,キムラユニティー,914.0
1687,ＷｉｓｄｏｍＴｒｅｅ　農産物上場投資信託,915.0999755859375
5951,ダイニチ工業,916.0
5619,マーソ,916.0
2186,ソーバル,918.0
5698,エンビプロ・ホールディングス,919.0
9259,タカヨシホールディングス,920.0
5586,Ｌａｂｏｒｏ．ＡＩ,920.0
7619,田中商事,920.0
8007,高島,921.0
3676,デジタルハーツホールディングス,922.0
8835,太平洋興発,922.0
7246,プレス工業,922.0
7049,識学,922.0
7082,ジモティー,923.0
6157,日進工具,923.0
8908,毎日コムネット,923.0
4444,インフォネット,924.0
3416,ピクスタ,924.0
7871,フクビ化学工業,925.0
7297,カーメイト,925.0
2997,ストレージ王,925.0
7140,ペットゴー,926.0
1689,ＷｉｓｄｏｍＴｒｅｅ　天然ガス上場投資信託,926.0
3649,ファインデックス,926.0
9376,ユーラシア旅行社,928.0
6356,日本ギア工業,929.0
9274,ＫＰＰグループホールディングス,929.0
3392,デリカフーズホールディングス,929.0
7427,エコートレーディング,929.0
8714,池田泉州ホールディングス,930.0
7630,壱番屋,930.0
9059,カンダホールディングス,931.0
7955,クリナップ,931.0
8920,東祥,932.0
4222,児玉化学工業,932.0
2998,クリアル,933.0
3970,イノベーション,933.0
8772,アサックス,933.0
2180,サニーサイドアップグループ,934.0
7120,ＳＨＩＮＫＯ,934.0
9215,ＣａＳｙ,934.0
8600,トモニホールディングス,934.0
9713,ロイヤルホテル,936.0
7512,イオン北海道,938.0
3082,きちりホールディングス,938.0
3930,はてな,938.0
5588,ファーストアカウンティング,938.0
7198,ＳＢＩアルヒ,938.0
7345,アイ・パートナーズフィナンシャル,939.0
7266,今仙電機製作所,942.0
3271,ＴＨＥグローバル社,942.0
4360,マナック・ケミカル・パートナーズ,944.0
9158,シーユーシー,944.0
8628,松井証券,946.0
9067,丸運,947.0
4016,ＭＩＴホールディングス,947.0
3955,イムラ,948.0
9237,笑美面,949.0
6977,日本抵抗器製作所,951.0
3469,デュアルタップ,952.0
5936,東洋シヤッター,953.0
9219,ギックス,953.0
7043,アルー,955.0
9853,銀座ルノアール,955.0
3861,王子ホールディングス,955.2000122070312
8113,ユニ・チャーム,955.7999877929688
7997,くろがね工作所,956.0
3920,アイビーシー,958.0
2436,共同ピーアール,959.0
7090,リグア,959.0
1580,日経平均ベア上場投信,959.5999755859375
5015,ビーピー・カストロール,960.0
9271,和心,960.0
9414,日本ＢＳ放送,960.0
7984,コクヨ,961.5999755859375
6038,イード,962.0
4421,ディ・アイ・システム,962.0
9090,ＡＺ－ＣＯＭ丸和ホールディングス,965.0
3286,トラストホールディングス,965.0
7214,ＧＭＢ,965.0
7522,ワタミ,966.0
6424,高見沢サイバネティックス,966.0
2884,ヨシムラ・フード・ホールディングス,967.0
7463,アドヴァングループ,968.0
3865,北越コーポレーション,970.0
2769,ヴィレッジヴァンガードコーポレーション,970.0
9997,ベルーナ,971.0
2344,平安レイサービス,972.0
4429,リックソフト,972.0
4386,ＳＩＧグループ,972.0
8609,岡三証券グループ,974.0
7532,パン・パシフィック・インターナショナルホールディングス,975.2999877929688
9846,天満屋ストア,977.0
8103,明和産業,977.0
2565,グローバルＸ　ロジスティクス・Ｊ－ＲＥＩＴ　ＥＴＦ,978.0
3222,ユナイテッド・スーパーマーケット・ホールディングス,978.0
9780,ハリマビステム,978.0
5909,コロナ,979.0
9244,デジタリフト,980.0
4433,ヒト・コミュニケーションズ・ホールディングス,980.0
7381,ＣＣＩグループ,983.0
8070,東京産業,986.0
6222,島精機製作所,990.0
7863,平賀,990.0
3927,フーバーブレイン,990.0
6140,旭ダイヤモンド工業,990.0
4847,インテリジェント　ウェイブ,992.0
3623,ビリングシステム,992.0
7681,レオクラン,992.0
4755,楽天グループ,992.4000244140625
4031,片倉コープアグリ,993.0
8118,キング,994.0
9236,ジャパンＭ＆Ａソリューション,995.0
5491,日本金属,995.0
3175,エー・ピーホールディングス,996.0
6063,日本エマージェンシーアシスタンス,996.0
6197,ソラスト,997.0
6327,北川精機,997.0
6596,筑波精工,1000.0
3440,日創グループ,1000.0
9169,大伸社,1000.0
2304,ＣＳＳホールディングス,1000.0
3577,東海染工,1000.0
3924,ランドコンピュータ,1000.0
3557,ユナイテッド＆コレクティブ,1001.0
2683,魚喜,1002.0
7435,ナ・デックス,1005.0
4180,Ａｐｐｉｅｒ　Ｇｒｏｕｐ,1007.0
2493,イーサポートリンク,1008.0
2866,グローバルＸ　米国優先証券　ＥＴＦ,1008.0
3848,データ・アプリケーション,1008.0
6488,ヨシタケ,1009.0
5464,モリ工業,1010.0
4475,ＨＥＮＮＧＥ,1010.0
6193,バーチャレクス・ホールディングス,1010.0
5840,日本総険,1010.0
5959,岡部,1010.0
4013,勤次郎,1010.0
3937,Ｕｂｉｃｏｍホールディングス,1010.0
3223,エスエルディー,1011.0
2124,ジェイエイシーリクルートメント,1012.0
7040,サン・ライフホールディング,1013.0
9850,グルメ杵屋,1014.0
4410,ハリマ化成グループ,1014.0
9504,中国電力,1014.0
6882,三社電機製作所,1014.0
8524,北洋銀行,1015.0
7722,国際計測器,1016.0
5268,旭コンクリート工業,1016.0
2173,博展,1018.0
7740,タムロン,1021.0
4263,サスメド,1022.0
4664,アール・エス・シー,1022.0
9307,杉村倉庫,1022.0
6562,ジーニー,1024.0
9474,ゼンリン,1024.0
6158,和井田製作所,1025.0
3842,ネクストジェン,1025.0
9505,北陸電力,1026.0
3140,ＢＲＵＮＯ,1026.0
6279,瑞光,1026.0
1380,秋川牧園,1026.0
4579,ラクオリア創薬,1027.0
5940,不二サッシ,1027.0
5845,全保連,1028.0
7134,アップガレージグループ,1029.0
6069,トレンダーズ,1030.0
7726,黒田精工,1031.0
4345,シーティーエス,1032.0
2597,ユニカフェ,1035.0
7067,ブランディングテクノロジー,1035.0
8550,栃木銀行,1035.0
3168,ＭＥＲＦ,1037.0
3880,大王製紙,1037.0
4997,日本農薬,1038.0
3962,チェンジホールディングス,1038.0
9313,丸八倉庫,1038.0
3030,ハブ,1039.0
3447,信和,1039.0
2994,アンサーホールディングス,1040.0
2019,グローバルＸ　米国優先証券　ＥＴＦ（隔月分配型）,1041.0
8864,空港施設,1043.0
6257,藤商事,1044.0
6082,ライドオンエクスプレスホールディングス,1045.0
3267,フィル・カンパニー,1045.0
7888,三光合成,1046.0
4811,ドリーム・アーツ,1046.0
3138,富士山マガジンサービス,1046.0
2307,クロスキャット,1046.0
7874,レック,1048.0
5870,ナルネットコミュニケーションズ,1049.0
5985,サンコール,1049.0
7898,ウッドワン,1049.0
3538,ウイルプラスホールディングス,1050.0
7065,ユーピーアール,1051.0
7222,日産車体,1051.0
5250,プライム・ストラテジー,1052.0
8704,トレイダーズホールディングス,1053.0
4769,ＩＣ,1054.0
4612,日本ペイントホールディングス,1054.0
1430,ファーストコーポレーション,1055.0
6539,ＭＳ－Ｊａｐａｎ,1058.0
6037,楽待,1058.0
4680,ラウンドワン,1059.0
4316,ビーマップ,1060.0
6614,シキノハイテック,1060.0
8040,東京ソワール,1060.0
6238,フリュー,1061.0
7878,光・彩,1062.0
9976,セキチュー,1063.0
3662,エイチームホールディングス,1064.0
3641,パピレス,1065.0
2752,フジオフードグループ本社,1069.0
6161,エスティック,1069.0
8715,アニコム　ホールディングス,1070.0
6480,日本トムソン,1070.0
3698,ＣＲＩ・ミドルウェア,1071.0
2009,鳥越製粉,1071.0
4479,マクアケ,1072.0
3103,ユニチカ,1072.0
7061,日本ホスピスホールディングス,1074.0
5868,ロココ,1074.0
4439,東名,1075.0
2621,ｉシェアーズ　米国債２０年超　ＥＴＦ（為替ヘッジあり）,1078.0
9470,学研ホールディングス,1079.0
7059,コプロ・ホールディングス,1080.0
5578,ＡＲアドバンストテクノロジ,1081.0
8996,ハウスフリーダム,1082.0
3772,ウェルス・マネジメント,1082.0
1717,明豊ファシリティワークス,1085.0
3529,アツギ,1085.0
7272,ヤマハ発動機,1087.5
9509,北海道電力,1089.5
7077,ＡＬｉＮＫインターネット,1090.0
9552,クオンツ総研ホールディングス,1091.0
9225,ブリッジコンサルティンググループ,1092.0
7317,松屋アールアンドディ,1092.0
5237,ノザワ,1092.0
1375,ユキグニファクトリー,1093.0
8141,新光商事,1093.0
2855,グローバルＸ　グリーン・Ｊ－ＲＥＩＴ　ＥＴＦ,1093.0
4060,ｒａｋｕｍｏ,1093.0
3418,バルニバービ,1094.0
7419,ノジマ,1094.0
9914,植松商会,1094.0
6138,ダイジェット工業,1094.0
4644,イマジニア,1095.0
6513,オリジン,1095.0
2868,グローバルＸ　Ｓ＆Ｐ５００・カバード・コール　ＥＴＦ,1096.0
3457,Ａｎｄ　Ｄｏホールディングス,1096.0
8181,東天紅,1098.0
4391,ロジザード,1099.0
7294,ヨロズ,1099.0
6654,不二電機工業,1101.0
8613,丸三証券,1102.0
7004,カナデビア,1103.0
3231,野村不動産ホールディングス,1103.5
3245,ディア・ライフ,1106.0
8032,日本紙パルプ商事,1107.0
2449,プラップジャパン,1108.0
2097,グローバルＸ　レジデンシャル・Ｊ－ＲＥＩＴ　ＥＴＦ,1108.0
2335,キューブシステム,1109.0
8281,ゼビオホールディングス,1110.0
7072,インティメート・マージャー,1110.0
9625,セレスポ,1110.0
2378,ルネサンス,1112.0
7241,フタバ産業,1114.0
4418,ＪＤＳＣ,1114.0
8023,ＤＡＩＫＯ　ＸＴＥＣＨ,1115.0
3991,ウォンテッドリー,1116.0
2938,オカムラ食品工業,1117.0
3608,ＴＳＩホールディングス,1118.0
5218,オハラ,1118.0
5301,東海カーボン,1119.0
5965,フジマック,1119.0
1491,中外鉱業,1119.0
9325,ファイズホールディングス,1119.0
9757,船井総研ホールディングス,1121.0
4687,ＴＤＣソフト,1121.0
2933,紀文食品,1122.0
6629,テクノホライゾン,1122.0
6523,ＰＨＣホールディングス,1123.0
6779,日本電波工業,1125.0
3816,大和コンピューター,1126.0
8185,チヨダ,1127.0
6298,ワイエイシイホールディングス,1127.0
5242,アイズ,1130.0
7318,セレンディップ・ホールディングス,1130.0
9342,スマサポ,1133.0
8563,大東銀行,1133.0
8275,フォーバル,1133.0
8914,エリアリンク,1134.0
8898,センチュリー２１・ジャパン,1134.0
2566,上場インデックスファンド日経ＥＳＧリート,1134.0
4885,室町ケミカル,1134.0
7208,カネミツ,1135.0
7983,ミロク,1135.0
4188,三菱ケミカルグループ,1135.5
6554,エスユーエス,1136.0
3109,シキボウ,1136.0
5368,日本インシュレーション,1136.0
8945,サンネクスタグループ,1137.0
5933,アルインコ,1138.0
3546,アレンザホールディングス,1142.0
4231,タイガースポリマー,1143.0
7902,ソノコム,1147.0
4286,ＣＬホールディングス,1149.0
5187,クリエートメディック,1150.0
7245,大同メタル工業,1150.0
3280,エストラスト,1151.0
5458,高砂鐵工,1152.0
3172,ティーライフ,1152.0
5259,ＢＢＤイニシアティブ,1152.0
3773,アドバンスト・メディア,1152.0
3553,共和レザー,1152.0
2098,グローバルＸ　ホテル＆リテール・Ｊ－ＲＥＩＴ　ＥＴＦ,1153.0
3863,日本製紙,1153.0
2037,ＮＥＸＴ　ＮＯＴＥＳ　金先物　ベア　ＥＴＮ,1154.0
7057,エヌ・シー・エヌ,1154.0
2734,サーラコーポレーション,1155.0
8585,オリエントコーポレーション,1156.0
9130,共栄タンカー,1158.0
6533,Ｏｒｃｈｅｓｔｒａ　Ｈｏｌｄｉｎｇｓ,1160.0
3450,サトウ産業,1160.0
9254,ラバブルマーケティンググループ,1161.0
3989,シェアリングテクノロジー,1161.0
3912,モバイルファクトリー,1163.0
7314,小田原機器,1165.0
2433,博報堂ＤＹホールディングス,1165.0
2331,ＡＬＳＯＫ,1165.5
7116,ダイワ通信,1167.0
4113,田岡化学工業,1168.0
7875,竹田ｉＰホールディングス,1168.0
6418,日本金銭機械,1168.0
7554,幸楽苑,1168.0
9246,プロジェクトホールディングス,1168.0
4441,トビラシステムズ,1168.0
2157,コシダカホールディングス,1170.0
4097,高圧ガス工業,1170.0
3092,ＺＯＺＯ,1170.0
7129,ミアヘルサホールディングス,1170.0
4998,フマキラー,1171.0
2096,グローバルＸ　オフィス・Ｊ－ＲＥＩＴ　ＥＴＦ,1172.0
6905,コーセル,1172.0
6339,新東工業,1172.0
6232,ＡＣＳＬ,1172.0
9511,沖縄電力,1173.0
9682,ＤＴＳ,1173.0
