verify_date,scan_date,code,name,score,ratio,morning_judgment,open_price,close_price,result_pct,grade,is_top20,market_condition,high_price,max_rise_pct,day1_pct,day2_pct,day3_pct,day4_pct,day5_pct,max_ret_5d,max_ret_day,exit_reason,exit_day,exit_pct
2026-03-12,2026-03-11,4882,ペルセウスプロテオミクス,10.0,16.01,UNKNOWN,267.0,277.0,3.75,B,0,NORMAL,,,3.75,-3.37,-5.24,-12.36,-14.23,3.75,1,利確+3%,1,3.75
2026-03-12,2026-03-11,157A,グリーンモンスター,10.0,13.45,BUY,1431.0,1358.0,-5.1,FAIL,0,NORMAL,,,-5.1,-4.82,-7.76,-12.72,-15.16,-4.82,2,損切り-5%,1,-5.1
2026-03-12,2026-03-11,3553,共和レザー,8.44,7.32,UNKNOWN,1011.0,1000.0,-1.09,FAIL,0,NORMAL,,,-1.09,-2.47,-1.58,-1.58,-0.2,-0.2,5,引け(day5),5,-0.2
2026-03-12,2026-03-11,6907,ジオマテック,8.08,6.25,UNKNOWN,1116.0,1025.0,-8.15,FAIL,0,NORMAL,,,-8.15,-6.0,-5.91,-6.81,-5.02,-5.02,5,損切り-5%,1,-8.15
2026-03-12,2026-03-11,255A,ジーエルテクノホールディングス,7.81,5.44,UNKNOWN,3565.0,3485.0,-2.24,FAIL,0,NORMAL,,,-2.24,-3.65,-3.09,1.26,-0.7,1.26,4,引け(day5),5,-0.7
2026-03-12,2026-03-11,2375,ギグワークス,7.79,5.36,UNKNOWN,230.0,226.0,-1.74,FAIL,0,NORMAL,,,-1.74,-4.35,-5.65,-7.83,-6.52,-1.74,1,損切り-5%,3,-5.65
2026-03-12,2026-03-11,6356,日本ギア工業,7.53,4.59,BUY,1838.0,1668.0,-9.25,FAIL,0,NORMAL,,,-9.25,6.26,-1.74,-11.43,2.45,6.26,2,損切り-5%,1,-9.25
2026-03-12,2026-03-11,6769,ザインエレクトロニクス,7.34,4.01,UNKNOWN,955.0,1012.0,5.97,A,0,NORMAL,,,5.97,0.31,-0.73,-2.3,-2.51,5.97,1,利確+3%,1,5.97
2026-03-12,2026-03-11,4265,Ｉｎｓｔｉｔｕｔｉｏｎ　ｆｏｒ　ａ　Ｇｌｏｂａｌ　Ｓｏｃｉｅｔｙ,7.32,3.96,UNKNOWN,323.0,320.0,-0.93,FAIL,0,NORMAL,,,-0.93,8.98,5.26,30.03,42.41,42.41,5,利確+3%,2,8.98
2026-03-12,2026-03-11,192A,インテグループ,7.13,3.38,UNKNOWN,1925.0,1897.0,-1.45,FAIL,0,NORMAL,,,-1.45,-2.39,-3.38,-2.29,-3.27,-1.45,1,引け(day5),5,-3.27
2026-03-12,2026-03-11,6093,エスクロー・エージェント・ジャパン,7.12,3.37,UNKNOWN,189.0,193.0,2.12,B,0,NORMAL,,,2.12,0.0,-1.06,1.59,3.17,3.17,5,利確+3%,5,3.17
2026-03-12,2026-03-11,3927,フーバーブレイン,7.01,3.04,UNKNOWN,1026.0,1044.0,1.75,FLAT,0,NORMAL,,,1.75,8.19,8.28,3.02,12.57,12.57,5,利確+3%,2,8.19
2026-03-12,2026-03-11,9908,日本電計,6.84,2.52,UNKNOWN,2563.0,2621.0,2.26,B,0,NORMAL,,,2.26,0.7,-0.94,-1.64,0.62,2.26,1,引け(day5),5,0.62
2026-03-12,2026-03-11,7613,シークス,6.83,2.83,UNKNOWN,1221.0,1205.0,-1.31,FAIL,0,NORMAL,,,-1.31,-1.8,-0.9,-1.56,1.23,1.23,5,引け(day5),5,1.23
2026-03-12,2026-03-11,6466,ＴＶＥ,6.81,2.43,PASS,5690.0,5370.0,-5.62,FAIL,0,NORMAL,,,-5.62,1.05,-6.33,-16.78,-14.24,1.05,2,損切り-5%,1,-5.62
2026-03-12,2026-03-11,4979,ＯＡＴアグリオ,6.79,2.64,UNKNOWN,2734.0,2900.0,6.07,A,0,NORMAL,,,6.07,9.51,11.92,8.05,3.18,11.92,3,利確+3%,1,6.07
2026-03-12,2026-03-11,6521,オキサイド,6.78,5.51,UNKNOWN,4725.0,4800.0,1.59,FLAT,0,NORMAL,,,1.59,-5.71,6.67,2.65,7.72,7.72,5,損切り-5%,2,-5.71
2026-03-12,2026-03-11,4586,メドレックス,6.7,2.09,CAUTION,110.0,106.0,-3.64,FAIL,0,NORMAL,,,-3.64,-1.82,0.0,-0.91,3.64,3.64,5,利確+3%,5,3.64
2026-03-13,2026-03-12,1776,三井住建道路,10.0,13.04,UNKNOWN,1995.0,1996.0,0.05,FLAT,0,WEAK,,,0.05,0.05,0.0,0.05,0.0,0.05,1,引け(day5),5,0.0
2026-03-13,2026-03-12,4890,坪田ラボ,10.0,13.08,UNKNOWN,433.0,413.0,-4.62,FAIL,0,WEAK,,,-4.62,-7.62,-5.77,-12.01,-17.55,-4.62,1,損切り-5%,2,-7.62
2026-03-13,2026-03-12,7940,ウェーブロックホールディングス,10.0,11.99,UNKNOWN,1059.0,1069.0,0.94,FLAT,0,WEAK,,,0.94,0.85,1.13,1.98,1.32,1.98,4,引け(day5),5,1.32
2026-03-13,2026-03-12,2375,ギグワークス,10.0,12.16,PASS,221.0,220.0,-0.45,FAIL,0,WEAK,,,-0.45,-1.81,-4.07,-2.71,-5.43,-0.45,1,損切り-5%,5,-5.43
2026-03-13,2026-03-12,4814,ネクストウェア,9.92,11.75,UNKNOWN,204.0,204.0,0.0,FLAT,0,WEAK,,,0.0,-0.98,-1.96,-0.98,-5.88,0.0,1,損切り-5%,5,-5.88
2026-03-13,2026-03-12,7064,ハウテレビジョン,9.89,11.67,UNKNOWN,1020.0,925.0,-9.31,FAIL,0,WEAK,,,-9.31,-7.55,-7.75,-7.75,-6.08,-6.08,5,損切り-5%,1,-9.31
2026-03-13,2026-03-12,4075,ブレインズテクノロジー,9.14,9.41,CAUTION,1622.0,1613.0,-0.55,FAIL,0,WEAK,,,-0.55,-5.67,12.08,14.73,2.77,14.73,4,損切り-5%,2,-5.67
2026-03-13,2026-03-12,6907,ジオマテック,9.05,9.16,CAUTION,1019.0,1049.0,2.94,B,0,WEAK,,,2.94,3.04,2.06,4.02,-6.87,4.02,4,利確+3%,2,3.04
2026-03-13,2026-03-12,3840,パス,8.67,8.0,CAUTION,92.0,87.0,-5.43,FAIL,0,WEAK,,,-5.43,-9.78,-13.04,-19.57,-26.09,-5.43,1,損切り-5%,1,-5.43
2026-03-13,2026-03-12,157A,グリーンモンスター,8.52,7.55,CAUTION,1268.0,1362.0,7.41,A,0,WEAK,,,7.41,4.1,-1.5,-4.26,-11.83,7.41,1,利確+3%,1,7.41
2026-03-13,2026-03-12,6521,オキサイド,8.44,7.32,PASS,4610.0,4455.0,-3.36,FAIL,0,WEAK,,,-3.36,9.33,5.21,10.41,12.58,12.58,5,利確+3%,2,9.33
2026-03-13,2026-03-12,2288,丸大食品,8.3,6.89,UNKNOWN,2222.0,2230.0,0.36,FLAT,0,WEAK,,,0.36,1.17,2.57,5.31,2.52,5.31,4,利確+3%,4,5.31
2026-03-13,2026-03-12,1436,グリーンエナジー＆カンパニー,8.27,6.81,UNKNOWN,3835.0,4190.0,9.26,S,1,WEAK,,,9.26,8.08,5.22,3.91,-0.13,9.26,1,利確+3%,1,9.26
2026-03-13,2026-03-12,4884,クリングルファーマ,8.05,6.14,UNKNOWN,394.0,397.0,0.76,FLAT,0,WEAK,,,0.76,-0.25,-0.51,0.76,-3.81,0.76,1,引け(day5),5,-3.81
2026-03-13,2026-03-12,2734,サーラコーポレーション,7.93,5.78,UNKNOWN,1060.0,1055.0,-0.47,FAIL,0,WEAK,,,-0.47,0.0,-0.47,1.42,-0.28,1.42,4,引け(day5),5,-0.28
2026-03-13,2026-03-12,4074,ラキール,7.91,5.74,UNKNOWN,698.0,695.0,-0.43,FAIL,0,WEAK,,,-0.43,-1.86,-5.73,-3.01,-4.73,-0.43,1,損切り-5%,3,-5.73
2026-03-13,2026-03-12,1844,大盛工業,7.85,5.54,UNKNOWN,665.0,629.0,-5.41,FAIL,0,WEAK,,,-5.41,-3.91,-8.27,-6.02,-9.62,-3.91,2,損切り-5%,1,-5.41
2026-03-13,2026-03-12,4026,神島化学工業,7.75,5.25,UNKNOWN,1875.0,1938.0,3.36,B,0,WEAK,,,3.36,3.15,3.68,8.05,1.39,8.05,4,利確+3%,1,3.36
2026-03-13,2026-03-12,4893,ノイルイミューン・バイオテック,7.55,4.66,UNKNOWN,163.0,180.0,10.43,S,1,WEAK,,,10.43,25.77,13.5,11.04,-6.75,25.77,2,利確+3%,1,10.43
2026-03-13,2026-03-12,5248,テクノロジーズ,7.49,4.48,UNKNOWN,485.0,493.0,1.65,FLAT,0,WEAK,,,1.65,1.65,-1.24,-6.19,-10.52,1.65,1,損切り-5%,4,-6.19
2026-03-16,2026-03-13,7640,トップカルチャー,10.0,12.74,UNKNOWN,206.0,198.0,-3.88,FAIL,0,NORMAL,,,-3.88,-3.88,-2.43,-2.91,-5.34,-2.43,3,損切り-5%,5,-5.34
