datetime,time,open,high,low,close,volume
2026-03-19 09:03:00+09:00,09:03,198.0,198.0,198.0,198.0,0
2026-03-19 09:05:00+09:00,09:05,190.0,190.0,190.0,190.0,139100
2026-03-19 09:06:00+09:00,09:06,190.0,191.0,190.0,191.0,700
2026-03-19 09:07:00+09:00,09:07,191.0,191.0,191.0,191.0,1500
2026-03-19 09:08:00+09:00,09:08,191.0,191.0,191.0,191.0,1200
2026-03-19 09:09:00+09:00,09:09,191.0,191.0,191.0,191.0,400
2026-03-19 09:10:00+09:00,09:10,191.0,191.0,191.0,191.0,100
2026-03-19 09:12:00+09:00,09:12,190.0,190.0,190.0,190.0,4400
2026-03-19 09:13:00+09:00,09:13,190.0,190.0,190.0,190.0,4400
2026-03-19 09:14:00+09:00,09:14,190.0,190.0,190.0,190.0,1000
2026-03-19 09:17:00+09:00,09:17,190.0,190.0,190.0,190.0,3600
2026-03-19 09:18:00+09:00,09:18,190.0,190.0,190.0,190.0,100
2026-03-19 09:19:00+09:00,09:19,190.0,190.0,190.0,190.0,1000
2026-03-19 09:20:00+09:00,09:20,190.0,190.0,190.0,190.0,100
2026-03-19 09:21:00+09:00,09:21,190.0,190.0,190.0,190.0,100
2026-03-19 09:23:00+09:00,09:23,189.0,189.0,189.0,189.0,12900
2026-03-19 09:24:00+09:00,09:24,188.0,188.0,187.0,188.0,27000
2026-03-19 09:25:00+09:00,09:25,188.0,189.0,188.0,188.0,5100
2026-03-19 09:26:00+09:00,09:26,188.0,188.0,188.0,188.0,100
2026-03-19 09:27:00+09:00,09:27,189.0,189.0,189.0,189.0,500
2026-03-19 09:28:00+09:00,09:28,189.0,190.0,189.0,190.0,1200
2026-03-19 09:30:00+09:00,09:30,190.0,190.0,190.0,190.0,400
2026-03-19 09:33:00+09:00,09:33,190.0,190.0,190.0,190.0,800
2026-03-19 09:35:00+09:00,09:35,190.0,190.0,190.0,190.0,200
2026-03-19 09:37:00+09:00,09:37,191.0,191.0,191.0,191.0,600
2026-03-19 09:39:00+09:00,09:39,190.0,190.0,190.0,190.0,200
2026-03-19 09:40:00+09:00,09:40,190.0,190.0,190.0,190.0,3900
2026-03-19 09:46:00+09:00,09:46,189.0,189.0,189.0,189.0,100
2026-03-19 09:47:00+09:00,09:47,189.0,189.0,189.0,189.0,200
2026-03-19 09:50:00+09:00,09:50,189.0,189.0,189.0,189.0,200
2026-03-19 09:51:00+09:00,09:51,189.0,189.0,189.0,189.0,6700
2026-03-19 09:52:00+09:00,09:52,189.0,189.0,189.0,189.0,300
2026-03-19 09:55:00+09:00,09:55,189.0,189.0,189.0,189.0,4200
2026-03-19 09:58:00+09:00,09:58,189.0,189.0,189.0,189.0,1500
2026-03-19 10:00:00+09:00,10:00,189.0,189.0,189.0,189.0,2700
2026-03-19 10:01:00+09:00,10:01,189.0,189.0,189.0,189.0,1600
2026-03-19 10:02:00+09:00,10:02,189.0,189.0,189.0,189.0,5500
2026-03-19 10:07:00+09:00,10:07,189.0,189.0,188.0,189.0,3200
2026-03-19 10:08:00+09:00,10:08,189.0,189.0,189.0,189.0,100
2026-03-19 10:09:00+09:00,10:09,189.0,189.0,189.0,189.0,300
2026-03-19 10:10:00+09:00,10:10,188.0,188.0,188.0,188.0,100
2026-03-19 10:11:00+09:00,10:11,189.0,189.0,189.0,189.0,4200
2026-03-19 10:12:00+09:00,10:12,189.0,189.0,189.0,189.0,1700
2026-03-19 10:13:00+09:00,10:13,189.0,190.0,189.0,190.0,400
2026-03-19 10:18:00+09:00,10:18,190.0,190.0,190.0,190.0,4600
2026-03-19 10:37:00+09:00,10:37,190.0,190.0,190.0,190.0,2200
2026-03-19 10:41:00+09:00,10:41,190.0,190.0,190.0,190.0,500
2026-03-19 10:42:00+09:00,10:42,189.0,189.0,189.0,189.0,40800
2026-03-19 10:43:00+09:00,10:43,189.0,189.0,189.0,189.0,2400
2026-03-19 10:44:00+09:00,10:44,189.0,189.0,189.0,189.0,1000
2026-03-19 10:45:00+09:00,10:45,189.0,189.0,188.0,188.0,4900
2026-03-19 10:46:00+09:00,10:46,189.0,189.0,189.0,189.0,100
2026-03-19 10:48:00+09:00,10:48,189.0,189.0,189.0,189.0,1000
2026-03-19 10:57:00+09:00,10:57,189.0,189.0,189.0,189.0,300
2026-03-19 10:59:00+09:00,10:59,188.0,189.0,188.0,189.0,3400
2026-03-19 11:07:00+09:00,11:07,188.0,188.0,188.0,188.0,4200
2026-03-19 11:08:00+09:00,11:08,188.0,188.0,188.0,188.0,3900
2026-03-19 11:09:00+09:00,11:09,188.0,188.0,188.0,188.0,300
2026-03-19 11:12:00+09:00,11:12,188.0,188.0,188.0,188.0,200
2026-03-19 11:22:00+09:00,11:22,189.0,189.0,189.0,189.0,3300
2026-03-19 11:23:00+09:00,11:23,189.0,189.0,188.0,188.0,5000
2026-03-19 11:25:00+09:00,11:25,188.0,188.0,188.0,188.0,500
2026-03-19 11:29:00+09:00,11:29,189.0,189.0,189.0,189.0,2100
2026-03-19 11:30:00+09:00,11:30,189.0,189.0,189.0,189.0,3000
2026-03-19 12:30:00+09:00,12:30,189.0,189.0,188.0,188.0,6300
2026-03-19 12:31:00+09:00,12:31,187.0,187.0,186.0,186.0,29500
2026-03-19 12:32:00+09:00,12:32,187.0,187.0,187.0,187.0,3700
