datetime,time,open,high,low,close,volume
2026-03-23 09:03:00+09:00,09:03,178.0,179.0,178.0,178.0,174500
2026-03-23 09:04:00+09:00,09:04,178.0,179.0,178.0,179.0,9500
2026-03-23 09:05:00+09:00,09:05,179.0,179.0,179.0,179.0,0
2026-03-23 09:06:00+09:00,09:06,180.0,180.0,178.0,179.0,17100
2026-03-23 09:07:00+09:00,09:07,179.0,179.0,179.0,179.0,2800
2026-03-23 09:08:00+09:00,09:08,179.0,179.0,178.0,179.0,3600
2026-03-23 09:09:00+09:00,09:09,180.0,180.0,180.0,180.0,1800
2026-03-23 09:10:00+09:00,09:10,180.0,180.0,179.0,179.0,1100
2026-03-23 09:11:00+09:00,09:11,179.0,179.0,177.0,178.0,33000
2026-03-23 09:12:00+09:00,09:12,178.0,179.0,177.0,178.0,14900
2026-03-23 09:13:00+09:00,09:13,179.0,179.0,178.0,178.0,500
2026-03-23 09:14:00+09:00,09:14,179.0,179.0,179.0,179.0,500
2026-03-23 09:15:00+09:00,09:15,179.0,179.0,179.0,179.0,500
2026-03-23 09:16:00+09:00,09:16,179.0,179.0,179.0,179.0,900
2026-03-23 09:17:00+09:00,09:17,180.0,180.0,180.0,180.0,22900
2026-03-23 09:18:00+09:00,09:18,180.0,180.0,180.0,180.0,9300
2026-03-23 09:19:00+09:00,09:19,180.0,180.0,179.0,180.0,4600
2026-03-23 09:20:00+09:00,09:20,180.0,181.0,180.0,181.0,1200
2026-03-23 09:23:00+09:00,09:23,181.0,181.0,181.0,181.0,9400
2026-03-23 09:24:00+09:00,09:24,181.0,181.0,181.0,181.0,4900
2026-03-23 09:25:00+09:00,09:25,181.0,181.0,179.0,180.0,32100
2026-03-23 09:26:00+09:00,09:26,180.0,180.0,180.0,180.0,100
2026-03-23 09:27:00+09:00,09:27,180.0,180.0,180.0,180.0,3600
2026-03-23 09:29:00+09:00,09:29,181.0,181.0,181.0,181.0,5700
2026-03-23 09:30:00+09:00,09:30,181.0,181.0,180.0,180.0,33000
2026-03-23 09:31:00+09:00,09:31,180.0,180.0,179.0,180.0,4200
2026-03-23 09:32:00+09:00,09:32,179.0,179.0,179.0,179.0,35600
2026-03-23 09:33:00+09:00,09:33,179.0,179.0,179.0,179.0,2500
2026-03-23 09:34:00+09:00,09:34,179.0,180.0,179.0,180.0,1100
2026-03-23 09:35:00+09:00,09:35,179.0,179.0,179.0,179.0,6700
2026-03-23 09:37:00+09:00,09:37,178.0,178.0,178.0,178.0,400
2026-03-23 09:38:00+09:00,09:38,179.0,179.0,178.0,178.0,4000
2026-03-23 09:39:00+09:00,09:39,178.0,178.0,178.0,178.0,79200
2026-03-23 09:40:00+09:00,09:40,177.0,177.0,176.0,176.0,40400
